,B3-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
B4-e003Coalescence-Inoculumn-mBHI,0.237,0.75
B4-e003Coalescence-mBHI-p3,0.833,0.14300000000000002
B4-e003Coalescence-mGAM-p5,0.203,0.784
C3-e003Coalescence-mBHI-inoculumn-redo,0.23099999999999998,0.757
C3-e003Coalescence-mBHI-p5,1.0,0.0
C3-e003Coalescence-mBHI-p7,1.0,0.0
C3-e003Coalescence-mGAM-p3,0.46299999999999997,0.528
C3-e003Coalescence-mGAM-p5,0.196,0.793
C3-e003Coalescence-mGAM-p7,0.258,0.732
F4-e003Coalescence-mBHI-p3_S23,1.0,0.0
F4-e003Coalescence-mBHI-p5_S15,0.765,0.214
F4-e003Coalescence-mBHI-p7_S111,0.46199999999999997,0.52
F4-e003Coalescence-mGAM-p3_S71,0.489,0.49
F4-e003Coalescence-mGAM-p5_S63,0.54,0.437
F4-e003Coalescence-mGAM-p7_S159,0.67,0.31200000000000006
G3-e003Coalescence-mBHI-p3_S34,0.735,0.25
G3-e003Coalescence-mBHI-p5_S26,0.903,0.087
G3-e003Coalescence-mBHI-p7_S122,0.826,0.161
G3-e003Coalescence-mGAM-p3_S82,0.18100000000000005,0.803
G3-e003Coalescence-mGAM-p5_S74,0.083,0.906
