,index,fixed_diffs,comparisons,sample1,species_id
0,e003-inoculumn-fecal-AC,0,2468194,e003-inoculumn-fecal-AC,100262
1,e003-inoculumn-fecal-inoculumn,7648,2473134,e003-inoculumn-fecal-AC,100262
0,e003-inoculumn-fecal-AC,7648,2468194,e003-inoculumn-fecal-inoculumn,100262
1,e003-inoculumn-fecal-inoculumn,0,2473134,e003-inoculumn-fecal-inoculumn,100262
