,0
A_A5_A8_AA_AA_mGAM_mBHI_2_S5,2.0
A_A8_A11_AF_AA_mGAM_mBHI_2_S8,6.0
A_C1_C2_AA_AE_mBHI_mBHI_2_S25,13.0
A_C3_C4_AE_AE_mBHI_mBHI_2_S27,14.0
A_C4_C5_AF_AE_mBHI_mBHI_2_S28,8.0
A_C5_C8_AA_AE_mGAM_mBHI_2_S29,3.0
A_C8_C11_AF_AE_mGAM_mBHI_2_S32,23.0
A_C9_C2_AA_AE_mBHI_mBHI_4_S33,3.0
A_C11_C4_AE_AE_mBHI_mBHI_4_S35,43.0
A_D4_D5_AF_AF_mBHI_mBHI_2_S40,2.0
A_D5_D8_AA_AF_mGAM_mBHI_2_S41,22.0
A_D8_D11_AF_AF_mGAM_mBHI_2_S44,53.0
A_E2_A3_ACPP_AA_mBHI_mGAM_2_S50,2.0
A_E3_A4_AE_AA_mBHI_mGAM_2_S51,12.0
A_E4_A5_AF_AA_mBHI_mGAM_2_S52,21.0
A_E5_A8_AA_AA_mGAM_mGAM_2_S53,10.0
A_E8_A11_AF_AA_mGAM_mGAM_2_S56,40.0
A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,34.0
A_E11_A4_AE_AA_mBHI_mGAM_4_S59,34.0
A_E12_A5_AF_AA_mBHI_mGAM_4_S60,24.0
A_G1_C2_AA_AE_mBHI_mGAM_2_S73,73.0
A_G2_C3_ACPP_AE_mBHI_mGAM_2_S74,4.0
A_G3_C4_AE_AE_mBHI_mGAM_2_S75,42.0
A_G4_C5_AF_AE_mBHI_mGAM_2_S76,18.0
A_G5_C8_AA_AE_mGAM_mGAM_2_S77,48.0
A_G8_C11_AF_AE_mGAM_mGAM_2_S80,34.0
A_G9_C2_AA_AE_mBHI_mGAM_4_S81,63.0
A_G10_C3_ACPP_AE_mBHI_mGAM_4_S82,16.0
A_H1_D2_AA_AF_mBHI_mGAM_2_S85,46.0
A_H3_D4_AE_AF_mBHI_mGAM_2_S87,29.0
A_H4_D5_AF_AF_mBHI_mGAM_2_S88,48.0
A_H5_D8_AA_AF_mGAM_mGAM_2_S89,22.0
A_H8_D11_AF_AF_mGAM_mGAM_2_S92,69.0
A_H9_D2_AA_AF_mBHI_mGAM_4_S93,76.0
A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,31.0
A_H11_D4_AE_AF_mBHI_mGAM_4_S95,9.0
A_H12_D5_AF_AF_mBHI_mGAM_4_S96,30.0
B_A7_E10_AE_AA_mGAM_mBHI_2_S103,3.0
B_A9_A8_AA_AA_mGAM_mBHI_4_S105,3.0
B_A12_A11_AF_AA_mGAM_mBHI_4_S108,8.0
B_C3_G4_AE_AE_mBHI_mBHI_2_S123,3.0
B_C7_G10_AE_AE_mGAM_mBHI_2_S127,9.0
B_C8_G11_AF_AE_mGAM_mBHI_2_S128,2.0
B_C9_C8_AA_AE_mGAM_mBHI_4_S129,2.0
B_C11_C10_AE_AE_mGAM_mBHI_4_S131,8.0
B_C12_C11_AF_AE_mGAM_mBHI_4_S132,6.0
B_D7_H10_AE_AF_mGAM_mBHI_2_S139,27.0
B_D8_H11_AF_AF_mGAM_mBHI_2_S140,5.0
B_D11_D10_AE_AF_mGAM_mBHI_4_S143,9.0
B_E2_E3_ACPP_AA_mBHI_mGAM_2_S146,14.0
B_E3_E4_AE_AA_mBHI_mGAM_2_S147,11.0
B_E4_E5_AF_AA_mBHI_mGAM_2_S148,38.0
B_E5_E8_AA_AA_mGAM_mGAM_2_S149,7.0
B_E7_E10_AE_AA_mGAM_mGAM_2_S151,42.0
B_E8_E11_AF_AA_mGAM_mGAM_2_S152,46.0
B_E9_A8_AA_AA_mGAM_mGAM_4_S153,4.0
B_E11_A10_AE_AA_mGAM_mGAM_4_S155,13.0
B_E12_A11_AF_AA_mGAM_mGAM_4_S156,20.0
B_G1_G2_AA_AE_mBHI_mGAM_2_S169,60.0
B_G3_G4_AE_AE_mBHI_mGAM_2_S171,9.0
B_G4_G5_AF_AE_mBHI_mGAM_2_S172,7.0
B_G5_G8_AA_AE_mGAM_mGAM_2_S173,3.0
B_G7_G10_AE_AE_mGAM_mGAM_2_S175,49.0
B_G8_G11_AF_AE_mGAM_mGAM_2_S176,17.0
B_G9_C8_AA_AE_mGAM_mGAM_4_S177,11.0
B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,2.0
B_G11_C10_AE_AE_mGAM_mGAM_4_S179,28.0
B_G12_C11_AF_AE_mGAM_mGAM_4_S180,5.0
B_H2_H3_ACPP_AF_mBHI_mGAM_2_S182,73.0
B_H3_H4_AE_AF_mBHI_mGAM_2_S183,7.0
B_H4_H5_AF_AF_mBHI_mGAM_2_S184,52.0
B_H5_H8_AA_AF_mGAM_mGAM_2_S185,63.0
B_H6_H9_ACPP_AF_mGAM_mGAM_2_S186,3.0
B_H7_H10_AE_AF_mGAM_mGAM_2_S187,27.0
B_H8_H11_AF_AF_mGAM_mGAM_2_S188,26.0
B_H9_D8_AA_AF_mGAM_mGAM_4_S189,17.0
B_H11_D10_AE_AF_mGAM_mGAM_4_S191,3.0
B_H12_D11_AF_AF_mGAM_mGAM_4_S192,2.0
C_C3_C4_AE_AE_mBHI_mBHI_6_S219,22.0
C_C5_C8_AA_AE_mGAM_mBHI_6_S221,8.0
C_C7_C10_AE_AE_mGAM_mBHI_6_S223,14.0
C_C8_C11_AF_AE_mGAM_mBHI_6_S224,15.0
C_C11_G4_AE_AE_mBHI_mBHI_4_S227,25.0
C_D5_D8_AA_AF_mGAM_mBHI_6_S233,6.0
C_D7_D10_AE_AF_mGAM_mBHI_6_S235,18.0
C_D8_D11_AF_AF_mGAM_mBHI_6_S236,13.0
C_E3_A4_AE_AA_mBHI_mGAM_6_S243,6.0
C_E4_A5_AF_AA_mBHI_mGAM_6_S244,39.0
C_E5_A8_AA_AA_mGAM_mGAM_6_S245,51.0
C_E7_A10_AE_AA_mGAM_mGAM_6_S247,47.0
C_E8_A11_AF_AA_mGAM_mGAM_6_S248,50.0
C_E11_E4_AE_AA_mBHI_mGAM_4_S251,52.0
C_G1_C2_AA_AE_mBHI_mGAM_6_S265,3.0
C_G3_C4_AE_AE_mBHI_mGAM_6_S267,11.0
C_G4_C5_AF_AE_mBHI_mGAM_6_S268,5.0
C_G5_C8_AA_AE_mGAM_mGAM_6_S269,9.0
C_G7_C10_AE_AE_mGAM_mGAM_6_S271,18.0
C_G8_C11_AF_AE_mGAM_mGAM_6_S272,11.0
C_G9_G2_AA_AE_mBHI_mGAM_4_S273,3.0
C_G11_G4_AE_AE_mBHI_mGAM_4_S275,18.0
C_G12_G5_AF_AE_mBHI_mGAM_4_S276,8.0
C_H3_D4_AE_AF_mBHI_mGAM_6_S279,8.0
C_H4_D5_AF_AF_mBHI_mGAM_6_S280,51.0
C_H5_D8_AA_AF_mGAM_mGAM_6_S281,11.0
C_H7_D10_AE_AF_mGAM_mGAM_6_S283,53.0
C_H8_D11_AF_AF_mGAM_mGAM_6_S284,65.0
C_H9_H2_AA_AF_mBHI_mGAM_4_S285,23.0
C_H11_H4_AE_AF_mBHI_mGAM_4_S287,21.0
C_H12_H5_AF_AF_mBHI_mGAM_4_S288,122.0
D_A6_A9_ACPP_AA_mGAM_mBHI_6_S294,4.0
D_A7_A10_AE_AA_mGAM_mBHI_6_S295,2.0
D_A8_A11_AF_AA_mGAM_mBHI_6_S296,24.0
D_A9_E8_AA_AA_mGAM_mBHI_4_S297,4.0
D_A12_E11_AF_AA_mGAM_mBHI_4_S300,10.0
D_C3_C4_AE_AE_mBHI_mBHI_6_S315,22.0
D_C6_C9_ACPP_AE_mGAM_mBHI_6_S318,30.0
D_C7_C10_AE_AE_mGAM_mBHI_6_S319,15.0
D_C8_C11_AF_AE_mGAM_mBHI_6_S320,17.0
D_C11_G10_AE_AE_mGAM_mBHI_4_S323,22.0
D_C12_G11_AF_AE_mGAM_mBHI_4_S324,15.0
