,index,fixed_diffs,num_int_sites,sample1,species_id
0,D2-e004Assembly-mGAM-p7,0,2883038,D2-e004Assembly-mGAM-p7,101489
1,D11-e003Coalescence-mBHI-p5,11322,1885705,D2-e004Assembly-mGAM-p7,101489
2,H8-e003Coalescence-mBHI-p5_S41,18209,3062414,D2-e004Assembly-mGAM-p7,101489
3,e004-inoculumn-fecal-AK,41,4807933,D2-e004Assembly-mGAM-p7,101489
4,D4-e004Assembly-mGAM-p5,7616,4912987,D2-e004Assembly-mGAM-p7,101489
5,D3-e003Coalescence-Inoculumn-mBHI,9385,1571123,D2-e004Assembly-mGAM-p7,101489
6,Coalescence-E8-D11-AF-AF-mGAM-mBHI-3_S675,30274,4945209,D2-e004Assembly-mGAM-p7,101489
7,E4-e004Assembly-mGAM-p7,6227,3956312,D2-e004Assembly-mGAM-p7,101489
8,D2-e004Assembly-mGAM-p3,21,3495903,D2-e004Assembly-mGAM-p7,101489
9,D5-e003Coalescence-Inoculumn-mGAM,9798,1601817,D2-e004Assembly-mGAM-p7,101489
10,F2-e004Assembly-epsilon-p3,10,1827686,D2-e004Assembly-mGAM-p7,101489
11,H111-e003Coalescence-mBHI-p3_S144,27055,4432913,D2-e004Assembly-mGAM-p7,101489
12,H11-e003Coalescence-mBHI-p1_S839,11259,1898065,D2-e004Assembly-mGAM-p7,101489
13,E111-e003Coalescence-mBHI-p7_S104,26374,4332966,D2-e004Assembly-mGAM-p7,101489
14,D5-e003Coalescence-Inoculumn-mBHI,17272,2856340,D2-e004Assembly-mGAM-p7,101489
15,G4-e004Assembly-epsilon-p3,4134,2662725,D2-e004Assembly-mGAM-p7,101489
16,E2-e004Assembly-mGAM-p7,22,3563010,D2-e004Assembly-mGAM-p7,101489
17,D4-e003Coalescence-Inoculumn-mBHI,10934,1824469,D2-e004Assembly-mGAM-p7,101489
18,C2-e004Assembly-mBHI-p7,25,4256610,D2-e004Assembly-mGAM-p7,101489
19,Coalescence-H9-C5-e003Coalescence-inoculumn-mBHI-0_S712,17599,2914042,D2-e004Assembly-mGAM-p7,101489
20,F4-e004Assembly-epsilon-p3,2534,1588399,D2-e004Assembly-mGAM-p7,101489
21,H111-e003Coalescence-mBHI-p5_S44,10960,1838671,D2-e004Assembly-mGAM-p7,101489
22,E2-e004Assembly-mGAM-p5,32,4637177,D2-e004Assembly-mGAM-p7,101489
23,C4-e004Assembly-mBHI-p3,7018,4559237,D2-e004Assembly-mGAM-p7,101489
24,D5-e003Coalescence-mGAM-p3,9357,1512149,D2-e004Assembly-mGAM-p7,101489
25,F2-e004Assembly-epsilon-p7,34,4533931,D2-e004Assembly-mGAM-p7,101489
26,E2-e004Assembly-mGAM-p3,10,1573146,D2-e004Assembly-mGAM-p7,101489
27,D4-e004Assembly-mGAM-p7,6889,4442257,D2-e004Assembly-mGAM-p7,101489
28,G2-e004Assembly-epsilon-p5,29,3990000,D2-e004Assembly-mGAM-p7,101489
29,Coalescence-A12-D11-AF-AF-mGAM-mBHI-7_S631,30139,4937092,D2-e004Assembly-mGAM-p7,101489
30,F2-e004Assembly-epsilon-p5,32,4181959,D2-e004Assembly-mGAM-p7,101489
31,H8-e003Coalescence-mBHI-p7_S137,23741,3934305,D2-e004Assembly-mGAM-p7,101489
32,Coalescence-G1-H5-AF-AF-mBHI-mBHI-3_S692,17516,2902115,D2-e004Assembly-mGAM-p7,101489
33,A11-e003Coalescence-mBHI-p3,13474,2209429,D2-e004Assembly-mGAM-p7,101489
0,D2-e004Assembly-mGAM-p7,11319,2883038,D11-e003Coalescence-mBHI-p5,101489
1,D11-e003Coalescence-mBHI-p5,0,1885705,D11-e003Coalescence-mBHI-p5,101489
2,H8-e003Coalescence-mBHI-p5_S41,19,3062414,D11-e003Coalescence-mBHI-p5,101489
3,e004-inoculumn-fecal-AK,18602,4807933,D11-e003Coalescence-mBHI-p5,101489
4,D4-e004Assembly-mGAM-p5,19033,4912987,D11-e003Coalescence-mBHI-p5,101489
5,D3-e003Coalescence-Inoculumn-mBHI,19,1571123,D11-e003Coalescence-mBHI-p5,101489
6,Coalescence-E8-D11-AF-AF-mGAM-mBHI-3_S675,34,4945209,D11-e003Coalescence-mBHI-p5,101489
7,E4-e004Assembly-mGAM-p7,15414,3956312,D11-e003Coalescence-mBHI-p5,101489
8,D2-e004Assembly-mGAM-p3,13495,3495903,D11-e003Coalescence-mBHI-p5,101489
