,B3-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
B10-e003Coalescence-mBHI-p1_S765,8924,5547
B10-e003Coalescence-mBHI-p3,8942,5568
B10-e003Coalescence-mBHI-p5,8951,5570
B10-e003Coalescence-mGAM-p1_S769,8890,5518
B10-e003Coalescence-mGAM-p3,8814,5544
B10-e003Coalescence-mGAM-p7,8475,5390
B4-e003Coalescence-Inoculumn-mGAM,8942,5569
B_C10_C9_ACPP_AE_mGAM_mBHI_4_S130,8951,5566
B_C6_G9_ACPP_AE_mGAM_mBHI_2_S126,8827,5499
B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,8813,5545
B_G6_G9_ACPP_AE_mGAM_mGAM_2_S174,8497,5455
C3-e003Coalescence-Inoculumn-mGAM,8922,5555
C9-e003Coalescence-mBHI-p1_S758,8944,5553
C9-e003Coalescence-mBHI-p3,8951,5570
C9-e003Coalescence-mBHI-p5,8947,5570
C9-e003Coalescence-mBHI-p7,8931,5558
C9-e003Coalescence-mGAM-p1_S762,8924,5546
C9-e003Coalescence-mGAM-p3,8851,5557
C9-e003Coalescence-mGAM-p5,8808,5551
C9-e003Coalescence-mGAM-p7,8810,5543
Coalescence-A4-B10-ACPP-AE-mGAM-mBHI-7_S623,8951,5568
Coalescence-B10-G9-ACPP-AE-mGAM-mBHI-7_S641,8952,5570
Coalescence-C10-B10-ACPP-AE-mGAM-mGAM-5_S653,8745,5550
Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,8952,5569
F10-e003Coalescence-mBHI-p1_S829,8929,5549
F10-e003Coalescence-mGAM-p1_S833,8901,5532
F100-e003Coalescence-mBHI-p7_S115,8952,5569
F100-e003Coalescence-mGAM-p3_S167,8206,5371
F100-e003Coalescence-mGAM-p5_S67,8500,5458
F100-e003Coalescence-mGAM-p7_S163,8703,5527
G9-e003Coalescence-mBHI-p1_S822,8928,5544
G9-e003Coalescence-mBHI-p3_S130,8890,5544
G9-e003Coalescence-mBHI-p5_S30,8953,5570
G9-e003Coalescence-mGAM-p1_S826,8934,5546
G9-e003Coalescence-mGAM-p3_S178,8826,5549
G9-e003Coalescence-mGAM-p5_S78,8560,5490
G9-e003Coalescence-mGAM-p7_S174,8698,5527
