,A2-e003Coalescence-Inoculumn-mGAM,B3-e003Coalescence-Inoculumn-mGAM
A3-e003Coalescence-Inoculumn-mGAM,11030,9825
A9-e003Coalescence-mBHI-p1_S756,11138,9885
A9-e003Coalescence-mBHI-p3,11142,9875
A9-e003Coalescence-mBHI-p5,11128,9837
A9-e003Coalescence-mBHI-p7,11144,9862
A9-e003Coalescence-mGAM-p1_S760,11089,9849
A9-e003Coalescence-mGAM-p5,11100,9808
A9-e003Coalescence-mGAM-p7,11061,9754
B2-e003Coalescence-Inoculumn-mGAM,11098,9855
B8-e003Coalescence-mBHI-p1_S749,11131,9886
B8-e003Coalescence-mBHI-p5,11141,9867
B8-e003Coalescence-mBHI-p7,11128,9840
B8-e003Coalescence-mGAM-p1_S753,11045,9782
B8-e003Coalescence-mGAM-p5,11084,9755
B8-e003Coalescence-mGAM-p7,11103,9803
B_A10_A9_ACPP_AA_mGAM_mBHI_4_S106,11137,9881
B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,11122,9871
B_E10_A9_ACPP_AA_mGAM_mGAM_4_S154,11121,9855
B_E6_E9_ACPP_AA_mGAM_mGAM_2_S150,11118,9844
Coalescence-D10-A9-AA-ACPP-mGAM-mGAM-3_S665,11059,9774
Coalescence-E1-B8-AA-ACPP-mGAM-mBHI-3_S668,11145,9878
E9-e003Coalescence-mBHI-p1_S820,11137,9876
E9-e003Coalescence-mBHI-p5_S6,11121,9812
E9-e003Coalescence-mBHI-p7_S102,11118,9801
E9-e003Coalescence-mGAM-p1_S824,10930,9745
E9-e003Coalescence-mGAM-p3_S154,11078,9790
E9-e003Coalescence-mGAM-p5_S54,10927,9542
F8-e003Coalescence-mBHI-p1_S813,11117,9855
F8-e003Coalescence-mBHI-p3_S117,11108,9792
F8-e003Coalescence-mBHI-p5_S17,11128,9798
F8-e003Coalescence-mBHI-p7_S113,11072,9736
F8-e003Coalescence-mGAM-p1_S817,10995,9778
F8-e003Coalescence-mGAM-p5_S65,10955,9565
F8-e003Coalescence-mGAM-p7_S161,10886,9544
