,C4-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
A_C8_C11_AF_AE_mGAM_mBHI_2_S32,4782,8860
A_G8_C11_AF_AE_mGAM_mGAM_2_S80,4759,8835
B_C12_C11_AF_AE_mGAM_mBHI_4_S132,4786,8870
B_C8_G11_AF_AE_mGAM_mBHI_2_S128,4727,8746
B_D11_D10_AE_AF_mGAM_mBHI_4_S143,4782,8874
B_D7_H10_AE_AF_mGAM_mBHI_2_S139,4783,8873
B_G12_C11_AF_AE_mGAM_mGAM_4_S180,4571,8335
B_G8_G11_AF_AE_mGAM_mGAM_2_S176,4750,8776
B_H11_D10_AE_AF_mGAM_mGAM_4_S191,4269,7643
B_H7_H10_AE_AF_mGAM_mGAM_2_S187,4755,8817
C11-e003Coalescence-mBHI-p1_S774,4750,8784
C11-e003Coalescence-mBHI-p3,4773,8855
C11-e003Coalescence-mBHI-p5,4783,8869
C11-e003Coalescence-mGAM-p1_S778,3809,6800
C11-e003Coalescence-mGAM-p3,4773,8835
C11-e003Coalescence-mGAM-p5,4736,8716
C11-e003Coalescence-mGAM-p7,4724,8713
C5-e003Coalescence-Inoculumn-mGAM,4773,8853
C_C8_C11_AF_AE_mGAM_mBHI_6_S224,4782,8874
C_D7_D10_AE_AF_mGAM_mBHI_6_S235,4787,8875
C_G8_C11_AF_AE_mGAM_mGAM_6_S272,4585,8288
C_H7_D10_AE_AF_mGAM_mGAM_6_S283,4739,8766
Coalescence-A10-C11-AE-AF-mGAM-mBHI-7_S629,4776,8869
D10-e003Coalescence-mBHI-p3,4787,8873
D10-e003Coalescence-mBHI-p5,4781,8862
D10-e003Coalescence-mBHI-p7,4776,8856
D10-e003Coalescence-mGAM-p1_S771,4772,8861
D10-e003Coalescence-mGAM-p3,4754,8798
D10-e003Coalescence-mGAM-p5,4762,8792
D10-e003Coalescence-mGAM-p7,4771,8814
D4-e003Coalescence-Inoculumn-mGAM,4483,8383
D_C12_G11_AF_AE_mGAM_mBHI_4_S324,4785,8875
D_C8_C11_AF_AE_mGAM_mBHI_6_S320,4785,8876
D_D11_H10_AE_AF_mGAM_mBHI_4_S335,4783,8874
D_D6_D9_ACPP_AF_mGAM_mBHI_6_S330,4779,8864
D_D7_D10_AE_AF_mGAM_mBHI_6_S331,4783,8875
D_G12_G11_AF_AE_mGAM_mGAM_4_S372,4777,8833
D_G8_C11_AF_AE_mGAM_mGAM_6_S368,4773,8800
D_H11_H10_AE_AF_mGAM_mGAM_4_S383,4719,8713
G11-e003Coalescence-mBHI-p1_S838,4781,8856
G11-e003Coalescence-mGAM-p1_S842,4765,8813
G111-e003Coalescence-mBHI-p3_S132,3344,6081
G111-e003Coalescence-mBHI-p5_S32,4787,8874
G111-e003Coalescence-mBHI-p7_S128,4782,8866
G111-e003Coalescence-mGAM-p3_S180,4717,8733
G111-e003Coalescence-mGAM-p5_S80,4729,8663
H10-e003Coalescence-mBHI-p1_S831,4779,8873
H10-e003Coalescence-mGAM-p1_S835,4772,8837
H100-e003Coalescence-mBHI-p5_S43,4784,8870
H100-e003Coalescence-mBHI-p7_S139,4786,8875
H100-e003Coalescence-mGAM-p5_S91,4677,8647
H100-e003Coalescence-mGAM-p7_S187,4640,8488
