,sample,boot_med,boot_low,boot_high,actual_med
0,A5-e003Coalescence-Inoculumn-mBHI,0.5609999999999999,0.558,0.563,0.5609999999999999
1,A5-e003Coalescence-mBHI-inoculumn-redo,0.568,0.566,0.5700000000000001,0.568
2,A5-e003Coalescence-mBHI-p1_S740,0.27,0.268,0.272,0.27
3,A5-e003Coalescence-mBHI-p3,0.181,0.179,0.184,0.18100000000000005
4,A5-e003Coalescence-mBHI-p7,0.2,0.199,0.201,0.2
5,A5-e003Coalescence-mGAM-p1_S744,0.273,0.267,0.278,0.273
6,A5-e003Coalescence-mGAM-p3,0.19999999999999996,0.195,0.2,0.19999999999999996
7,A_A12_A5_AF_AA_mBHI_mBHI_4_S12,0.161,0.16,0.162,0.161
8,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,0.212,0.211,0.213,0.212
9,A_D1_D2_AA_AF_mBHI_mBHI_2_S37,0.249,0.248,0.251,0.25
10,A_D9_D2_AA_AF_mBHI_mBHI_4_S45,0.16,0.159,0.161,0.16
11,A_E12_A5_AF_AA_mBHI_mGAM_4_S60,0.303,0.3,0.306,0.303
12,A_E4_A5_AF_AA_mBHI_mGAM_2_S52,0.25,0.247,0.25,0.25
13,A_H1_D2_AA_AF_mBHI_mGAM_2_S85,0.261,0.259,0.263,0.261
14,A_H9_D2_AA_AF_mBHI_mGAM_4_S93,0.258,0.256,0.259,0.258
15,B_A4_E5_AF_AA_mBHI_mBHI_2_S100,0.187,0.186,0.188,0.187
16,B_D1_H2_AA_AF_mBHI_mBHI_2_S133,0.167,0.164,0.16700000000000004,0.167
17,B_E4_E5_AF_AA_mBHI_mGAM_2_S148,0.275,0.273,0.276,0.275
18,C_A4_A5_AF_AA_mBHI_mBHI_6_S196,0.16700000000000004,0.167,0.176,0.16700000000000004
19,C_D1_D2_AA_AF_mBHI_mBHI_6_S229,0.143,0.125,0.143,0.143
20,C_D9_H2_AA_AF_mBHI_mBHI_4_S237,0.14800000000000002,0.14700000000000002,0.14900000000000002,0.14800000000000002
21,C_E4_A5_AF_AA_mBHI_mGAM_6_S244,0.375,0.373,0.378,0.375
22,C_H9_H2_AA_AF_mBHI_mGAM_4_S285,0.22,0.218,0.222,0.22
23,Coalescence-C7-A5-AA-AF-mBHI-mBHI-5_S650,0.168,0.167,0.169,0.168
24,Coalescence-D5-H2-AA-AF-mBHI-mBHI-5_S660,0.135,0.134,0.135,0.135
25,D2-e003Coalescence-Inoculumn-mBHI,0.54,0.537,0.542,0.54
26,D2-e003Coalescence-mBHI-p1_S719,0.258,0.256,0.26,0.258
27,D2-e003Coalescence-mBHI-p3,0.204,0.202,0.205,0.204
28,D2-e003Coalescence-mBHI-p5,0.153,0.151,0.154,0.153
29,D2-e003Coalescence-mBHI-p7,0.167,0.167,0.16700000000000004,0.167
30,D2-e003Coalescence-mGAM-p1_S723,0.278,0.275,0.28,0.278
31,D2-e003Coalescence-mGAM-p5,0.318,0.315,0.32,0.318
32,D_A4_A5_AF_AA_mBHI_mBHI_6_S292,0.16700000000000004,0.167,0.168,0.16700000000000004
33,D_D1_D2_AA_AF_mBHI_mBHI_6_S325,0.133,0.132,0.136,0.133
34,D_E4_A5_AF_AA_mBHI_mGAM_6_S340,0.401,0.399,0.403,0.401
35,D_H1_D2_AA_AF_mBHI_mGAM_6_S373,0.311,0.309,0.313,0.311
36,E5-e003Coalescence-mBHI-p1_S804,0.259,0.257,0.261,0.259
37,E5-e003Coalescence-mBHI-p3_S12,0.159,0.158,0.16000000000000003,0.159
38,E5-e003Coalescence-mBHI-p5_S4,0.137,0.136,0.138,0.137
39,E5-e003Coalescence-mBHI-p7_S100,0.24,0.238,0.242,0.24
40,E5-e003Coalescence-mGAM-p1_S808,0.265,0.261,0.267,0.263
41,E5-e003Coalescence-mGAM-p3_S60,0.23099999999999998,0.226,0.23299999999999998,0.23099999999999998
42,E5-e003Coalescence-mGAM-p5_S52,0.333,0.327,0.333,0.333
43,E5-e003Coalescence-mGAM-p7_S148,0.42900000000000005,0.428,0.43100000000000005,0.42900000000000005
44,H2-e003Coalescence-mBHI-p1_S783,0.275,0.273,0.277,0.275
45,H2-e003Coalescence-mBHI-p3_S45,0.162,0.16100000000000003,0.16300000000000003,0.162
46,H2-e003Coalescence-mBHI-p7_S133,0.158,0.157,0.15900000000000003,0.158
47,H2-e003Coalescence-mGAM-p1_S787,0.28600000000000003,0.28400000000000003,0.29,0.28600000000000003
48,H2-e003Coalescence-mGAM-p3_S93,0.191,0.189,0.194,0.19199999999999995
49,H2-e003Coalescence-mGAM-p5_S85,0.222,0.222,0.231,0.222
50,H2-e003Coalescence-mGAM-p7_S181,0.261,0.26,0.263,0.261
