,A2-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
A5-e003Coalescence-Inoculumn-mBHI,9476,8024
A5-e003Coalescence-mBHI-inoculumn-redo,9771,8239
A5-e003Coalescence-mBHI-p1_S740,9778,8264
A5-e003Coalescence-mBHI-p3,9698,8192
A5-e003Coalescence-mBHI-p7,9796,8262
A5-e003Coalescence-mGAM-p1_S744,8338,7012
A5-e003Coalescence-mGAM-p3,9707,8182
A_A12_A5_AF_AA_mBHI_mBHI_4_S12,9811,8277
A_A4_A5_AF_AA_mBHI_mBHI_2_S4,9786,8266
A_D1_D2_AA_AF_mBHI_mBHI_2_S37,9810,8277
A_D9_D2_AA_AF_mBHI_mBHI_4_S45,9812,8282
A_E12_A5_AF_AA_mBHI_mGAM_4_S60,9711,8207
A_E4_A5_AF_AA_mBHI_mGAM_2_S52,9746,8207
A_H1_D2_AA_AF_mBHI_mGAM_2_S85,9799,8266
A_H9_D2_AA_AF_mBHI_mGAM_4_S93,9791,8272
B_A4_E5_AF_AA_mBHI_mBHI_2_S100,9794,8255
B_D1_H2_AA_AF_mBHI_mBHI_2_S133,9576,8049
B_E4_E5_AF_AA_mBHI_mGAM_2_S148,9796,8268
C_A4_A5_AF_AA_mBHI_mBHI_6_S196,8956,7423
C_D1_D2_AA_AF_mBHI_mBHI_6_S229,5948,4890
C_D9_H2_AA_AF_mBHI_mBHI_4_S237,9770,8235
C_E4_A5_AF_AA_mBHI_mGAM_6_S244,9786,8265
C_H9_H2_AA_AF_mBHI_mGAM_4_S285,9690,8176
Coalescence-C7-A5-AA-AF-mBHI-mBHI-5_S650,9815,8276
Coalescence-D5-H2-AA-AF-mBHI-mBHI-5_S660,9804,8268
D2-e003Coalescence-Inoculumn-mBHI,9731,8198
D2-e003Coalescence-mBHI-p1_S719,9747,8229
D2-e003Coalescence-mBHI-p3,9801,8266
D2-e003Coalescence-mBHI-p5,9802,8256
D2-e003Coalescence-mBHI-p7,6182,5171
D2-e003Coalescence-mGAM-p1_S723,9675,8152
D2-e003Coalescence-mGAM-p5,9793,8268
D_A4_A5_AF_AA_mBHI_mBHI_6_S292,9813,8279
D_D1_D2_AA_AF_mBHI_mBHI_6_S325,9726,8189
D_E4_A5_AF_AA_mBHI_mGAM_6_S340,9808,8281
D_H1_D2_AA_AF_mBHI_mGAM_6_S373,9725,8224
E5-e003Coalescence-mBHI-p1_S804,9744,8232
E5-e003Coalescence-mBHI-p3_S12,9796,8262
E5-e003Coalescence-mBHI-p5_S4,9786,8222
E5-e003Coalescence-mBHI-p7_S100,9757,8232
E5-e003Coalescence-mGAM-p1_S808,9419,7956
E5-e003Coalescence-mGAM-p3_S60,9525,8035
E5-e003Coalescence-mGAM-p5_S52,9670,8165
E5-e003Coalescence-mGAM-p7_S148,9779,8265
H2-e003Coalescence-mBHI-p1_S783,9773,8263
H2-e003Coalescence-mBHI-p3_S45,9803,8267
H2-e003Coalescence-mBHI-p7_S133,9785,8262
H2-e003Coalescence-mGAM-p1_S787,9668,8184
H2-e003Coalescence-mGAM-p3_S93,9735,8211
H2-e003Coalescence-mGAM-p5_S85,8544,7282
H2-e003Coalescence-mGAM-p7_S181,9805,8274
