,B3-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
B11-e003Coalescence-mBHI-p1_S773,5131,6442
B11-e003Coalescence-mBHI-p3,5142,6492
B11-e003Coalescence-mGAM-p3,5143,6493
B11-e003Coalescence-mGAM-p7,5075,6455
B5-e003Coalescence-Inoculumn-mGAM,5123,6468
B_D10_D9_ACPP_AF_mGAM_mBHI_4_S142,5140,6493
B_D6_H9_ACPP_AF_mGAM_mBHI_2_S138,5098,6399
B_H10_D9_ACPP_AF_mGAM_mGAM_4_S190,5027,6366
B_H6_H9_ACPP_AF_mGAM_mGAM_2_S186,5129,6470
Coalescence-C11-B11-ACPP-AF-mGAM-mBHI-5_S654,5113,6481
Coalescence-C12-B11-ACPP-AF-mGAM-mGAM-5_S655,5143,6495
D3-e003Coalescence-Inoculumn-mGAM,5111,6458
D9-e003Coalescence-mBHI-p1_S759,5127,6441
D9-e003Coalescence-mBHI-p3,4986,6286
D9-e003Coalescence-mBHI-p5,5136,6493
D9-e003Coalescence-mBHI-p7,5130,6481
D9-e003Coalescence-mGAM-p1_S763,5127,6456
D9-e003Coalescence-mGAM-p3,5134,6486
D9-e003Coalescence-mGAM-p5,5131,6492
D9-e003Coalescence-mGAM-p7,5124,6489
F11-e003Coalescence-mBHI-p1_S837,5141,6461
F11-e003Coalescence-mGAM-p1_S841,5073,6344
F111-e003Coalescence-mBHI-p3_S120,5127,6464
F111-e003Coalescence-mBHI-p5_S20,5104,6462
F111-e003Coalescence-mBHI-p7_S116,5094,6481
F111-e003Coalescence-mGAM-p3_S168,5076,6428
F111-e003Coalescence-mGAM-p5_S68,5062,6408
F111-e003Coalescence-mGAM-p7_S164,5054,6438
H9-e003Coalescence-mBHI-p1_S823,5141,6465
H9-e003Coalescence-mBHI-p5_S42,5143,6494
H9-e003Coalescence-mBHI-p7_S138,5092,6475
H9-e003Coalescence-mGAM-p1_S827,5136,6457
H9-e003Coalescence-mGAM-p3_S190,4912,6205
H9-e003Coalescence-mGAM-p5_S90,5101,6456
H9-e003Coalescence-mGAM-p7_S186,5111,6484
