,A2-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
A10-e003Coalescence-mBHI-p1_S764,6596,3284
A10-e003Coalescence-mBHI-p3,6537,3246
A10-e003Coalescence-mBHI-p5,6569,3242
A10-e003Coalescence-mBHI-p7,6527,3209
A10-e003Coalescence-mGAM-p1_S768,6512,3240
A10-e003Coalescence-mGAM-p3,6586,3276
A10-e003Coalescence-mGAM-p7,6513,3215
A4-e003Coalescence-Inoculumn-mGAM,6587,3279
A8-e003Coalescence-mBHI-p1_S748,6312,3263
A8-e003Coalescence-mBHI-p3,6460,3272
A8-e003Coalescence-mBHI-p5,6480,3269
A8-e003Coalescence-mBHI-p7,6496,3274
A8-e003Coalescence-mGAM-p1_S752,6093,3187
A8-e003Coalescence-mGAM-p7,6292,3240
A_A5_A8_AA_AA_mGAM_mBHI_2_S5,6314,3244
A_C5_C8_AA_AE_mGAM_mBHI_2_S29,6572,3280
A_E5_A8_AA_AA_mGAM_mGAM_2_S53,6220,3231
A_G5_C8_AA_AE_mGAM_mGAM_2_S77,6505,3203
B_A11_A10_AE_AA_mGAM_mBHI_4_S107,6597,3279
B_A5_E8_AA_AA_mGAM_mBHI_2_S101,6265,3241
B_A7_E10_AE_AA_mGAM_mBHI_2_S103,6601,3288
B_A9_A8_AA_AA_mGAM_mBHI_4_S105,6221,3257
B_C11_C10_AE_AE_mGAM_mBHI_4_S131,6509,3160
B_C5_G8_AA_AE_mGAM_mBHI_2_S125,6592,3267
B_C7_G10_AE_AE_mGAM_mBHI_2_S127,6595,3265
B_C9_C8_AA_AE_mGAM_mBHI_4_S129,6553,3211
B_E11_A10_AE_AA_mGAM_mGAM_4_S155,6545,3254
B_E5_E8_AA_AA_mGAM_mGAM_2_S149,6102,3216
B_E7_E10_AE_AA_mGAM_mGAM_2_S151,6584,3267
B_E9_A8_AA_AA_mGAM_mGAM_4_S153,6260,3203
B_G11_C10_AE_AE_mGAM_mGAM_4_S179,6518,3188
B_G5_G8_AA_AE_mGAM_mGAM_2_S173,5916,2926
B_G7_G10_AE_AE_mGAM_mGAM_2_S175,6536,3203
B_G9_C8_AA_AE_mGAM_mGAM_4_S177,6571,3255
C10-e003Coalescence-mBHI-p1_S766,6243,2972
C10-e003Coalescence-mBHI-p3,6525,3193
C10-e003Coalescence-mBHI-p5,6504,3140
C10-e003Coalescence-mBHI-p7,6464,3129
C10-e003Coalescence-mGAM-p1_S770,6552,3243
C10-e003Coalescence-mGAM-p3,6548,3209
C10-e003Coalescence-mGAM-p5,6495,3203
C10-e003Coalescence-mGAM-p7,6527,3215
C2-e003Coalescence-Inoculumn-mGAM,6569,3279
C8-e003Coalescence-mBHI-p1_S750,6547,3267
C8-e003Coalescence-mBHI-p5,6527,3206
C8-e003Coalescence-mBHI-p7,6470,3147
C8-e003Coalescence-mGAM-p1_S754,6473,3226
C8-e003Coalescence-mGAM-p7,6569,3250
C_A5_A8_AA_AA_mGAM_mBHI_6_S197,6021,3158
C_A7_A10_AE_AA_mGAM_mBHI_6_S199,6418,3096
