,B3-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
A_C10_C3_ACPP_AE_mBHI_mBHI_4_S34,26,12
A_C2_C3_ACPP_AE_mBHI_mBHI_2_S26,0,0
A_G10_C3_ACPP_AE_mBHI_mGAM_4_S82,26,12
A_G2_C3_ACPP_AE_mBHI_mGAM_2_S74,24,12
B4-e003Coalescence-Inoculumn-mBHI,17,10
B4-e003Coalescence-mBHI-p1_S733,25,11
B4-e003Coalescence-mBHI-p3,26,11
B4-e003Coalescence-mBHI-p5,21,11
B4-e003Coalescence-mGAM-p1_S737,25,11
B4-e003Coalescence-mGAM-p5,26,11
C3-e003Coalescence-mBHI-inoculumn-redo,15,10
C3-e003Coalescence-mBHI-p1_S726,24,10
C3-e003Coalescence-mBHI-p5,26,12
C3-e003Coalescence-mBHI-p7,25,11
C3-e003Coalescence-mGAM-p1_S730,20,11
C3-e003Coalescence-mGAM-p3,26,12
C3-e003Coalescence-mGAM-p5,26,12
C3-e003Coalescence-mGAM-p7,26,12
Coalescence-B9-G3-ACPP-AE-mBHI-mGAM-7_S640,25,12
Coalescence-D12-B4-ACPP-AE-mBHI-mGAM-3_S667,26,12
Coalescence-E4-C3-ACPP-AE-mBHI-mBHI-3_S671,26,12
F4-e003Coalescence-mBHI-p1_S797,18,7
F4-e003Coalescence-mBHI-p3_S23,25,12
F4-e003Coalescence-mBHI-p5_S15,26,12
F4-e003Coalescence-mBHI-p7_S111,26,12
F4-e003Coalescence-mGAM-p1_S801,22,12
F4-e003Coalescence-mGAM-p3_S71,26,12
F4-e003Coalescence-mGAM-p5_S63,26,12
F4-e003Coalescence-mGAM-p7_S159,26,12
G3-e003Coalescence-mBHI-p1_S790,22,10
G3-e003Coalescence-mBHI-p3_S34,26,12
G3-e003Coalescence-mBHI-p5_S26,26,12
G3-e003Coalescence-mBHI-p7_S122,26,12
G3-e003Coalescence-mGAM-p1_S794,22,11
G3-e003Coalescence-mGAM-p3_S82,1,0
G3-e003Coalescence-mGAM-p5_S74,25,12
