,A2-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
B9-e003Coalescence-mGAM-p5,0.16393442622950818,0.1411451398135819
A4-e003Coalescence-mBHI-inoculumn-redo,0.7481120218579234,0.0849161118508655
C4-e003Coalescence-mGAM-p7,0.0004972677595628415,0.7506910785619174
e004-inoculumn-fecal-AK,0.24081693989071037,0.2921784287616512
C3-e003Coalescence-mGAM-p3,0.0005122950819672131,0.9358348868175765
D3-e003Coalescence-Inoculumn-mBHI,0.23473907103825137,0.1791051930758988
C2-e003Coalescence-mGAM-p7,0.6687595628415302,0.005181091877496671
C4-e003Coalescence-mBHI-inoculumn-redo,0.0,1.0
B4-e003Coalescence-mGAM-p5,0.00042076502732240446,0.6958335552596538
D4-e003Coalescence-mGAM-p5,0.026290983606557378,0.6760625832223702
BB-Fecal,0.22774999999999998,0.20533022636484682
C5-e003Coalescence-mBHI-inoculumn-redo,0.03961748633879782,0.8144846870838881
A2-e003Coalescence-mBHI-p7,0.6079234972677595,0.0
BF-Fecal,0.3189439890710382,0.2611411451398136
AM-Fecal,0.2834986338797814,0.23830492676431422
e003-inoculumn-fecal-inoculumn,0.9364398907103825,0.019047936085219708
e003-inoculumn-fecal-AC,0.33432513661202184,0.26526098535286285
C4-e003Coalescence-mGAM-p3,0.0006489071038251365,0.9997949400798934
C5-e003Coalescence-mGAM-p3,0.0007281420765027321,0.9440745672436751
A2-e003Coalescence-Inoculumn-mBHI,0.9997595628415301,0.0
D5-e003Coalescence-Inoculumn-mBHI,0.18776502732240438,0.18593874833555257
G4-e004Assembly-epsilon-p3,0.23949726775956287,0.24499733688415445
B3-e003Coalescence-Inoculumn-mBHI,0.15300546448087432,0.10918774966711052
A5-e003Coalescence-mBHI-p7,0.1349139344262295,0.14319440745672438
G2-e004Assembly-epsilon-p3,0.15846994535519127,0.17878295605858854
BG-Fecal,0.27730054644808744,0.28172303595206394
D2-e003Coalescence-mGAM-p5,0.641,0.012466045272969375
A5-e003Coalescence-mBHI-inoculumn-redo,0.9257868852459018,0.02340079893475366
D2-e003Assembly-mBHI-p5,0.4532103825136612,0.0
F4-e004Assembly-epsilon-p3,0.16666666666666666,0.1677762982689747
D2-e003Coalescence-Inoculumn-mBHI,0.6497459016393442,0.01018641810918775
C3-e003Coalescence-mGAM-p7,0.0005122950819672131,0.7310252996005326
C5-e004Assembly-mBHI-p7,0.15163934426229508,0.14647137150466044
C5-e003Coalescence-mBHI-p7,0.0,0.6811864181091878
A2-e003Coalescence-mBHI-p3,0.5191256830601093,0.0
C2-e003Coalescence-mBHI-inoculumn-redo,0.7854931693989071,0.1401051930758988
AG-Fecal,0.35563524590163925,0.2508122503328895
A2-e003Coalescence-mBHI-p5,0.6980874316939891,0.0
C3-e003Coalescence-mBHI-inoculumn-redo,0.09292213114754098,0.4333435419440746
e004-inoculumn-fecal-AR,0.31420765027322406,0.24744074567243676
BK-Fecal,0.25154781420765027,0.3088455392809587
A2-e003Coalescence-mBHI-inoculumn-redo,0.9959016393442623,0.0
B4-e003Coalescence-Inoculumn-mBHI,0.09699316939890709,0.25810119840213047
e003-inoculumn-fecal-AE,0.049501366120218576,0.8624860186418108
BC-Fecal,0.25626775956284154,0.2344873501997337
e004-inoculumn-fecal-BE,0.2671584699453552,0.25157256990679094
BA-Fecal,0.2761789617486339,0.2335312916111851
e003-inoculumn-fecal-AF,0.273818306010929,0.2527589880159787
A5-e003Coalescence-Inoculumn-mBHI,0.7524699453551913,0.015210386151797602
G5-e003Coalescence-mBHI-p7_S124,0.0,0.4940079893475366
H4-e003Coalescence-mGAM-p7_S183,0.07625819672131147,0.6874260985352864
H2-e003Coalescence-mGAM-p7_S181,0.8952390710382514,0.022062583222370178
E2-e003Coalescence-mBHI-p5_S1,0.8647540983606558,0.0
E2-e003Coalescence-mBHI-p3_S9,0.8278688524590164,0.0
G5-e003Coalescence-mGAM-p3_S84,0.0008797814207650271,0.712659121171771
G5-e003Coalescence-mGAM-p7_S172,0.0006830601092896175,0.48372569906790946
E5-e003Coalescence-mGAM-p7_S148,0.9460765027322404,0.015406125166444741
G4-e003Coalescence-mGAM-p3_S83,0.0006584699453551914,0.9806378162450068
G3-e003Coalescence-mGAM-p3_S82,0.0006379781420765027,0.9440745672436751
G3-e003Coalescence-mGAM-p5_S74,0.00037295081967213115,0.9001331557922769
F4-e003Coalescence-mGAM-p7_S159,0.0007800546448087432,0.7519307589880161
H4-e003Coalescence-mGAM-p5_S87,0.0,0.40629693741677764
