,B3-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
B9-e003Coalescence-mGAM-p5,0.4226190476190476,0.0
A4-e003Coalescence-mBHI-inoculumn-redo,0.19063988095238096,0.23356776556776554
C4-e003Coalescence-mGAM-p7,0.0,0.7061135531135532
e004-inoculumn-fecal-AK,0.2620386904761905,0.36831501831501834
C3-e003Coalescence-mGAM-p3,0.0,0.9626813186813187
D3-e003Coalescence-Inoculumn-mBHI,0.6211785714285715,0.039282051282051283
C2-e003Coalescence-mGAM-p7,0.17460416666666667,0.1054945054945055
C4-e003Coalescence-mBHI-inoculumn-redo,0.0,1.0
B4-e003Coalescence-mGAM-p5,0.0,0.8152783882783883
D4-e003Coalescence-mGAM-p5,0.027598214285714285,0.6203809523809523
BB-Fecal,0.20879761904761907,0.19282783882783883
C5-e003Coalescence-mBHI-inoculumn-redo,0.04734226190476191,0.8126739926739927
A2-e003Coalescence-mBHI-p7,0.19940476190476192,0.14652014652014653
BF-Fecal,0.3016607142857143,0.27588278388278387
AM-Fecal,0.25595238095238093,0.24870695970695972
e003-inoculumn-fecal-inoculumn,0.33236607142857144,0.22726739926739928
e003-inoculumn-fecal-AC,0.9634136904761904,0.014318681318681319
C4-e003Coalescence-mGAM-p3,0.0,0.9994358974358974
C5-e003Coalescence-mGAM-p3,0.0,0.9377289377289377
A2-e003Coalescence-Inoculumn-mBHI,0.32142857142857145,0.23076923076923078
D5-e003Coalescence-Inoculumn-mBHI,0.19345238095238096,0.1746043956043956
G4-e004Assembly-epsilon-p3,0.18488988095238096,0.24105494505494504
B3-e003Coalescence-Inoculumn-mBHI,1.0,0.0
A5-e003Coalescence-mBHI-p7,0.13266964285714286,0.12130036630036628
G2-e004Assembly-epsilon-p3,0.18650595238095238,0.2490842490842491
BG-Fecal,0.27269642857142856,0.29724542124542125
D2-e003Coalescence-mGAM-p5,0.20248511904761904,0.1337142857142857
A5-e003Coalescence-mBHI-inoculumn-redo,0.3179315476190476,0.23203663003663005
D2-e003Assembly-mBHI-p5,0.1488095238095238,0.08791208791208792
F4-e004Assembly-epsilon-p3,0.1636904761904762,0.16483516483516483
D2-e003Coalescence-Inoculumn-mBHI,0.2198928571428572,0.16645787545787544
C3-e003Coalescence-mGAM-p7,0.0,0.8644688644688645
C5-e004Assembly-mBHI-p7,0.16071428571428573,0.12087912087912088
C5-e003Coalescence-mBHI-p7,0.0,0.6907362637362637
A2-e003Coalescence-mBHI-p3,0.17857142857142858,0.0989010989010989
C2-e003Coalescence-mBHI-inoculumn-redo,0.20604166666666668,0.28403663003663004
AG-Fecal,0.2766279761904762,0.28605128205128205
A2-e003Coalescence-mBHI-p5,0.24107142857142858,0.15384615384615385
C3-e003Coalescence-mBHI-inoculumn-redo,0.36592857142857144,0.35213186813186814
e004-inoculumn-fecal-AR,0.3765,0.2277875457875458
BK-Fecal,0.24894642857142857,0.28147252747252755
A2-e003Coalescence-mBHI-inoculumn-redo,0.3273809523809524,0.23076923076923078
B4-e003Coalescence-Inoculumn-mBHI,0.33501190476190473,0.16576923076923075
e003-inoculumn-fecal-AE,0.03697916666666667,0.8947032967032967
BC-Fecal,0.21039285714285716,0.21944322344322345
e004-inoculumn-fecal-BE,0.25298809523809523,0.2283333333333333
BA-Fecal,0.2590476190476191,0.2153040293040293
e003-inoculumn-fecal-AF,0.2799642857142858,0.2465421245421246
A5-e003Coalescence-Inoculumn-mBHI,0.253952380952381,0.19291575091575092
G5-e003Coalescence-mBHI-p7_S124,0.0,0.47985347985347987
H4-e003Coalescence-mGAM-p7_S183,0.07681547619047618,0.6791721611721612
H2-e003Coalescence-mGAM-p7_S181,0.3208333333333333,0.21764835164835164
E2-e003Coalescence-mBHI-p5_S1,0.2708333333333333,0.1978021978021978
E2-e003Coalescence-mBHI-p3_S9,0.2619047619047619,0.19413919413919414
G5-e003Coalescence-mGAM-p3_S84,0.0,0.7337106227106227
G5-e003Coalescence-mGAM-p7_S172,0.0,0.5076923076923078
E5-e003Coalescence-mGAM-p7_S148,0.3257738095238095,0.2258168498168498
G4-e003Coalescence-mGAM-p3_S83,0.0033690476190476196,0.9843846153846153
G3-e003Coalescence-mGAM-p3_S82,0.0,0.978021978021978
G3-e003Coalescence-mGAM-p5_S74,0.0,0.9084249084249084
F4-e003Coalescence-mGAM-p7_S159,0.0,0.8241758241758241
H4-e003Coalescence-mGAM-p5_S87,0.0,0.47985347985347987
