,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
B9-e003Coalescence-mGAM-p5,0.37666963490650046,0.32582159624413143
A4-e003Coalescence-mBHI-inoculumn-redo,0.003561887800534283,0.7070422535211267
C4-e003Coalescence-mGAM-p7,0.5770258236865539,0.49577464788732395
e004-inoculumn-fecal-AK,0.6999109528049866,0.6460093896713615
C3-e003Coalescence-mGAM-p3,0.7141585040071238,0.6535211267605634
D3-e003Coalescence-Inoculumn-mBHI,0.5396260017809439,0.24694835680751173
C2-e003Coalescence-mGAM-p7,0.0,0.5455399061032864
C4-e003Coalescence-mBHI-inoculumn-redo,0.390026714158504,0.3061032863849765
B4-e003Coalescence-mGAM-p5,0.5111308993766697,0.49671361502347416
D4-e003Coalescence-mGAM-p5,0.5743544078361532,0.4056338028169014
BB-Fecal,0.5209260908281389,0.5276995305164319
C5-e003Coalescence-mBHI-inoculumn-redo,0.7008014247551202,0.36619718309859156
A2-e003Coalescence-mBHI-p7,0.0,0.6394366197183099
BF-Fecal,0.566340160284951,0.5549295774647888
AM-Fecal,0.7016918967052538,0.7295774647887324
e003-inoculumn-fecal-inoculumn,0.0008904719501335708,0.9211267605633803
e003-inoculumn-fecal-AC,0.6589492430988424,0.6056338028169014
C4-e003Coalescence-mGAM-p3,0.7479964381121995,0.6882629107981221
C5-e003Coalescence-mGAM-p3,0.7221727515583259,0.6553990610328638
A2-e003Coalescence-Inoculumn-mBHI,0.0,0.9990610328638497
D5-e003Coalescence-Inoculumn-mBHI,0.98753339269813,0.0
G4-e004Assembly-epsilon-p3,0.5957257346393589,0.5446009389671361
B3-e003Coalescence-Inoculumn-mBHI,0.3303650934995548,0.27136150234741785
A5-e003Coalescence-mBHI-p7,0.4541406945681211,0.3276995305164319
G2-e004Assembly-epsilon-p3,0.4888691006233304,0.4507042253521127
BG-Fecal,0.5618878005342832,0.6065727699530516
D2-e003Coalescence-mGAM-p5,0.0026714158504007124,0.647887323943662
A5-e003Coalescence-mBHI-inoculumn-redo,0.0,0.5915492957746479
D2-e003Assembly-mBHI-p5,0.0,0.4619718309859155
F4-e004Assembly-epsilon-p3,0.4514692787177204,0.4272300469483568
D2-e003Coalescence-Inoculumn-mBHI,0.0008904719501335708,0.6638497652582159
C3-e003Coalescence-mGAM-p7,0.5627782724844167,0.5211267605633803
C5-e004Assembly-mBHI-p7,0.3686553873552983,0.3727699530516432
C5-e003Coalescence-mBHI-p7,0.5218165627782725,0.4732394366197183
A2-e003Coalescence-mBHI-p3,0.0,0.5408450704225352
C2-e003Coalescence-mBHI-inoculumn-redo,0.008014247551202136,0.7530516431924883
AG-Fecal,0.5592163846838825,0.5915492957746479
A2-e003Coalescence-mBHI-p5,0.0,0.7305164319248826
C3-e003Coalescence-mBHI-inoculumn-redo,0.45503116651825465,0.4169014084507042
e004-inoculumn-fecal-AR,0.6874443455031166,0.7305164319248826
BK-Fecal,0.6883348174532502,0.647887323943662
A2-e003Coalescence-mBHI-inoculumn-redo,0.0,0.9971830985915493
B4-e003Coalescence-Inoculumn-mBHI,0.3357079252003562,0.3295774647887324
e003-inoculumn-fecal-AE,0.6714158504007124,0.6328638497652582
BC-Fecal,0.5503116651825467,0.5539906103286385
e004-inoculumn-fecal-BE,0.5333926981300089,0.5145539906103287
BA-Fecal,0.5921638468388246,0.6178403755868545
e003-inoculumn-fecal-AF,0.6322350845948352,0.27699530516431925
A5-e003Coalescence-Inoculumn-mBHI,0.006233303650934996,0.7352112676056338
G5-e003Coalescence-mBHI-p7_S124,0.42119323241317896,0.3699530516431925
H4-e003Coalescence-mGAM-p7_S183,0.6936776491540516,0.21690140845070421
H2-e003Coalescence-mGAM-p7_S181,0.0,0.6751173708920187
E2-e003Coalescence-mBHI-p5_S1,0.0,0.92018779342723
E2-e003Coalescence-mBHI-p3_S9,0.0,0.831924882629108
G5-e003Coalescence-mGAM-p3_S84,0.5547640249332146,0.49295774647887325
G5-e003Coalescence-mGAM-p7_S172,0.352626892252894,0.3352112676056338
E5-e003Coalescence-mGAM-p7_S148,0.0,0.7230046948356808
G4-e003Coalescence-mGAM-p3_S83,0.7390917186108638,0.672300469483568
G3-e003Coalescence-mGAM-p3_S82,0.7168299198575245,0.6666666666666666
G3-e003Coalescence-mGAM-p5_S74,0.6714158504007124,0.6169014084507042
F4-e003Coalescence-mGAM-p7_S159,0.5707925200356189,0.5183098591549296
H4-e003Coalescence-mGAM-p5_S87,0.3268032056990205,0.2544600938967136
