,A2-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mBHI
B9-e003Coalescence-mGAM-p5,0.0,0.47468958930276983
A4-e003Coalescence-mBHI-inoculumn-redo,0.599405929304447,0.018669531996179562
C4-e003Coalescence-mGAM-p7,0.17787913340935005,0.1938872970391595
e004-inoculumn-fecal-AK,0.2943386545039909,0.22654823304680038
C3-e003Coalescence-mGAM-p3,0.2314709236031927,0.24164278892072588
D3-e003Coalescence-Inoculumn-mBHI,0.029360319270239455,0.6133046800382044
C2-e003Coalescence-mGAM-p7,0.48287913340935007,0.0016036294173829991
C4-e003Coalescence-mBHI-inoculumn-redo,0.11744583808437856,0.10888252148997135
B4-e003Coalescence-mGAM-p5,0.18165108323831242,0.17191977077363896
D4-e003Coalescence-mGAM-p5,0.17771721778791336,0.18738108882521493
BB-Fecal,0.24209464082098062,0.243720152817574
C5-e003Coalescence-mBHI-inoculumn-redo,0.23133409350057013,0.23373638968481372
A2-e003Coalescence-mBHI-p7,0.6123147092360319,0.0
BF-Fecal,0.28677309007981755,0.28067908309455586
AM-Fecal,0.2953249714937286,0.2551623686723973
e003-inoculumn-fecal-inoculumn,0.9288517673888256,0.02016618911174785
e003-inoculumn-fecal-AC,0.020451539338654505,0.9598777459407831
C4-e003Coalescence-mGAM-p3,0.2519954389965792,0.24641833810888253
C5-e003Coalescence-mGAM-p3,0.24401368301026224,0.23113658070678128
A2-e003Coalescence-Inoculumn-mBHI,1.0,0.0001241642788920726
D5-e003Coalescence-Inoculumn-mBHI,0.17673888255416192,0.2186647564469914
G4-e004Assembly-epsilon-p3,0.20894184720638542,0.21386628462273163
B3-e003Coalescence-Inoculumn-mBHI,0.0,1.0
A5-e003Coalescence-mBHI-p7,0.17648232611174455,0.11988825214899713
G2-e004Assembly-epsilon-p3,0.1991641961231471,0.13312989493791785
BG-Fecal,0.2541037628278221,0.2524574976122254
D2-e003Coalescence-mGAM-p5,0.6166738882554161,0.012989493791786056
A5-e003Coalescence-mBHI-inoculumn-redo,0.9185131128848346,0.026633237822349567
D2-e003Assembly-mBHI-p5,0.42303306727480045,0.0
F4-e004Assembly-epsilon-p3,0.1630558722919042,0.1485730659025788
D2-e003Coalescence-Inoculumn-mBHI,0.6411584948688712,0.00750334288443171
C3-e003Coalescence-mGAM-p7,0.18244013683010263,0.18433619866284623
C5-e004Assembly-mBHI-p7,0.1322690992018244,0.15377268385864373
C5-e003Coalescence-mBHI-p7,0.16875712656784492,0.1766953199617956
A2-e003Coalescence-mBHI-p3,0.5377708095781072,0.0
C2-e003Coalescence-mBHI-inoculumn-redo,0.7236989737742303,0.03614231136580707
AG-Fecal,0.3260718358038769,0.2112712511938873
A2-e003Coalescence-mBHI-p5,0.7023945267958951,0.0
C3-e003Coalescence-mBHI-inoculumn-redo,0.07610718358038768,0.3997354345749761
e004-inoculumn-fecal-AR,0.2571106043329533,0.3205950334288443
BK-Fecal,0.25383808437856326,0.27996084049665715
A2-e003Coalescence-mBHI-inoculumn-redo,0.9988597491448119,0.0
B4-e003Coalescence-Inoculumn-mBHI,0.02918928164196123,0.3320238777459408
e003-inoculumn-fecal-AE,0.25840592930444695,0.24936294173829987
BC-Fecal,0.24883466362599774,0.2118815663801337
e004-inoculumn-fecal-BE,0.27672633979475486,0.2771957975167144
BA-Fecal,0.27477309007981754,0.28384622731614134
e003-inoculumn-fecal-AF,0.2875359179019384,0.2396007640878701
A5-e003Coalescence-Inoculumn-mBHI,0.7871767388825542,0.015096466093600764
G5-e003Coalescence-mBHI-p7_S124,0.1402508551881414,0.12129894937917861
H4-e003Coalescence-mGAM-p7_S183,0.2422998859749145,0.24746131805157592
H2-e003Coalescence-mGAM-p7_S181,0.8942599771949828,0.02930372492836676
E2-e003Coalescence-mBHI-p5_S1,0.8916761687571265,0.0
E2-e003Coalescence-mBHI-p3_S9,0.8084378563283923,0.0
G5-e003Coalescence-mGAM-p3_S84,0.19004218928164196,0.1766953199617956
G5-e003Coalescence-mGAM-p7_S172,0.12078563283922464,0.11120248328557784
E5-e003Coalescence-mGAM-p7_S148,0.9483112884834665,0.018658070678127983
G4-e003Coalescence-mGAM-p3_S83,0.25027023945267957,0.2438347659980898
G3-e003Coalescence-mGAM-p3_S82,0.23831242873432154,0.23686723973256923
G3-e003Coalescence-mGAM-p5_S74,0.2314709236031927,0.22636103151862463
F4-e003Coalescence-mGAM-p7_S159,0.18129988597491448,0.18529130850047756
H4-e003Coalescence-mGAM-p5_S87,0.10490307867730901,0.10656255969436484
