,A2-e003Coalescence-Inoculumn-mGAM,B3-e003Coalescence-Inoculumn-mGAM
D11-e003Coalescence-mBHI-p5,1665,1444
C8-e003Coalescence-mGAM-p7,3050,2974
D10-e003Coalescence-mBHI-p3,1123,870
A8-e003Coalescence-mBHI-p3,2197,2151
B9-e003Coalescence-mGAM-p5,3036,2941
C5-e004Assembly-mBHI-p3,1177,1021
B8-e003Assembly-mGAM-p5,2134,2100
e004-inoculumn-fecal-AK,2955,2875
D3-e004Assembly-mGAM-p7,2065,1790
C8-e003Assembly-mGAM-p3,2775,2707
D4-e004Assembly-mGAM-p5,2237,1874
A11-e003Coalescence-mGAM-p7,3006,2941
B8-e003Coalescence-mBHI-p5,3071,3003
C2-e003Coalescence-mGAM-p7,3070,3005
B11-e003Coalescence-mGAM-p3,3048,2974
D8-e003Assembly-mGAM-p5,1386,1348
A5-e003Coalescence-mGAM-p3,1791,1760
A2-e003Coalescence-Inoculumn-mGAM,3097,3025
E5-e004Assembly-mGAM-p5,3016,2908
D8-e003Coalescence-mGAM-p5,3090,3010
A12-e003Coalescence-mGAM-p3,2792,2690
D9-e003Coalescence-mGAM-p7,3017,2890
D8-e003Assembly-mGAM-p3,1978,1889
A9-e003Coalescence-mGAM-p7,2500,2457
B5-e003Coalescence-Inoculumn-mGAM,2877,2717
D9-e003Coalescence-mGAM-p5,2542,2369
C8-e003Coalescence-mBHI-p7,2628,2600
B4-e003Coalescence-mGAM-p5,2866,2753
BB-Fecal,2192,1895
C2-e003Coalescence-mGAM-p3,2006,1917
D8-e003Coalescence-mBHI-p5,2987,2934
E5-e004Assembly-mGAM-p7,2998,2890
D5-e003Coalescence-Inoculumn-mGAM,1743,1481
A10-e003Coalescence-mBHI-p5,2262,2178
BF-Fecal,2618,2438
B8-e003Assembly-mGAM-p3,1776,1824
D5-e003Coalescence-mBHI-p5,3091,3020
e003-inoculumn-fecal-inoculumn,2536,2529
A8-e003Coalescence-mBHI-p7,3094,3017
e003-inoculumn-fecal-AC,915,781
B9-e003GlycerolRevival-mGAM-p2,1370,1224
B2-e003Coalescence-Inoculumn-mGAM,3097,3025
A3-e003Coalescence-Inoculumn-mGAM,3072,2999
C10-e003GlycerolRevival-mGAM-p2,2994,2896
A10-e003Coalescence-mGAM-p3,3068,3007
A9-e003Coalescence-mBHI-p3,3019,2925
A2-e003Coalescence-Inoculumn-mBHI,1686,1629
A9-e003Coalescence-mBHI-p5,2982,2907
B2-e003Coalescence-mGAM-p3,2549,2552
G4-e004Assembly-epsilon-p3,1363,1185
A8-e003Coalescence-mBHI-p5,2747,2782
D2-e003Coalescence-mGAM-p5,3067,2977
D3-e003Coalescence-mGAM-p5,3002,2923
B9-e003Coalescence-mGAM-p7,1166,963
C3-e003Coalescence-Inoculumn-mGAM,2415,2284
A3-e003Coalescence-mGAM-p7,1831,1697
D10-e003Coalescence-mGAM-p7,1783,1612
C11-e003Coalescence-mGAM-p3,1030,911
A10-e003Coalescence-mBHI-p7,2977,2915
C11-e003Coalescence-mBHI-p5,2469,2355
A2-e003Coalescence-mGAM-p7,2899,2815
F5-e004Assembly-epsilon-p3,2978,2863
A9-e003Coalescence-mBHI-p7,3091,3016
