,A2-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
D11-e003Coalescence-mBHI-p5,929,1404
C8-e003Coalescence-mGAM-p7,1622,2771
D10-e003Coalescence-mBHI-p3,620,885
A8-e003Coalescence-mBHI-p3,1154,2021
B9-e003Coalescence-mGAM-p5,1596,2751
C5-e004Assembly-mBHI-p3,676,1028
B8-e003Assembly-mGAM-p5,1133,2036
e004-inoculumn-fecal-AK,1572,2678
D3-e004Assembly-mGAM-p7,1103,1760
C8-e003Assembly-mGAM-p3,1493,2547
D4-e004Assembly-mGAM-p5,1211,1905
A11-e003Coalescence-mGAM-p7,1602,2762
B8-e003Coalescence-mBHI-p5,1627,2801
C2-e003Coalescence-mGAM-p7,1625,2818
B11-e003Coalescence-mGAM-p3,1613,2768
D8-e003Assembly-mGAM-p5,810,1326
A5-e003Coalescence-mGAM-p3,944,1610
A2-e003Coalescence-Inoculumn-mGAM,1644,2832
E5-e004Assembly-mGAM-p5,1607,2731
D8-e003Coalescence-mGAM-p5,1639,2816
A12-e003Coalescence-mGAM-p3,1475,2539
D9-e003Coalescence-mGAM-p7,1597,2733
D8-e003Assembly-mGAM-p3,1060,1843
A9-e003Coalescence-mGAM-p7,1315,2337
B5-e003Coalescence-Inoculumn-mGAM,1522,2534
D9-e003Coalescence-mGAM-p5,1363,2250
C8-e003Coalescence-mBHI-p7,1400,2438
B4-e003Coalescence-mGAM-p5,1507,2567
BB-Fecal,1163,1881
C2-e003Coalescence-mGAM-p3,1043,1824
D8-e003Coalescence-mBHI-p5,1578,2732
E5-e004Assembly-mGAM-p7,1599,2701
D5-e003Coalescence-Inoculumn-mGAM,1644,2832
A10-e003Coalescence-mBHI-p5,1218,2128
BF-Fecal,1367,2285
B8-e003Assembly-mGAM-p3,963,1776
D5-e003Coalescence-mBHI-p5,1641,2829
e003-inoculumn-fecal-inoculumn,1349,2363
A8-e003Coalescence-mBHI-p7,1643,2825
e003-inoculumn-fecal-AC,497,855
B9-e003GlycerolRevival-mGAM-p2,757,1252
B2-e003Coalescence-Inoculumn-mGAM,1644,2832
A3-e003Coalescence-Inoculumn-mGAM,1632,2817
C10-e003GlycerolRevival-mGAM-p2,1582,2720
A10-e003Coalescence-mGAM-p3,1634,2817
A9-e003Coalescence-mBHI-p3,1603,2751
A2-e003Coalescence-Inoculumn-mBHI,887,1606
A9-e003Coalescence-mBHI-p5,1574,2706
B2-e003Coalescence-mGAM-p3,1400,2402
G4-e004Assembly-epsilon-p3,717,1119
A8-e003Coalescence-mBHI-p5,1433,2578
D2-e003Coalescence-mGAM-p5,1633,2802
D3-e003Coalescence-mGAM-p5,1576,2739
B9-e003Coalescence-mGAM-p7,635,1010
C3-e003Coalescence-Inoculumn-mGAM,1271,2156
A3-e003Coalescence-mGAM-p7,978,1740
D10-e003Coalescence-mGAM-p7,1013,1593
C11-e003Coalescence-mGAM-p3,611,826
A10-e003Coalescence-mBHI-p7,1579,2708
C11-e003Coalescence-mBHI-p5,1366,2282
A2-e003Coalescence-mGAM-p7,1540,2645
F5-e004Assembly-epsilon-p3,1585,2692
A9-e003Coalescence-mBHI-p7,1638,2824
C2-e003Coalescence-Inoculumn-mGAM,1635,2825
B3-e003Coalescence-Inoculumn-mGAM,1594,2736
D11-e003Coalescence-mGAM-p7,725,1127
D5-e003Coalescence-mGAM-p3,1605,2745
E4-e004Assembly-mGAM-p5,1152,1778
B4-e003Coalescence-Inoculumn-mGAM,1585,2715
A10-e003Coalescence-mGAM-p7,1478,2572
B2-e003Assembly-mBHI-p3,1288,2247
A2-e003Coalescence-mGAM-p5,1633,2794
D3-e004Assembly-mGAM-p5,950,1517
D4-e004Assembly-mGAM-p7,1265,1970
B8-e003Coalescence-mGAM-p5,1366,2381
A8-e003Coalescence-mGAM-p7,1569,2682
A11-e003Coalescence-mBHI-p5,1295,2203
C9-e003Assembly-mGAM-p5,1110,1811
A5-e003Coalescence-Inoculumn-mGAM,1643,2831
e004-inoculumn-fecal-AR,1111,1737
B5-e003Coalescence-mGAM-p3,1161,1857
A2-e003Coalescence-mBHI-inoculumn-redo,1124,1875
C2-e003Coalescence-mGAM-p5,715,1184
B8-e003GlycerolRevival-mGAM-p2,1612,2810
C8-e003Coalescence-mBHI-p5,1644,2831
B8-e003Coalescence-mGAM-p7,1589,2753
D2-e003Coalescence-Inoculumn-mGAM,1641,2832
B8-e003Coalescence-mBHI-p7,1630,2814
D3-e003Coalescence-Inoculumn-mGAM,1516,2515
BC-Fecal,700,1154
A11-e003Coalescence-mBHI-p3,1642,2829
A4-e003Coalescence-Inoculumn-mGAM,1644,2832
A9-e003Coalescence-mGAM-p5,1495,2612
A11-e003Coalescence-mGAM-p3,1640,2823
E2-e003Coalescence-mGAM-p7_S145,1604,2772
H111-e003Coalescence-mGAM-p7_S188,1021,1674
F5-e003Coalescence-mGAM-p5_S64,1157,1887
F5-e003Coalescence-mGAM-p7_S160,604,1012
F8-e003Coalescence-mBHI-p3_S117,1444,2498
E3-e003Coalescence-mGAM-p3_S58,1429,2536
E8-e003Coalescence-mBHI-p5_S5,1578,2719
E9-e003Coalescence-mBHI-p5_S6,1539,2652
H111-e003Coalescence-mBHI-p3_S144,1559,2734
H2-e003Coalescence-mGAM-p7_S181,1634,2823
H2-e003Coalescence-mGAM-p5_S85,603,1047
G8-e003Coalescence-mGAM-p3_S177,1521,2654
F2-e003Coalescence-mGAM-p7_S157,750,1288
H3-e003Coalescence-mGAM-p3_S94,1063,1594
E100-e003Coalescence-mBHI-p7_S103,1551,2749
F9-e003Coalescence-mGAM-p5_S66,1199,2050
E100-e003Coalescence-mGAM-p3_S155,1589,2733
E3-e003Coalescence-mGAM-p5_S50,1585,2763
E9-e003Coalescence-mBHI-p7_S102,1216,2146
E111-e003Coalescence-mBHI-p5_S8,1535,2666
F2-e003Coalescence-mGAM-p5_S61,1523,2660
F8-e003Coalescence-mGAM-p5_S65,1117,2034
H8-e003Coalescence-mBHI-p7_S137,1635,2820
G8-e003Coalescence-mGAM-p5_S77,1639,2828
E111-e003Coalescence-mBHI-p3_S108,1431,2506
H111-e003Coalescence-mGAM-p5_S92,1127,1834
H9-e003Coalescence-mGAM-p5_S90,1272,2031
E8-e003Coalescence-mBHI-p7_S101,1554,2687
H2-e003Coalescence-mGAM-p3_S93,1346,2375
E4-e003Coalescence-mGAM-p5_S51,1511,2584
G9-e003Coalescence-mGAM-p7_S174,777,1244
H8-e003Coalescence-mBHI-p5_S41,1614,2809
E100-e003Coalescence-mBHI-p5_S7,1626,2808
F9-e003Coalescence-mGAM-p7_S162,753,1181
F8-e003Coalescence-mGAM-p7_S161,1236,2263
G8-e003Coalescence-mBHI-p3_S129,1628,2816
E5-e003Coalescence-mGAM-p3_S60,597,1102
G2-e003Coalescence-mGAM-p5_S73,1602,2757
E5-e003Coalescence-mGAM-p7_S148,1626,2793
H9-e003Coalescence-mGAM-p7_S186,1534,2661
E100-e003Coalescence-mGAM-p5_S55,1623,2787
E8-e003Coalescence-mGAM-p5_S53,1622,2816
H8-e003Coalescence-mGAM-p5_S89,1631,2818
E3-e003Coalescence-mGAM-p7_S146,1279,2278
F100-e003Coalescence-mGAM-p3_S167,1191,2006
G100-e003Coalescence-mBHI-p3_S131,1634,2824
E9-e003Coalescence-mGAM-p3_S154,1570,2736
F111-e003Coalescence-mGAM-p3_S168,1067,1588
F8-e003Coalescence-mBHI-p7_S113,1571,2725
G8-e003Coalescence-mBHI-p7_S125,1384,2378
H111-e003Coalescence-mBHI-p5_S44,1425,2429
E111-e003Coalescence-mBHI-p7_S104,1553,2687
E2-e003Coalescence-mGAM-p3_S57,1631,2816
F2-e003Coalescence-mGAM-p3_S69,1260,2278
E9-e003Coalescence-mGAM-p5_S54,856,1501
E111-e003Coalescence-mGAM-p5_S56,1613,2796
E4-e003Coalescence-mGAM-p7_S147,1564,2688
E4-e003Coalescence-mGAM-p3_S59,671,1252
H100-e003Coalescence-mBHI-p7_S139,1589,2709
G8-e003Coalescence-mBHI-p5_S29,1621,2791
G8-e003Coalescence-mGAM-p7_S173,1644,2832
E2-e003Coalescence-mGAM-p5_S49,1539,2690
H111-e003Coalescence-mGAM-p3_S192,1434,2443
E8-e003Coalescence-mBHI-p3_S105,1617,2796
E8-e003Coalescence-mGAM-p7_S149,1638,2828
H3-e003Coalescence-mGAM-p5_S86,921,1484
E100-e003Coalescence-mGAM-p7_S151,1631,2800
G9-e003Coalescence-mGAM-p3_S178,1089,1733
H8-e003Coalescence-mGAM-p7_S185,1644,2832
G2-e003Coalescence-mGAM-p3_S81,1480,2561
F8-e003Coalescence-mBHI-p5_S17,1576,2724
E5-e003Coalescence-mGAM-p5_S52,1542,2651
