,0
D11-e003Coalescence-mBHI-p5,5.0
C8-e003Coalescence-mGAM-p7,16.0
D10-e003Coalescence-mBHI-p3,5.0
A8-e003Coalescence-mBHI-p3,6.0
e004-inoculumn-fecal-BD,4.0
B9-e003Coalescence-mGAM-p5,21.0
B5-e004Assembly-mBHI-p7,4.0
C5-e004Assembly-mBHI-p3,5.0
B8-e003Assembly-mGAM-p5,6.0
e004-inoculumn-fecal-AK,14.0
D3-e004Assembly-mGAM-p7,6.0
C8-e003Assembly-mGAM-p3,8.0
D4-e004Assembly-mGAM-p5,6.0
C8-e003Assembly-mGAM-p5,4.0
A11-e003Coalescence-mGAM-p7,12.0
B8-e003Coalescence-mBHI-p5,20.0
C2-e003Coalescence-mGAM-p7,19.0
B11-e003Coalescence-mGAM-p3,19.0
D8-e003Assembly-mGAM-p5,5.0
A5-e003Coalescence-mGAM-p3,6.0
A2-e003Coalescence-Inoculumn-mGAM,63.0
E5-e004Assembly-mGAM-p5,16.0
D8-e003Coalescence-mGAM-p5,22.0
A12-e003Coalescence-mGAM-p3,8.0
D9-e003Coalescence-mGAM-p7,14.0
D8-e003Assembly-mGAM-p3,6.0
E4-e004Assembly-mGAM-p7,4.0
A9-e003Coalescence-mGAM-p7,7.0
B5-e003Coalescence-Inoculumn-mGAM,10.0
D9-e003Coalescence-mGAM-p5,7.0
C8-e003Coalescence-mBHI-p7,8.0
B4-e003Coalescence-mGAM-p5,10.0
B5-e003Coalescence-mGAM-p5,4.0
BB-Fecal,7.0
C2-e003Coalescence-mGAM-p3,6.0
D8-e003Coalescence-mBHI-p5,12.0
E5-e004Assembly-mGAM-p7,13.0
D5-e003Coalescence-Inoculumn-mGAM,6.0
A10-e003Coalescence-mBHI-p5,7.0
BF-Fecal,8.0
B8-e003Assembly-mGAM-p3,6.0
D5-e003Coalescence-mBHI-p5,37.0
e003-inoculumn-fecal-inoculumn,7.0
E4-e004Assembly-mGAM-p3,4.0
A8-e003Coalescence-mBHI-p7,24.0
e003-inoculumn-fecal-AC,5.0
B9-e003GlycerolRevival-mGAM-p2,5.0
B2-e003Coalescence-Inoculumn-mGAM,44.0
C5-e003Coalescence-mGAM-p3,4.0
D9-e003Assembly-mGAM-p5,4.0
B12-e003Coalescence-mGAM-p3,4.0
A3-e003Coalescence-Inoculumn-mGAM,21.0
C10-e003GlycerolRevival-mGAM-p2,12.0
A10-e003Coalescence-mGAM-p3,17.0
A9-e003Coalescence-mBHI-p3,13.0
A2-e003Coalescence-Inoculumn-mBHI,5.0
D2-e003Assembly-mBHI-p3,4.0
A9-e003Coalescence-mBHI-p5,13.0
B2-e003Coalescence-mGAM-p3,8.0
G4-e004Assembly-epsilon-p3,5.0
A8-e003Coalescence-mBHI-p5,9.0
D2-e003Coalescence-mGAM-p5,16.0
D9-e003Coalescence-mGAM-p3,4.0
D3-e003Coalescence-mGAM-p5,19.0
A5-e003Coalescence-mBHI-inoculumn-redo,4.0
D2-e003Assembly-mBHI-p5,4.0
B9-e003Coalescence-mGAM-p7,5.0
B11-e003Coalescence-mGAM-p7,4.0
C3-e003Coalescence-Inoculumn-mGAM,7.0
A3-e003Coalescence-mGAM-p7,6.0
D10-e003Coalescence-mGAM-p7,6.0
C11-e003Coalescence-mGAM-p3,5.0
A10-e003Coalescence-mBHI-p7,10.0
F4-e004Assembly-epsilon-p3,4.0
C11-e003Coalescence-mBHI-p5,8.0
A2-e003Coalescence-mGAM-p7,10.0
F5-e004Assembly-epsilon-p3,11.0
A9-e003Coalescence-mBHI-p7,28.0
C2-e003Coalescence-Inoculumn-mGAM,30.0
B3-e003Coalescence-Inoculumn-mGAM,20.0
D11-e003Coalescence-mGAM-p7,5.0
D5-e003Coalescence-mGAM-p3,13.0
D4-e004Assembly-mGAM-p3,4.0
E4-e004Assembly-mGAM-p5,6.0
B4-e003Coalescence-Inoculumn-mGAM,17.0
A10-e003Coalescence-mGAM-p7,9.0
B2-e003Assembly-mBHI-p3,7.0
A2-e003Coalescence-mGAM-p5,17.0
C5-e004Assembly-mBHI-p7,4.0
D3-e004Assembly-mGAM-p5,5.0
D4-e004Assembly-mGAM-p7,6.0
B8-e003Coalescence-mGAM-p5,8.0
A8-e003Coalescence-mGAM-p7,10.0
A11-e003Coalescence-mBHI-p5,7.0
C9-e003Assembly-mGAM-p5,6.0
A5-e003Coalescence-Inoculumn-mGAM,38.0
e004-inoculumn-fecal-AR,6.0
B5-e003Coalescence-mGAM-p3,6.0
C9-e003GlycerolRevival-mGAM-p2,4.0
A2-e003Coalescence-mBHI-inoculumn-redo,6.0
C2-e003Coalescence-mGAM-p5,5.0
B8-e003GlycerolRevival-mGAM-p2,18.0
C8-e003Coalescence-mBHI-p5,34.0
B8-e003Coalescence-mGAM-p7,13.0
D2-e003Coalescence-Inoculumn-mGAM,38.0
B8-e003Coalescence-mBHI-p7,19.0
D3-e003Coalescence-Inoculumn-mGAM,10.0
C5-e003Coalescence-Inoculumn-mGAM,4.0
BC-Fecal,5.0
BA-Fecal,4.0
e003-inoculumn-fecal-AF,4.0
A11-e003Coalescence-mBHI-p3,37.0
A4-e003Coalescence-Inoculumn-mGAM,76.0
A9-e003Coalescence-mGAM-p5,9.0
A11-e003Coalescence-mGAM-p3,26.0
D2-e003Coalescence-mBHI-p3,4.0
E2-e003Coalescence-mGAM-p7_S145,14.0
H111-e003Coalescence-mGAM-p7_S188,6.0
F5-e003Coalescence-mGAM-p5_S64,6.0
F5-e003Coalescence-mGAM-p7_S160,5.0
F8-e003Coalescence-mBHI-p3_S117,9.0
E3-e003Coalescence-mGAM-p3_S58,9.0
E8-e003Coalescence-mBHI-p5_S5,11.0
E9-e003Coalescence-mBHI-p5_S6,10.0
H111-e003Coalescence-mBHI-p3_S144,15.0
G111-e003Coalescence-mBHI-p5_S32,4.0
H2-e003Coalescence-mGAM-p7_S181,23.0
H2-e003Coalescence-mGAM-p5_S85,5.0
G8-e003Coalescence-mGAM-p3_S177,10.0
F2-e003Coalescence-mGAM-p7_S157,5.0
H3-e003Coalescence-mGAM-p3_S94,6.0
E100-e003Coalescence-mBHI-p7_S103,14.0
F9-e003Coalescence-mGAM-p5_S66,6.0
E100-e003Coalescence-mGAM-p3_S155,13.0
E3-e003Coalescence-mGAM-p5_S50,14.0
E9-e003Coalescence-mBHI-p7_S102,7.0
E111-e003Coalescence-mBHI-p5_S8,10.0
H100-e003Coalescence-mBHI-p5_S43,4.0
F2-e003Coalescence-mGAM-p5_S61,10.0
F8-e003Coalescence-mGAM-p5_S65,6.0
H8-e003Coalescence-mBHI-p7_S137,26.0
E2-e003Coalescence-mBHI-p3_S9,4.0
G8-e003Coalescence-mGAM-p5_S77,28.0
E111-e003Coalescence-mBHI-p3_S108,9.0
H111-e003Coalescence-mGAM-p5_S92,6.0
H9-e003Coalescence-mGAM-p5_S90,7.0
E8-e003Coalescence-mBHI-p7_S101,11.0
H2-e003Coalescence-mGAM-p3_S93,8.0
E4-e003Coalescence-mGAM-p5_S51,9.0
G9-e003Coalescence-mGAM-p7_S174,5.0
H8-e003Coalescence-mBHI-p5_S41,18.0
E100-e003Coalescence-mBHI-p5_S7,17.0
F9-e003Coalescence-mGAM-p7_S162,5.0
F8-e003Coalescence-mGAM-p7_S161,7.0
G8-e003Coalescence-mBHI-p3_S129,23.0
E5-e003Coalescence-mGAM-p3_S60,5.0
G2-e003Coalescence-mGAM-p5_S73,12.0
E5-e003Coalescence-mGAM-p7_S148,17.0
H9-e003Coalescence-mGAM-p7_S186,10.0
E100-e003Coalescence-mGAM-p5_S55,15.0
E8-e003Coalescence-mGAM-p5_S53,19.0
H5-e003Coalescence-mGAM-p3_S96,4.0
H8-e003Coalescence-mGAM-p5_S89,21.0
E3-e003Coalescence-mGAM-p7_S146,7.0
F100-e003Coalescence-mGAM-p3_S167,7.0
G100-e003Coalescence-mBHI-p3_S131,37.0
E9-e003Coalescence-mGAM-p3_S154,13.0
F111-e003Coalescence-mGAM-p3_S168,6.0
F8-e003Coalescence-mBHI-p7_S113,12.0
G8-e003Coalescence-mBHI-p7_S125,8.0
H111-e003Coalescence-mBHI-p5_S44,9.0
E111-e003Coalescence-mBHI-p7_S104,12.0
E2-e003Coalescence-mGAM-p3_S57,21.0
F2-e003Coalescence-mGAM-p3_S69,7.0
E9-e003Coalescence-mGAM-p5_S54,5.0
E111-e003Coalescence-mGAM-p5_S56,15.0
E4-e003Coalescence-mGAM-p7_S147,11.0
E4-e003Coalescence-mGAM-p3_S59,5.0
H100-e003Coalescence-mBHI-p7_S139,13.0
G8-e003Coalescence-mBHI-p5_S29,17.0
G8-e003Coalescence-mGAM-p7_S173,49.0
E2-e003Coalescence-mGAM-p5_S49,11.0
H111-e003Coalescence-mGAM-p3_S192,8.0
E8-e003Coalescence-mBHI-p3_S105,20.0
E8-e003Coalescence-mGAM-p7_S149,43.0
H3-e003Coalescence-mGAM-p5_S86,5.0
E100-e003Coalescence-mGAM-p7_S151,15.0
G9-e003Coalescence-mGAM-p3_S178,6.0
H8-e003Coalescence-mGAM-p7_S185,64.0
G2-e003Coalescence-mGAM-p3_S81,9.0
F8-e003Coalescence-mBHI-p5_S17,13.0
E5-e003Coalescence-mGAM-p5_S52,10.0
