,A2-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C9-e003Coalescence-mGAM-p3,0.002656992453083428,0.02264884411108062
D11-e003Coalescence-mBHI-p5,0.00014546752017660476,0.9994647668504382
C9-e003Coalescence-mGAM-p7,0.0025267713432284965,0.02228064382259548
C8-e003Coalescence-mGAM-p7,0.9979772780021389,0.0008586894551853471
F3-e004Assembly-epsilon-p3,0.9572152942434868,0.04030212519067973
B2-e003Coalescence-mBHI-p3,0.9585744527617993,0.010608825949885922
A8-e003Coalescence-mBHI-p3,0.9985121377325928,0.0006863586381072858
e004-inoculumn-fecal-BD,0.9904519221925211,0.007441558414107923
A4-e003Coalescence-mBHI-p7,0.9918041716356767,0.005877449530172953
B9-e003Coalescence-mGAM-p5,0.0025127397846695355,0.02172670580875635
A4-e003Coalescence-mBHI-inoculumn-redo,0.9681600020495661,0.009783385446009705
B3-e003Coalescence-mBHI-p3,0.951,0.0027584412284395623
C2-e003Coalescence-mBHI-p5,0.9580946790102708,0.0389589681421553
B3-e004Assembly-mBHI-p7,0.9941409659769684,0.004712089690360938
B5-e004Assembly-mBHI-p7,0.1766086742178319,0.23864854373218436
C4-e003GlycerolRevival-mBHI-p2,0.06292822520170517,0.1196398460741214
G5-e004Assembly-epsilon-p3,0.0009493395211408139,0.012292117144351388
B2-e003Assembly-mBHI-p5,0.9906663809255368,0.007609738194769975
C3-e004Assembly-mBHI-p5,0.9909398282518768,0.007907527527044612
B2-e003Coalescence-mBHI-p5,0.375,0.0529432667113695
B8-e003Assembly-mGAM-p5,0.9941535188499032,0.004935172269794427
C4-e003Coalescence-mGAM-p7,0.04048895391416654,0.09486108099070355
e004-inoculumn-fecal-AK,0.0005285825521766361,0.006055093135854901
D3-e004Assembly-mGAM-p7,0.949851281913348,0.04460259709574502
C8-e003Assembly-mGAM-p3,0.9998211575527854,6.424760636011167e-05
C3-e003Coalescence-mGAM-p3,0.00035240327481771735,0.004694173254595549
D4-e004Assembly-mGAM-p5,0.9978673677380161,0.0009856240748787697
D3-e003Coalescence-Inoculumn-mBHI,0.635,0.262
C8-e003Assembly-mGAM-p5,0.9623842651501618,0.0326722525981725
C3-e003Coalescence-mBHI-p7,0.0021551156105574206,0.023471831250372745
D11-e003Coalescence-mGAM-p5,0.000432775238549112,0.9989518618434952
A11-e003Coalescence-mGAM-p7,0.998584635547483,0.0012023730487821988
C2-e003Coalescence-mGAM-p7,0.9997963829938178,6.36498015118689e-05
B11-e003Coalescence-mGAM-p3,0.000750538234342467,0.011097952748746361
B5-e003Assembly-mBHI-p5,0.42900000000000005,0.538
D2-e003Coalescence-mBHI-p5,0.9698579996169295,0.024210127621279224
D8-e003Assembly-mGAM-p5,0.9978192246591855,0.0012320519104133342
D5-e003Coalescence-mGAM-p5,0.625,0.348
A5-e003Coalescence-mGAM-p3,0.9961890315063745,0.0028665362145163568
A2-e003Coalescence-Inoculumn-mGAM,0.9998193518522329,4.4159322451393395e-05
D8-e003Coalescence-mGAM-p5,0.997916647312142,0.001516202265270399
A12-e003Coalescence-mGAM-p3,0.9955314095807597,0.0035354166951378704
C2-e003Coalescence-mBHI-p3,0.9975979001111448,0.0013339940173698035
D9-e003Coalescence-mGAM-p7,0.0037822496480750083,0.029412832931908408
D8-e003Assembly-mGAM-p3,0.9995874577052662,0.00013665946057207648
E4-e004Assembly-mGAM-p7,0.9712005162873502,0.022557489286580315
B10-e003Coalescence-mGAM-p3,0.0033832146924096043,0.02864654205762276
A9-e003Coalescence-mGAM-p7,0.16946378307402124,0.2300877909117859
B5-e003Coalescence-Inoculumn-mGAM,0.0016220140101162594,0.845
D5-e003Coalescence-mBHI-p3,0.9662077648592245,0.030227386238499545
D9-e003Coalescence-mGAM-p5,0.003767934956155029,0.014978167782873884
D10-e003Coalescence-mGAM-p5,0.7883623228084072,0.1845830330212654
C8-e003Coalescence-mBHI-p7,0.977786082087533,0.017620418296234
B11-e003Assembly-mGAM-p5,0.0024705575387229386,0.9966921853031063
G3-e004Assembly-epsilon-p7,0.9500189846351621,0.045762556579530905
B4-e003Coalescence-mGAM-p5,0.008117280962087973,0.031233477660646016
D4-e003Coalescence-mGAM-p5,0.9877620321661938,0.01001936861476947
C3-e004Assembly-mBHI-p7,0.9979074591566721,0.001843661256997246
B5-e003Coalescence-mGAM-p5,0.692,0.018798123275268152
