,A2-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mBHI
C8-e003Coalescence-mBHI-p7,19469,2548
B11-e003Assembly-mGAM-p5,22176,2762
G3-e004Assembly-epsilon-p7,16618,2099
B4-e003Coalescence-mGAM-p5,21733,2709
D4-e003Coalescence-mGAM-p5,22732,2848
C3-e004Assembly-mBHI-p7,22684,2774
B5-e003Coalescence-mGAM-p5,22606,2825
BB-Fecal,16561,2124
B5-e003Coalescence-Inoculumn-mBHI,22705,2840
G3-e004Assembly-epsilon-p3,17412,2192
C2-e003Coalescence-mGAM-p3,13826,1787
B5-e003Coalescence-mGAM-p7,22674,2839
D8-e003Coalescence-mBHI-p5,21705,2778
F5-e004Assembly-epsilon-p5,10883,1349
D5-e003Coalescence-Inoculumn-mGAM,22794,2837
B3-e004Assembly-mBHI-p5,17415,2226
B5-e003Coalescence-mBHI-p3,6039,855
C5-e003Coalescence-mGAM-p7,22823,2867
C5-e003Coalescence-mBHI-inoculumn-redo,22703,2853
A2-e003Coalescence-mBHI-p7,14343,1896
A10-e003Coalescence-mBHI-p5,15605,2037
BF-Fecal,22996,2867
AM-Fecal,22806,2814
B8-e003Assembly-mGAM-p3,22799,2849
A4-e003Coalescence-mGAM-p5,22428,2835
D5-e003Coalescence-mBHI-p5,22930,2880
D3-e003Assembly-mBHI-p3,14474,1825
e003-inoculumn-fecal-inoculumn,11254,1445
D4-e003Coalescence-mGAM-p7,22900,2871
A8-e003Coalescence-mBHI-p7,22379,2824
e003-inoculumn-fecal-AC,22964,2855
C4-e003Coalescence-mGAM-p3,19096,2336
B2-e003Coalescence-Inoculumn-mGAM,22857,2859
C5-e003Coalescence-mGAM-p3,22795,2831
A3-e003Coalescence-mBHI-inoculumn-redo,14031,1558
D9-e003Assembly-mGAM-p5,7954,1017
B12-e003Coalescence-mGAM-p3,12774,1550
A11-e003Coalescence-mBHI-p7,16524,2351
A3-e003Coalescence-Inoculumn-mGAM,22487,2826
C3-e003Coalescence-mGAM-p5,21780,2717
D3-e003Assembly-mBHI-p5,22664,2828
A10-e003Coalescence-mGAM-p3,23020,2882
A9-e003Coalescence-mBHI-p3,12420,1832
A2-e003Coalescence-Inoculumn-mBHI,23034,2883
D11-e003Assembly-mGAM-p3,18265,2418
D2-e003Assembly-mBHI-p3,22730,2859
B3-e003Assembly-mBHI-p5,17724,2212
D5-e003Coalescence-Inoculumn-mBHI,22956,2870
B2-e003Coalescence-mGAM-p3,22479,2802
C11-e003Coalescence-mGAM-p5,10088,1428
B3-e003Coalescence-Inoculumn-mBHI,23034,2883
A8-e003Coalescence-mBHI-p5,21981,2758
D5-e004Assembly-mGAM-p7,22878,2837
D5-e003Assembly-mBHI-p5,14769,2125
A5-e003Coalescence-mBHI-p7,22157,2768
BG-Fecal,22820,2786
D2-e003Coalescence-mGAM-p5,22896,2877
B9-e003Assembly-mGAM-p5,9121,1165
D3-e003Coalescence-mGAM-p3,22183,2786
D9-e003Coalescence-mGAM-p3,22701,2822
D3-e003Coalescence-mGAM-p5,22996,2881
A5-e003Coalescence-mBHI-inoculumn-redo,22397,2834
B11-e003Assembly-mGAM-p3,18148,2249
B9-e003Coalescence-mGAM-p7,12569,1670
B11-e003Coalescence-mGAM-p7,20388,2540
C3-e003Coalescence-Inoculumn-mGAM,19319,2527
A3-e003Coalescence-mGAM-p7,22992,2881
D4-e003Coalescence-Inoculumn-mBHI,22947,2867
A4-e003Coalescence-mBHI-p5,21873,2781
B3-e003Coalescence-mBHI-p7,17208,2107
D10-e003Coalescence-mGAM-p7,21698,2676
C11-e003Coalescence-mGAM-p3,19195,2474
A10-e003Coalescence-mBHI-p7,20417,2623
C11-e003Coalescence-mBHI-p5,14663,1826
A2-e003Coalescence-mGAM-p7,22462,2818
F5-e004Assembly-epsilon-p3,22707,2816
E3-e004Assembly-mGAM-p5,12265,1567
E2-e004Assembly-mGAM-p5,18118,2202
C3-e003GlycerolRevival-mBHI-p2,21884,2738
D10-e003Coalescence-mGAM-p3,20374,2533
C4-e004Assembly-mBHI-p3,12009,1497
A9-e003Coalescence-mBHI-p7,18630,2475
C2-e003Coalescence-Inoculumn-mGAM,22796,2848
B3-e003Coalescence-Inoculumn-mGAM,21966,2729
D11-e003Coalescence-mGAM-p7,22363,2775
D5-e003Coalescence-mGAM-p3,23019,2881
E4-e004Assembly-mGAM-p5,22827,2830
D2-e003Coalescence-Inoculumn-mBHI,20390,2632
B4-e003Coalescence-Inoculumn-mGAM,21742,2730
B2-e003Assembly-mBHI-p3,22504,2840
C4-e003Coalescence-Inoculumn-mGAM,6616,985
D4-e003Coalescence-mGAM-p3,22940,2873
A2-e003Coalescence-mGAM-p5,22834,2872
D11-e003Assembly-mGAM-p5,9556,1399
C3-e003Coalescence-mGAM-p7,23029,2870
B11-e003GlycerolRevival-mGAM-p2,21476,2665
B3-e003Coalescence-mGAM-p5,22981,2876
D3-e004Assembly-mGAM-p5,21441,2644
D12-e003Coalescence-mBHI-p3,9995,1198
D4-e004Assembly-mGAM-p7,11367,1454
C11-e003Coalescence-mGAM-p7,17134,2222
C11-e003Assembly-mGAM-p3,22327,2795
D10-e003Coalescence-mBHI-p7,14624,1816
A2-e003Coalescence-mBHI-p3,17239,2269
B8-e003Coalescence-mGAM-p5,21809,2721
C3-e004Assembly-mBHI-p3,22475,2762
C11-e003Assembly-mGAM-p5,22831,2865
C2-e003Coalescence-mBHI-inoculumn-redo,20479,2684
A8-e003Coalescence-mGAM-p7,22573,2826
C11-e003GlycerolRevival-mGAM-p2,8814,1123
B2-e003Coalescence-Inoculumn-mBHI,22379,2784
A11-e003Coalescence-mBHI-p5,18762,2538
C10-e003Coalescence-mGAM-p5,6262,810
A5-e003Coalescence-Inoculumn-mGAM,23009,2876
A3-e003Coalescence-mBHI-p3,21313,2737
AG-Fecal,22903,2850
D4-e003Coalescence-Inoculumn-mGAM,13244,1779
A2-e003Coalescence-mBHI-p5,22175,2810
B9-e003Coalescence-mBHI-p3,12822,1575
C3-e003Coalescence-mBHI-inoculumn-redo,22918,2863
e004-inoculumn-fecal-AR,22858,2812
B5-e003Coalescence-mGAM-p3,22508,2819
BK-Fecal,22422,2729
C3-e003Assembly-mBHI-p5,19379,2422
A4-e003Coalescence-mBHI-p3,20021,2558
F3-e004Assembly-epsilon-p5,7856,988
C9-e003Coalescence-mGAM-p5,22260,2761
A2-e003Coalescence-mBHI-inoculumn-redo,22816,2864
C2-e003Coalescence-mGAM-p5,22934,2879
B8-e003GlycerolRevival-mGAM-p2,22457,2819
C8-e003Coalescence-mBHI-p5,22932,2875
B8-e003Coalescence-mGAM-p7,22390,2780
B4-e003Coalescence-Inoculumn-mBHI,22935,2873
D2-e003Coalescence-Inoculumn-mGAM,22999,2877
B3-e004Assembly-mBHI-p3,21675,2683
D3-e003Coalescence-Inoculumn-mGAM,22881,2856
C5-e003Coalescence-Inoculumn-mGAM,22762,2848
G3-e004Assembly-epsilon-p5,18237,2305
BC-Fecal,22889,2862
e004-inoculumn-fecal-BE,22875,2838
BA-Fecal,22916,2866
e003-inoculumn-fecal-AF,21985,2768
A11-e003Coalescence-mBHI-p3,22944,2868
A4-e003Coalescence-Inoculumn-mGAM,22890,2861
B4-e003Coalescence-mBHI-p3,11723,1431
A5-e003Coalescence-Inoculumn-mBHI,14643,2026
A9-e003Coalescence-mGAM-p5,21904,2707
C10-e003Coalescence-mGAM-p7,16131,1984
A11-e003Coalescence-mGAM-p3,22947,2873
D2-e003Coalescence-mBHI-p3,21167,2677
C5-e003GlycerolRevival-mBHI-p2,18631,2427
H5-e003Coalescence-mBHI-p5_S40,22083,2810
E2-e003Coalescence-mGAM-p7_S145,21584,2769
G5-e003Coalescence-mBHI-p7_S124,12016,1561
H111-e003Coalescence-mGAM-p7_S188,22854,2852
H4-e003Coalescence-mGAM-p7_S183,22531,2840
F5-e003Coalescence-mGAM-p5_S64,22001,2775
F5-e003Coalescence-mGAM-p7_S160,22652,2856
H3-e003Coalescence-mBHI-p3_S46,6287,757
H2-e003Coalescence-mBHI-p7_S133,21059,2718
E5-e003Coalescence-mBHI-p3_S12,18386,2428
E3-e003Coalescence-mGAM-p3_S58,22531,2853
G4-e003Coalescence-mBHI-p5_S27,14686,1839
E8-e003Coalescence-mBHI-p5_S5,21397,2720
G2-e003Coalescence-mBHI-p3_S33,22264,2834
H111-e003Coalescence-mBHI-p3_S144,22910,2860
G111-e003Coalescence-mGAM-p5_S80,16825,2258
F111-e003Coalescence-mGAM-p5_S68,13198,1662
G111-e003Coalescence-mBHI-p5_S32,21995,2727
H2-e003Coalescence-mGAM-p7_S181,22958,2878
E3-e003Coalescence-mBHI-p3_S10,21720,2778
H2-e003Coalescence-mGAM-p5_S85,6580,914
G8-e003Coalescence-mGAM-p3_S177,22037,2799
F2-e003Coalescence-mGAM-p7_S157,22565,2858
H3-e003Coalescence-mGAM-p3_S94,21723,2696
H4-e003Coalescence-mGAM-p3_S95,20639,2657
E5-e003Coalescence-mBHI-p7_S100,22029,2787
F3-e003Coalescence-mGAM-p3_S70,21120,2657
E100-e003Coalescence-mBHI-p7_S103,22465,2851
F9-e003Coalescence-mGAM-p5_S66,20800,2573
E100-e003Coalescence-mGAM-p3_S155,22801,2877
E3-e003Coalescence-mGAM-p5_S50,22956,2880
F5-e003Coalescence-mGAM-p3_S72,22697,2850
E5-e003Coalescence-mBHI-p5_S4,19562,2521
F111-e003Coalescence-mGAM-p7_S164,12312,1487
E111-e003Coalescence-mBHI-p5_S8,17698,2413
F2-e003Coalescence-mGAM-p5_S61,22971,2880
F8-e003Coalescence-mGAM-p5_S65,9323,1086
H8-e003Coalescence-mBHI-p7_S137,22727,2859
G9-e003Coalescence-mGAM-p5_S78,18118,2231
E2-e003Coalescence-mBHI-p5_S1,21183,2762
E2-e003Coalescence-mBHI-p3_S9,17315,2336
G8-e003Coalescence-mGAM-p5_S77,21270,2673
G3-e003Coalescence-mBHI-p3_S34,21090,2606
E111-e003Coalescence-mBHI-p3_S108,20077,2623
G3-e003Coalescence-mBHI-p5_S26,10496,1363
H111-e003Coalescence-mGAM-p5_S92,22766,2843
H9-e003Coalescence-mGAM-p5_S90,19737,2491
H2-e003Coalescence-mBHI-p3_S45,22039,2780
E8-e003Coalescence-mBHI-p7_S101,22679,2859
E4-e003Coalescence-mBHI-p5_S3,21305,2755
H2-e003Coalescence-mGAM-p3_S93,22936,2881
E4-e003Coalescence-mGAM-p5_S51,21343,2747
G9-e003Coalescence-mGAM-p7_S174,22737,2826
F2-e003Coalescence-mBHI-p3_S21,20159,2700
G5-e003Coalescence-mGAM-p3_S84,22630,2821
H8-e003Coalescence-mBHI-p5_S41,22660,2862
E100-e003Coalescence-mBHI-p5_S7,21865,2810
G100-e003Coalescence-mGAM-p7_S175,9221,1225
F9-e003Coalescence-mGAM-p7_S162,11199,1363
F8-e003Coalescence-mGAM-p7_S161,9116,1177
F3-e003Coalescence-mBHI-p3_S22,22043,2754
G5-e003Coalescence-mGAM-p5_S76,22288,2827
G5-e003Coalescence-mGAM-p7_S172,22544,2850
G4-e003Coalescence-mGAM-p5_S75,17314,2129
G8-e003Coalescence-mBHI-p3_S129,22710,2869
E5-e003Coalescence-mGAM-p3_S60,22869,2878
G2-e003Coalescence-mGAM-p5_S73,22702,2874
E5-e003Coalescence-mGAM-p7_S148,22717,2831
H9-e003Coalescence-mGAM-p7_S186,21357,2610
E100-e003Coalescence-mGAM-p5_S55,22405,2839
E8-e003Coalescence-mGAM-p5_S53,22502,2840
H5-e003Coalescence-mGAM-p3_S96,22352,2799
G4-e003Coalescence-mGAM-p3_S83,13484,1721
H3-e003Coalescence-mGAM-p7_S182,22603,2845
H5-e003Coalescence-mGAM-p5_S88,16827,2344
F4-e003Coalescence-mGAM-p5_S63,18159,2226
G4-e003Coalescence-mGAM-p7_S171,19265,2403
H8-e003Coalescence-mGAM-p5_S89,22587,2847
F3-e003Coalescence-mBHI-p5_S14,15211,1925
E3-e003Coalescence-mGAM-p7_S146,22958,2879
F100-e003Coalescence-mGAM-p3_S167,21410,2662
G100-e003Coalescence-mBHI-p3_S131,22557,2831
E9-e003Coalescence-mGAM-p3_S154,20962,2703
F3-e003Coalescence-mGAM-p5_S62,22525,2811
E3-e003Coalescence-mBHI-p5_S2,21262,2753
G111-e003Coalescence-mBHI-p7_S128,12867,1636
G3-e003Coalescence-mGAM-p3_S82,18096,2287
F111-e003Coalescence-mGAM-p3_S168,14567,1847
F3-e003Coalescence-mGAM-p7_S158,22061,2762
G8-e003Coalescence-mBHI-p7_S125,22240,2831
H111-e003Coalescence-mBHI-p5_S44,22872,2856
E111-e003Coalescence-mBHI-p7_S104,22857,2857
E2-e003Coalescence-mGAM-p3_S57,21258,2729
F2-e003Coalescence-mBHI-p5_S13,22959,2868
F4-e003Coalescence-mBHI-p3_S23,8796,1069
F2-e003Coalescence-mGAM-p3_S69,22921,2878
E9-e003Coalescence-mGAM-p5_S54,8666,1090
G3-e003Coalescence-mGAM-p5_S74,22788,2819
E111-e003Coalescence-mGAM-p5_S56,22555,2838
G100-e003Coalescence-mGAM-p5_S79,10548,1415
E4-e003Coalescence-mGAM-p7_S147,22894,2879
E4-e003Coalescence-mGAM-p3_S59,12495,1746
F4-e003Coalescence-mGAM-p3_S71,23018,2861
H100-e003Coalescence-mBHI-p7_S139,8467,1027
G8-e003Coalescence-mBHI-p5_S29,22277,2825
G2-e003Coalescence-mBHI-p5_S25,21419,2755
G8-e003Coalescence-mGAM-p7_S173,22575,2839
E4-e003Coalescence-mBHI-p3_S11,22212,2835
E2-e003Coalescence-mGAM-p5_S49,21669,2777
H9-e003Coalescence-mBHI-p5_S42,14532,1810
H111-e003Coalescence-mGAM-p3_S192,22928,2860
E8-e003Coalescence-mBHI-p3_S105,22041,2801
E8-e003Coalescence-mGAM-p7_S149,22751,2854
F4-e003Coalescence-mGAM-p7_S159,22715,2827
H3-e003Coalescence-mGAM-p5_S86,22401,2802
E4-e003Coalescence-mBHI-p7_S99,21749,2781
H4-e003Coalescence-mGAM-p5_S87,22401,2818
E100-e003Coalescence-mGAM-p7_S151,20975,2673
G9-e003Coalescence-mGAM-p3_S178,22928,2851
H8-e003Coalescence-mGAM-p7_S185,22840,2859
G2-e003Coalescence-mGAM-p3_S81,21661,2798
E5-e003Coalescence-mGAM-p5_S52,22581,2837
