,A2-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
C9-e003Coalescence-mGAM-p3,2712,707
D11-e003Coalescence-mBHI-p5,2748,710
C9-e003Coalescence-mGAM-p7,2704,703
C8-e003Coalescence-mGAM-p7,2719,719
F3-e004Assembly-epsilon-p3,2181,567
B2-e003Coalescence-mBHI-p3,2689,709
A8-e003Coalescence-mBHI-p3,2749,721
e004-inoculumn-fecal-BD,2623,676
A4-e003Coalescence-mBHI-p7,2616,691
B9-e003Coalescence-mGAM-p5,2696,705
A4-e003Coalescence-mBHI-inoculumn-redo,2647,708
B3-e003Coalescence-mBHI-p3,2714,713
C2-e003Coalescence-mBHI-p5,2111,536
B3-e004Assembly-mBHI-p7,2688,692
B5-e004Assembly-mBHI-p7,1063,271
C4-e003GlycerolRevival-mBHI-p2,1847,485
G5-e004Assembly-epsilon-p3,2758,715
B2-e003Assembly-mBHI-p5,2583,683
C3-e004Assembly-mBHI-p5,2639,689
B2-e003Coalescence-mBHI-p5,2171,626
B8-e003Assembly-mGAM-p5,2635,698
C4-e003Coalescence-mGAM-p7,2110,549
e004-inoculumn-fecal-AK,2742,714
D3-e004Assembly-mGAM-p7,2068,519
C8-e003Assembly-mGAM-p3,2758,722
C3-e003Coalescence-mGAM-p3,2756,720
D4-e004Assembly-mGAM-p5,2737,718
D3-e003Coalescence-Inoculumn-mBHI,2760,722
C8-e003Assembly-mGAM-p5,2143,583
C3-e003Coalescence-mBHI-p7,2719,708
D11-e003Coalescence-mGAM-p5,2724,709
A11-e003Coalescence-mGAM-p7,2722,711
C2-e003Coalescence-mGAM-p7,2762,722
B11-e003Coalescence-mGAM-p3,2753,714
B5-e003Assembly-mBHI-p5,1521,447
D2-e003Coalescence-mBHI-p5,2556,675
D8-e003Assembly-mGAM-p5,2718,715
D5-e003Coalescence-mGAM-p5,2540,687
A5-e003Coalescence-mGAM-p3,2760,722
A2-e003Coalescence-Inoculumn-mGAM,2762,722
D8-e003Coalescence-mGAM-p5,2762,722
A12-e003Coalescence-mGAM-p3,2758,720
C2-e003Coalescence-mBHI-p3,2724,718
D9-e003Coalescence-mGAM-p7,2681,703
D8-e003Assembly-mGAM-p3,2756,722
E4-e004Assembly-mGAM-p7,2366,634
B10-e003Coalescence-mGAM-p3,2701,699
A9-e003Coalescence-mGAM-p7,1115,261
B5-e003Coalescence-Inoculumn-mGAM,2722,710
D5-e003Coalescence-mBHI-p3,2652,699
D9-e003Coalescence-mGAM-p5,2753,716
D10-e003Coalescence-mGAM-p5,994,226
C8-e003Coalescence-mBHI-p7,2333,620
B11-e003Assembly-mGAM-p5,2679,689
G3-e004Assembly-epsilon-p7,2056,529
B4-e003Coalescence-mGAM-p5,2603,669
D4-e003Coalescence-mGAM-p5,2723,714
C3-e004Assembly-mBHI-p7,2729,703
B5-e003Coalescence-mGAM-p5,2717,702
BB-Fecal,1999,529
B5-e003Coalescence-Inoculumn-mBHI,2704,711
G3-e004Assembly-epsilon-p3,2171,584
C2-e003Coalescence-mGAM-p3,1745,456
B5-e003Coalescence-mGAM-p7,2703,707
D8-e003Coalescence-mBHI-p5,2615,683
F5-e004Assembly-epsilon-p5,1390,341
D5-e003Coalescence-Inoculumn-mGAM,2749,712
B3-e004Assembly-mBHI-p5,2157,564
B5-e003Coalescence-mBHI-p3,744,241
C5-e003Coalescence-mGAM-p7,2749,716
C5-e003Coalescence-mBHI-inoculumn-redo,2723,715
A2-e003Coalescence-mBHI-p7,1747,475
A10-e003Coalescence-mBHI-p5,1899,514
BF-Fecal,2756,722
AM-Fecal,2742,714
B8-e003Assembly-mGAM-p3,2747,722
A4-e003Coalescence-mGAM-p5,2722,713
D5-e003Coalescence-mBHI-p5,2753,719
D3-e003Assembly-mBHI-p3,1770,471
e003-inoculumn-fecal-inoculumn,1415,398
D4-e003Coalescence-mGAM-p7,2750,720
A8-e003Coalescence-mBHI-p7,2699,711
e003-inoculumn-fecal-AC,2742,720
C4-e003Coalescence-mGAM-p3,2307,600
B2-e003Coalescence-Inoculumn-mGAM,2753,719
C5-e003Coalescence-mGAM-p3,2727,711
A3-e003Coalescence-mBHI-inoculumn-redo,1713,460
D9-e003Assembly-mGAM-p5,1008,239
B12-e003Coalescence-mGAM-p3,1591,393
A11-e003Coalescence-mBHI-p7,2028,603
A3-e003Coalescence-Inoculumn-mGAM,2710,707
C3-e003Coalescence-mGAM-p5,2624,678
D3-e003Assembly-mBHI-p5,2687,708
A10-e003Coalescence-mGAM-p3,2762,722
A9-e003Coalescence-mBHI-p3,1483,487
A2-e003Coalescence-Inoculumn-mBHI,2718,716
D11-e003Assembly-mGAM-p3,2262,616
D2-e003Assembly-mBHI-p3,2738,720
B3-e003Assembly-mBHI-p5,2169,567
D5-e003Coalescence-Inoculumn-mBHI,2751,719
B2-e003Coalescence-mGAM-p3,2669,706
C11-e003Coalescence-mGAM-p5,1335,340
