,C4-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C9-e003Coalescence-mGAM-p3,6789,604
D11-e003Coalescence-mBHI-p5,6893,616
C9-e003Coalescence-mGAM-p7,6803,603
C8-e003Coalescence-mGAM-p7,6833,614
F3-e004Assembly-epsilon-p3,5440,496
B2-e003Coalescence-mBHI-p3,6756,611
A8-e003Coalescence-mBHI-p3,6859,617
e004-inoculumn-fecal-BD,6627,588
A4-e003Coalescence-mBHI-p7,6619,586
B9-e003Coalescence-mGAM-p5,6799,605
A4-e003Coalescence-mBHI-inoculumn-redo,6730,611
B3-e003Coalescence-mBHI-p3,6798,604
C2-e003Coalescence-mBHI-p5,5252,470
B3-e004Assembly-mBHI-p7,6754,594
B5-e004Assembly-mBHI-p7,2463,243
C4-e003GlycerolRevival-mBHI-p2,4638,411
G5-e004Assembly-epsilon-p3,6860,612
B2-e003Assembly-mBHI-p5,6547,580
C3-e004Assembly-mBHI-p5,6601,576
B2-e003Coalescence-mBHI-p5,5581,529
B8-e003Assembly-mGAM-p5,6578,596
C4-e003Coalescence-mGAM-p7,5315,459
e004-inoculumn-fecal-AK,6882,615
D3-e004Assembly-mGAM-p7,5241,453
C8-e003Assembly-mGAM-p3,6865,618
C3-e003Coalescence-mGAM-p3,6897,614
D4-e004Assembly-mGAM-p5,6879,615
D3-e003Coalescence-Inoculumn-mBHI,6906,620
C8-e003Assembly-mGAM-p5,5403,489
C3-e003Coalescence-mBHI-p7,6840,606
D11-e003Coalescence-mGAM-p5,6856,610
A11-e003Coalescence-mGAM-p7,6790,610
C2-e003Coalescence-mGAM-p7,6908,620
B11-e003Coalescence-mGAM-p3,6890,611
B5-e003Assembly-mBHI-p5,3784,338
D2-e003Coalescence-mBHI-p5,6440,588
D8-e003Assembly-mGAM-p5,6826,615
D5-e003Coalescence-mGAM-p5,6444,591
A5-e003Coalescence-mGAM-p3,6906,620
A2-e003Coalescence-Inoculumn-mGAM,6866,618
D8-e003Coalescence-mGAM-p5,6908,620
A12-e003Coalescence-mGAM-p3,6860,617
C2-e003Coalescence-mBHI-p3,6839,611
D9-e003Coalescence-mGAM-p7,6758,591
D8-e003Assembly-mGAM-p3,6866,618
E4-e004Assembly-mGAM-p7,5959,533
B10-e003Coalescence-mGAM-p3,6761,603
A9-e003Coalescence-mGAM-p7,2700,248
B5-e003Coalescence-Inoculumn-mGAM,6844,608
D5-e003Coalescence-mBHI-p3,6683,603
D9-e003Coalescence-mGAM-p5,6854,614
D10-e003Coalescence-mGAM-p5,3109,293
C8-e003Coalescence-mBHI-p7,5972,547
B11-e003Assembly-mGAM-p5,6745,602
G3-e004Assembly-epsilon-p7,5231,470
B4-e003Coalescence-mGAM-p5,6544,573
D4-e003Coalescence-mGAM-p5,6856,614
C3-e004Assembly-mBHI-p7,6799,599
B5-e003Coalescence-mGAM-p5,6751,610
BB-Fecal,5258,503
B5-e003Coalescence-Inoculumn-mBHI,6786,601
G3-e004Assembly-epsilon-p3,5443,510
C2-e003Coalescence-mGAM-p3,4490,415
B5-e003Coalescence-mGAM-p7,6809,607
D8-e003Coalescence-mBHI-p5,6564,580
F5-e004Assembly-epsilon-p5,3486,324
D5-e003Coalescence-Inoculumn-mGAM,6908,620
B3-e004Assembly-mBHI-p5,5410,507
B5-e003Coalescence-mBHI-p3,1908,196
C5-e003Coalescence-mGAM-p7,6874,615
C5-e003Coalescence-mBHI-inoculumn-redo,6826,608
A2-e003Coalescence-mBHI-p7,4544,418
A10-e003Coalescence-mBHI-p5,4935,449
BF-Fecal,6904,614
AM-Fecal,6870,614
B8-e003Assembly-mGAM-p3,6867,617
A4-e003Coalescence-mGAM-p5,6779,614
D5-e003Coalescence-mBHI-p5,6896,620
D3-e003Assembly-mBHI-p3,4537,418
e003-inoculumn-fecal-inoculumn,3749,366
D4-e003Coalescence-mGAM-p7,6889,619
A8-e003Coalescence-mBHI-p7,6783,611
e003-inoculumn-fecal-AC,6891,614
C4-e003Coalescence-mGAM-p3,5850,508
B2-e003Coalescence-Inoculumn-mGAM,6851,613
C5-e003Coalescence-mGAM-p3,6853,617
A3-e003Coalescence-mBHI-inoculumn-redo,4484,442
D9-e003Assembly-mGAM-p5,2514,219
B12-e003Coalescence-mGAM-p3,3985,352
A11-e003Coalescence-mBHI-p7,5154,478
A3-e003Coalescence-Inoculumn-mGAM,6756,611
C3-e003Coalescence-mGAM-p5,6588,587
D3-e003Assembly-mBHI-p5,6760,601
A10-e003Coalescence-mGAM-p3,6907,620
A9-e003Coalescence-mBHI-p3,3861,385
A2-e003Coalescence-Inoculumn-mBHI,6854,618
D11-e003Assembly-mGAM-p3,5825,525
D2-e003Assembly-mBHI-p3,6833,620
B3-e003Assembly-mBHI-p5,5430,499
D5-e003Coalescence-Inoculumn-mBHI,6890,617
B2-e003Coalescence-mGAM-p3,6739,598
C11-e003Coalescence-mGAM-p5,3998,392
B3-e003Coalescence-Inoculumn-mBHI,6776,603
A8-e003Coalescence-mBHI-p5,6710,604
D5-e004Assembly-mGAM-p7,6861,611
D5-e003Assembly-mBHI-p5,4623,421
A5-e003Coalescence-mBHI-p7,6708,608
BG-Fecal,6870,603
D2-e003Coalescence-mGAM-p5,6889,617
B9-e003Assembly-mGAM-p5,2981,257
D3-e003Coalescence-mGAM-p3,6763,606
D9-e003Coalescence-mGAM-p3,6826,607
D3-e003Coalescence-mGAM-p5,6895,618
A5-e003Coalescence-mBHI-inoculumn-redo,6738,598
B11-e003Assembly-mGAM-p3,5678,517
B9-e003Coalescence-mGAM-p7,3947,383
B11-e003Coalescence-mGAM-p7,6205,559
C3-e003Coalescence-Inoculumn-mGAM,5956,547
A3-e003Coalescence-mGAM-p7,6905,619
D4-e003Coalescence-Inoculumn-mBHI,6894,618
A4-e003Coalescence-mBHI-p5,6666,595
B3-e003Coalescence-mBHI-p7,5146,500
D10-e003Coalescence-mGAM-p7,6820,616
C11-e003Coalescence-mGAM-p3,6417,592
A10-e003Coalescence-mBHI-p7,6274,573
C11-e003Coalescence-mBHI-p5,5201,453
A2-e003Coalescence-mGAM-p7,6802,611
F5-e004Assembly-epsilon-p3,6816,605
E3-e004Assembly-mGAM-p5,3925,342
E2-e004Assembly-mGAM-p5,5602,513
