,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
A4-e003Coalescence-mGAM-p5,44804,117
D5-e003Coalescence-mBHI-p5,45660,117
D3-e003Assembly-mBHI-p3,28779,86
e003-inoculumn-fecal-inoculumn,22761,55
D4-e003Coalescence-mGAM-p7,45661,117
A8-e003Coalescence-mBHI-p7,44836,114
e003-inoculumn-fecal-AC,45691,117
C4-e003Coalescence-mGAM-p3,37600,87
B2-e003Coalescence-Inoculumn-mGAM,45565,116
C5-e003Coalescence-mGAM-p3,45859,117
A3-e003Coalescence-mBHI-inoculumn-redo,28336,72
D9-e003Assembly-mGAM-p5,15737,48
B12-e003Coalescence-mGAM-p3,25086,66
A11-e003Coalescence-mBHI-p7,33208,87
A3-e003Coalescence-Inoculumn-mGAM,44846,117
C3-e003Coalescence-mGAM-p5,43223,111
D3-e003Assembly-mBHI-p5,44730,114
A10-e003Coalescence-mGAM-p3,45849,117
A9-e003Coalescence-mBHI-p3,24397,65
A2-e003Coalescence-Inoculumn-mBHI,45864,117
D11-e003Assembly-mGAM-p3,36833,103
D2-e003Assembly-mBHI-p3,45287,117
B3-e003Assembly-mBHI-p5,34932,97
D5-e003Coalescence-Inoculumn-mBHI,45864,117
B2-e003Coalescence-mGAM-p3,44482,116
C11-e003Coalescence-mGAM-p5,20063,56
B3-e003Coalescence-Inoculumn-mBHI,44989,115
A8-e003Coalescence-mBHI-p5,43986,113
D5-e004Assembly-mGAM-p7,45535,114
D5-e003Assembly-mBHI-p5,29102,68
A5-e003Coalescence-mBHI-p7,44738,115
BG-Fecal,45579,98
D2-e003Coalescence-mGAM-p5,45643,117
B9-e003Assembly-mGAM-p5,18101,39
D3-e003Coalescence-mGAM-p3,44553,113
D9-e003Coalescence-mGAM-p3,45168,109
D3-e003Coalescence-mGAM-p5,45796,117
A5-e003Coalescence-mBHI-inoculumn-redo,44757,110
B11-e003Assembly-mGAM-p3,35836,55
B9-e003Coalescence-mGAM-p7,25134,60
B11-e003Coalescence-mGAM-p7,40397,106
C3-e003Coalescence-Inoculumn-mGAM,38130,102
A3-e003Coalescence-mGAM-p7,45786,117
D4-e003Coalescence-Inoculumn-mBHI,45752,102
A4-e003Coalescence-mBHI-p5,43667,112
B3-e003Coalescence-mBHI-p7,33631,82
D10-e003Coalescence-mGAM-p7,43376,113
C11-e003Coalescence-mGAM-p3,38417,108
A10-e003Coalescence-mBHI-p7,40824,109
C11-e003Coalescence-mBHI-p5,29224,55
A2-e003Coalescence-mGAM-p7,44734,115
F5-e004Assembly-epsilon-p3,45163,115
E3-e004Assembly-mGAM-p5,24356,66
E2-e004Assembly-mGAM-p5,35978,84
C3-e003GlycerolRevival-mBHI-p2,43239,113
D10-e003Coalescence-mGAM-p3,40721,103
C4-e004Assembly-mBHI-p3,23711,60
A9-e003Coalescence-mBHI-p7,36857,99
C2-e003Coalescence-Inoculumn-mGAM,45445,117
B3-e003Coalescence-Inoculumn-mGAM,43550,107
D11-e003Coalescence-mGAM-p7,44709,88
D5-e003Coalescence-mGAM-p3,45852,116
E4-e004Assembly-mGAM-p5,45533,117
D2-e003Coalescence-Inoculumn-mBHI,40931,106
B4-e003Coalescence-Inoculumn-mGAM,43081,117
B2-e003Assembly-mBHI-p3,44861,115
C4-e003Coalescence-Inoculumn-mGAM,13126,30
D4-e003Coalescence-mGAM-p3,45839,117
A2-e003Coalescence-mGAM-p5,45470,116
D11-e003Assembly-mGAM-p5,18867,49
C3-e003Coalescence-mGAM-p7,45818,117
B11-e003GlycerolRevival-mGAM-p2,42906,82
B3-e003Coalescence-mGAM-p5,45340,116
D3-e004Assembly-mGAM-p5,42851,104
D12-e003Coalescence-mBHI-p3,19561,32
D4-e004Assembly-mGAM-p7,22870,53
C11-e003Coalescence-mGAM-p7,33940,91
C11-e003Assembly-mGAM-p3,44536,117
D10-e003Coalescence-mBHI-p7,29156,56
A2-e003Coalescence-mBHI-p3,34296,94
B8-e003Coalescence-mGAM-p5,43431,116
C3-e004Assembly-mBHI-p3,44871,112
C11-e003Assembly-mGAM-p5,45502,116
C2-e003Coalescence-mBHI-inoculumn-redo,40936,107
A8-e003Coalescence-mGAM-p7,45043,115
C11-e003GlycerolRevival-mGAM-p2,17661,49
B2-e003Coalescence-Inoculumn-mBHI,44477,114
A11-e003Coalescence-mBHI-p5,37605,91
C10-e003Coalescence-mGAM-p5,12349,36
A5-e003Coalescence-Inoculumn-mGAM,45817,114
A3-e003Coalescence-mBHI-p3,42322,110
AG-Fecal,45673,97
D4-e003Coalescence-Inoculumn-mGAM,26092,51
A2-e003Coalescence-mBHI-p5,44250,115
B9-e003Coalescence-mBHI-p3,25233,53
C3-e003Coalescence-mBHI-inoculumn-redo,45280,116
e004-inoculumn-fecal-AR,45580,112
B5-e003Coalescence-mGAM-p3,44543,115
BK-Fecal,44944,92
C3-e003Assembly-mBHI-p5,38536,98
A4-e003Coalescence-mBHI-p3,39889,99
F3-e004Assembly-epsilon-p5,15591,31
C9-e003Coalescence-mGAM-p5,44193,113
A2-e003Coalescence-mBHI-inoculumn-redo,45474,117
C2-e003Coalescence-mGAM-p5,45706,117
B8-e003GlycerolRevival-mGAM-p2,44908,117
C8-e003Coalescence-mBHI-p5,45686,117
B8-e003Coalescence-mGAM-p7,44415,109
B4-e003Coalescence-Inoculumn-mBHI,45327,113
D2-e003Coalescence-Inoculumn-mGAM,45785,117
B3-e004Assembly-mBHI-p3,43286,110
D3-e003Coalescence-Inoculumn-mGAM,45688,91
C5-e003Coalescence-Inoculumn-mGAM,45486,88
G3-e004Assembly-epsilon-p5,36378,97
BC-Fecal,45573,116
e004-inoculumn-fecal-BE,45529,114
BA-Fecal,45623,114
e003-inoculumn-fecal-AF,43788,112
A11-e003Coalescence-mBHI-p3,45710,117
A4-e003Coalescence-Inoculumn-mGAM,45637,117
B4-e003Coalescence-mBHI-p3,23132,48
A5-e003Coalescence-Inoculumn-mBHI,29161,71
A9-e003Coalescence-mGAM-p5,43487,105
C10-e003Coalescence-mGAM-p7,32393,72
A11-e003Coalescence-mGAM-p3,45725,117
D2-e003Coalescence-mBHI-p3,43004,106
C5-e003GlycerolRevival-mBHI-p2,37454,105
H5-e003Coalescence-mBHI-p5_S40,44176,114
E2-e003Coalescence-mGAM-p7_S145,43073,114
G5-e003Coalescence-mBHI-p7_S124,24775,61
H111-e003Coalescence-mGAM-p7_S188,45671,87
H4-e003Coalescence-mGAM-p7_S183,45222,115
F5-e003Coalescence-mGAM-p5_S64,43753,105
F5-e003Coalescence-mGAM-p7_S160,45017,117
H3-e003Coalescence-mBHI-p3_S46,12296,26
H2-e003Coalescence-mBHI-p7_S133,42844,107
E5-e003Coalescence-mBHI-p3_S12,37732,99
E3-e003Coalescence-mGAM-p3_S58,44757,117
G4-e003Coalescence-mBHI-p5_S27,29620,74
E8-e003Coalescence-mBHI-p5_S5,42876,113
G2-e003Coalescence-mBHI-p3_S33,44561,116
H111-e003Coalescence-mBHI-p3_S144,45797,90
G111-e003Coalescence-mGAM-p5_S80,32980,78
F111-e003Coalescence-mGAM-p5_S68,25977,63
G111-e003Coalescence-mBHI-p5_S32,43964,85
H2-e003Coalescence-mGAM-p7_S181,45734,117
E3-e003Coalescence-mBHI-p3_S10,43007,113
H2-e003Coalescence-mGAM-p5_S85,13850,26
G8-e003Coalescence-mGAM-p3_S177,44071,114
F2-e003Coalescence-mGAM-p7_S157,44874,116
H3-e003Coalescence-mGAM-p3_S94,43006,110
H4-e003Coalescence-mGAM-p3_S95,41767,114
E5-e003Coalescence-mBHI-p7_S100,44875,116
F3-e003Coalescence-mGAM-p3_S70,41777,108
E100-e003Coalescence-mBHI-p7_S103,44742,116
F9-e003Coalescence-mGAM-p5_S66,41297,103
E100-e003Coalescence-mGAM-p3_S155,45417,117
E3-e003Coalescence-mGAM-p5_S50,45650,117
F5-e003Coalescence-mGAM-p3_S72,45122,114
E5-e003Coalescence-mBHI-p5_S4,39849,103
F111-e003Coalescence-mGAM-p7_S164,24115,47
E111-e003Coalescence-mBHI-p5_S8,34978,86
F2-e003Coalescence-mGAM-p5_S61,45675,117
F8-e003Coalescence-mGAM-p5_S65,18259,39
H8-e003Coalescence-mBHI-p7_S137,45236,115
G9-e003Coalescence-mGAM-p5_S78,35621,86
E2-e003Coalescence-mBHI-p5_S1,42331,111
E2-e003Coalescence-mBHI-p3_S9,34863,96
G8-e003Coalescence-mGAM-p5_S77,42465,107
G3-e003Coalescence-mBHI-p3_S34,41700,105
E111-e003Coalescence-mBHI-p3_S108,40220,102
G3-e003Coalescence-mBHI-p5_S26,21073,49
H111-e003Coalescence-mGAM-p5_S92,45518,87
H9-e003Coalescence-mGAM-p5_S90,39220,96
H2-e003Coalescence-mBHI-p3_S45,44840,110
E8-e003Coalescence-mBHI-p7_S101,45261,116
E4-e003Coalescence-mBHI-p5_S3,42609,110
H2-e003Coalescence-mGAM-p3_S93,45754,117
E4-e003Coalescence-mGAM-p5_S51,42625,112
G9-e003Coalescence-mGAM-p7_S174,45161,115
F2-e003Coalescence-mBHI-p3_S21,40024,111
G5-e003Coalescence-mGAM-p3_S84,45643,117
H8-e003Coalescence-mBHI-p5_S41,45123,117
E100-e003Coalescence-mBHI-p5_S7,43598,113
G100-e003Coalescence-mGAM-p7_S175,18675,39
F9-e003Coalescence-mGAM-p7_S162,22266,59
F8-e003Coalescence-mGAM-p7_S161,17695,46
F3-e003Coalescence-mBHI-p3_S22,43615,115
G5-e003Coalescence-mGAM-p5_S76,44611,111
G5-e003Coalescence-mGAM-p7_S172,45084,116
G4-e003Coalescence-mGAM-p5_S75,34217,91
G8-e003Coalescence-mBHI-p3_S129,45303,117
E5-e003Coalescence-mGAM-p3_S60,45698,117
G2-e003Coalescence-mGAM-p5_S73,45233,116
E5-e003Coalescence-mGAM-p7_S148,45845,117
H9-e003Coalescence-mGAM-p7_S186,42415,108
E100-e003Coalescence-mGAM-p5_S55,44703,116
E8-e003Coalescence-mGAM-p5_S53,44891,117
H5-e003Coalescence-mGAM-p3_S96,44395,102
G4-e003Coalescence-mGAM-p3_S83,26539,66
H3-e003Coalescence-mGAM-p7_S182,45189,116
H5-e003Coalescence-mGAM-p5_S88,33269,78
F4-e003Coalescence-mGAM-p5_S63,36012,99
G4-e003Coalescence-mGAM-p7_S171,38527,98
H8-e003Coalescence-mGAM-p5_S89,45140,117
F3-e003Coalescence-mBHI-p5_S14,30108,76
E3-e003Coalescence-mGAM-p7_S146,45658,116
F100-e003Coalescence-mGAM-p3_S167,42479,100
G100-e003Coalescence-mBHI-p3_S131,45009,115
E9-e003Coalescence-mGAM-p3_S154,41728,106
F3-e003Coalescence-mGAM-p5_S62,44551,111
E3-e003Coalescence-mBHI-p5_S2,42014,110
G111-e003Coalescence-mBHI-p7_S128,25754,45
G3-e003Coalescence-mGAM-p3_S82,35729,92
F111-e003Coalescence-mGAM-p3_S168,28893,71
F3-e003Coalescence-mGAM-p7_S158,43609,114
G8-e003Coalescence-mBHI-p7_S125,44301,116
H111-e003Coalescence-mBHI-p5_S44,45678,85
E111-e003Coalescence-mBHI-p7_S104,45548,114
E2-e003Coalescence-mGAM-p3_S57,42439,114
F2-e003Coalescence-mBHI-p5_S13,45667,114
F4-e003Coalescence-mBHI-p3_S23,17094,36
F2-e003Coalescence-mGAM-p3_S69,45517,117
E9-e003Coalescence-mGAM-p5_S54,17418,47
G3-e003Coalescence-mGAM-p5_S74,45257,115
E111-e003Coalescence-mGAM-p5_S56,45061,116
G100-e003Coalescence-mGAM-p5_S79,20747,51
E4-e003Coalescence-mGAM-p7_S147,45589,117
E4-e003Coalescence-mGAM-p3_S59,25182,63
F4-e003Coalescence-mGAM-p3_S71,45786,117
H100-e003Coalescence-mBHI-p7_S139,16934,30
G8-e003Coalescence-mBHI-p5_S29,44543,115
G2-e003Coalescence-mBHI-p5_S25,42761,114
G8-e003Coalescence-mGAM-p7_S173,45041,117
E4-e003Coalescence-mBHI-p3_S11,44244,116
E2-e003Coalescence-mGAM-p5_S49,43304,112
H9-e003Coalescence-mBHI-p5_S42,28916,61
H111-e003Coalescence-mGAM-p3_S192,45814,90
E8-e003Coalescence-mBHI-p3_S105,44042,115
E8-e003Coalescence-mGAM-p7_S149,45373,116
F4-e003Coalescence-mGAM-p7_S159,45114,115
H3-e003Coalescence-mGAM-p5_S86,44640,113
E4-e003Coalescence-mBHI-p7_S99,43407,113
H4-e003Coalescence-mGAM-p5_S87,45107,115
E100-e003Coalescence-mGAM-p7_S151,42088,112
G9-e003Coalescence-mGAM-p3_S178,45608,117
H8-e003Coalescence-mGAM-p7_S185,45556,117
G2-e003Coalescence-mGAM-p3_S81,43271,116
E5-e003Coalescence-mGAM-p5_S52,45316,117
