,B3-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
C9-e003Coalescence-mGAM-p3,986,11502
D11-e003Coalescence-mBHI-p5,998,11596
C9-e003Coalescence-mGAM-p7,971,11514
C8-e003Coalescence-mGAM-p7,992,11563
F3-e004Assembly-epsilon-p3,776,9146
B2-e003Coalescence-mBHI-p3,975,11403
A8-e003Coalescence-mBHI-p3,992,11602
e004-inoculumn-fecal-BD,946,11124
A4-e003Coalescence-mBHI-p7,956,11143
B9-e003Coalescence-mGAM-p5,983,11489
A4-e003Coalescence-mBHI-inoculumn-redo,982,11313
B3-e003Coalescence-mBHI-p3,968,11530
C2-e003Coalescence-mBHI-p5,743,8857
B3-e004Assembly-mBHI-p7,952,11400
B5-e004Assembly-mBHI-p7,381,4280
C4-e003GlycerolRevival-mBHI-p2,607,7720
G5-e004Assembly-epsilon-p3,988,11602
B2-e003Assembly-mBHI-p5,945,10987
C3-e004Assembly-mBHI-p5,942,11124
B2-e003Coalescence-mBHI-p5,787,9246
B8-e003Assembly-mGAM-p5,952,11103
C4-e003Coalescence-mGAM-p7,750,8820
e004-inoculumn-fecal-AK,989,11619
D3-e004Assembly-mGAM-p7,733,8636
C8-e003Assembly-mGAM-p3,992,11626
C3-e003Coalescence-mGAM-p3,1003,11689
D4-e004Assembly-mGAM-p5,1000,11617
D3-e003Coalescence-Inoculumn-mBHI,1003,11687
C8-e003Assembly-mGAM-p5,779,8858
C3-e003Coalescence-mBHI-p7,983,11571
D11-e003Coalescence-mGAM-p5,982,11538
A11-e003Coalescence-mGAM-p7,992,11483
C2-e003Coalescence-mGAM-p7,1003,11688
B11-e003Coalescence-mGAM-p3,998,11675
B5-e003Assembly-mBHI-p5,625,6323
D2-e003Coalescence-mBHI-p5,958,10803
D8-e003Assembly-mGAM-p5,989,11546
D5-e003Coalescence-mGAM-p5,955,10797
A5-e003Coalescence-mGAM-p3,1003,11685
A2-e003Coalescence-Inoculumn-mGAM,995,11634
D8-e003Coalescence-mGAM-p5,1003,11689
A12-e003Coalescence-mGAM-p3,998,11619
C2-e003Coalescence-mBHI-p3,993,11547
D9-e003Coalescence-mGAM-p7,974,11408
D8-e003Assembly-mGAM-p3,992,11626
E4-e004Assembly-mGAM-p7,860,9848
