,B3-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
e003-inoculumn-fecal-inoculumn,1370,1394
D4-e003Coalescence-mGAM-p7,2481,2622
A8-e003Coalescence-mBHI-p7,2448,2580
e003-inoculumn-fecal-AC,2493,2643
C4-e003Coalescence-mGAM-p3,1921,2045
B2-e003Coalescence-Inoculumn-mGAM,2484,2608
C5-e003Coalescence-mGAM-p3,2476,2622
A3-e003Coalescence-mBHI-inoculumn-redo,1556,1685
D9-e003Assembly-mGAM-p5,907,958
B12-e003Coalescence-mGAM-p3,1314,1497
A11-e003Coalescence-mBHI-p7,1949,2040
A3-e003Coalescence-Inoculumn-mGAM,2437,2589
C3-e003Coalescence-mGAM-p5,2398,2491
D3-e003Assembly-mBHI-p5,2387,2539
A10-e003Coalescence-mGAM-p3,2501,2644
A9-e003Coalescence-mBHI-p3,1435,1691
A2-e003Coalescence-Inoculumn-mBHI,2481,2614
D11-e003Assembly-mGAM-p3,2104,2212
D2-e003Assembly-mBHI-p3,2477,2616
B3-e003Assembly-mBHI-p5,1859,2023
D5-e003Coalescence-Inoculumn-mBHI,2492,2634
B2-e003Coalescence-mGAM-p3,2414,2547
C11-e003Coalescence-mGAM-p5,1283,1333
B3-e003Coalescence-Inoculumn-mBHI,2410,2538
A8-e003Coalescence-mBHI-p5,2382,2550
D5-e004Assembly-mGAM-p7,2438,2587
D5-e003Assembly-mBHI-p5,1928,1764
A5-e003Coalescence-mBHI-p7,2434,2545
BG-Fecal,2426,2611
D2-e003Coalescence-mGAM-p5,2491,2634
B9-e003Assembly-mGAM-p5,1050,1069
D3-e003Coalescence-mGAM-p3,2414,2573
D9-e003Coalescence-mGAM-p3,2484,2626
D3-e003Coalescence-mGAM-p5,2502,2639
A5-e003Coalescence-mBHI-inoculumn-redo,2448,2561
B11-e003Assembly-mGAM-p3,2034,2048
B9-e003Coalescence-mGAM-p7,1417,1466
B11-e003Coalescence-mGAM-p7,2295,2429
C3-e003Coalescence-Inoculumn-mGAM,2119,2326
A3-e003Coalescence-mGAM-p7,2500,2638
D4-e003Coalescence-Inoculumn-mBHI,2500,2631
A4-e003Coalescence-mBHI-p5,2393,2516
B3-e003Coalescence-mBHI-p7,1851,2086
D10-e003Coalescence-mGAM-p7,2374,2474
C11-e003Coalescence-mGAM-p3,2171,2271
A10-e003Coalescence-mBHI-p7,2192,2404
C11-e003Coalescence-mBHI-p5,1604,1627
A2-e003Coalescence-mGAM-p7,2448,2582
F5-e004Assembly-epsilon-p3,2425,2565
E3-e004Assembly-mGAM-p5,1349,1423
E2-e004Assembly-mGAM-p5,1994,2075
C3-e003GlycerolRevival-mBHI-p2,2305,2456
D10-e003Coalescence-mGAM-p3,2239,2326
C4-e004Assembly-mBHI-p3,1368,1414
A9-e003Coalescence-mBHI-p7,2098,2305
C2-e003Coalescence-Inoculumn-mGAM,2470,2615
B3-e003Coalescence-Inoculumn-mGAM,2504,2645
D11-e003Coalescence-mGAM-p7,2460,2560
D5-e003Coalescence-mGAM-p3,2500,2642
E4-e004Assembly-mGAM-p5,2472,2615
D2-e003Coalescence-Inoculumn-mBHI,2283,2377
B4-e003Coalescence-Inoculumn-mGAM,2391,2528
B2-e003Assembly-mBHI-p3,2457,2593
C4-e003Coalescence-Inoculumn-mGAM,904,965
D4-e003Coalescence-mGAM-p3,2494,2638
A2-e003Coalescence-mGAM-p5,2477,2631
D11-e003Assembly-mGAM-p5,1294,1223
C3-e003Coalescence-mGAM-p7,2504,2645
B11-e003GlycerolRevival-mGAM-p2,2370,2444
B3-e003Coalescence-mGAM-p5,2429,2584
D3-e004Assembly-mGAM-p5,2297,2384
D12-e003Coalescence-mBHI-p3,1164,1158
D4-e004Assembly-mGAM-p7,1312,1384
C11-e003Coalescence-mGAM-p7,2008,2055
C11-e003Assembly-mGAM-p3,2431,2575
D10-e003Coalescence-mBHI-p7,1602,1674
A2-e003Coalescence-mBHI-p3,1920,2044
B8-e003Coalescence-mGAM-p5,2377,2532
C3-e004Assembly-mBHI-p3,2382,2493
C11-e003Assembly-mGAM-p5,2470,2608
C2-e003Coalescence-mBHI-inoculumn-redo,2310,2399
A8-e003Coalescence-mGAM-p7,2451,2597
C11-e003GlycerolRevival-mGAM-p2,1099,1164
B2-e003Coalescence-Inoculumn-mBHI,2421,2570
A11-e003Coalescence-mBHI-p5,2123,2229
C10-e003Coalescence-mGAM-p5,736,765
A5-e003Coalescence-Inoculumn-mGAM,2497,2642
A3-e003Coalescence-mBHI-p3,2356,2466
AG-Fecal,2460,2583
D4-e003Coalescence-Inoculumn-mGAM,1583,1547
A2-e003Coalescence-mBHI-p5,2398,2566
B9-e003Coalescence-mBHI-p3,1307,1520
C3-e003Coalescence-mBHI-inoculumn-redo,2418,2585
e004-inoculumn-fecal-AR,2430,2570
B5-e003Coalescence-mGAM-p3,2392,2540
BK-Fecal,2366,2491
C3-e003Assembly-mBHI-p5,2085,2177
A4-e003Coalescence-mBHI-p3,2184,2317
F3-e004Assembly-epsilon-p5,828,985
C9-e003Coalescence-mGAM-p5,2401,2550
A2-e003Coalescence-mBHI-inoculumn-redo,2480,2627
C2-e003Coalescence-mGAM-p5,2496,2640
B8-e003GlycerolRevival-mGAM-p2,2429,2587
C8-e003Coalescence-mBHI-p5,2490,2632
B8-e003Coalescence-mGAM-p7,2414,2580
B4-e003Coalescence-Inoculumn-mBHI,2439,2578
D2-e003Coalescence-Inoculumn-mGAM,2491,2636
B3-e004Assembly-mBHI-p3,2309,2424
D3-e003Coalescence-Inoculumn-mGAM,2496,2638
C5-e003Coalescence-Inoculumn-mGAM,2500,2603
G3-e004Assembly-epsilon-p5,1983,2112
BC-Fecal,2485,2621
e004-inoculumn-fecal-BE,2444,2595
BA-Fecal,2485,2628
e003-inoculumn-fecal-AF,2414,2527
A11-e003Coalescence-mBHI-p3,2485,2627
A4-e003Coalescence-Inoculumn-mGAM,2481,2626
B4-e003Coalescence-mBHI-p3,1252,1423
A5-e003Coalescence-Inoculumn-mBHI,1761,1797
A9-e003Coalescence-mGAM-p5,2358,2505
C10-e003Coalescence-mGAM-p7,1838,1949
A11-e003Coalescence-mGAM-p3,2486,2635
D2-e003Coalescence-mBHI-p3,2307,2464
C5-e003GlycerolRevival-mBHI-p2,2139,2210
H5-e003Coalescence-mBHI-p5_S40,2440,2573
E2-e003Coalescence-mGAM-p7_S145,2378,2500
G5-e003Coalescence-mBHI-p7_S124,1466,1518
H111-e003Coalescence-mGAM-p7_S188,2501,2601
H4-e003Coalescence-mGAM-p7_S183,2452,2590
F5-e003Coalescence-mGAM-p5_S64,2394,2521
F5-e003Coalescence-mGAM-p7_S160,2463,2593
H3-e003Coalescence-mBHI-p3_S46,791,866
H2-e003Coalescence-mBHI-p7_S133,2322,2478
E5-e003Coalescence-mBHI-p3_S12,2102,2217
E3-e003Coalescence-mGAM-p3_S58,2465,2610
G4-e003Coalescence-mBHI-p5_S27,1622,1694
E8-e003Coalescence-mBHI-p5_S5,2336,2494
G2-e003Coalescence-mBHI-p3_S33,2437,2576
H111-e003Coalescence-mBHI-p3_S144,2503,2611
G111-e003Coalescence-mGAM-p5_S80,1988,2030
F111-e003Coalescence-mGAM-p5_S68,1564,1663
G111-e003Coalescence-mBHI-p5_S32,2435,2403
H2-e003Coalescence-mGAM-p7_S181,2494,2638
E3-e003Coalescence-mBHI-p3_S10,2386,2546
H2-e003Coalescence-mGAM-p5_S85,812,925
G8-e003Coalescence-mGAM-p3_S177,2412,2569
F2-e003Coalescence-mGAM-p7_S157,2473,2614
H3-e003Coalescence-mGAM-p3_S94,2331,2475
H4-e003Coalescence-mGAM-p3_S95,2318,2447
E5-e003Coalescence-mBHI-p7_S100,2417,2547
F3-e003Coalescence-mGAM-p3_S70,2280,2410
E100-e003Coalescence-mBHI-p7_S103,2460,2595
F9-e003Coalescence-mGAM-p5_S66,2286,2433
E100-e003Coalescence-mGAM-p3_S155,2478,2623
E3-e003Coalescence-mGAM-p5_S50,2496,2640
F5-e003Coalescence-mGAM-p3_S72,2430,2586
E5-e003Coalescence-mBHI-p5_S4,2236,2371
F111-e003Coalescence-mGAM-p7_S164,1422,1587
E111-e003Coalescence-mBHI-p5_S8,2085,2063
F2-e003Coalescence-mGAM-p5_S61,2495,2635
F8-e003Coalescence-mGAM-p5_S65,998,1086
H8-e003Coalescence-mBHI-p7_S137,2484,2619
G9-e003Coalescence-mGAM-p5_S78,1938,2082
E2-e003Coalescence-mBHI-p5_S1,2347,2480
E2-e003Coalescence-mBHI-p3_S9,1944,2121
G8-e003Coalescence-mGAM-p5_S77,2350,2490
G3-e003Coalescence-mBHI-p3_S34,2261,2447
E111-e003Coalescence-mBHI-p3_S108,2224,2399
G3-e003Coalescence-mBHI-p5_S26,1120,1244
H111-e003Coalescence-mGAM-p5_S92,2491,2582
H9-e003Coalescence-mGAM-p5_S90,2273,2361
H2-e003Coalescence-mBHI-p3_S45,2429,2569
E8-e003Coalescence-mBHI-p7_S101,2472,2612
E4-e003Coalescence-mBHI-p5_S3,2363,2512
H2-e003Coalescence-mGAM-p3_S93,2497,2633
E4-e003Coalescence-mGAM-p5_S51,2363,2453
G9-e003Coalescence-mGAM-p7_S174,2473,2611
F2-e003Coalescence-mBHI-p3_S21,2284,2396
G5-e003Coalescence-mGAM-p3_S84,2461,2615
H8-e003Coalescence-mBHI-p5_S41,2485,2607
E100-e003Coalescence-mBHI-p5_S7,2414,2553
G100-e003Coalescence-mGAM-p7_S175,1128,1139
F9-e003Coalescence-mGAM-p7_S162,1168,1314
F8-e003Coalescence-mGAM-p7_S161,996,1027
F3-e003Coalescence-mBHI-p3_S22,2334,2499
G5-e003Coalescence-mGAM-p5_S76,2443,2581
G5-e003Coalescence-mGAM-p7_S172,2448,2589
G4-e003Coalescence-mGAM-p5_S75,1860,1979
G8-e003Coalescence-mBHI-p3_S129,2466,2609
E5-e003Coalescence-mGAM-p3_S60,2493,2639
G2-e003Coalescence-mGAM-p5_S73,2483,2608
E5-e003Coalescence-mGAM-p7_S148,2469,2626
H9-e003Coalescence-mGAM-p7_S186,2348,2534
E100-e003Coalescence-mGAM-p5_S55,2452,2598
E8-e003Coalescence-mGAM-p5_S53,2447,2595
H5-e003Coalescence-mGAM-p3_S96,2438,2570
G4-e003Coalescence-mGAM-p3_S83,1450,1546
H3-e003Coalescence-mGAM-p7_S182,2479,2613
H5-e003Coalescence-mGAM-p5_S88,2006,2029
F4-e003Coalescence-mGAM-p5_S63,1979,2120
G4-e003Coalescence-mGAM-p7_S171,2101,2230
H8-e003Coalescence-mGAM-p5_S89,2460,2609
F3-e003Coalescence-mBHI-p5_S14,1697,1845
E3-e003Coalescence-mGAM-p7_S146,2491,2635
F100-e003Coalescence-mGAM-p3_S167,2343,2487
G100-e003Coalescence-mBHI-p3_S131,2457,2602
E9-e003Coalescence-mGAM-p3_S154,2307,2455
F3-e003Coalescence-mGAM-p5_S62,2367,2527
E3-e003Coalescence-mBHI-p5_S2,2354,2499
G111-e003Coalescence-mBHI-p7_S128,1485,1408
G3-e003Coalescence-mGAM-p3_S82,1950,2158
F111-e003Coalescence-mGAM-p3_S168,1706,1862
F3-e003Coalescence-mGAM-p7_S158,2362,2497
G8-e003Coalescence-mBHI-p7_S125,2422,2570
H111-e003Coalescence-mBHI-p5_S44,2493,2586
E111-e003Coalescence-mBHI-p7_S104,2484,2621
E2-e003Coalescence-mGAM-p3_S57,2357,2474
F2-e003Coalescence-mBHI-p5_S13,2494,2628
F4-e003Coalescence-mBHI-p3_S23,936,1046
F2-e003Coalescence-mGAM-p3_S69,2493,2633
E9-e003Coalescence-mGAM-p5_S54,942,1098
G3-e003Coalescence-mGAM-p5_S74,2469,2621
E111-e003Coalescence-mGAM-p5_S56,2455,2604
G100-e003Coalescence-mGAM-p5_S79,1252,1256
E4-e003Coalescence-mGAM-p7_S147,2484,2627
E4-e003Coalescence-mGAM-p3_S59,1526,1514
F4-e003Coalescence-mGAM-p3_S71,2501,2643
H100-e003Coalescence-mBHI-p7_S139,946,957
G8-e003Coalescence-mBHI-p5_S29,2451,2587
G2-e003Coalescence-mBHI-p5_S25,2368,2509
G8-e003Coalescence-mGAM-p7_S173,2450,2601
E4-e003Coalescence-mBHI-p3_S11,2434,2572
E2-e003Coalescence-mGAM-p5_S49,2375,2534
H9-e003Coalescence-mBHI-p5_S42,1491,1619
H111-e003Coalescence-mGAM-p3_S192,2503,2604
E8-e003Coalescence-mBHI-p3_S105,2408,2575
E8-e003Coalescence-mGAM-p7_S149,2474,2617
F4-e003Coalescence-mGAM-p7_S159,2477,2625
H3-e003Coalescence-mGAM-p5_S86,2428,2578
E4-e003Coalescence-mBHI-p7_S99,2395,2540
H4-e003Coalescence-mGAM-p5_S87,2441,2595
E100-e003Coalescence-mGAM-p7_S151,2341,2471
G9-e003Coalescence-mGAM-p3_S178,2491,2639
H8-e003Coalescence-mGAM-p7_S185,2480,2622
G2-e003Coalescence-mGAM-p3_S81,2404,2542
E5-e003Coalescence-mGAM-p5_S52,2468,2606
