,B3-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
C9-e003Coalescence-mGAM-p3,0.9830508474576272,0.00011284113268885278
D11-e003Coalescence-mBHI-p5,0.2948325024925224,0.029063050731456923
C9-e003Coalescence-mGAM-p7,0.9680957128614157,1.0693814697578921e-05
C8-e003Coalescence-mGAM-p7,0.06514257228315054,0.9122320130036788
F3-e004Assembly-epsilon-p3,0.058823529411764705,0.7066939002480965
B2-e003Coalescence-mBHI-p3,0.1601096709870389,0.78314321156643
A8-e003Coalescence-mBHI-p3,0.06673678963110667,0.9174056805543673
e004-inoculumn-fecal-BD,0.07144267198404786,0.8696897082727351
A4-e003Coalescence-mBHI-p7,0.06380857427716849,0.8751817948498588
B9-e003Coalescence-mGAM-p5,0.9800598205383848,1.608349730515869e-05
A4-e003Coalescence-mBHI-inoculumn-redo,0.07584247258225324,0.8167858670544956
B3-e003Coalescence-mBHI-p3,0.11987238285144568,0.8516057832149885
C2-e003Coalescence-mBHI-p5,0.051783649052841475,0.6955780648472923
B3-e004Assembly-mBHI-p7,0.06987337986041874,0.8841269569680896
B5-e004Assembly-mBHI-p7,0.10967098703888335,0.014286936435965437
C4-e003GlycerolRevival-mBHI-p2,0.1465603190428714,0.024760800752844554
G5-e004Assembly-epsilon-p3,0.27916251246261214,0.036493369834887504
B2-e003Assembly-mBHI-p5,0.06071884346959123,0.8636187013431431
C3-e004Assembly-mBHI-p5,0.06779661016949153,0.8629245444434939
B2-e003Coalescence-mBHI-p5,0.5020677966101694,0.2589183848062281
B8-e003Assembly-mGAM-p5,0.06483848454636092,0.8795929506373513
C4-e003Coalescence-mGAM-p7,0.1914257228315055,0.029149884506801265
e004-inoculumn-fecal-AK,0.32297806580259225,0.026797416374369065
D3-e004Assembly-mGAM-p7,0.05029312063808575,0.6682234579519206
C8-e003Assembly-mGAM-p3,0.06796809571286141,0.9226791855590727
C3-e003Coalescence-mGAM-p3,0.9998693918245264,0.0001025750705791771
D4-e004Assembly-mGAM-p5,0.07370089730807577,0.9104422961758919
D3-e003Coalescence-Inoculumn-mBHI,0.23272083748753739,0.5919703139703995
C8-e003Assembly-mGAM-p5,0.05121036889332004,0.700830866626743
C3-e003Coalescence-mBHI-p7,0.9800598205383848,0.0
D11-e003Coalescence-mGAM-p5,0.28525822532402795,0.028977158011805976
A11-e003Coalescence-mGAM-p7,0.06790329012961116,0.9104836170758833
C2-e003Coalescence-mGAM-p7,0.06583150548354935,0.9185157840704937
B11-e003Coalescence-mGAM-p3,0.9950149551345963,3.798442980580033e-05
B5-e003Assembly-mBHI-p5,0.09920638085742771,0.21627393275729317
D2-e003Coalescence-mBHI-p5,0.07705882352941176,0.8010915390538114
D8-e003Assembly-mGAM-p5,0.06612562313060817,0.9130666438531954
D5-e003Coalescence-mGAM-p5,0.1360628115653041,0.5631982205492343
A5-e003Coalescence-mGAM-p3,0.07139980059820539,0.9100071862434769
A2-e003Coalescence-Inoculumn-mGAM,0.06775274177467597,0.9233901103601676
D8-e003Coalescence-mGAM-p5,0.06687337986041876,0.9176351270425187
A12-e003Coalescence-mGAM-p3,0.06872582253240278,0.9105239969201814
C2-e003Coalescence-mBHI-p3,0.0649481555333998,0.9062948070835829
D9-e003Coalescence-mGAM-p7,0.9708015952143568,0.00019745059457609718
D8-e003Assembly-mGAM-p3,0.06672283150548355,0.9223743690649329
E4-e004Assembly-mGAM-p7,0.06580259222333001,0.7650106938146976
B10-e003Coalescence-mGAM-p3,0.9699322033898304,0.0
A9-e003Coalescence-mGAM-p7,0.353938185443669,0.0
B5-e003Coalescence-Inoculumn-mGAM,0.4429491525423729,0.021930190777654204
D5-e003Coalescence-mBHI-p3,0.09080558325024926,0.812256822653777
D9-e003Coalescence-mGAM-p5,0.9865314057826521,0.008549662075455556
D10-e003Coalescence-mGAM-p5,0.01478863409770688,0.32809248010950465
C8-e003Coalescence-mBHI-p7,0.0518444666001994,0.7806986055265633
B11-e003Assembly-mGAM-p5,0.2889411764705882,0.02831722131918898
G3-e004Assembly-epsilon-p7,0.05782652043868395,0.6724698434425528
B4-e003Coalescence-mGAM-p5,0.9298354935194417,0.004618701343143126
D4-e003Coalescence-mGAM-p5,0.08311066799601197,0.8800864060227566
C3-e004Assembly-mBHI-p7,0.06979062811565304,0.8932905295577038
B5-e003Coalescence-mGAM-p5,0.33099202392821536,0.6291547608863034
BB-Fecal,0.07045862412761714,0.6376702027547265
B5-e003Coalescence-Inoculumn-mBHI,0.20558125623130608,0.5867199931559586
G3-e004Assembly-epsilon-p3,0.04885343968095713,0.6996036444520489
C2-e003Coalescence-mGAM-p3,0.04582053838484546,0.5732368038326632
B5-e003Coalescence-mGAM-p7,0.2944556331006979,0.6858646590811874
D8-e003Coalescence-mBHI-p5,0.18453040877367896,0.4225672854820771
F5-e004Assembly-epsilon-p5,0.14057826520438685,0.01762340662161006
D5-e003Coalescence-Inoculumn-mGAM,0.29102193419740774,0.028865001283257766
B3-e004Assembly-mBHI-p5,0.05314057826520439,0.6980614252716228
B5-e003Coalescence-mBHI-p3,0.10717048853439681,0.13092788091367955
C5-e003Coalescence-mGAM-p7,0.07458723828514457,0.910893746257165
C5-e003Coalescence-mBHI-inoculumn-redo,0.200172482552343,0.34449713405766097
A2-e003Coalescence-mBHI-p7,0.04287138584247258,0.5924373342458722
A10-e003Coalescence-mBHI-p5,0.0518444666001994,0.6402479253999487
BF-Fecal,0.5877337986041875,0.352950637351356
AM-Fecal,0.3339980059820538,0.040465394815638635
B8-e003Assembly-mGAM-p3,0.06695114656031904,0.9213964410984686
A4-e003Coalescence-mGAM-p5,0.07377866400797607,0.9014231328599539
D5-e003Coalescence-mBHI-p5,0.06601595214356928,0.9150549234322867
D3-e003Assembly-mBHI-p3,0.05084745762711865,0.5854008041748653
e003-inoculumn-fecal-inoculumn,0.03826021934197408,0.4780379844298057
D4-e003Coalescence-mGAM-p7,0.07618843469591227,0.9011612627256395
A8-e003Coalescence-mBHI-p7,0.06656231306081754,0.9100310548378817
e003-inoculumn-fecal-AC,0.8910897308075771,0.08764650526135682
C4-e003Coalescence-mGAM-p3,0.33332003988035896,0.024645050902557964
B2-e003Coalescence-Inoculumn-mGAM,0.18910767696909273,0.7938190606553169
C5-e003Coalescence-mGAM-p3,0.08053738783649053,0.8736218667122936
A3-e003Coalescence-mBHI-inoculumn-redo,0.08266201395812561,0.5382584481136112
D9-e003Assembly-mGAM-p5,0.32602193419740777,0.0
B12-e003Coalescence-mGAM-p3,0.5373878364905285,0.0
A11-e003Coalescence-mBHI-p7,0.07542671984047856,0.5478413037898879
A3-e003Coalescence-Inoculumn-mGAM,0.1598095712861416,0.8067814184275816
C3-e003Coalescence-mGAM-p5,0.9306550348953141,0.02743793309949525
D3-e003Assembly-mBHI-p5,0.07676969092721835,0.8875911540764821
A10-e003Coalescence-mGAM-p3,0.0664356929212363,0.9195756694328001
A9-e003Coalescence-mBHI-p3,0.2613599202392822,0.24222841988194027
A2-e003Coalescence-Inoculumn-mBHI,0.06380857427716849,0.9086724270681839
D11-e003Assembly-mGAM-p3,0.07154835493519442,0.707746428265891
D2-e003Assembly-mBHI-p3,0.06699102691924227,0.907671571563008
B3-e003Assembly-mBHI-p5,0.06215054835493519,0.7082806056976645
D5-e003Coalescence-Inoculumn-mBHI,0.18123030907278165,0.4629076054410129
B2-e003Coalescence-mGAM-p3,0.14186241276171488,0.8152290187355633
C11-e003Coalescence-mGAM-p5,0.025712861415752745,0.4166417999828899
B3-e003Coalescence-Inoculumn-mBHI,0.23595214356929212,0.7273172213191891
A8-e003Coalescence-mBHI-p5,0.06534097706879363,0.8963845495765249
D5-e004Assembly-mGAM-p7,0.2782213359920239,0.03666438531953118
D5-e003Assembly-mBHI-p5,0.134889332003988,0.20185293866027887
A5-e003Coalescence-mBHI-p7,0.08598604187437686,0.8320319958935751
BG-Fecal,0.27464107676969096,0.0449924715544529
D2-e003Coalescence-mGAM-p5,0.06673180458624128,0.912237231585251
B9-e003Assembly-mGAM-p5,0.4097706879361914,0.0
D3-e003Coalescence-mGAM-p3,0.0771655034895314,0.8743790743433997
D9-e003Coalescence-mGAM-p3,0.9835194416749751,0.0003055864487980152
D3-e003Coalescence-mGAM-p5,0.4149282153539382,0.5534303191034305
A5-e003Coalescence-mBHI-inoculumn-redo,0.10386640079760717,0.7066530926512105
B11-e003Assembly-mGAM-p3,0.23728813559322035,0.02234579519206091
B9-e003Coalescence-mGAM-p7,0.5284147557328016,0.0
B11-e003Coalescence-mGAM-p7,0.8823529411764706,0.0
C3-e003Coalescence-Inoculumn-mGAM,0.6687208374875375,0.1465553084096159
A3-e003Coalescence-mGAM-p7,0.0669531405782652,0.9168193173068698
D4-e003Coalescence-Inoculumn-mBHI,0.21213858424725823,0.3212089143639319
A4-e003Coalescence-mBHI-p5,0.06181455633100698,0.8802338951150654
B3-e003Coalescence-mBHI-p7,0.6136939182452642,0.10601907776542048
D10-e003Coalescence-mGAM-p7,0.06497706879361914,0.9109386602788947
C11-e003Coalescence-mGAM-p3,0.057357926221335995,0.8121633159380615
A10-e003Coalescence-mBHI-p7,0.058823529411764705,0.8251983916502694
C11-e003Coalescence-mBHI-p5,0.16694915254237286,0.028090341346565142
A2-e003Coalescence-mGAM-p7,0.06380857427716849,0.9008663700915391
F5-e004Assembly-epsilon-p3,0.2761714855433699,0.036484472581059114
E3-e004Assembly-mGAM-p5,0.03921535393818544,0.4973037043374113
E2-e004Assembly-mGAM-p5,0.26520438683948155,0.020189922149029
C3-e003GlycerolRevival-mBHI-p2,0.07377866400797607,0.8544026862862519
D10-e003Coalescence-mGAM-p3,0.05038384845463609,0.9209123962699974
C4-e004Assembly-mBHI-p3,0.045496510468594216,0.49641996749080336
A9-e003Coalescence-mBHI-p7,0.4442552342971086,0.34580913679527764
C2-e003Coalescence-Inoculumn-mGAM,0.06944366899302094,0.9185192916417144
B3-e003Coalescence-Inoculumn-mGAM,0.9996510468594219,9.410556933869451e-05
D11-e003Coalescence-mGAM-p7,0.28974675972083747,0.02824279236889383
D5-e003Coalescence-mGAM-p3,0.12653339980059822,0.6974028573872872
E4-e004Assembly-mGAM-p5,0.07281056829511465,0.911582599024724
D2-e003Coalescence-Inoculumn-mBHI,0.10186340977068793,0.6705127042518607
B4-e003Coalescence-Inoculumn-mGAM,0.7607048853439682,0.17537693558046025
B2-e003Assembly-mBHI-p3,0.06550947158524426,0.9027691847035674
C4-e003Coalescence-Inoculumn-mGAM,0.03491126620139581,1.0
D4-e003Coalescence-mGAM-p3,0.10105383848454635,0.7956204979040123
A2-e003Coalescence-mGAM-p5,0.06380857427716849,0.9119301052271366
D11-e003Assembly-mGAM-p5,0.053116650049850445,0.32869141928308665
C3-e003Coalescence-mGAM-p7,0.998901296111665,5.475233125160412e-05
