,0
A_A1_A2_AA_AA_mBHI_mBHI_2_S1,4.0
A_A2_A3_ACPP_AA_mBHI_mBHI_2_S2,2.0
A_A4_A5_AF_AA_mBHI_mBHI_2_S4,7.0
A_A11_A4_AE_AA_mBHI_mBHI_4_S11,2.0
A_A12_A5_AF_AA_mBHI_mBHI_4_S12,9.0
A_C1_C2_AA_AE_mBHI_mBHI_2_S25,31.0
A_C2_C3_ACPP_AE_mBHI_mBHI_2_S26,19.0
A_C4_C5_AF_AE_mBHI_mBHI_2_S28,65.0
A_C9_C2_AA_AE_mBHI_mBHI_4_S33,3.0
A_C10_C3_ACPP_AE_mBHI_mBHI_4_S34,22.0
A_C12_C5_AF_AE_mBHI_mBHI_4_S36,44.0
A_D1_D2_AA_AF_mBHI_mBHI_2_S37,36.0
A_D2_D3_ACPP_AF_mBHI_mBHI_2_S38,5.0
A_D3_D4_AE_AF_mBHI_mBHI_2_S39,21.0
A_D4_D5_AF_AF_mBHI_mBHI_2_S40,39.0
A_D9_D2_AA_AF_mBHI_mBHI_4_S45,12.0
A_D11_D4_AE_AF_mBHI_mBHI_4_S47,27.0
A_D12_D5_AF_AF_mBHI_mBHI_4_S48,13.0
A_E1_A2_AA_AA_mBHI_mGAM_2_S49,4.0
A_E9_A2_AA_AA_mBHI_mGAM_4_S57,5.0
A_E11_A4_AE_AA_mBHI_mGAM_4_S59,2.0
A_G1_C2_AA_AE_mBHI_mGAM_2_S73,2.0
A_G4_C5_AF_AE_mBHI_mGAM_2_S76,2.0
A_G9_C2_AA_AE_mBHI_mGAM_4_S81,5.0
A_H1_D2_AA_AF_mBHI_mGAM_2_S85,5.0
A_H3_D4_AE_AF_mBHI_mGAM_2_S87,3.0
A_H4_D5_AF_AF_mBHI_mGAM_2_S88,3.0
A_H9_D2_AA_AF_mBHI_mGAM_4_S93,3.0
A_H12_D5_AF_AF_mBHI_mGAM_4_S96,3.0
B_A2_E3_ACPP_AA_mBHI_mBHI_2_S98,4.0
B_A4_E5_AF_AA_mBHI_mBHI_2_S100,5.0
B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,3.0
B_A10_A9_ACPP_AA_mGAM_mBHI_4_S106,26.0
B_C1_G2_AA_AE_mBHI_mBHI_2_S121,4.0
B_C4_G5_AF_AE_mBHI_mBHI_2_S124,5.0
B_C10_C9_ACPP_AE_mGAM_mBHI_4_S130,18.0
B_D2_H3_ACPP_AF_mBHI_mBHI_2_S134,19.0
B_D3_H4_AE_AF_mBHI_mBHI_2_S135,7.0
B_D4_H5_AF_AF_mBHI_mBHI_2_S136,15.0
B_D10_D9_ACPP_AF_mGAM_mBHI_4_S142,10.0
B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,2.0
B_H2_H3_ACPP_AF_mBHI_mGAM_2_S182,13.0
B_H4_H5_AF_AF_mBHI_mGAM_2_S184,3.0
C_A9_E2_AA_AA_mBHI_mBHI_4_S201,6.0
C_C4_C5_AF_AE_mBHI_mBHI_6_S220,30.0
C_C12_G5_AF_AE_mBHI_mBHI_4_S228,8.0
C_D3_D4_AE_AF_mBHI_mBHI_6_S231,22.0
C_D11_H4_AE_AF_mBHI_mBHI_4_S239,33.0
C_E9_E2_AA_AA_mBHI_mGAM_4_S249,7.0
C_E11_E4_AE_AA_mBHI_mGAM_4_S251,5.0
C_H4_D5_AF_AF_mBHI_mGAM_6_S280,2.0
C_H11_H4_AE_AF_mBHI_mGAM_4_S287,2.0
C_H12_H5_AF_AF_mBHI_mGAM_4_S288,8.0
D_A4_A5_AF_AA_mBHI_mBHI_6_S292,6.0
D_C4_C5_AF_AE_mBHI_mBHI_6_S316,9.0
