,index,fixed_diffs,num_int_sites,sample1,species_id
0,B5-e004Assembly-mBHI-p3,0,2263886,B5-e004Assembly-mBHI-p3,102546
1,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,10672,1276728,B5-e004Assembly-mBHI-p3,102546
2,A8-e003Coalescence-mBHI-p3,16714,1975115,B5-e004Assembly-mBHI-p3,102546
3,Coalescence-F2-E10-AA-AE-mGAM-mBHI-3_S681,22670,2703636,B5-e004Assembly-mBHI-p3,102546
4,B5-e004Assembly-mBHI-p7,10,2653757,B5-e004Assembly-mBHI-p3,102546
5,C5-e004Assembly-mBHI-p3,10,2252881,B5-e004Assembly-mBHI-p3,102546
6,E8-e003Coalescence-mBHI-p7_S101,22287,2656440,B5-e004Assembly-mBHI-p3,102546
7,F100-e003Coalescence-mBHI-p7_S115,7682,931263,B5-e004Assembly-mBHI-p3,102546
8,Coalescence-F6-G3-ACPP-AE-mBHI-mBHI-3_S685,10570,1280106,B5-e004Assembly-mBHI-p3,102546
9,A2-e003Coalescence-Inoculumn-mGAM,13006,1560989,B5-e004Assembly-mBHI-p3,102546
10,E8-e003Coalescence-mGAM-p3_S153,23334,2798519,B5-e004Assembly-mBHI-p3,102546
11,C2-e003Coalescence-mBHI-p3,14218,1969131,B5-e004Assembly-mBHI-p3,102546
12,Coalescence-H7-C3-e003Coalescence-inoculumn-mBHI-0_S710,10437,1227635,B5-e004Assembly-mBHI-p3,102546
13,A10-e003Coalescence-mBHI-p1_S764,15711,1872851,B5-e004Assembly-mBHI-p3,102546
14,Coalescence-F9-C8-AA-AE-mGAM-mGAM-3_S688,9073,1182758,B5-e004Assembly-mBHI-p3,102546
15,E9-e003Coalescence-mBHI-p7_S102,10013,1211524,B5-e004Assembly-mBHI-p3,102546
16,Coalescence-E5-C4-AE-AE-mBHI-mBHI-3_S672,18328,2187136,B5-e004Assembly-mBHI-p3,102546
17,Coalescence-E12-C8-AA-AE-mGAM-mBHI-3_S679,14512,1729173,B5-e004Assembly-mBHI-p3,102546
18,Coalescence-E7-C8-AA-AE-mGAM-mGAM-3_S674,17019,2142186,B5-e004Assembly-mBHI-p3,102546
19,H8-e003Coalescence-mBHI-p1_S815,7300,901050,B5-e004Assembly-mBHI-p3,102546
20,A8-e003Coalescence-mBHI-p7,23420,2750965,B5-e004Assembly-mBHI-p3,102546
21,Coalescence-H2-A2-e003Coalescence-inoculumn-mBHI-0_S705,19535,2319861,B5-e004Assembly-mBHI-p3,102546
22,Coalescence-H4-A4-e003Coalescence-inoculumn-mBHI-0_S707,7193,1015727,B5-e004Assembly-mBHI-p3,102546
23,G100-e003Coalescence-mBHI-p3_S131,12469,1477721,B5-e004Assembly-mBHI-p3,102546
24,A9-e003Coalescence-mBHI-p1_S756,12640,1514362,B5-e004Assembly-mBHI-p3,102546
25,G100-e003Coalescence-mBHI-p5_S31,17761,2116715,B5-e004Assembly-mBHI-p3,102546
26,A8-e003Coalescence-mBHI-p5,21434,2541564,B5-e004Assembly-mBHI-p3,102546
27,E11-e003Coalescence-mBHI-p1_S836,22302,2657294,B5-e004Assembly-mBHI-p3,102546
28,G3-e003Coalescence-mBHI-p5_S26,7458,895270,B5-e004Assembly-mBHI-p3,102546
29,A10-e003Coalescence-mBHI-p7,9853,1280237,B5-e004Assembly-mBHI-p3,102546
30,Coalescence-H9-C5-e003Coalescence-inoculumn-mBHI-0_S712,18165,2190588,B5-e004Assembly-mBHI-p3,102546
31,C10-e003Coalescence-mBHI-p7,14205,1700172,B5-e004Assembly-mBHI-p3,102546
32,G9-e003Coalescence-mBHI-p5_S30,9838,1167383,B5-e004Assembly-mBHI-p3,102546
33,G8-e003Coalescence-mBHI-p3_S129,16410,1971191,B5-e004Assembly-mBHI-p3,102546
34,A11-e003Coalescence-mBHI-p1_S772,8843,1075068,B5-e004Assembly-mBHI-p3,102546
35,A9-e003Coalescence-mBHI-p7,7770,939704,B5-e004Assembly-mBHI-p3,102546
36,C2-e003Coalescence-Inoculumn-mGAM,8072,1133169,B5-e004Assembly-mBHI-p3,102546
37,G8-e003Coalescence-mBHI-p7_S125,14265,2012505,B5-e004Assembly-mBHI-p3,102546
38,Coalescence-A4-B10-ACPP-AE-mGAM-mBHI-7_S623,13061,1583578,B5-e004Assembly-mBHI-p3,102546
39,C5-e004Assembly-mBHI-p7,8,2562122,B5-e004Assembly-mBHI-p3,102546
40,Coalescence-B10-G9-ACPP-AE-mGAM-mBHI-7_S641,11185,1317408,B5-e004Assembly-mBHI-p3,102546
41,G8-e003Coalescence-mBHI-p5_S29,18815,2326381,B5-e004Assembly-mBHI-p3,102546
42,E8-e003Coalescence-mBHI-p3_S105,21187,2543588,B5-e004Assembly-mBHI-p3,102546
43,E8-e003Coalescence-mBHI-p5_S5,21477,2560623,B5-e004Assembly-mBHI-p3,102546
44,E100-e003Coalescence-mBHI-p7_S103,20659,2551650,B5-e004Assembly-mBHI-p3,102546
45,A8-e003Coalescence-mBHI-p1_S748,15989,1907820,B5-e004Assembly-mBHI-p3,102546
46,B5-e004Assembly-mBHI-p5,1,1035716,B5-e004Assembly-mBHI-p3,102546
47,Coalescence-E4-C3-ACPP-AE-mBHI-mBHI-3_S671,23210,2809491,B5-e004Assembly-mBHI-p3,102546
48,E8-e003Coalescence-mBHI-p1_S812,22882,2712573,B5-e004Assembly-mBHI-p3,102546
49,Coalescence-H8-C4-e003Coalescence-inoculumn-mBHI-0_S711,22857,2751763,B5-e004Assembly-mBHI-p3,102546
50,E10-e003Coalescence-mBHI-p1_S828,9666,1181614,B5-e004Assembly-mBHI-p3,102546
51,A4-e003Coalescence-Inoculumn-mGAM,18641,2431304,B5-e004Assembly-mBHI-p3,102546
52,Coalescence-E6-D8-AA-AF-mGAM-mBHI-3_S673,18197,2175342,B5-e004Assembly-mBHI-p3,102546
53,C10-e003Coalescence-mBHI-p3,7082,858601,B5-e004Assembly-mBHI-p3,102546
0,B5-e004Assembly-mBHI-p3,10675,2263886,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
1,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,0,1276728,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
2,A8-e003Coalescence-mBHI-p3,8814,1975115,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
3,Coalescence-F2-E10-AA-AE-mGAM-mBHI-3_S681,12148,2703636,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
4,B5-e004Assembly-mBHI-p7,12665,2653757,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
5,C5-e004Assembly-mBHI-p3,10580,2252881,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
6,E8-e003Coalescence-mBHI-p7_S101,11782,2656440,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
7,F100-e003Coalescence-mBHI-p7_S115,13,931263,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
8,Coalescence-F6-G3-ACPP-AE-mBHI-mBHI-3_S685,3,1280106,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
9,A2-e003Coalescence-Inoculumn-mGAM,7053,1560989,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
10,E8-e003Coalescence-mGAM-p3_S153,4,2798519,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
11,C2-e003Coalescence-mBHI-p3,2971,1969131,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
12,Coalescence-H7-C3-e003Coalescence-inoculumn-mBHI-0_S710,2,1227635,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
13,A10-e003Coalescence-mBHI-p1_S764,8371,1872851,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
14,Coalescence-F9-C8-AA-AE-mGAM-mGAM-3_S688,4573,1182758,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
15,E9-e003Coalescence-mBHI-p7_S102,5296,1211524,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
16,Coalescence-E5-C4-AE-AE-mBHI-mBHI-3_S672,5,2187136,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
17,Coalescence-E12-C8-AA-AE-mGAM-mBHI-3_S679,7692,1729173,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
18,Coalescence-E7-C8-AA-AE-mGAM-mGAM-3_S674,8578,2142186,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
19,H8-e003Coalescence-mBHI-p1_S815,3895,901050,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
20,A8-e003Coalescence-mBHI-p7,12621,2750965,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
21,Coalescence-H2-A2-e003Coalescence-inoculumn-mBHI-0_S705,10323,2319861,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
22,Coalescence-H4-A4-e003Coalescence-inoculumn-mBHI-0_S707,700,1015727,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
23,G100-e003Coalescence-mBHI-p3_S131,6579,1477721,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
24,A9-e003Coalescence-mBHI-p1_S756,6824,1514362,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
25,G100-e003Coalescence-mBHI-p5_S31,3,2116715,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
26,A8-e003Coalescence-mBHI-p5,11522,2541564,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
27,E11-e003Coalescence-mBHI-p1_S836,11965,2657294,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
28,G3-e003Coalescence-mBHI-p5_S26,3,895270,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
29,A10-e003Coalescence-mBHI-p7,290,1280237,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
30,Coalescence-H9-C5-e003Coalescence-inoculumn-mBHI-0_S712,4,2190588,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
31,C10-e003Coalescence-mBHI-p7,0,1700172,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
32,G9-e003Coalescence-mBHI-p5_S30,1,1167383,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
33,G8-e003Coalescence-mBHI-p3_S129,8594,1971191,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
34,A11-e003Coalescence-mBHI-p1_S772,4747,1075068,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
35,A9-e003Coalescence-mBHI-p7,4118,939704,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
36,C2-e003Coalescence-Inoculumn-mGAM,3497,1133169,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
37,G8-e003Coalescence-mBHI-p7_S125,4385,2012505,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
38,Coalescence-A4-B10-ACPP-AE-mGAM-mBHI-7_S623,2,1583578,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
39,C5-e004Assembly-mBHI-p7,12199,2562122,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
40,Coalescence-B10-G9-ACPP-AE-mGAM-mBHI-7_S641,2,1317408,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
41,G8-e003Coalescence-mBHI-p5_S29,9572,2326381,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
42,E8-e003Coalescence-mBHI-p3_S105,11227,2543588,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
43,E8-e003Coalescence-mBHI-p5_S5,11429,2560623,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
44,E100-e003Coalescence-mBHI-p7_S103,734,2551650,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
45,A8-e003Coalescence-mBHI-p1_S748,8560,1907820,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
46,B5-e004Assembly-mBHI-p5,4714,1035716,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
47,Coalescence-E4-C3-ACPP-AE-mBHI-mBHI-3_S671,41,2809491,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
48,E8-e003Coalescence-mBHI-p1_S812,12200,2712573,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
49,Coalescence-H8-C4-e003Coalescence-inoculumn-mBHI-0_S711,11,2751763,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
50,E10-e003Coalescence-mBHI-p1_S828,5064,1181614,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
51,A4-e003Coalescence-Inoculumn-mGAM,8946,2431304,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
52,Coalescence-E6-D8-AA-AF-mGAM-mBHI-3_S673,9700,2175342,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
53,C10-e003Coalescence-mBHI-p3,2,858601,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,102546
0,B5-e004Assembly-mBHI-p3,16713,2263886,A8-e003Coalescence-mBHI-p3,102546
1,Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,8814,1276728,A8-e003Coalescence-mBHI-p3,102546
