,B3-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,0.03783624215920665,0.0616292702693527
C9-e003Coalescence-mGAM-p3,0.84,0.871
C11-e003Coalescence-mBHI-p3,0.022033758570783518,0.1315
D11-e003Coalescence-mBHI-p5,0.021916769504971498,0.049448511780893045
C9-e003Coalescence-mGAM-p7,0.970857163837744,0.9782158509923911
C8-e003Coalescence-mGAM-p7,0.02299071420216144,0.031085092026668933
D10-e003Coalescence-mBHI-p3,0.0185922806487573,0.263
A8-e003Coalescence-mBHI-p3,0.012400691120906535,0.018403241566790497
e004-inoculumn-fecal-BD,0.22541198253546105,0.25527512061339563
B9-e003Coalescence-mGAM-p5,0.9895426668510555,0.9939504971117004
A4-e003Coalescence-mBHI-inoculumn-redo,0.13311885558362385,0.16493440590390493
B3-e003Coalescence-mBHI-p3,0.227,0.22799999999999998
B3-e004Assembly-mBHI-p7,0.05112877178408257,0.07201740983161718
B5-e004Assembly-mBHI-p7,0.04289791569856843,0.06374010695983003
D4-e003Coalescence-mBHI-p3,0.17900107964431825,0.2479132508945394
C4-e003GlycerolRevival-mBHI-p2,0.412,0.5
C5-e004Assembly-mBHI-p3,0.035854077435026874,0.05372049206774826
C3-e004Assembly-mBHI-p5,0.052475283906821456,0.07484061641271082
B8-e003Assembly-mGAM-p5,0.22849849049666734,0.25527512061339563
B12-e003Coalescence-mBHI-p3,0.7426649821480591,0.7838398031051494
e004-inoculumn-fecal-AK,0.1922451082033594,0.19843012963508855
D3-e004Assembly-mGAM-p7,0.013927403342155522,0.022565609627932793
D4-e004Assembly-mGAM-p5,0.07196995453834738,0.09929154060091137
D3-e003Coalescence-Inoculumn-mBHI,0.424,0.6
C3-e003Coalescence-mBHI-p7,0.9553944473622387,0.9508761332646264
D11-e003Coalescence-mGAM-p5,0.0072115276814386465,0.01962079451050609
A11-e003Coalescence-mGAM-p7,0.06063288435449585,0.10321035683642088
B8-e003Coalescence-mBHI-p5,0.759,0.811
B10-e003Assembly-mGAM-p5,0.13098343252135625,0.1416542188311316
C2-e003Coalescence-mGAM-p7,0.005729930717153585,0.008617804129479488
B11-e003Coalescence-mGAM-p3,0.896,0.929
B5-e003Assembly-mBHI-p5,0.11880072999246931,0.25
D8-e003Assembly-mGAM-p5,0.09683482320286552,0.11614635111706337
D5-e003Coalescence-mGAM-p5,0.12435698586693697,0.19199531767786196
B5-e003Coalescence-mBHI-p5,0.7077732772844134,0.7075342875009027
D5-e003Coalescence-mBHI-p7,0.167270946850685,0.25208013459544226
C9-e003Coalescence-mBHI-p5,0.714,0.741
A5-e003Coalescence-mGAM-p3,0.025045343786194354,0.0616292702693527
A2-e003Coalescence-Inoculumn-mGAM,0.1153396878017087,0.1471283423028654
E5-e004Assembly-mGAM-p5,0.019344445268874005,0.029562037064610282
D8-e003Coalescence-mGAM-p5,0.015511918964347315,0.03991499542011244
A12-e003Coalescence-mGAM-p3,0.06429883624131086,0.11143700915761734
C4-e004Assembly-mBHI-p5,0.22088681769113594,0.2389020473494934
D9-e003Coalescence-mGAM-p7,0.568,0.733
D8-e003Assembly-mGAM-p3,0.2143214174060258,0.23600342356418189
E4-e004Assembly-mGAM-p7,0.09191388399381713,0.11886752182716256
E3-e004Assembly-mGAM-p3,0.012999729755608636,0.021330377234098676
B10-e003Coalescence-mGAM-p3,0.9478133001142769,0.9595526674887839
A9-e003Coalescence-mGAM-p7,0.75,0.947936350566975
B5-e003Coalescence-Inoculumn-mGAM,0.562,0.702
D10-e003Coalescence-mBHI-p5,0.02762678120497143,0.273
D5-e003Coalescence-mBHI-p3,0.019410132489738725,0.04843501784561887
D9-e003Coalescence-mGAM-p5,0.6759999999999999,0.754
C9-e003Coalescence-mBHI-p3,0.667,0.692
D10-e003Coalescence-mGAM-p5,0.005813041473812973,0.015482410277157892
C8-e003Coalescence-mBHI-p7,0.026690542485958677,0.03854069672311491
C3-e004Assembly-mBHI-p7,0.10332168599415052,0.12687149775140008
B5-e003Coalescence-mGAM-p5,0.1301381215173436,0.444
BB-Fecal,0.015514974830525668,0.0251575544339391
B5-e003Coalescence-Inoculumn-mBHI,0.4,0.636
C2-e003Coalescence-mGAM-p3,0.10685793444457029,0.1303021943519535
D8-e003Coalescence-mBHI-p5,0.01342340123706904,0.03597038217536318
E5-e004Assembly-mGAM-p7,0.04116627891893529,0.05889672517373428
B10-e003Coalescence-mBHI-p5,0.714,0.757
D5-e003Coalescence-Inoculumn-mGAM,0.008712786802458398,0.024050649149214363
B3-e004Assembly-mBHI-p5,0.03722162011499443,0.049972980951093635
B5-e003Coalescence-mBHI-p3,0.1429135229318091,0.15224107199594902
C5-e003Coalescence-mBHI-inoculumn-redo,0.017025988581694965,0.33299999999999996
A10-e003Coalescence-mBHI-p5,0.03650147592882606,0.05423500359875736
BF-Fecal,0.05261874393447019,0.07380879961767703
AM-Fecal,0.1101171741254519,0.11659629524604853
B8-e003Assembly-mGAM-p3,0.23085147075429813,0.24485506111650665
A4-e003Coalescence-mGAM-p5,0.019566964362941815,0.05102068693812532
D5-e003Coalescence-mBHI-p5,0.007467875349135309,0.01110354961569908
D3-e003Assembly-mBHI-p3,0.14555596373395974,0.18033573287651197
e003-inoculumn-fecal-inoculumn,0.09683482320286552,0.11436061357931601
A8-e003Coalescence-mBHI-p7,0.006067648721172439,0.008976879301541134
e003-inoculumn-fecal-AC,0.9198572005537962,0.9216198935726282
B9-e003GlycerolRevival-mGAM-p2,0.8872954330255415,0.9074071693386844
B2-e003Coalescence-Inoculumn-mGAM,0.75,0.812
C5-e003Coalescence-mBHI-p5,0.07382971254161977,0.12728097236251032
C5-e003Coalescence-mGAM-p3,0.016618862634482992,0.044466193495379294
A3-e003Coalescence-mBHI-inoculumn-redo,0.625,0.646
B12-e003Coalescence-mGAM-p3,0.9784618903505595,0.9848762427792509
A11-e003Coalescence-mBHI-p7,0.0589582181580182,0.10321035683642088
A3-e003Coalescence-Inoculumn-mGAM,0.8640009100199189,0.9007084593990886
C10-e003GlycerolRevival-mGAM-p2,0.9013730913272227,0.9089629303319213
D3-e003Assembly-mBHI-p5,0.125,0.167
A10-e003Coalescence-mGAM-p3,0.02682249990252168,0.03993760651394964
A9-e003Coalescence-mBHI-p3,0.792,0.8280000000000001
A2-e003Coalescence-Inoculumn-mBHI,0.014801020868446734,0.022192467555823985
C3-e003Coalescence-mBHI-p5,0.9821669567829299,0.977582660997488
D2-e003Assembly-mBHI-p3,0.06015211453106106,0.08002270562250408
