,D5-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mGAM
B5-e003Coalescence-mGAM-p5,2,1655
BB-Fecal,3,3146
B5-e003Coalescence-Inoculumn-mBHI,3,2951
C2-e003Coalescence-mGAM-p3,1,1949
D8-e003Coalescence-mBHI-p5,3,3107
E5-e004Assembly-mGAM-p7,3,2689
B10-e003Coalescence-mBHI-p5,3,3169
D5-e003Coalescence-Inoculumn-mGAM,3,3186
B3-e004Assembly-mBHI-p5,2,2677
B5-e003Coalescence-mBHI-p3,1,1444
C5-e003Coalescence-mBHI-inoculumn-redo,3,3041
A10-e003Coalescence-mBHI-p5,3,2990
BF-Fecal,3,2566
AM-Fecal,1,1790
B8-e003Assembly-mGAM-p3,1,941
A4-e003Coalescence-mGAM-p5,3,2929
D5-e003Coalescence-mBHI-p5,3,3178
D3-e003Assembly-mBHI-p3,2,1463
e003-inoculumn-fecal-inoculumn,2,2054
A8-e003Coalescence-mBHI-p7,3,3182
e003-inoculumn-fecal-AC,3,2328
B9-e003GlycerolRevival-mGAM-p2,3,2005
B2-e003Coalescence-Inoculumn-mGAM,3,3081
C5-e003Coalescence-mBHI-p5,3,1902
C5-e003Coalescence-mGAM-p3,3,3051
A3-e003Coalescence-mBHI-inoculumn-redo,1,969
B12-e003Coalescence-mGAM-p3,3,3074
A11-e003Coalescence-mBHI-p7,3,2425
A3-e003Coalescence-Inoculumn-mGAM,2,2251
C10-e003GlycerolRevival-mGAM-p2,3,2584
D3-e003Assembly-mBHI-p5,3,3109
A10-e003Coalescence-mGAM-p3,3,3018
A9-e003Coalescence-mBHI-p3,3,3184
A2-e003Coalescence-Inoculumn-mBHI,3,3161
C3-e003Coalescence-mBHI-p5,3,2660
D2-e003Assembly-mBHI-p3,2,2560
B3-e003Assembly-mBHI-p5,1,1934
A9-e003Coalescence-mBHI-p5,3,3121
D5-e003Coalescence-Inoculumn-mBHI,3,3186
B2-e003Coalescence-mGAM-p3,3,3046
B4-e003Assembly-mBHI-p3,0,1197
C11-e003Coalescence-mGAM-p5,3,3110
G4-e004Assembly-epsilon-p3,1,1485
B3-e003Coalescence-Inoculumn-mBHI,3,3055
A8-e003Coalescence-mBHI-p5,3,3134
C2-e003Assembly-mBHI-p5,3,1296
BG-Fecal,1,2785
D2-e003Coalescence-mGAM-p5,3,1853
D3-e003Coalescence-mGAM-p3,3,2399
D9-e003Coalescence-mGAM-p3,3,3159
D3-e003Coalescence-mGAM-p5,1,2577
C10-e003Coalescence-mGAM-p3,3,2952
A5-e003Coalescence-mBHI-inoculumn-redo,3,3096
D2-e003Assembly-mBHI-p5,0,2199
B9-e003Coalescence-mGAM-p7,2,2475
B11-e003Coalescence-mGAM-p7,1,2128
C3-e003Coalescence-Inoculumn-mGAM,3,3167
B5-e003Coalescence-mBHI-p7,2,1453
A3-e003Coalescence-mGAM-p7,2,3076
D4-e003Coalescence-Inoculumn-mBHI,3,3131
B3-e003Coalescence-mBHI-p7,2,1422
D10-e003Coalescence-mGAM-p7,3,3162
C12-e003Coalescence-mGAM-p3,3,3024
C11-e003Coalescence-mGAM-p3,3,3185
A10-e003Coalescence-mBHI-p7,3,3066
C10-e003Coalescence-mBHI-p7,3,3108
B9-e003Coalescence-mBHI-p5,3,3179
B10-e003Coalescence-mBHI-p3,2,2771
C11-e003Coalescence-mBHI-p5,3,3173
A2-e003Coalescence-mGAM-p7,3,2869
E3-e004Assembly-mGAM-p5,2,2962
C3-e003GlycerolRevival-mBHI-p2,3,2913
D10-e003Coalescence-mGAM-p3,2,1857
B10-e003Coalescence-mGAM-p7,2,935
C4-e004Assembly-mBHI-p3,2,2637
A9-e003Coalescence-mBHI-p7,3,3185
C2-e003Coalescence-Inoculumn-mGAM,3,3117
B3-e003Coalescence-Inoculumn-mGAM,3,3162
D11-e003Coalescence-mGAM-p7,3,2334
D5-e003Coalescence-mGAM-p3,2,3149
E4-e004Assembly-mGAM-p5,3,2357
E5-e004Assembly-mGAM-p3,1,2306
D2-e003Coalescence-Inoculumn-mBHI,2,2730
B4-e003Coalescence-Inoculumn-mGAM,3,3177
A10-e003Coalescence-mGAM-p7,3,3095
B2-e003Assembly-mBHI-p3,3,2889
D9-e003Coalescence-mBHI-p5,3,3070
C4-e003Coalescence-Inoculumn-mGAM,3,3128
D4-e003Coalescence-mGAM-p3,3,3050
B9-e003Coalescence-mBHI-p7,3,3045
A2-e003Coalescence-mGAM-p5,3,2955
B11-e003GlycerolRevival-mGAM-p2,2,1783
C5-e004Assembly-mBHI-p7,1,1171
D9-e003Coalescence-mBHI-p7,3,2763
D3-e004Assembly-mGAM-p5,2,2953
C5-e003Coalescence-mBHI-p7,2,1978
D4-e004Assembly-mGAM-p7,3,3064
C11-e003Coalescence-mGAM-p7,3,2878
D10-e003Coalescence-mBHI-p7,3,3160
C9-e003Coalescence-mBHI-p7,3,2885
B8-e003Coalescence-mGAM-p5,2,2874
C3-e004Assembly-mBHI-p3,1,2980
B10-e003GlycerolRevival-mGAM-p2,2,2036
B3-e003Coalescence-mBHI-p5,2,2962
C2-e003Coalescence-mBHI-inoculumn-redo,1,2333
C11-e003GlycerolRevival-mGAM-p2,1,1189
B2-e003Coalescence-Inoculumn-mBHI,2,2290
A11-e003Coalescence-mBHI-p5,3,3032
C10-e003Coalescence-mGAM-p5,3,3156
C4-e003Assembly-mBHI-p5,2,3043
A5-e003Coalescence-Inoculumn-mGAM,3,2864
D4-e003Coalescence-Inoculumn-mGAM,3,2984
C10-e003Coalescence-mBHI-p5,3,3121
B9-e003Coalescence-mBHI-p3,3,2935
C3-e003Coalescence-mBHI-inoculumn-redo,3,2966
e004-inoculumn-fecal-AR,3,3054
B5-e003Coalescence-mGAM-p3,2,2492
BK-Fecal,1,1149
C3-e003Assembly-mBHI-p5,1,1646
C9-e003Coalescence-mGAM-p5,3,3172
A2-e003Coalescence-mBHI-inoculumn-redo,3,3161
C2-e003Coalescence-mGAM-p5,3,2388
C8-e003Coalescence-mBHI-p5,3,3163
B8-e003Coalescence-mGAM-p7,3,3007
B4-e003Coalescence-Inoculumn-mBHI,2,3056
D2-e003Coalescence-Inoculumn-mGAM,3,2957
B8-e003Coalescence-mBHI-p7,3,3144
B3-e004Assembly-mBHI-p3,2,2972
e003-inoculumn-fecal-AE,1,1964
D3-e003Coalescence-Inoculumn-mGAM,3,3184
B11-e003Coalescence-mBHI-p3,2,2919
C5-e003Coalescence-Inoculumn-mGAM,3,3171
e004-inoculumn-fecal-BE,3,1645
BA-Fecal,1,1437
A11-e003Coalescence-mBHI-p3,3,3186
A4-e003Coalescence-Inoculumn-mGAM,3,3157
B4-e003Coalescence-mBHI-p3,2,1843
A5-e003Coalescence-Inoculumn-mBHI,0,2077
A9-e003Coalescence-mGAM-p5,3,3165
C10-e003Coalescence-mGAM-p7,3,3153
A11-e003Coalescence-mGAM-p3,3,3154
C10-e003Coalescence-mBHI-p3,3,3138
D2-e003Coalescence-mBHI-p3,3,3082
H5-e003Coalescence-mBHI-p5_S40,0,2677
E2-e003Coalescence-mGAM-p7_S145,3,3110
G5-e003Coalescence-mBHI-p7_S124,3,2271
H111-e003Coalescence-mGAM-p7_S188,3,3154
F5-e003Coalescence-mGAM-p5_S64,1,1996
F8-e003Coalescence-mBHI-p3_S117,3,3077
H3-e003Coalescence-mBHI-p3_S46,3,2464
F100-e003Coalescence-mGAM-p7_S163,2,2901
F9-e003Coalescence-mBHI-p5_S18,3,3124
E3-e003Coalescence-mGAM-p3_S58,3,3065
E8-e003Coalescence-mBHI-p5_S5,3,3155
E9-e003Coalescence-mBHI-p5_S6,3,3141
H111-e003Coalescence-mBHI-p3_S144,3,3183
G111-e003Coalescence-mGAM-p5_S80,3,3087
G100-e003Coalescence-mGAM-p3_S179,2,1848
F111-e003Coalescence-mGAM-p5_S68,3,2060
G111-e003Coalescence-mBHI-p5_S32,3,3181
H2-e003Coalescence-mGAM-p7_S181,3,2646
G8-e003Coalescence-mGAM-p3_S177,1,1282
F2-e003Coalescence-mGAM-p7_S157,2,2300
H3-e003Coalescence-mGAM-p3_S94,1,1569
F3-e003Coalescence-mGAM-p3_S70,2,2564
E100-e003Coalescence-mBHI-p7_S103,3,3063
F9-e003Coalescence-mGAM-p5_S66,3,3038
E100-e003Coalescence-mGAM-p3_S155,3,2658
E3-e003Coalescence-mGAM-p5_S50,3,3185
F5-e003Coalescence-mGAM-p3_S72,2,1792
E9-e003Coalescence-mBHI-p7_S102,3,3145
F111-e003Coalescence-mGAM-p7_S164,3,3016
E111-e003Coalescence-mBHI-p5_S8,3,3152
H100-e003Coalescence-mBHI-p5_S43,3,3178
F2-e003Coalescence-mGAM-p5_S61,3,3170
F8-e003Coalescence-mGAM-p5_S65,0,1338
H8-e003Coalescence-mBHI-p7_S137,3,3172
G9-e003Coalescence-mGAM-p5_S78,1,1889
G8-e003Coalescence-mGAM-p5_S77,2,2918
G3-e003Coalescence-mBHI-p3_S34,3,3129
G100-e003Coalescence-mBHI-p5_S31,3,3136
F9-e003Coalescence-mBHI-p3_S118,1,1069
E111-e003Coalescence-mBHI-p3_S108,3,3054
G3-e003Coalescence-mBHI-p5_S26,3,2405
G5-e003Coalescence-mBHI-p5_S28,3,2448
H111-e003Coalescence-mGAM-p5_S92,3,3171
H9-e003Coalescence-mGAM-p5_S90,3,2838
H2-e003Coalescence-mBHI-p3_S45,3,2335
E8-e003Coalescence-mBHI-p7_S101,3,3181
H2-e003Coalescence-mGAM-p3_S93,2,1096
E4-e003Coalescence-mGAM-p5_S51,1,2041
G9-e003Coalescence-mGAM-p7_S174,3,3014
E8-e003Coalescence-mGAM-p3_S153,3,3151
G111-e003Coalescence-mGAM-p3_S180,3,3097
G5-e003Coalescence-mGAM-p3_S84,2,2726
H8-e003Coalescence-mBHI-p5_S41,3,3131
E100-e003Coalescence-mBHI-p5_S7,3,3162
G100-e003Coalescence-mGAM-p7_S175,1,1401
F9-e003Coalescence-mGAM-p7_S162,3,2494
F8-e003Coalescence-mGAM-p7_S161,1,2161
F3-e003Coalescence-mBHI-p3_S22,3,3052
G3-e003Coalescence-mBHI-p7_S122,2,2787
G5-e003Coalescence-mGAM-p5_S76,1,1477
G5-e003Coalescence-mGAM-p7_S172,0,718
G8-e003Coalescence-mBHI-p3_S129,3,3170
E5-e003Coalescence-mGAM-p3_S60,3,3028
G2-e003Coalescence-mGAM-p5_S73,3,3106
E5-e003Coalescence-mGAM-p7_S148,2,2848
H9-e003Coalescence-mGAM-p7_S186,3,2972
E100-e003Coalescence-mGAM-p5_S55,1,2895
H5-e003Coalescence-mGAM-p3_S96,3,2732
H5-e003Coalescence-mGAM-p5_S88,3,2322
H8-e003Coalescence-mGAM-p5_S89,2,3016
F3-e003Coalescence-mBHI-p5_S14,3,2612
F100-e003Coalescence-mBHI-p7_S115,3,3180
E3-e003Coalescence-mGAM-p7_S146,2,2715
F100-e003Coalescence-mGAM-p3_S167,1,3016
G100-e003Coalescence-mBHI-p3_S131,1,1987
E9-e003Coalescence-mGAM-p3_S154,3,3152
G111-e003Coalescence-mBHI-p7_S128,3,3135
F111-e003Coalescence-mGAM-p3_S168,3,3092
F8-e003Coalescence-mBHI-p7_S113,3,3031
H4-e003Coalescence-mBHI-p3_S47,1,1387
G8-e003Coalescence-mBHI-p7_S125,3,3124
F4-e003Coalescence-mBHI-p5_S15,3,2227
H111-e003Coalescence-mBHI-p5_S44,3,3158
E111-e003Coalescence-mBHI-p7_S104,3,3154
E2-e003Coalescence-mGAM-p3_S57,3,3145
F4-e003Coalescence-mBHI-p3_S23,1,1272
F2-e003Coalescence-mGAM-p3_S69,3,2800
E9-e003Coalescence-mGAM-p5_S54,2,2006
G3-e003Coalescence-mGAM-p5_S74,0,1406
E111-e003Coalescence-mGAM-p5_S56,3,2884
G100-e003Coalescence-mGAM-p5_S79,3,3109
G9-e003Coalescence-mBHI-p3_S130,2,2973
E4-e003Coalescence-mGAM-p3_S59,3,1763
H100-e003Coalescence-mBHI-p7_S139,3,3169
G8-e003Coalescence-mBHI-p5_S29,3,3175
G8-e003Coalescence-mGAM-p7_S173,3,3142
E2-e003Coalescence-mGAM-p5_S49,2,3073
H9-e003Coalescence-mBHI-p5_S42,3,3132
H111-e003Coalescence-mGAM-p3_S192,2,3175
F5-e003Coalescence-mBHI-p3_S24,1,1693
E8-e003Coalescence-mBHI-p3_S105,3,3151
E8-e003Coalescence-mGAM-p7_S149,0,1243
G9-e003Coalescence-mBHI-p5_S30,3,3164
F111-e003Coalescence-mBHI-p7_S116,2,2978
F5-e003Coalescence-mBHI-p7_S112,0,1195
F111-e003Coalescence-mBHI-p3_S120,3,2791
H3-e003Coalescence-mGAM-p5_S86,0,785
E100-e003Coalescence-mGAM-p7_S151,2,3051
G9-e003Coalescence-mGAM-p3_S178,3,3127
H9-e003Coalescence-mBHI-p7_S138,3,2228
H8-e003Coalescence-mGAM-p7_S185,3,3121
G2-e003Coalescence-mGAM-p3_S81,2,3037
F111-e003Coalescence-mBHI-p5_S20,2,2019
F8-e003Coalescence-mBHI-p5_S17,3,3128
G100-e003Coalescence-mBHI-p7_S127,3,3148
