,B3-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mGAM
B3-e003Coalescence-mBHI-p7,353,285
D10-e003Coalescence-mGAM-p7,838,712
C12-e003Coalescence-mGAM-p3,804,688
C11-e003Coalescence-mGAM-p3,843,717
A10-e003Coalescence-mBHI-p7,809,695
C10-e003Coalescence-mBHI-p7,810,706
B9-e003Coalescence-mBHI-p5,843,715
B10-e003Coalescence-mBHI-p3,697,614
C11-e003Coalescence-mBHI-p5,840,715
A2-e003Coalescence-mGAM-p7,764,635
E3-e004Assembly-mGAM-p5,785,673
C3-e003GlycerolRevival-mBHI-p2,743,632
D10-e003Coalescence-mGAM-p3,525,404
B10-e003Coalescence-mGAM-p7,214,181
C4-e004Assembly-mBHI-p3,735,608
A9-e003Coalescence-mBHI-p7,843,717
C2-e003Coalescence-Inoculumn-mGAM,819,707
B3-e003Coalescence-Inoculumn-mGAM,843,717
D11-e003Coalescence-mGAM-p7,595,517
D5-e003Coalescence-mGAM-p3,842,711
E4-e004Assembly-mGAM-p5,636,558
E5-e004Assembly-mGAM-p3,582,547
D2-e003Coalescence-Inoculumn-mBHI,764,653
B4-e003Coalescence-Inoculumn-mGAM,841,717
A10-e003Coalescence-mGAM-p7,799,690
B2-e003Assembly-mBHI-p3,767,657
D9-e003Coalescence-mBHI-p5,798,684
C4-e003Coalescence-Inoculumn-mGAM,823,706
D4-e003Coalescence-mGAM-p3,815,699
B9-e003Coalescence-mBHI-p7,806,684
A2-e003Coalescence-mGAM-p5,789,671
B11-e003GlycerolRevival-mGAM-p2,495,415
C5-e004Assembly-mBHI-p7,279,250
D9-e003Coalescence-mBHI-p7,684,613
D3-e004Assembly-mGAM-p5,785,667
C5-e003Coalescence-mBHI-p7,647,520
D4-e004Assembly-mGAM-p7,823,691
C11-e003Coalescence-mGAM-p7,793,665
D10-e003Coalescence-mBHI-p7,834,707
C9-e003Coalescence-mBHI-p7,753,619
B8-e003Coalescence-mGAM-p5,763,628
C3-e004Assembly-mBHI-p3,793,678
B10-e003GlycerolRevival-mGAM-p2,533,480
B3-e003Coalescence-mBHI-p5,784,669
C2-e003Coalescence-mBHI-inoculumn-redo,625,545
C11-e003GlycerolRevival-mGAM-p2,357,293
B2-e003Coalescence-Inoculumn-mBHI,550,488
A11-e003Coalescence-mBHI-p5,807,693
C10-e003Coalescence-mGAM-p5,830,712
C4-e003Assembly-mBHI-p5,790,693
A5-e003Coalescence-Inoculumn-mGAM,786,658
D4-e003Coalescence-Inoculumn-mGAM,791,679
C10-e003Coalescence-mBHI-p5,819,701
B9-e003Coalescence-mBHI-p3,786,668
C3-e003Coalescence-mBHI-inoculumn-redo,775,646
e004-inoculumn-fecal-AR,814,704
B5-e003Coalescence-mGAM-p3,661,578
BK-Fecal,345,270
C3-e003Assembly-mBHI-p5,399,304
C9-e003Coalescence-mGAM-p5,840,712
A2-e003Coalescence-mBHI-inoculumn-redo,838,716
C2-e003Coalescence-mGAM-p5,638,550
C8-e003Coalescence-mBHI-p5,833,714
B8-e003Coalescence-mGAM-p7,784,664
B4-e003Coalescence-Inoculumn-mBHI,802,670
D2-e003Coalescence-Inoculumn-mGAM,807,684
B8-e003Coalescence-mBHI-p7,832,703
B3-e004Assembly-mBHI-p3,791,669
e003-inoculumn-fecal-AE,513,460
D3-e003Coalescence-Inoculumn-mGAM,842,716
B11-e003Coalescence-mBHI-p3,774,652
C5-e003Coalescence-Inoculumn-mGAM,838,717
e004-inoculumn-fecal-BE,458,395
BA-Fecal,365,335
A11-e003Coalescence-mBHI-p3,843,717
A4-e003Coalescence-Inoculumn-mGAM,829,711
B4-e003Coalescence-mBHI-p3,456,370
A5-e003Coalescence-Inoculumn-mBHI,593,499
A9-e003Coalescence-mGAM-p5,835,709
C10-e003Coalescence-mGAM-p7,825,710
A11-e003Coalescence-mGAM-p3,834,713
C10-e003Coalescence-mBHI-p3,823,707
D2-e003Coalescence-mBHI-p3,824,705
H5-e003Coalescence-mBHI-p5_S40,751,645
E2-e003Coalescence-mGAM-p7_S145,815,689
G5-e003Coalescence-mBHI-p7_S124,593,506
H111-e003Coalescence-mGAM-p7_S188,834,709
F5-e003Coalescence-mGAM-p5_S64,490,435
F8-e003Coalescence-mBHI-p3_S117,800,703
H3-e003Coalescence-mBHI-p3_S46,639,558
F100-e003Coalescence-mGAM-p7_S163,741,625
F9-e003Coalescence-mBHI-p5_S18,834,706
E3-e003Coalescence-mGAM-p3_S58,793,677
E8-e003Coalescence-mBHI-p5_S5,837,710
E9-e003Coalescence-mBHI-p5_S6,820,701
H111-e003Coalescence-mBHI-p3_S144,842,716
G111-e003Coalescence-mGAM-p5_S80,823,702
G100-e003Coalescence-mGAM-p3_S179,532,453
F111-e003Coalescence-mGAM-p5_S68,540,460
G111-e003Coalescence-mBHI-p5_S32,836,716
H2-e003Coalescence-mGAM-p7_S181,722,620
G8-e003Coalescence-mGAM-p3_S177,366,308
F2-e003Coalescence-mGAM-p7_S157,560,479
H3-e003Coalescence-mGAM-p3_S94,393,375
F3-e003Coalescence-mGAM-p3_S70,701,590
E100-e003Coalescence-mBHI-p7_S103,806,692
F9-e003Coalescence-mGAM-p5_S66,804,687
E100-e003Coalescence-mGAM-p3_S155,711,612
E3-e003Coalescence-mGAM-p5_S50,843,717
F5-e003Coalescence-mGAM-p3_S72,507,467
E9-e003Coalescence-mBHI-p7_S102,828,699
F111-e003Coalescence-mGAM-p7_S164,780,687
E111-e003Coalescence-mBHI-p5_S8,840,709
H100-e003Coalescence-mBHI-p5_S43,840,717
F2-e003Coalescence-mGAM-p5_S61,836,716
F8-e003Coalescence-mGAM-p5_S65,316,326
H8-e003Coalescence-mBHI-p7_S137,841,715
G9-e003Coalescence-mGAM-p5_S78,448,418
G8-e003Coalescence-mGAM-p5_S77,746,652
G3-e003Coalescence-mBHI-p3_S34,825,699
G100-e003Coalescence-mBHI-p5_S31,819,708
F9-e003Coalescence-mBHI-p3_S118,286,247
E111-e003Coalescence-mBHI-p3_S108,818,695
G3-e003Coalescence-mBHI-p5_S26,642,569
G5-e003Coalescence-mBHI-p5_S28,665,557
H111-e003Coalescence-mGAM-p5_S92,840,712
H9-e003Coalescence-mGAM-p5_S90,722,654
H2-e003Coalescence-mBHI-p3_S45,621,570
E8-e003Coalescence-mBHI-p7_S101,843,717
H2-e003Coalescence-mGAM-p3_S93,342,287
E4-e003Coalescence-mGAM-p5_S51,583,475
G9-e003Coalescence-mGAM-p7_S174,769,672
E8-e003Coalescence-mGAM-p3_S153,824,711
G111-e003Coalescence-mGAM-p3_S180,825,698
G5-e003Coalescence-mGAM-p3_S84,765,644
H8-e003Coalescence-mBHI-p5_S41,830,702
E100-e003Coalescence-mBHI-p5_S7,833,716
G100-e003Coalescence-mGAM-p7_S175,369,302
F9-e003Coalescence-mGAM-p7_S162,630,561
F8-e003Coalescence-mGAM-p7_S161,501,463
F3-e003Coalescence-mBHI-p3_S22,795,699
G3-e003Coalescence-mBHI-p7_S122,730,657
G5-e003Coalescence-mGAM-p5_S76,520,408
G5-e003Coalescence-mGAM-p7_S172,266,192
G8-e003Coalescence-mBHI-p3_S129,837,715
E5-e003Coalescence-mGAM-p3_S60,818,697
G2-e003Coalescence-mGAM-p5_S73,835,701
E5-e003Coalescence-mGAM-p7_S148,768,649
H9-e003Coalescence-mGAM-p7_S186,748,668
E100-e003Coalescence-mGAM-p5_S55,762,657
H5-e003Coalescence-mGAM-p3_S96,752,638
H5-e003Coalescence-mGAM-p5_S88,619,524
H8-e003Coalescence-mGAM-p5_S89,812,693
F3-e003Coalescence-mBHI-p5_S14,696,576
F100-e003Coalescence-mBHI-p7_S115,841,716
E3-e003Coalescence-mGAM-p7_S146,678,578
F100-e003Coalescence-mGAM-p3_S167,778,677
G100-e003Coalescence-mBHI-p3_S131,535,427
E9-e003Coalescence-mGAM-p3_S154,833,708
G111-e003Coalescence-mBHI-p7_S128,823,715
F111-e003Coalescence-mGAM-p3_S168,810,695
F8-e003Coalescence-mBHI-p7_S113,790,683
H4-e003Coalescence-mBHI-p3_S47,424,348
G8-e003Coalescence-mBHI-p7_S125,816,709
F4-e003Coalescence-mBHI-p5_S15,575,494
H111-e003Coalescence-mBHI-p5_S44,830,711
E111-e003Coalescence-mBHI-p7_S104,838,714
E2-e003Coalescence-mGAM-p3_S57,834,708
F4-e003Coalescence-mBHI-p3_S23,249,218
F2-e003Coalescence-mGAM-p3_S69,710,596
E9-e003Coalescence-mGAM-p5_S54,515,429
G3-e003Coalescence-mGAM-p5_S74,386,342
E111-e003Coalescence-mGAM-p5_S56,779,666
G100-e003Coalescence-mGAM-p5_S79,811,705
G9-e003Coalescence-mBHI-p3_S130,763,653
E4-e003Coalescence-mGAM-p3_S59,469,385
H100-e003Coalescence-mBHI-p7_S139,835,714
G8-e003Coalescence-mBHI-p5_S29,839,715
G8-e003Coalescence-mGAM-p7_S173,818,709
E2-e003Coalescence-mGAM-p5_S49,820,698
H9-e003Coalescence-mBHI-p5_S42,823,703
H111-e003Coalescence-mGAM-p3_S192,841,715
F5-e003Coalescence-mBHI-p3_S24,409,354
E8-e003Coalescence-mBHI-p3_S105,838,713
E8-e003Coalescence-mGAM-p7_S149,361,288
G9-e003Coalescence-mBHI-p5_S30,829,710
F111-e003Coalescence-mBHI-p7_S116,761,659
F5-e003Coalescence-mBHI-p7_S112,293,287
F111-e003Coalescence-mBHI-p3_S120,730,620
H3-e003Coalescence-mGAM-p5_S86,248,191
E100-e003Coalescence-mGAM-p7_S151,800,700
G9-e003Coalescence-mGAM-p3_S178,822,706
H9-e003Coalescence-mBHI-p7_S138,530,469
H8-e003Coalescence-mGAM-p7_S185,834,700
G2-e003Coalescence-mGAM-p3_S81,809,681
F111-e003Coalescence-mBHI-p5_S20,505,438
F8-e003Coalescence-mBHI-p5_S17,823,708
G100-e003Coalescence-mBHI-p7_S127,826,707
