,A2-e003Coalescence-Inoculumn-mBHI,A2-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,1,7
C9-e003Coalescence-mGAM-p3,1,8
C11-e003Coalescence-mBHI-p3,0,5
D11-e003Coalescence-mBHI-p5,1,8
C9-e003Coalescence-mGAM-p7,1,8
C8-e003Coalescence-mGAM-p7,1,8
D10-e003Coalescence-mBHI-p3,1,8
A8-e003Coalescence-mBHI-p3,1,8
e004-inoculumn-fecal-BD,0,0
B9-e003Coalescence-mGAM-p5,1,8
A4-e003Coalescence-mBHI-inoculumn-redo,0,0
B3-e003Coalescence-mBHI-p3,1,8
B3-e004Assembly-mBHI-p7,0,6
B5-e004Assembly-mBHI-p7,1,8
D4-e003Coalescence-mBHI-p3,0,4
C4-e003GlycerolRevival-mBHI-p2,1,8
C5-e004Assembly-mBHI-p3,0,4
C3-e004Assembly-mBHI-p5,0,5
B8-e003Assembly-mGAM-p5,1,4
B12-e003Coalescence-mBHI-p3,0,2
e004-inoculumn-fecal-AK,0,0
D3-e004Assembly-mGAM-p7,1,7
D4-e004Assembly-mGAM-p5,1,8
D3-e003Coalescence-Inoculumn-mBHI,1,8
C3-e003Coalescence-mBHI-p7,1,4
D11-e003Coalescence-mGAM-p5,1,8
A11-e003Coalescence-mGAM-p7,1,8
B8-e003Coalescence-mBHI-p5,1,8
B10-e003Assembly-mGAM-p5,0,3
C2-e003Coalescence-mGAM-p7,1,8
B11-e003Coalescence-mGAM-p3,1,8
B5-e003Assembly-mBHI-p5,0,1
D8-e003Assembly-mGAM-p5,0,3
D5-e003Coalescence-mGAM-p5,1,6
B5-e003Coalescence-mBHI-p5,0,4
D5-e003Coalescence-mBHI-p7,0,5
C9-e003Coalescence-mBHI-p5,1,8
A5-e003Coalescence-mGAM-p3,1,7
A2-e003Coalescence-Inoculumn-mGAM,1,8
E5-e004Assembly-mGAM-p5,1,8
D8-e003Coalescence-mGAM-p5,1,8
A12-e003Coalescence-mGAM-p3,1,5
C4-e004Assembly-mBHI-p5,0,2
D9-e003Coalescence-mGAM-p7,1,8
D8-e003Assembly-mGAM-p3,0,0
E4-e004Assembly-mGAM-p7,1,7
E3-e004Assembly-mGAM-p3,1,8
B10-e003Coalescence-mGAM-p3,1,8
A9-e003Coalescence-mGAM-p7,1,8
B5-e003Coalescence-Inoculumn-mGAM,1,8
D10-e003Coalescence-mBHI-p5,1,5
D5-e003Coalescence-mBHI-p3,1,8
D9-e003Coalescence-mGAM-p5,1,8
C9-e003Coalescence-mBHI-p3,1,8
D10-e003Coalescence-mGAM-p5,1,8
C8-e003Coalescence-mBHI-p7,1,8
C3-e004Assembly-mBHI-p7,0,0
B5-e003Coalescence-mGAM-p5,0,3
BB-Fecal,1,8
B5-e003Coalescence-Inoculumn-mBHI,1,8
C2-e003Coalescence-mGAM-p3,1,8
D8-e003Coalescence-mBHI-p5,1,8
E5-e004Assembly-mGAM-p7,0,3
B10-e003Coalescence-mBHI-p5,1,8
D5-e003Coalescence-Inoculumn-mGAM,1,8
B3-e004Assembly-mBHI-p5,0,4
B5-e003Coalescence-mBHI-p3,1,7
C5-e003Coalescence-mBHI-inoculumn-redo,1,8
A10-e003Coalescence-mBHI-p5,1,8
BF-Fecal,1,8
AM-Fecal,0,0
B8-e003Assembly-mGAM-p3,0,4
A4-e003Coalescence-mGAM-p5,1,8
D5-e003Coalescence-mBHI-p5,1,8
D3-e003Assembly-mBHI-p3,0,0
e003-inoculumn-fecal-inoculumn,0,1
A8-e003Coalescence-mBHI-p7,1,8
e003-inoculumn-fecal-AC,1,4
B9-e003GlycerolRevival-mGAM-p2,0,2
B2-e003Coalescence-Inoculumn-mGAM,1,8
C5-e003Coalescence-mBHI-p5,1,8
C5-e003Coalescence-mGAM-p3,1,8
A3-e003Coalescence-mBHI-inoculumn-redo,0,1
B12-e003Coalescence-mGAM-p3,1,8
A11-e003Coalescence-mBHI-p7,0,5
A3-e003Coalescence-Inoculumn-mGAM,0,1
C10-e003GlycerolRevival-mGAM-p2,1,3
D3-e003Assembly-mBHI-p5,1,8
A10-e003Coalescence-mGAM-p3,1,8
A9-e003Coalescence-mBHI-p3,1,8
A2-e003Coalescence-Inoculumn-mBHI,1,8
C3-e003Coalescence-mBHI-p5,1,8
D2-e003Assembly-mBHI-p3,0,8
B3-e003Assembly-mBHI-p5,1,8
A9-e003Coalescence-mBHI-p5,1,8
D5-e003Coalescence-Inoculumn-mBHI,1,8
B2-e003Coalescence-mGAM-p3,1,8
B4-e003Assembly-mBHI-p3,0,0
C11-e003Coalescence-mGAM-p5,1,7
G4-e004Assembly-epsilon-p3,0,1
B3-e003Coalescence-Inoculumn-mBHI,1,8
A8-e003Coalescence-mBHI-p5,1,8
C2-e003Assembly-mBHI-p5,0,0
BG-Fecal,1,7
D2-e003Coalescence-mGAM-p5,1,5
D3-e003Coalescence-mGAM-p3,1,7
D9-e003Coalescence-mGAM-p3,1,8
D3-e003Coalescence-mGAM-p5,1,8
C10-e003Coalescence-mGAM-p3,1,8
A5-e003Coalescence-mBHI-inoculumn-redo,1,8
D2-e003Assembly-mBHI-p5,1,4
B9-e003Coalescence-mGAM-p7,1,7
B11-e003Coalescence-mGAM-p7,1,8
C3-e003Coalescence-Inoculumn-mGAM,1,8
B5-e003Coalescence-mBHI-p7,1,6
A3-e003Coalescence-mGAM-p7,1,8
D4-e003Coalescence-Inoculumn-mBHI,1,8
B3-e003Coalescence-mBHI-p7,1,4
D10-e003Coalescence-mGAM-p7,1,8
C12-e003Coalescence-mGAM-p3,1,8
C11-e003Coalescence-mGAM-p3,1,8
A10-e003Coalescence-mBHI-p7,1,8
C10-e003Coalescence-mBHI-p7,1,8
B9-e003Coalescence-mBHI-p5,1,8
B10-e003Coalescence-mBHI-p3,1,8
C11-e003Coalescence-mBHI-p5,1,8
A2-e003Coalescence-mGAM-p7,1,8
E3-e004Assembly-mGAM-p5,1,8
C3-e003GlycerolRevival-mBHI-p2,1,7
D10-e003Coalescence-mGAM-p3,0,1
B10-e003Coalescence-mGAM-p7,1,6
C4-e004Assembly-mBHI-p3,1,8
A9-e003Coalescence-mBHI-p7,1,8
C2-e003Coalescence-Inoculumn-mGAM,1,8
B3-e003Coalescence-Inoculumn-mGAM,1,8
D11-e003Coalescence-mGAM-p7,0,2
D5-e003Coalescence-mGAM-p3,1,7
E4-e004Assembly-mGAM-p5,1,8
E5-e004Assembly-mGAM-p3,0,4
D2-e003Coalescence-Inoculumn-mBHI,1,8
B4-e003Coalescence-Inoculumn-mGAM,1,8
A10-e003Coalescence-mGAM-p7,1,7
B2-e003Assembly-mBHI-p3,1,8
D9-e003Coalescence-mBHI-p5,1,8
C4-e003Coalescence-Inoculumn-mGAM,1,8
D4-e003Coalescence-mGAM-p3,1,8
B9-e003Coalescence-mBHI-p7,1,7
A2-e003Coalescence-mGAM-p5,1,7
B11-e003GlycerolRevival-mGAM-p2,1,7
C5-e004Assembly-mBHI-p7,1,5
D9-e003Coalescence-mBHI-p7,1,5
D3-e004Assembly-mGAM-p5,1,8
C5-e003Coalescence-mBHI-p7,1,6
D4-e004Assembly-mGAM-p7,1,7
C11-e003Coalescence-mGAM-p7,1,8
D10-e003Coalescence-mBHI-p7,1,8
C9-e003Coalescence-mBHI-p7,1,8
B8-e003Coalescence-mGAM-p5,1,8
C3-e004Assembly-mBHI-p3,0,5
B10-e003GlycerolRevival-mGAM-p2,1,7
B3-e003Coalescence-mBHI-p5,1,8
C2-e003Coalescence-mBHI-inoculumn-redo,1,8
