,D5-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,0.036860464373469494,0.333
C9-e003Coalescence-mGAM-p3,0.167,0.019967124351974102
C11-e003Coalescence-mBHI-p3,0.43799999999999994,0.333
D11-e003Coalescence-mBHI-p5,0.905,0.9926056474401104
C9-e003Coalescence-mGAM-p7,0.018430232186734747,0.01988716367350167
C8-e003Coalescence-mGAM-p7,0.3945,0.027398451470835857
D10-e003Coalescence-mBHI-p3,0.476,0.44
A8-e003Coalescence-mBHI-p3,0.01689437950450685,0.010724420514560665
e004-inoculumn-fecal-BD,0.9324224819819726,0.24466874364257973
B9-e003Coalescence-mGAM-p5,0.013515503603605481,0.011653845172386844
A4-e003Coalescence-mBHI-inoculumn-redo,0.42900000000000005,0.1418931104300405
B3-e003Coalescence-mBHI-p3,0.005068313851352055,0.006091919038423971
B3-e004Assembly-mBHI-p7,0.13732653608351372,0.06435115938983539
B5-e004Assembly-mBHI-p7,0.5,0.05307684579579785
D4-e003Coalescence-mBHI-p3,1.0,0.8431269335067862
C4-e003GlycerolRevival-mBHI-p2,0.565,0.030406607371497762
C5-e004Assembly-mBHI-p3,0.5,0.04360602286863671
C3-e004Assembly-mBHI-p5,0.050683138513520555,0.07123363153771382
B8-e003Assembly-mGAM-p5,0.18310204811135164,0.23368541168659765
B12-e003Coalescence-mBHI-p3,0.18310204811135164,0.25962539224971865
e004-inoculumn-fecal-AK,0.8168979518886483,0.19993136766801867
D3-e004Assembly-mGAM-p7,0.2,0.0193704580310025
D4-e004Assembly-mGAM-p5,1.0,0.07962508096044148
D3-e003Coalescence-Inoculumn-mBHI,0.435,0.357
C3-e003Coalescence-mBHI-p7,0.22749999999999998,0.08477420386161089
D11-e003Coalescence-mGAM-p5,0.9864844963963946,0.9997900916656988
A11-e003Coalescence-mGAM-p7,1.0,0.9619029367736148
B8-e003Coalescence-mBHI-p5,0.01448089671814873,0.01793867911783939
B10-e003Assembly-mGAM-p5,0.15694461266687282,0.14495226678772855
C2-e003Coalescence-mGAM-p7,0.008109302162163289,0.005042437133310143
B11-e003Coalescence-mGAM-p3,0.032,0.073
B5-e003Assembly-mBHI-p5,1.0,0.5
D8-e003Assembly-mGAM-p5,-0.0,0.09049230593877336
D5-e003Coalescence-mGAM-p5,0.9420764131274051,0.8705068167323047
B5-e003Coalescence-mBHI-p5,,0.2606219074257284
