,A2-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,0.4556033011171081,0.3910878367073783
C9-e003Coalescence-mGAM-p3,0.17996598468683322,0.7818052534716413
B5-e004Assembly-mBHI-p3,0.21381084473452994,0.679391333444872
C11-e003Coalescence-mBHI-p3,0.4569570101669386,0.3989790864982433
D11-e003Coalescence-mBHI-p5,0.5030331994477218,0.30104734816797724
C9-e003Coalescence-mGAM-p7,0.0444386845738672,0.9530627405052702
C8-e003Coalescence-mGAM-p7,0.2177613279779089,0.7529857788188055
D10-e003Coalescence-mBHI-p3,0.4386469812978536,0.42377045340471814
F3-e004Assembly-epsilon-p3,0.26867716831931715,0.5853357871842061
B2-e003Coalescence-mBHI-p3,0.2974803564704405,0.08898494227873514
A8-e003Coalescence-mBHI-p3,0.9924289569474082,0.0014053873180525345
A4-e003Coalescence-mBHI-p7,0.30229954813606125,0.8193474987451899
B9-e003Coalescence-mGAM-p5,0.48213041295343295,0.3459740672578216
A4-e003Coalescence-mBHI-inoculumn-redo,0.06303024978034392,0.9260287769784172
B3-e003Coalescence-mBHI-p3,0.3171002886908497,0.860757570687636
D4-e003Coalescence-mBHI-p5,0.2286685075938245,0.647348000669232
C2-e003Coalescence-mBHI-p5,0.1892670390360236,0.5133376275723607
B3-e004Assembly-mBHI-p7,0.2921958077067905,0.6332056215492722
B5-e004Assembly-mBHI-p7,0.20802717459520526,0.7186623724276392
D4-e003Coalescence-mBHI-p3,0.15716122756370027,0.7446282415927723
C4-e003GlycerolRevival-mBHI-p2,0.31571545123635,0.85453404718086
C5-e004Assembly-mBHI-p3,0.19988646918538974,0.6882740505270203
D10-e003Assembly-mGAM-p5,0.28848951926697625,0.8664836874686297
C3-e004Assembly-mBHI-p5,0.2896641144721978,0.6289814288104401
B8-e003Assembly-mGAM-p5,0.981248838960713,0.0010600635770453405
F4-e004Assembly-epsilon-p5,0.3523975775072173,0.15358858959344154
C4-e003Coalescence-mGAM-p7,0.20774444583908622,0.9228860632424294
B12-e003Coalescence-mBHI-p3,0.4707362244257562,0.3082599966538397
D3-e004Assembly-mGAM-p7,0.2919751474833689,0.6332449389325748
C8-e003Assembly-mGAM-p3,0.9657376051211246,0.0013754391835368914
C3-e003Coalescence-mGAM-p3,0.09713323710305008,0.9825795549606826
B4-e003Assembly-mBHI-p5,0.007558365758754865,0.9818032457754725
D4-e004Assembly-mGAM-p5,0.48536406426509354,0.20334231219675422
D3-e003Coalescence-Inoculumn-mBHI,0.47414472197816,0.32480943617199265
C8-e003Assembly-mGAM-p5,0.8393201330488264,0.0013356198761920695
C3-e003Coalescence-mBHI-p7,0.024929961089494163,0.9844540739501423
D11-e003Coalescence-mGAM-p5,0.500702146353709,0.29855044336623726
A11-e003Coalescence-mGAM-p7,0.5055133676415213,0.2957167475322068
