,A2-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
C12-e003Coalescence-mBHI-p3,0.06,0.013487060538015551
C9-e003Coalescence-mGAM-p3,0.10799999999999998,0.529
B5-e004Assembly-mBHI-p3,0.014534792817780669,0.652
C11-e003Coalescence-mBHI-p3,0.069,0.047
D11-e003Coalescence-mBHI-p5,0.078,0.0024866897337815883
C9-e003Coalescence-mGAM-p7,0.0008118346449776009,0.853
C8-e003Coalescence-mGAM-p7,0.21899999999999997,0.764
D10-e003Coalescence-mBHI-p3,0.051,0.083
F3-e004Assembly-epsilon-p3,0.026738129431665755,0.03198682088209024
B2-e003Coalescence-mBHI-p3,0.667,0.0996566953233067
A8-e003Coalescence-mBHI-p3,0.9998382690447812,1.1134634947405392e-05
A4-e003Coalescence-mBHI-p7,0.002249449241958978,0.0024182333897774084
B9-e003Coalescence-mGAM-p5,0.099,0.0004984896371417565
A4-e003Coalescence-mBHI-inoculumn-redo,0.057,0.921
B3-e003Coalescence-mBHI-p3,0.00011064266191868744,0.00011930689322752363
D4-e003Coalescence-mBHI-p5,0.104,0.529
C2-e003Coalescence-mBHI-p5,0.06486937101738076,0.06515010841213698
B3-e004Assembly-mBHI-p7,0.002435625630626277,0.0029807760624564967
B5-e004Assembly-mBHI-p7,0.006409461753350861,0.756
D4-e003Coalescence-mBHI-p3,0.079,0.675
C4-e003GlycerolRevival-mBHI-p2,3.797131801898847e-05,0.00026358335179496123
C5-e004Assembly-mBHI-p3,0.011539861864475538,0.75
D10-e003Assembly-mGAM-p5,0.0019742339316430463,0.038
C3-e004Assembly-mBHI-p5,0.0038314158885033606,0.004670655664351334
B8-e003Assembly-mGAM-p5,0.9995708700573046,3.867835910512194e-05
F4-e004Assembly-epsilon-p5,0.10470337918782827,0.053664681205162636
C4-e003Coalescence-mGAM-p7,3.283674744613388e-05,0.309
B12-e003Coalescence-mBHI-p3,0.046392427946243174,0.01234529925076569
