,A2-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
B9-e003Assembly-mGAM-p5,8776,15130
D3-e003Coalescence-mGAM-p3,8967,15262
D9-e003Coalescence-mGAM-p3,8965,15295
D3-e003Coalescence-mGAM-p5,8912,15272
C10-e003Coalescence-mGAM-p3,8986,15276
A5-e003Coalescence-mBHI-inoculumn-redo,8920,15270
B11-e003Assembly-mGAM-p3,8584,14882
B9-e003Coalescence-mGAM-p7,8976,15295
B11-e003Coalescence-mGAM-p7,8715,14787
C3-e003Coalescence-Inoculumn-mGAM,8987,15315
B5-e003Coalescence-mBHI-p7,8952,15283
A3-e003Coalescence-mGAM-p7,8905,15197
D4-e003Coalescence-Inoculumn-mBHI,8987,15315
A4-e003Coalescence-mBHI-p5,8923,15214
B3-e003Coalescence-mBHI-p7,8217,14041
D10-e003Coalescence-mGAM-p7,8983,15311
C12-e003Coalescence-mGAM-p3,8980,15302
C11-e003Coalescence-mGAM-p3,8985,15316
D5-e004Assembly-mGAM-p3,8903,15169
A10-e003Coalescence-mBHI-p7,8945,15310
C10-e003Coalescence-mBHI-p7,8975,15196
B9-e003Coalescence-mBHI-p5,8933,15275
F4-e004Assembly-epsilon-p3,5622,9835
B10-e003Coalescence-mBHI-p3,8966,15290
C11-e003Coalescence-mBHI-p5,8976,15301
A2-e003Coalescence-mGAM-p7,8735,15217
C5-e003Assembly-mBHI-p3,8891,15214
E3-e004Assembly-mGAM-p5,8552,14188
C3-e003GlycerolRevival-mBHI-p2,5068,8333
D10-e003Coalescence-mGAM-p3,8974,15276
B10-e003Coalescence-mGAM-p7,8941,15022
C4-e004Assembly-mBHI-p3,8863,15123
A9-e003Coalescence-mBHI-p7,8956,15291
C2-e003Coalescence-Inoculumn-mGAM,8987,15316
B3-e003Coalescence-Inoculumn-mGAM,8938,15268
D11-e003Coalescence-mGAM-p7,8923,15256
D5-e003Coalescence-mGAM-p3,8909,15252
D4-e004Assembly-mGAM-p3,8792,15104
E4-e004Assembly-mGAM-p5,8863,15128
E5-e004Assembly-mGAM-p3,8567,14350
D2-e003Coalescence-Inoculumn-mBHI,8909,15259
B4-e003Coalescence-Inoculumn-mGAM,8987,15316
A10-e003Coalescence-mGAM-p7,8985,15305
B2-e003Assembly-mBHI-p3,7863,14280
F4-e004Assembly-epsilon-p7,6837,11904
D9-e003Coalescence-mBHI-p5,8937,15285
C4-e003Coalescence-Inoculumn-mGAM,8986,15313
D4-e003Coalescence-mGAM-p3,8986,15315
B9-e003Coalescence-mBHI-p7,8888,15189
A2-e003Coalescence-mGAM-p5,8829,15285
D11-e003Assembly-mGAM-p5,6624,12484
C3-e003Coalescence-mGAM-p7,8987,15307
B11-e003GlycerolRevival-mGAM-p2,8590,14874
C5-e004Assembly-mBHI-p7,5036,8194
B3-e003Coalescence-mGAM-p5,8983,15311
D9-e003Coalescence-mBHI-p7,8913,15264
B10-e003Assembly-mGAM-p3,8661,14440
D3-e004Assembly-mGAM-p5,8546,14190
C5-e003Coalescence-mBHI-p7,8987,15314
D12-e003Coalescence-mBHI-p3,7387,13051
D4-e004Assembly-mGAM-p7,8868,15145
C11-e003Coalescence-mGAM-p7,8987,15315
C11-e003Assembly-mGAM-p3,8896,15250
D10-e003Coalescence-mBHI-p7,8974,15305
C9-e003Coalescence-mBHI-p7,8977,15219
A2-e003Coalescence-mBHI-p3,5340,10017
B8-e003Coalescence-mGAM-p5,8973,15306
C3-e004Assembly-mBHI-p3,8526,14147
C11-e003Assembly-mGAM-p5,8883,15255
B10-e003GlycerolRevival-mGAM-p2,8972,15278
B3-e003Coalescence-mBHI-p5,8847,15132
C2-e003Coalescence-mBHI-inoculumn-redo,8982,15274
A8-e003Coalescence-mGAM-p7,8858,15306
C11-e003GlycerolRevival-mGAM-p2,8931,15283
B2-e003Coalescence-Inoculumn-mBHI,6876,13145
A11-e003Coalescence-mBHI-p5,8919,15302
C10-e003Coalescence-mGAM-p5,8987,15287
C4-e003Assembly-mBHI-p5,8967,15278
C9-e003Assembly-mGAM-p5,7863,13225
A5-e003Coalescence-Inoculumn-mGAM,8933,15310
D4-e003Coalescence-Inoculumn-mGAM,8923,15223
A2-e003Coalescence-mBHI-p5,6025,11280
B5-e004Assembly-mBHI-p5,8850,14927
C5-e003Assembly-mBHI-p5,8577,14896
C10-e003Coalescence-mBHI-p5,8891,14947
B9-e003Coalescence-mBHI-p3,8841,15143
C3-e003Coalescence-mBHI-inoculumn-redo,8986,15307
B5-e003Coalescence-mGAM-p3,8856,15150
BK-Fecal,7961,13987
A5-e003Coalescence-mBHI-p3,5020,9082
C4-e004Assembly-mBHI-p7,8836,15111
A4-e003Coalescence-mBHI-p3,4379,6954
C9-e003GlycerolRevival-mGAM-p2,8426,14218
B4-e004Assembly-mBHI-p3,8864,15118
F3-e004Assembly-epsilon-p5,5578,9150
C9-e003Coalescence-mGAM-p5,8972,15247
A2-e003Coalescence-mBHI-inoculumn-redo,8295,14657
C2-e003Coalescence-mGAM-p5,8984,15274
B8-e003GlycerolRevival-mGAM-p2,8808,15296
C8-e003Coalescence-mBHI-p5,8947,15314
B8-e003Coalescence-mGAM-p7,8966,15302
B4-e003Coalescence-Inoculumn-mBHI,8985,15277
D2-e003Coalescence-Inoculumn-mGAM,8896,15301
B8-e003Coalescence-mBHI-p7,8924,15262
B3-e004Assembly-mBHI-p3,8528,14134
D3-e003Coalescence-Inoculumn-mGAM,8951,15281
B11-e003Coalescence-mBHI-p3,8937,15221
C5-e003Coalescence-Inoculumn-mGAM,8987,15316
C4-e003Coalescence-mBHI-p5,8983,15249
G3-e004Assembly-epsilon-p5,8370,14004
BC-Fecal,3402,5888
e004-inoculumn-fecal-BE,4604,8221
A11-e003Coalescence-mBHI-p3,8976,15315
B4-e004Assembly-mBHI-p7,8853,15104
A4-e003Coalescence-Inoculumn-mGAM,8985,15315
B4-e003Coalescence-mBHI-p3,7264,10587
A5-e003Coalescence-Inoculumn-mBHI,8775,15130
A9-e003Coalescence-mGAM-p5,8963,15293
C10-e003Coalescence-mGAM-p7,8987,15289
F3-e004Assembly-epsilon-p7,6758,11216
A11-e003Coalescence-mGAM-p3,8968,15309
C10-e003Coalescence-mBHI-p3,8985,15260
D2-e003Coalescence-mBHI-p3,8929,15271
C5-e003GlycerolRevival-mBHI-p2,8880,15226
H5-e003Coalescence-mBHI-p5_S40,8935,15291
E2-e003Coalescence-mGAM-p7_S145,8679,15293
G5-e003Coalescence-mBHI-p7_S124,8980,15286
H111-e003Coalescence-mGAM-p7_S188,8908,15252
H4-e003Coalescence-mGAM-p7_S183,8987,15311
F5-e003Coalescence-mGAM-p5_S64,8808,15138
F5-e003Coalescence-mGAM-p7_S160,8935,15207
F8-e003Coalescence-mBHI-p3_S117,8868,15211
H3-e003Coalescence-mBHI-p3_S46,8978,15301
H2-e003Coalescence-mBHI-p7_S133,8767,15102
E5-e003Coalescence-mBHI-p3_S12,8853,15219
F100-e003Coalescence-mGAM-p7_S163,8815,14835
F9-e003Coalescence-mBHI-p5_S18,8848,15191
H3-e003Coalescence-mBHI-p7_S134,8865,15247
E3-e003Coalescence-mGAM-p3_S58,8909,15209
G4-e003Coalescence-mBHI-p5_S27,8977,15103
E8-e003Coalescence-mBHI-p5_S5,8763,15296
G2-e003Coalescence-mBHI-p3_S33,6009,9722
E9-e003Coalescence-mBHI-p5_S6,8864,15211
H111-e003Coalescence-mBHI-p3_S144,8934,15290
G111-e003Coalescence-mGAM-p5_S80,8983,15307
G100-e003Coalescence-mGAM-p3_S179,8981,15203
F111-e003Coalescence-mGAM-p5_S68,8824,15185
G111-e003Coalescence-mBHI-p5_S32,8968,15294
G5-e003Coalescence-mBHI-p3_S36,8967,15257
H2-e003Coalescence-mGAM-p7_S181,8950,15311
H9-e003Coalescence-mGAM-p3_S190,8472,14756
E3-e003Coalescence-mBHI-p3_S10,1994,5429
H2-e003Coalescence-mGAM-p5_S85,8629,15044
G8-e003Coalescence-mGAM-p3_S177,8983,15314
F2-e003Coalescence-mGAM-p7_S157,8957,15281
H3-e003Coalescence-mGAM-p3_S94,8847,15162
H4-e003Coalescence-mGAM-p3_S95,8839,14831
E5-e003Coalescence-mBHI-p7_S100,8825,15221
G111-e003Coalescence-mBHI-p3_S132,3550,6209
F3-e003Coalescence-mGAM-p3_S70,8857,15101
E100-e003Coalescence-mBHI-p7_S103,8749,15286
F9-e003Coalescence-mGAM-p5_S66,8868,15245
G111-e003Coalescence-mGAM-p7_S176,8708,14499
H100-e003Coalescence-mGAM-p7_S187,8978,15286
E100-e003Coalescence-mGAM-p3_S155,8971,15196
E3-e003Coalescence-mGAM-p5_S50,8967,15269
F5-e003Coalescence-mGAM-p3_S72,8650,14903
E9-e003Coalescence-mBHI-p7_S102,8875,15243
E5-e003Coalescence-mBHI-p5_S4,8774,15168
F111-e003Coalescence-mGAM-p7_S164,8718,14955
E111-e003Coalescence-mBHI-p5_S8,8911,15297
H100-e003Coalescence-mBHI-p5_S43,8965,15283
F2-e003Coalescence-mGAM-p5_S61,8974,15289
F5-e003Coalescence-mBHI-p5_S16,8880,15242
F8-e003Coalescence-mGAM-p5_S65,8908,15299
H8-e003Coalescence-mBHI-p7_S137,8894,15307
G9-e003Coalescence-mGAM-p5_S78,8978,15235
E2-e003Coalescence-mBHI-p5_S1,4027,8144
E2-e003Coalescence-mBHI-p3_S9,6222,11749
G8-e003Coalescence-mGAM-p5_S77,8978,15312
G3-e003Coalescence-mBHI-p3_S34,8912,14736
G100-e003Coalescence-mBHI-p5_S31,8984,15163
F9-e003Coalescence-mBHI-p3_S118,6042,11063
E111-e003Coalescence-mBHI-p3_S108,8732,15226
F8-e003Coalescence-mGAM-p3_S165,6721,12368
G3-e003Coalescence-mBHI-p5_S26,8962,14980
G5-e003Coalescence-mBHI-p5_S28,8987,15314
H111-e003Coalescence-mGAM-p5_S92,8869,15223
G4-e003Coalescence-mBHI-p3_S35,8980,15177
H9-e003Coalescence-mGAM-p5_S90,8833,15194
H2-e003Coalescence-mBHI-p3_S45,8894,15261
E8-e003Coalescence-mBHI-p7_S101,8790,15306
E4-e003Coalescence-mBHI-p5_S3,8971,15279
H2-e003Coalescence-mGAM-p3_S93,8893,15287
E4-e003Coalescence-mGAM-p5_S51,8964,14984
G9-e003Coalescence-mGAM-p7_S174,8978,15186
E8-e003Coalescence-mGAM-p3_S153,8981,15180
G111-e003Coalescence-mGAM-p3_S180,8966,15307
G5-e003Coalescence-mGAM-p3_S84,8976,15218
H8-e003Coalescence-mBHI-p5_S41,8930,15306
E100-e003Coalescence-mBHI-p5_S7,8900,15305
G100-e003Coalescence-mGAM-p7_S175,8908,14749
F9-e003Coalescence-mGAM-p7_S162,8866,15236
F8-e003Coalescence-mGAM-p7_S161,8881,15289
F3-e003Coalescence-mBHI-p3_S22,8781,15043
G3-e003Coalescence-mBHI-p7_S122,8865,14852
G5-e003Coalescence-mGAM-p5_S76,8987,15293
G5-e003Coalescence-mGAM-p7_S172,8986,15279
G4-e003Coalescence-mGAM-p5_S75,8978,15312
G8-e003Coalescence-mBHI-p3_S129,8847,15305
E5-e003Coalescence-mGAM-p3_S60,8800,15233
G2-e003Coalescence-mGAM-p5_S73,8963,14993
E5-e003Coalescence-mGAM-p7_S148,8945,15296
H9-e003Coalescence-mGAM-p7_S186,8930,15272
E100-e003Coalescence-mGAM-p5_S55,8974,15312
E8-e003Coalescence-mGAM-p5_S53,8712,15290
H5-e003Coalescence-mGAM-p3_S96,8861,15228
G4-e003Coalescence-mGAM-p3_S83,8982,15258
F4-e003Coalescence-mBHI-p7_S111,8701,13895
H3-e003Coalescence-mGAM-p7_S182,8909,15260
H5-e003Coalescence-mGAM-p5_S88,8865,15239
F4-e003Coalescence-mGAM-p5_S63,8967,15059
G4-e003Coalescence-mGAM-p7_S171,8983,15306
H8-e003Coalescence-mGAM-p5_S89,8890,15271
F3-e003Coalescence-mBHI-p5_S14,8548,14655
F100-e003Coalescence-mBHI-p7_S115,8963,15286
E3-e003Coalescence-mGAM-p7_S146,8721,14863
F100-e003Coalescence-mGAM-p3_S167,8514,14325
G100-e003Coalescence-mBHI-p3_S131,8543,15257
G4-e003Coalescence-mBHI-p7_S123,8968,15055
E9-e003Coalescence-mGAM-p3_S154,8922,15302
F3-e003Coalescence-mGAM-p5_S62,8630,14730
H4-e003Coalescence-mBHI-p7_S135,8983,15301
E3-e003Coalescence-mBHI-p5_S2,3776,7649
G111-e003Coalescence-mBHI-p7_S128,8962,15283
H3-e003Coalescence-mBHI-p5_S38,8976,15306
G3-e003Coalescence-mGAM-p3_S82,8965,15135
F111-e003Coalescence-mGAM-p3_S168,8937,15217
F3-e003Coalescence-mGAM-p7_S158,8002,13627
F8-e003Coalescence-mBHI-p7_S113,8811,15158
G2-e003Coalescence-mBHI-p7_S121,2842,5364
H4-e003Coalescence-mBHI-p3_S47,8979,15292
F3-e003Coalescence-mBHI-p7_S110,3425,6243
F100-e003Coalescence-mGAM-p5_S67,8684,14620
G8-e003Coalescence-mBHI-p7_S125,8874,15308
F4-e003Coalescence-mBHI-p5_S15,8952,14931
H111-e003Coalescence-mBHI-p5_S44,8920,15275
E111-e003Coalescence-mBHI-p7_S104,8904,15297
E2-e003Coalescence-mGAM-p3_S57,8566,15192
F2-e003Coalescence-mBHI-p5_S13,8329,14924
F4-e003Coalescence-mBHI-p3_S23,5940,8141
F2-e003Coalescence-mGAM-p3_S69,8919,15226
E9-e003Coalescence-mGAM-p5_S54,8912,15303
G3-e003Coalescence-mGAM-p5_S74,8986,15313
E111-e003Coalescence-mGAM-p5_S56,8854,15263
G100-e003Coalescence-mGAM-p5_S79,8980,15205
H100-e003Coalescence-mGAM-p5_S91,8982,15314
G9-e003Coalescence-mBHI-p3_S130,8961,15128
E4-e003Coalescence-mGAM-p7_S147,8984,15240
E4-e003Coalescence-mGAM-p3_S59,8982,15248
H4-e003Coalescence-mBHI-p5_S39,8978,15285
F4-e003Coalescence-mGAM-p3_S71,8980,15303
H100-e003Coalescence-mBHI-p7_S139,8966,15291
G8-e003Coalescence-mBHI-p5_S29,8904,15307
G2-e003Coalescence-mBHI-p5_S25,8580,14675
G8-e003Coalescence-mGAM-p7_S173,8985,15304
E2-e003Coalescence-mGAM-p5_S49,8633,15256
H9-e003Coalescence-mBHI-p5_S42,8861,15218
H111-e003Coalescence-mGAM-p3_S192,8867,15229
F5-e003Coalescence-mBHI-p3_S24,8967,15307
E8-e003Coalescence-mBHI-p3_S105,8537,15254
E8-e003Coalescence-mGAM-p7_S149,8736,15295
E9-e003Coalescence-mGAM-p7_S150,6028,11152
H5-e003Coalescence-mBHI-p7_S136,8820,15172
G9-e003Coalescence-mBHI-p5_S30,8980,15249
F111-e003Coalescence-mBHI-p7_S116,8821,15230
F5-e003Coalescence-mBHI-p7_S112,8863,15197
F4-e003Coalescence-mGAM-p7_S159,8960,15066
F111-e003Coalescence-mBHI-p3_S120,8652,14891
H3-e003Coalescence-mGAM-p5_S86,8832,15186
E4-e003Coalescence-mBHI-p7_S99,8964,15278
H4-e003Coalescence-mGAM-p5_S87,8981,15275
E100-e003Coalescence-mGAM-p7_S151,8976,15261
G9-e003Coalescence-mGAM-p3_S178,8987,15307
H9-e003Coalescence-mBHI-p7_S138,8651,14933
H8-e003Coalescence-mGAM-p7_S185,8932,15287
G2-e003Coalescence-mGAM-p3_S81,8985,15314
F111-e003Coalescence-mBHI-p5_S20,8648,14955
F8-e003Coalescence-mBHI-p5_S17,8899,15232
G100-e003Coalescence-mBHI-p7_S127,8986,15217
E5-e003Coalescence-mGAM-p5_S52,8877,15284
