,A2-e003Coalescence-Inoculumn-mGAM,B3-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,0.046262960599776685,0.8782973523421589
C9-e003Coalescence-mGAM-p3,0.2609465624501515,0.47882142566191443
B5-e004Assembly-mBHI-p3,0.3119381081512203,0.3458140122199593
C11-e003Coalescence-mBHI-p3,0.04953979901100655,0.8758997148676171
D11-e003Coalescence-mBHI-p5,0.02724118679215186,0.9295327902240326
C9-e003Coalescence-mGAM-p7,0.3444180092518743,0.3502059470468432
C8-e003Coalescence-mGAM-p7,0.49741800925187435,0.26051902240325864
D10-e003Coalescence-mBHI-p3,0.061823576327962995,0.8607014256619145
F3-e004Assembly-epsilon-p3,0.2503831552081672,0.3210057026476579
B2-e003Coalescence-mBHI-p3,0.22269309299728823,0.09883706720977596
A8-e003Coalescence-mBHI-p3,0.9908396075929176,0.0008900203665987781
A4-e003Coalescence-mBHI-p7,0.2800916414101132,0.33541792260692466
B9-e003Coalescence-mGAM-p5,0.032332828202265115,0.9241284725050917
A4-e003Coalescence-mBHI-inoculumn-redo,0.3967858510129207,0.3188495315682281
B3-e003Coalescence-mBHI-p3,0.2916725953102568,0.35085727087576374
D4-e003Coalescence-mBHI-p5,0.21542462912745255,0.5750984928716905
C2-e003Coalescence-mBHI-p5,0.17407911947679053,0.20629727087576374
B3-e004Assembly-mBHI-p7,0.2695851810496092,0.34275470468431773
B5-e004Assembly-mBHI-p7,0.31240684319668205,0.3547200814663951
D4-e003Coalescence-mBHI-p3,0.2658540437071303,0.4795665987780041
C4-e003GlycerolRevival-mBHI-p2,0.2901537725315042,0.34977466395112017
C5-e004Assembly-mBHI-p3,0.3094013399266231,0.3413710794297352
D10-e003Assembly-mGAM-p5,0.2865906843196682,0.3458489613034623
C3-e004Assembly-mBHI-p5,0.2653444728026798,0.34090533604887985
B8-e003Assembly-mGAM-p5,0.9770427500398788,0.0009406924643584522
F4-e004Assembly-epsilon-p5,0.23660727388738234,0.1860758452138493
C4-e003Coalescence-mGAM-p7,0.3113073855479343,0.34869425661914466
B12-e003Coalescence-mBHI-p3,0.019804514276599138,0.8979907128309572
D3-e004Assembly-mGAM-p7,0.2687703780507258,0.34255820773930756
C8-e003Assembly-mGAM-p3,0.9598497368001275,0.0008279429735234215
C3-e003Coalescence-mGAM-p3,0.339202025841442,0.3469402036659878
B4-e003Assembly-mBHI-p5,0.3533980698676025,0.339253116089613
D4-e004Assembly-mGAM-p5,0.3166871909395438,0.24975788187372708
D3-e003Coalescence-Inoculumn-mBHI,0.2787398309140213,0.40044725050916496
C8-e003Assembly-mGAM-p5,0.830792550646036,0.0007541344195519349
C3-e003Coalescence-mBHI-p7,0.3520911628648907,0.34115128309572296
D11-e003Coalescence-mGAM-p5,0.026285771255383637,0.9317079429735234
A11-e003Coalescence-mGAM-p7,0.045293427978944,0.89252716904277
B8-e003Coalescence-mBHI-p5,0.013717578561174034,0.9699655397148678
B10-e003Assembly-mGAM-p5,0.2869779071622268,0.3451458248472505
C2-e003Coalescence-mGAM-p7,0.3576452384750359,0.3416723421588595
D3-e003Coalescence-mBHI-p5,0.11053716701228265,0.7403163340122197
B11-e003Coalescence-mGAM-p3,0.005763758175147553,0.9845551120162933
C4-e003Coalescence-mBHI-inoculumn-redo,0.3573216621470729,0.3404413849287169
B5-e003Assembly-mBHI-p5,0.11604841282501197,0.7303729531568228
D2-e003Coalescence-mBHI-p5,0.10053397671079918,0.7317067209775967
D8-e003Assembly-mGAM-p5,0.95756954857234,0.0006405702647657842
D5-e003Coalescence-mGAM-p5,0.2672985324613176,0.4338877393075356
B5-e003Coalescence-mBHI-p5,0.12095477747647153,0.7140518126272913
D5-e003Coalescence-mBHI-p7,0.045718376136544905,0.8951147046843176
C9-e003Coalescence-mBHI-p5,0.15776264156962833,0.6823651323828921
A10-e003Coalescence-mBHI-p3,0.8289050885308663,0.04491291242362526
A5-e003Coalescence-mGAM-p3,0.27423863455096503,0.5557059877800408
A2-e003Coalescence-Inoculumn-mGAM,0.9996958845110865,0.000985580448065173
E5-e004Assembly-mGAM-p5,0.3137726112617642,0.35297319755600814
D8-e003Coalescence-mGAM-p5,0.03130244058063487,0.9255205702647658
A12-e003Coalescence-mGAM-p3,0.24520114850853406,0.6255080244399185
C2-e003Coalescence-mBHI-p3,0.294945126814484,0.3149940529531568
C4-e004Assembly-mBHI-p5,0.31566230658797256,0.24773050916496947
D9-e003Coalescence-mGAM-p7,0.20819987238794066,0.502470631364562
D4-e003Coalescence-mBHI-p7,0.35796347104801407,0.3038158044806517
D8-e003Assembly-mGAM-p3,0.937303477428617,0.0009037881873727087
E4-e004Assembly-mGAM-p7,0.3150975434678577,0.24896855397148676
E3-e004Assembly-mGAM-p3,0.2687721327165417,0.34260635437881876
B10-e003Coalescence-mGAM-p3,0.27646012123145636,0.41918004073319753
A9-e003Coalescence-mGAM-p7,0.00983944807784336,0.9867894093686355
D5-e004Assembly-mGAM-p5,0.30990157919923433,0.3391696945010183
B5-e003Coalescence-Inoculumn-mGAM,0.010068431966820866,0.9661075356415479
D10-e003Coalescence-mBHI-p5,0.06640843834742384,0.8446301425661915
D5-e003Coalescence-mBHI-p3,0.22050454617961399,0.5176610997963339
C5-e003Coalescence-mBHI-p3,0.3306954059658638,0.3669929938900204
D9-e003Coalescence-mGAM-p5,0.14816318392088054,0.6746801629327903
C9-e003Coalescence-mBHI-p3,0.1889079598022013,0.6180424439918534
D10-e003Coalescence-mGAM-p5,0.11294504705694688,0.7769630142566191
C8-e003Coalescence-mBHI-p7,0.8188277237198915,0.08626761710794296
B11-e003Assembly-mGAM-p5,0.06098157600893284,0.8016452953156823
G3-e004Assembly-epsilon-p7,0.2661213112139097,0.3382388594704684
B4-e003Coalescence-mGAM-p5,0.35463877811453176,0.33866932790224036
D4-e003Coalescence-mGAM-p5,0.18901156484287768,0.6349802036659878
C3-e004Assembly-mBHI-p7,0.26581942893603444,0.34046615071283093
B5-e003Coalescence-mGAM-p5,0.21060368479821343,0.5461346639511202
B5-e003Coalescence-Inoculumn-mBHI,0.2781972403892168,0.40409002036659875
G3-e004Assembly-epsilon-p3,0.24094576487478067,0.3108068431771894
C2-e003Coalescence-mGAM-p3,0.35666932525123624,0.3429020773930753
B5-e003Coalescence-mGAM-p7,0.14391537725315043,0.6715905498981669
D8-e003Coalescence-mBHI-p5,0.5337826607114372,0.2697143788187372
E5-e004Assembly-mGAM-p7,0.29327978944010213,0.33995136456211816
C10-e003Assembly-mGAM-p3,0.28928313925665977,0.34162224032586563
B10-e003Coalescence-mBHI-p5,0.15502903174349977,0.6708676171079431
D5-e003Coalescence-Inoculumn-mGAM,0.021022491625458606,0.927562199592668
B3-e004Assembly-mBHI-p5,0.267480778433562,0.3404813849287169
B5-e003Coalescence-mBHI-p3,0.18867730100494495,0.5747237474541752
G4-e004Assembly-epsilon-p5,0.26647344074014995,0.20910395112016295
C4-e003Coalescence-mGAM-p5,0.35096211516988357,0.34279918533604886
C5-e003Coalescence-mGAM-p7,0.20311373424788642,0.6145528309572301
C5-e003Coalescence-mBHI-inoculumn-redo,0.31215704259052485,0.38291340122199596
A2-e003Coalescence-mBHI-p7,0.3467857712553836,0.00030696537678207735
A10-e003Coalescence-mBHI-p5,0.872345589408199,0.05530859470468432
B8-e003Assembly-mGAM-p3,0.9226485085340564,0.0007093279022403259
A4-e003Coalescence-mGAM-p5,0.015719333226989953,0.9593995926680245
D5-e003Coalescence-mBHI-p5,0.356014595629287,0.34099120162932794
D4-e003Coalescence-mGAM-p7,0.14383801244217578,0.7162069246435846
E4-e004Assembly-mGAM-p3,0.30739113096187587,0.2612795112016293
A8-e003Coalescence-mBHI-p7,0.9935457010687511,0.0008382077393075358
E3-e004Assembly-mGAM-p7,0.26846163662466105,0.3428258248472505
B9-e003GlycerolRevival-mGAM-p2,0.0046095070984208016,0.9768591446028513
C4-e003Coalescence-mGAM-p3,0.33126575211357473,0.3516479022403259
B2-e003Coalescence-Inoculumn-mGAM,0.6023436752273089,0.3546371486761711
