,B3-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
C12-e003Coalescence-mBHI-p3,13662,8213
C9-e003Coalescence-mGAM-p3,13565,8270
B5-e004Assembly-mBHI-p3,13169,8025
C11-e003Coalescence-mBHI-p3,13674,8270
D11-e003Coalescence-mBHI-p5,13671,8255
C9-e003Coalescence-mGAM-p7,13404,8204
C8-e003Coalescence-mGAM-p7,13467,8212
D10-e003Coalescence-mBHI-p3,13680,8292
F3-e004Assembly-epsilon-p3,11317,7373
B2-e003Coalescence-mBHI-p3,5644,3275
A8-e003Coalescence-mBHI-p3,13528,8187
A4-e003Coalescence-mBHI-p7,12665,7960
B9-e003Coalescence-mGAM-p5,13679,8273
A4-e003Coalescence-mBHI-inoculumn-redo,13416,8203
B3-e003Coalescence-mBHI-p3,13299,8262
D4-e003Coalescence-mBHI-p5,13649,8265
C2-e003Coalescence-mBHI-p5,7953,5221
B3-e004Assembly-mBHI-p7,12152,7828
B5-e004Assembly-mBHI-p7,13217,8114
D4-e003Coalescence-mBHI-p3,13538,8222
C4-e003GlycerolRevival-mBHI-p2,13246,8252
C5-e004Assembly-mBHI-p3,12888,7885
D10-e003Assembly-mGAM-p5,12478,7854
C3-e004Assembly-mBHI-p5,12106,7807
B8-e003Assembly-mGAM-p5,13489,8137
F4-e004Assembly-epsilon-p5,10434,6144
C4-e003Coalescence-mGAM-p7,13570,8282
B12-e003Coalescence-mBHI-p3,13348,7800
D3-e004Assembly-mGAM-p7,12163,7826
C8-e003Assembly-mGAM-p3,13335,8007
C3-e003Coalescence-mGAM-p3,13494,8263
B4-e003Assembly-mBHI-p5,13318,8126
D4-e004Assembly-mGAM-p5,13610,8217
D3-e003Coalescence-Inoculumn-mBHI,13683,8291
C8-e003Assembly-mGAM-p5,12042,7003
C3-e003Coalescence-mBHI-p7,13378,8188
D11-e003Coalescence-mGAM-p5,13647,8205
A11-e003Coalescence-mGAM-p7,13675,8258
B8-e003Coalescence-mBHI-p5,13669,8221
B10-e003Assembly-mGAM-p5,12560,7888
C2-e003Coalescence-mGAM-p7,13371,8154
D3-e003Coalescence-mBHI-p5,13663,8289
B11-e003Coalescence-mGAM-p3,13674,8258
C4-e003Coalescence-mBHI-inoculumn-redo,13377,8157
B5-e003Assembly-mBHI-p5,13666,8168
D2-e003Coalescence-mBHI-p5,13317,7917
D8-e003Assembly-mGAM-p5,13355,7967
D5-e003Coalescence-mGAM-p5,13675,8270
B5-e003Coalescence-mBHI-p5,13648,8282
D5-e003Coalescence-mBHI-p7,13674,8272
C9-e003Coalescence-mBHI-p5,13673,8284
A10-e003Coalescence-mBHI-p3,12915,7745
A5-e003Coalescence-mGAM-p3,13643,8194
A2-e003Coalescence-Inoculumn-mGAM,13529,8187
E5-e004Assembly-mGAM-p5,13181,8090
D8-e003Coalescence-mGAM-p5,13675,8243
A12-e003Coalescence-mGAM-p3,13492,7998
C2-e003Coalescence-mBHI-p3,12140,7414
C4-e004Assembly-mBHI-p5,13557,8173
D9-e003Coalescence-mGAM-p7,12853,8015
D4-e003Coalescence-mBHI-p7,13637,8275
D8-e003Assembly-mGAM-p3,13091,7817
E4-e004Assembly-mGAM-p7,13588,8182
E3-e004Assembly-mGAM-p3,12144,7823
B10-e003Coalescence-mGAM-p3,13370,8170
A9-e003Coalescence-mGAM-p7,13674,8279
D5-e004Assembly-mGAM-p5,12997,8003
B5-e003Coalescence-Inoculumn-mGAM,13664,8198
D10-e003Coalescence-mBHI-p5,13676,8279
D5-e003Coalescence-mBHI-p3,13681,8258
C5-e003Coalescence-mBHI-p3,13322,8119
D9-e003Coalescence-mGAM-p5,13637,8254
C9-e003Coalescence-mBHI-p3,13670,8290
D10-e003Coalescence-mGAM-p5,13683,8300
C8-e003Coalescence-mBHI-p7,13584,8216
B11-e003Assembly-mGAM-p5,13419,7871
G3-e004Assembly-epsilon-p7,11987,7751
B4-e003Coalescence-mGAM-p5,13332,8103
D4-e003Coalescence-mGAM-p5,13668,8292
C3-e004Assembly-mBHI-p7,12118,7806
B5-e003Coalescence-mGAM-p5,13680,8279
B5-e003Coalescence-Inoculumn-mBHI,13679,8283
G3-e004Assembly-epsilon-p3,10922,7181
C2-e003Coalescence-mGAM-p3,13393,8170
B5-e003Coalescence-mGAM-p7,13641,8216
D8-e003Coalescence-mBHI-p5,13668,8245
E5-e004Assembly-mGAM-p7,12708,7832
C10-e003Assembly-mGAM-p3,13005,8122
B10-e003Coalescence-mBHI-p5,13682,8297
D5-e003Coalescence-Inoculumn-mGAM,13597,8083
B3-e004Assembly-mBHI-p5,12072,7796
B5-e003Coalescence-mBHI-p3,13668,8281
G4-e004Assembly-epsilon-p5,11949,6968
C4-e003Coalescence-mGAM-p5,13404,8215
C5-e003Coalescence-mGAM-p7,13666,8284
C5-e003Coalescence-mBHI-inoculumn-redo,13681,8300
A2-e003Coalescence-mBHI-p7,5132,2892
A10-e003Coalescence-mBHI-p5,13516,8159
B8-e003Assembly-mGAM-p3,12888,7785
A4-e003Coalescence-mGAM-p5,13665,8232
D5-e003Coalescence-mBHI-p5,13343,8137
D4-e003Coalescence-mGAM-p7,13683,8299
E4-e004Assembly-mGAM-p3,13578,8191
A8-e003Coalescence-mBHI-p7,13538,8201
E3-e004Assembly-mGAM-p7,12182,7830
B9-e003GlycerolRevival-mGAM-p2,13630,8128
C4-e003Coalescence-mGAM-p3,13638,8293
B2-e003Coalescence-Inoculumn-mGAM,13624,8232
D5-e003Coalescence-mGAM-p7,13244,7766
C5-e003Coalescence-mBHI-p5,13479,8211
C5-e003Coalescence-mGAM-p3,13413,8197
D9-e003Assembly-mGAM-p5,8020,5379
B12-e003Coalescence-mGAM-p3,13584,8092
A11-e003Coalescence-mBHI-p7,13597,8119
A3-e003Coalescence-Inoculumn-mGAM,13620,8207
D10-e003Assembly-mGAM-p3,13448,8254
C3-e003Coalescence-mGAM-p5,13342,8183
B4-e004Assembly-mBHI-p5,13591,8192
C10-e003GlycerolRevival-mGAM-p2,13004,8136
