,B3-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
B2-e003Assembly-mBHI-p3,13544,22042
F4-e004Assembly-epsilon-p7,11725,18896
D9-e003Coalescence-mBHI-p5,15001,24328
C4-e003Coalescence-Inoculumn-mGAM,15048,24397
D4-e003Coalescence-mGAM-p3,15058,24404
B9-e003Coalescence-mBHI-p7,14876,24147
A2-e003Coalescence-mGAM-p5,14879,23954
D11-e003Assembly-mGAM-p5,11711,19360
C3-e003Coalescence-mGAM-p7,15060,24417
B11-e003GlycerolRevival-mGAM-p2,14440,23543
C5-e004Assembly-mBHI-p7,8248,13017
B3-e003Coalescence-mGAM-p5,14741,24302
D9-e003Coalescence-mBHI-p7,14985,24299
B10-e003Assembly-mGAM-p3,13746,23128
D3-e004Assembly-mGAM-p5,13433,22735
C5-e003Coalescence-mBHI-p7,15056,24406
D12-e003Coalescence-mBHI-p3,12670,20428
D4-e004Assembly-mGAM-p7,14990,24168
C11-e003Coalescence-mGAM-p7,15060,24416
C11-e003Assembly-mGAM-p3,14954,24255
D10-e003Coalescence-mBHI-p7,15050,24391
C9-e003Coalescence-mBHI-p7,15046,24295
A2-e003Coalescence-mBHI-p3,9491,15325
B8-e003Coalescence-mGAM-p5,15046,24385
C3-e004Assembly-mBHI-p3,13377,22675
C11-e003Assembly-mGAM-p5,14936,24247
B10-e003GlycerolRevival-mGAM-p2,15002,24340
B3-e003Coalescence-mBHI-p5,14268,23918
C2-e003Coalescence-mBHI-inoculumn-redo,15049,24351
A8-e003Coalescence-mGAM-p7,14901,24027
C11-e003GlycerolRevival-mGAM-p2,14993,24332
B2-e003Coalescence-Inoculumn-mBHI,11473,20189
A11-e003Coalescence-mBHI-p5,15007,24300
C10-e003Coalescence-mGAM-p5,15060,24385
C4-e003Assembly-mBHI-p5,14521,24196
C9-e003Assembly-mGAM-p5,12358,21172
A5-e003Coalescence-Inoculumn-mGAM,14926,24090
D4-e003Coalescence-Inoculumn-mGAM,14916,24247
A2-e003Coalescence-mBHI-p5,10722,17311
B5-e004Assembly-mBHI-p5,14817,23828
C5-e003Assembly-mBHI-p5,14563,23558
C10-e003Coalescence-mBHI-p5,14686,23908
B9-e003Coalescence-mBHI-p3,14828,24073
C3-e003Coalescence-mBHI-inoculumn-redo,15057,24411
B5-e003Coalescence-mGAM-p3,14826,24135
BK-Fecal,13088,22025
A5-e003Coalescence-mBHI-p3,8598,14138
C4-e004Assembly-mBHI-p7,14929,24100
A4-e003Coalescence-mBHI-p3,6143,10982
C9-e003GlycerolRevival-mGAM-p2,13433,22822
B4-e004Assembly-mBHI-p3,14974,24140
F3-e004Assembly-epsilon-p5,8478,14724
C9-e003Coalescence-mGAM-p5,15037,24331
A2-e003Coalescence-mBHI-inoculumn-redo,14082,22871
C2-e003Coalescence-mGAM-p5,15048,24335
B8-e003GlycerolRevival-mGAM-p2,14866,23974
C8-e003Coalescence-mBHI-p5,14937,24102
B8-e003Coalescence-mGAM-p7,15038,24382
B4-e003Coalescence-Inoculumn-mBHI,15060,24398
D2-e003Coalescence-Inoculumn-mGAM,14934,24060
B8-e003Coalescence-mBHI-p7,14982,24309
B3-e004Assembly-mBHI-p3,13364,22659
D3-e003Coalescence-Inoculumn-mGAM,15007,24342
B11-e003Coalescence-mBHI-p3,14959,24249
C5-e003Coalescence-Inoculumn-mGAM,15060,24415
C4-e003Coalescence-mBHI-p5,15057,24372
G3-e004Assembly-epsilon-p5,13181,22418
BC-Fecal,4911,9073
e004-inoculumn-fecal-BE,7962,12987
A11-e003Coalescence-mBHI-p3,15051,24393
B4-e004Assembly-mBHI-p7,14933,24095
A4-e003Coalescence-Inoculumn-mGAM,15051,24396
B4-e003Coalescence-mBHI-p3,10777,17092
A5-e003Coalescence-Inoculumn-mBHI,14746,23985
A9-e003Coalescence-mGAM-p5,15023,24366
C10-e003Coalescence-mGAM-p7,15060,24379
F3-e004Assembly-epsilon-p7,10212,17799
A11-e003Coalescence-mGAM-p3,15033,24369
C10-e003Coalescence-mBHI-p3,15055,24361
D2-e003Coalescence-mBHI-p3,14999,24314
C5-e003GlycerolRevival-mBHI-p2,14915,24184
H5-e003Coalescence-mBHI-p5_S40,15024,24353
E2-e003Coalescence-mGAM-p7_S145,14830,23914
G5-e003Coalescence-mBHI-p7_S124,15056,24365
H111-e003Coalescence-mGAM-p7_S188,14976,24300
H4-e003Coalescence-mGAM-p7_S183,15057,24408
F5-e003Coalescence-mGAM-p5_S64,14834,24057
F5-e003Coalescence-mGAM-p7_S160,14891,24258
F8-e003Coalescence-mBHI-p3_S117,14847,24192
H3-e003Coalescence-mBHI-p3_S46,14754,24296
H2-e003Coalescence-mBHI-p7_S133,14788,23945
E5-e003Coalescence-mBHI-p3_S12,14917,24200
F100-e003Coalescence-mGAM-p7_S163,14567,23691
F9-e003Coalescence-mBHI-p5_S18,14865,24141
H3-e003Coalescence-mBHI-p7_S134,14861,24228
E3-e003Coalescence-mGAM-p3_S58,14079,24055
G4-e003Coalescence-mBHI-p5_S27,15046,24199
E8-e003Coalescence-mBHI-p5_S5,14828,23920
G2-e003Coalescence-mBHI-p3_S33,7934,15012
E9-e003Coalescence-mBHI-p5_S6,14906,24193
H111-e003Coalescence-mBHI-p3_S144,15027,24361
G111-e003Coalescence-mGAM-p5_S80,15052,24391
G100-e003Coalescence-mGAM-p3_S179,15041,24302
F111-e003Coalescence-mGAM-p5_S68,14793,24142
G111-e003Coalescence-mBHI-p5_S32,15022,24373
G5-e003Coalescence-mBHI-p3_S36,15035,24270
H2-e003Coalescence-mGAM-p7_S181,15044,24408
H9-e003Coalescence-mGAM-p3_S190,14352,23362
E3-e003Coalescence-mBHI-p3_S10,3589,7514
H2-e003Coalescence-mGAM-p5_S85,14618,23774
G8-e003Coalescence-mGAM-p3_S177,15057,24373
F2-e003Coalescence-mGAM-p7_S157,14333,24166
H3-e003Coalescence-mGAM-p3_S94,14827,24141
H4-e003Coalescence-mGAM-p3_S95,14818,23610
E5-e003Coalescence-mBHI-p7_S100,14897,24178
G111-e003Coalescence-mBHI-p3_S132,5806,9635
F3-e003Coalescence-mGAM-p3_S70,14216,23956
E100-e003Coalescence-mBHI-p7_S103,14850,23847
F9-e003Coalescence-mGAM-p5_S66,14956,24278
G111-e003Coalescence-mGAM-p7_S176,14618,23128
H100-e003Coalescence-mGAM-p7_S187,15044,24369
E100-e003Coalescence-mGAM-p3_S155,15038,24216
E3-e003Coalescence-mGAM-p5_S50,14376,24179
F5-e003Coalescence-mGAM-p3_S72,14399,23630
E9-e003Coalescence-mBHI-p7_S102,14913,24249
E5-e003Coalescence-mBHI-p5_S4,14859,24062
F111-e003Coalescence-mGAM-p7_S164,14470,23747
E111-e003Coalescence-mBHI-p5_S8,15008,24339
H100-e003Coalescence-mBHI-p5_S43,15033,24370
F2-e003Coalescence-mGAM-p5_S61,14378,24217
F5-e003Coalescence-mBHI-p5_S16,14903,24249
F8-e003Coalescence-mGAM-p5_S65,14985,24322
H8-e003Coalescence-mBHI-p7_S137,15006,24250
G9-e003Coalescence-mGAM-p5_S78,15048,24312
E2-e003Coalescence-mBHI-p5_S1,7709,12312
E2-e003Coalescence-mBHI-p3_S9,11085,17842
G8-e003Coalescence-mGAM-p5_S77,15050,24342
G3-e003Coalescence-mBHI-p3_S34,14942,23632
G100-e003Coalescence-mBHI-p5_S31,15019,24202
F9-e003Coalescence-mBHI-p3_S118,10234,17222
E111-e003Coalescence-mBHI-p3_S108,14811,24037
F8-e003Coalescence-mGAM-p3_S165,11798,19229
G3-e003Coalescence-mBHI-p5_S26,15003,24044
G5-e003Coalescence-mBHI-p5_S28,15060,24402
H111-e003Coalescence-mGAM-p5_S92,14912,24234
G4-e003Coalescence-mBHI-p3_S35,15045,24279
H9-e003Coalescence-mGAM-p5_S90,14891,24155
H2-e003Coalescence-mBHI-p3_S45,14978,24258
E8-e003Coalescence-mBHI-p7_S101,14867,23990
E4-e003Coalescence-mBHI-p5_S3,14278,24154
H2-e003Coalescence-mGAM-p3_S93,14995,24279
E4-e003Coalescence-mGAM-p5_S51,15023,23943
G9-e003Coalescence-mGAM-p7_S174,15038,24246
E8-e003Coalescence-mGAM-p3_S153,15042,24251
G111-e003Coalescence-mGAM-p3_S180,15050,24388
G5-e003Coalescence-mGAM-p3_S84,15050,24286
H8-e003Coalescence-mBHI-p5_S41,15018,24361
E100-e003Coalescence-mBHI-p5_S7,14908,24031
G100-e003Coalescence-mGAM-p7_S175,14921,23591
F9-e003Coalescence-mGAM-p7_S162,14928,24253
F8-e003Coalescence-mGAM-p7_S161,14962,24305
F3-e003Coalescence-mBHI-p3_S22,13772,23726
G3-e003Coalescence-mBHI-p7_S122,14659,23744
G5-e003Coalescence-mGAM-p5_S76,15057,24377
G5-e003Coalescence-mGAM-p7_S172,15057,24370
G4-e003Coalescence-mGAM-p5_S75,14732,24282
G8-e003Coalescence-mBHI-p3_S129,14907,24001
E5-e003Coalescence-mGAM-p3_S60,14943,24171
G2-e003Coalescence-mGAM-p5_S73,15024,23967
E5-e003Coalescence-mGAM-p7_S148,15034,24366
H9-e003Coalescence-mGAM-p7_S186,14960,24333
E100-e003Coalescence-mGAM-p5_S55,15042,24292
E8-e003Coalescence-mGAM-p5_S53,14849,23916
H5-e003Coalescence-mGAM-p3_S96,14930,24226
G4-e003Coalescence-mGAM-p3_S83,15049,24350
F4-e003Coalescence-mBHI-p7_S111,14089,22312
H3-e003Coalescence-mGAM-p7_S182,14982,24309
H5-e003Coalescence-mGAM-p5_S88,14927,24229
F4-e003Coalescence-mGAM-p5_S63,15021,24134
G4-e003Coalescence-mGAM-p7_S171,14690,24263
H8-e003Coalescence-mGAM-p5_S89,14958,24277
F3-e003Coalescence-mBHI-p5_S14,13284,23120
F100-e003Coalescence-mBHI-p7_S115,15030,24337
E3-e003Coalescence-mGAM-p7_S146,13693,23494
F100-e003Coalescence-mGAM-p3_S167,13496,22949
G100-e003Coalescence-mBHI-p3_S131,14741,23763
G4-e003Coalescence-mBHI-p7_S123,15039,24136
E9-e003Coalescence-mGAM-p3_S154,15001,24337
F3-e003Coalescence-mGAM-p5_S62,13464,23237
H4-e003Coalescence-mBHI-p7_S135,15057,24389
E3-e003Coalescence-mBHI-p5_S2,6977,11500
G111-e003Coalescence-mBHI-p7_S128,15008,24349
H3-e003Coalescence-mBHI-p5_S38,14982,24382
G3-e003Coalescence-mGAM-p3_S82,15007,24180
F111-e003Coalescence-mGAM-p3_S168,14917,24242
F3-e003Coalescence-mGAM-p7_S158,12212,21483
F8-e003Coalescence-mBHI-p7_S113,14828,24067
G2-e003Coalescence-mBHI-p7_S121,4034,8149
H4-e003Coalescence-mBHI-p3_S47,15052,24382
F3-e003Coalescence-mBHI-p7_S110,4958,9612
F100-e003Coalescence-mGAM-p5_S67,14125,23396
G8-e003Coalescence-mBHI-p7_S125,14910,24007
F4-e003Coalescence-mBHI-p5_S15,14997,24019
H111-e003Coalescence-mBHI-p5_S44,14981,24315
E111-e003Coalescence-mBHI-p7_S104,14978,24295
E2-e003Coalescence-mGAM-p3_S57,14718,23747
F2-e003Coalescence-mBHI-p5_S13,14299,23189
F4-e003Coalescence-mBHI-p3_S23,8983,13041
F2-e003Coalescence-mGAM-p3_S69,14194,24074
E9-e003Coalescence-mGAM-p5_S54,14999,24356
G3-e003Coalescence-mGAM-p5_S74,15047,24395
E111-e003Coalescence-mGAM-p5_S56,14949,24279
G100-e003Coalescence-mGAM-p5_S79,15048,24308
H100-e003Coalescence-mGAM-p5_S91,14969,24366
G9-e003Coalescence-mBHI-p3_S130,15014,24117
E4-e003Coalescence-mGAM-p7_S147,15053,24326
E4-e003Coalescence-mGAM-p3_S59,15050,24311
H4-e003Coalescence-mBHI-p5_S39,15046,24357
F4-e003Coalescence-mGAM-p3_S71,15050,24401
H100-e003Coalescence-mBHI-p7_S139,15047,24362
G8-e003Coalescence-mBHI-p5_S29,14929,24052
G2-e003Coalescence-mBHI-p5_S25,13285,23031
G8-e003Coalescence-mGAM-p7_S173,15054,24375
E2-e003Coalescence-mGAM-p5_S49,14760,23833
H9-e003Coalescence-mBHI-p5_S42,14908,24215
H111-e003Coalescence-mGAM-p3_S192,14922,24262
F5-e003Coalescence-mBHI-p3_S24,15009,24377
E8-e003Coalescence-mBHI-p3_S105,14723,23714
E8-e003Coalescence-mGAM-p7_S149,14859,23947
E9-e003Coalescence-mGAM-p7_S150,10675,17426
H5-e003Coalescence-mBHI-p7_S136,14859,24092
G9-e003Coalescence-mBHI-p5_S30,15055,24339
F111-e003Coalescence-mBHI-p7_S116,14896,24182
F5-e003Coalescence-mBHI-p7_S112,14900,24179
F4-e003Coalescence-mGAM-p7_S159,15044,24202
F111-e003Coalescence-mBHI-p3_S120,14436,23625
H3-e003Coalescence-mGAM-p5_S86,14868,24116
E4-e003Coalescence-mBHI-p7_S99,14271,24160
H4-e003Coalescence-mGAM-p5_S87,15052,24364
E100-e003Coalescence-mGAM-p7_S151,15043,24271
G9-e003Coalescence-mGAM-p3_S178,15060,24411
H9-e003Coalescence-mBHI-p7_S138,14586,23719
H8-e003Coalescence-mGAM-p7_S185,15011,24344
G2-e003Coalescence-mGAM-p3_S81,15057,24396
F111-e003Coalescence-mBHI-p5_S20,14586,23710
F8-e003Coalescence-mBHI-p5_S17,14958,24258
G100-e003Coalescence-mBHI-p7_S127,15052,24321
E5-e003Coalescence-mGAM-p5_S52,14976,24296
