,C4-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,5709,22481
C9-e003Coalescence-mGAM-p3,5686,22550
B5-e004Assembly-mBHI-p3,5331,21836
C11-e003Coalescence-mBHI-p3,5711,22539
D11-e003Coalescence-mBHI-p5,5717,22522
C9-e003Coalescence-mGAM-p7,5558,22400
C8-e003Coalescence-mGAM-p7,5605,22429
D10-e003Coalescence-mBHI-p3,5718,22588
F3-e004Assembly-epsilon-p3,4763,19839
B2-e003Coalescence-mBHI-p3,2282,9213
A8-e003Coalescence-mBHI-p3,5642,22311
A4-e003Coalescence-mBHI-p7,4858,21312
B9-e003Coalescence-mGAM-p5,5717,22581
A4-e003Coalescence-mBHI-inoculumn-redo,5572,22378
B3-e003Coalescence-mBHI-p3,5104,22104
D4-e003Coalescence-mBHI-p5,5696,22524
C2-e003Coalescence-mBHI-p5,3033,13747
B3-e004Assembly-mBHI-p7,5090,20948
B5-e004Assembly-mBHI-p7,5383,22010
D4-e003Coalescence-mBHI-p3,5648,22436
C4-e003GlycerolRevival-mBHI-p2,5050,22078
C5-e004Assembly-mBHI-p3,5261,21507
D10-e003Assembly-mGAM-p5,5009,21185
C3-e004Assembly-mBHI-p5,5062,20896
B8-e003Assembly-mGAM-p5,5622,22190
F4-e004Assembly-epsilon-p5,4321,16919
C4-e003Coalescence-mGAM-p7,5356,22433
B12-e003Coalescence-mBHI-p3,5569,21521
D3-e004Assembly-mGAM-p7,5095,20944
C8-e003Assembly-mGAM-p3,5586,21915
C3-e003Coalescence-mGAM-p3,5610,22525
B4-e003Assembly-mBHI-p5,5500,22264
D4-e004Assembly-mGAM-p5,5650,22402
D3-e003Coalescence-Inoculumn-mBHI,5668,22445
C8-e003Assembly-mGAM-p5,5012,19524
C3-e003Coalescence-mBHI-p7,5534,22363
D11-e003Coalescence-mGAM-p5,5705,22437
A11-e003Coalescence-mGAM-p7,5717,22563
B8-e003Coalescence-mBHI-p5,5716,22497
B10-e003Assembly-mGAM-p5,5047,21304
C2-e003Coalescence-mGAM-p7,5539,22322
D3-e003Coalescence-mBHI-p5,5697,22545
B11-e003Coalescence-mGAM-p3,5718,22561
C4-e003Coalescence-mBHI-inoculumn-redo,5523,22296
B5-e003Assembly-mBHI-p5,5704,22423
D2-e003Coalescence-mBHI-p5,5555,21616
D8-e003Assembly-mGAM-p5,5573,21867
D5-e003Coalescence-mGAM-p5,5662,22407
B5-e003Coalescence-mBHI-p5,5677,22486
D5-e003Coalescence-mBHI-p7,5715,22559
C9-e003Coalescence-mBHI-p5,5708,22591
A10-e003Coalescence-mBHI-p3,5305,21157
A5-e003Coalescence-mGAM-p3,5702,22447
A2-e003Coalescence-Inoculumn-mGAM,5641,22316
E5-e004Assembly-mGAM-p5,5368,21921
D8-e003Coalescence-mGAM-p5,5716,22526
A12-e003Coalescence-mGAM-p3,5638,21938
C2-e003Coalescence-mBHI-p3,5028,20311
C4-e004Assembly-mBHI-p5,5622,22323
D9-e003Coalescence-mGAM-p7,5249,21471
D4-e003Coalescence-mBHI-p7,5680,22528
D8-e003Assembly-mGAM-p3,5469,21503
E4-e004Assembly-mGAM-p7,5642,22340
E3-e004Assembly-mGAM-p3,5086,20939
B10-e003Coalescence-mGAM-p3,5506,22160
A9-e003Coalescence-mGAM-p7,5717,22565
D5-e004Assembly-mGAM-p5,5317,21741
B5-e003Coalescence-Inoculumn-mGAM,5705,22433
D10-e003Coalescence-mBHI-p5,5716,22572
D5-e003Coalescence-mBHI-p3,5690,22452
C5-e003Coalescence-mBHI-p3,5488,22240
D9-e003Coalescence-mGAM-p5,5699,22418
C9-e003Coalescence-mBHI-p3,5714,22588
D10-e003Coalescence-mGAM-p5,5718,22612
C8-e003Coalescence-mBHI-p7,5669,22388
B11-e003Assembly-mGAM-p5,5587,21615
G3-e004Assembly-epsilon-p7,5035,20775
B4-e003Coalescence-mGAM-p5,5484,22252
D4-e003Coalescence-mGAM-p5,5706,22603
C3-e004Assembly-mBHI-p7,5070,20905
B5-e003Coalescence-mGAM-p5,5693,22506
B5-e003Coalescence-Inoculumn-mBHI,5665,22432
G3-e004Assembly-epsilon-p3,4617,19238
C2-e003Coalescence-mGAM-p3,5544,22343
B5-e003Coalescence-mGAM-p7,5696,22434
D8-e003Coalescence-mBHI-p5,5703,22520
E5-e004Assembly-mGAM-p7,5132,21235
C10-e003Assembly-mGAM-p3,5049,21768
B10-e003Coalescence-mBHI-p5,5717,22607
D5-e003Coalescence-Inoculumn-mGAM,5718,22614
B3-e004Assembly-mBHI-p5,5051,20891
B5-e003Coalescence-mBHI-p3,5700,22547
G4-e004Assembly-epsilon-p5,4967,19361
C4-e003Coalescence-mGAM-p5,5568,22413
