,B3-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,368,2
C9-e003Coalescence-mGAM-p3,377,1
B5-e004Assembly-mBHI-p3,361,2
C11-e003Coalescence-mBHI-p3,368,2
D11-e003Coalescence-mBHI-p5,373,2
C9-e003Coalescence-mGAM-p7,371,2
C8-e003Coalescence-mGAM-p7,378,2
D10-e003Coalescence-mBHI-p3,376,2
F3-e004Assembly-epsilon-p3,329,1
B2-e003Coalescence-mBHI-p3,143,2
A8-e003Coalescence-mBHI-p3,376,2
A4-e003Coalescence-mBHI-p7,354,1
B9-e003Coalescence-mGAM-p5,378,2
A4-e003Coalescence-mBHI-inoculumn-redo,377,2
B3-e003Coalescence-mBHI-p3,368,1
D4-e003Coalescence-mBHI-p5,377,2
C2-e003Coalescence-mBHI-p5,242,1
B3-e004Assembly-mBHI-p7,350,1
B5-e004Assembly-mBHI-p7,370,2
D4-e003Coalescence-mBHI-p3,371,2
C4-e003GlycerolRevival-mBHI-p2,368,1
C5-e004Assembly-mBHI-p3,354,2
D10-e003Assembly-mGAM-p5,351,2
C3-e004Assembly-mBHI-p5,348,1
B8-e003Assembly-mGAM-p5,368,2
F4-e004Assembly-epsilon-p5,274,1
C4-e003Coalescence-mGAM-p7,372,1
B12-e003Coalescence-mBHI-p3,346,2
D3-e004Assembly-mGAM-p7,348,1
C8-e003Assembly-mGAM-p3,369,2
C3-e003Coalescence-mGAM-p3,376,1
B4-e003Assembly-mBHI-p5,367,2
D4-e004Assembly-mGAM-p5,374,2
D3-e003Coalescence-Inoculumn-mBHI,378,2
C8-e003Assembly-mGAM-p5,316,1
C3-e003Coalescence-mBHI-p7,368,2
D11-e003Coalescence-mGAM-p5,373,2
A11-e003Coalescence-mGAM-p7,378,2
B8-e003Coalescence-mBHI-p5,370,2
B10-e003Assembly-mGAM-p5,359,2
C2-e003Coalescence-mGAM-p7,367,2
D3-e003Coalescence-mBHI-p5,377,2
B11-e003Coalescence-mGAM-p3,377,2
C4-e003Coalescence-mBHI-inoculumn-redo,373,2
B5-e003Assembly-mBHI-p5,378,2
D2-e003Coalescence-mBHI-p5,344,2
D8-e003Assembly-mGAM-p5,369,2
D5-e003Coalescence-mGAM-p5,378,2
B5-e003Coalescence-mBHI-p5,374,2
D5-e003Coalescence-mBHI-p7,377,2
C9-e003Coalescence-mBHI-p5,378,2
A10-e003Coalescence-mBHI-p3,351,2
A5-e003Coalescence-mGAM-p3,374,2
A2-e003Coalescence-Inoculumn-mGAM,376,2
E5-e004Assembly-mGAM-p5,366,2
D8-e003Coalescence-mGAM-p5,376,2
A12-e003Coalescence-mGAM-p3,365,2
C2-e003Coalescence-mBHI-p3,346,1
C4-e004Assembly-mBHI-p5,363,2
D9-e003Coalescence-mGAM-p7,355,1
D4-e003Coalescence-mBHI-p7,378,2
D8-e003Assembly-mGAM-p3,366,2
E4-e004Assembly-mGAM-p7,372,2
E3-e004Assembly-mGAM-p3,349,1
B10-e003Coalescence-mGAM-p3,362,1
A9-e003Coalescence-mGAM-p7,371,2
D5-e004Assembly-mGAM-p5,364,2
B5-e003Coalescence-Inoculumn-mGAM,371,2
D10-e003Coalescence-mBHI-p5,375,2
D5-e003Coalescence-mBHI-p3,378,2
C5-e003Coalescence-mBHI-p3,372,2
D9-e003Coalescence-mGAM-p5,371,1
C9-e003Coalescence-mBHI-p3,378,2
D10-e003Coalescence-mGAM-p5,378,2
C8-e003Coalescence-mBHI-p7,374,2
B11-e003Assembly-mGAM-p5,351,1
G3-e004Assembly-epsilon-p7,345,1
B4-e003Coalescence-mGAM-p5,375,2
D4-e003Coalescence-mGAM-p5,378,2
C3-e004Assembly-mBHI-p7,345,1
B5-e003Coalescence-mGAM-p5,378,2
B5-e003Coalescence-Inoculumn-mBHI,378,2
G3-e004Assembly-epsilon-p3,311,1
C2-e003Coalescence-mGAM-p3,376,2
B5-e003Coalescence-mGAM-p7,378,2
D8-e003Coalescence-mBHI-p5,378,2
E5-e004Assembly-mGAM-p7,355,2
C10-e003Assembly-mGAM-p3,357,1
B10-e003Coalescence-mBHI-p5,378,2
D5-e003Coalescence-Inoculumn-mGAM,378,2
B3-e004Assembly-mBHI-p5,344,1
B5-e003Coalescence-mBHI-p3,377,2
G4-e004Assembly-epsilon-p5,300,2
C4-e003Coalescence-mGAM-p5,372,2
C5-e003Coalescence-mGAM-p7,378,2
C5-e003Coalescence-mBHI-inoculumn-redo,378,2
A2-e003Coalescence-mBHI-p7,121,0
A10-e003Coalescence-mBHI-p5,367,2
B8-e003Assembly-mGAM-p3,345,2
A4-e003Coalescence-mGAM-p5,364,2
D5-e003Coalescence-mBHI-p5,372,2
D4-e003Coalescence-mGAM-p7,378,2
E4-e004Assembly-mGAM-p3,373,2
A8-e003Coalescence-mBHI-p7,372,2
E3-e004Assembly-mGAM-p7,352,1
B9-e003GlycerolRevival-mGAM-p2,371,2
C4-e003Coalescence-mGAM-p3,377,1
B2-e003Coalescence-Inoculumn-mGAM,376,2
D5-e003Coalescence-mGAM-p7,352,1
C5-e003Coalescence-mBHI-p5,378,2
C5-e003Coalescence-mGAM-p3,378,2
D9-e003Assembly-mGAM-p5,204,1
B12-e003Coalescence-mGAM-p3,349,1
A11-e003Coalescence-mBHI-p7,377,2
A3-e003Coalescence-Inoculumn-mGAM,374,2
D10-e003Assembly-mGAM-p3,370,1
C3-e003Coalescence-mGAM-p5,372,2
B4-e004Assembly-mBHI-p5,372,2
C10-e003GlycerolRevival-mGAM-p2,362,2
D3-e003Assembly-mBHI-p5,139,1
A10-e003Coalescence-mGAM-p3,370,2
A9-e003Coalescence-mBHI-p3,372,2
A2-e003Coalescence-Inoculumn-mBHI,332,1
D3-e003Coalescence-mBHI-p7,365,2
C3-e003Coalescence-mBHI-p5,358,1
D11-e003Assembly-mGAM-p3,365,2
D2-e003Assembly-mBHI-p3,348,2
A9-e003Coalescence-mBHI-p5,360,2
D5-e003Coalescence-Inoculumn-mBHI,378,2
B2-e003Coalescence-mGAM-p3,357,1
B4-e003Assembly-mBHI-p3,365,2
C11-e003Coalescence-mGAM-p5,378,2
G4-e004Assembly-epsilon-p3,350,2
B3-e003Coalescence-Inoculumn-mBHI,338,1
A8-e003Coalescence-mBHI-p5,373,2
D5-e004Assembly-mGAM-p7,363,2
D9-e003Coalescence-mBHI-p3,310,1
D5-e003Assembly-mBHI-p5,359,2
A5-e003Coalescence-mBHI-p7,357,2
BG-Fecal,209,2
D2-e003Coalescence-mGAM-p5,378,2
B9-e003Assembly-mGAM-p5,369,2
D3-e003Coalescence-mGAM-p3,375,2
D9-e003Coalescence-mGAM-p3,378,2
D3-e003Coalescence-mGAM-p5,378,2
C10-e003Coalescence-mGAM-p3,371,2
A5-e003Coalescence-mBHI-inoculumn-redo,378,2
B11-e003Assembly-mGAM-p3,363,2
B9-e003Coalescence-mGAM-p7,377,2
B11-e003Coalescence-mGAM-p7,354,1
C3-e003Coalescence-Inoculumn-mGAM,378,2
B5-e003Coalescence-mBHI-p7,367,2
A3-e003Coalescence-mGAM-p7,365,1
D4-e003Coalescence-Inoculumn-mBHI,378,2
A4-e003Coalescence-mBHI-p5,349,1
B3-e003Coalescence-mBHI-p7,307,1
D10-e003Coalescence-mGAM-p7,378,2
C12-e003Coalescence-mGAM-p3,378,2
C11-e003Coalescence-mGAM-p3,378,2
D5-e004Assembly-mGAM-p3,369,2
A10-e003Coalescence-mBHI-p7,375,2
C10-e003Coalescence-mBHI-p7,368,2
B9-e003Coalescence-mBHI-p5,368,2
F4-e004Assembly-epsilon-p3,229,2
B10-e003Coalescence-mBHI-p3,374,2
C11-e003Coalescence-mBHI-p5,376,2
A2-e003Coalescence-mGAM-p7,371,2
C5-e003Assembly-mBHI-p3,372,2
E3-e004Assembly-mGAM-p5,350,1
C3-e003GlycerolRevival-mBHI-p2,192,0
D10-e003Coalescence-mGAM-p3,378,2
B10-e003Coalescence-mGAM-p7,372,2
C4-e004Assembly-mBHI-p3,359,2
A9-e003Coalescence-mBHI-p7,375,2
C2-e003Coalescence-Inoculumn-mGAM,378,2
B3-e003Coalescence-Inoculumn-mGAM,378,2
D11-e003Coalescence-mGAM-p7,368,2
D5-e003Coalescence-mGAM-p3,378,2
D4-e004Assembly-mGAM-p3,375,1
E4-e004Assembly-mGAM-p5,375,2
E5-e004Assembly-mGAM-p3,355,2
D2-e003Coalescence-Inoculumn-mBHI,378,2
B4-e003Coalescence-Inoculumn-mGAM,378,2
A10-e003Coalescence-mGAM-p7,378,2
B2-e003Assembly-mBHI-p3,340,2
F4-e004Assembly-epsilon-p7,264,2
D9-e003Coalescence-mBHI-p5,369,2
C4-e003Coalescence-Inoculumn-mGAM,376,2
D4-e003Coalescence-mGAM-p3,378,2
B9-e003Coalescence-mBHI-p7,353,2
A2-e003Coalescence-mGAM-p5,370,2
D11-e003Assembly-mGAM-p5,235,0
C3-e003Coalescence-mGAM-p7,372,2
B11-e003GlycerolRevival-mGAM-p2,347,2
C5-e004Assembly-mBHI-p7,195,1
B3-e003Coalescence-mGAM-p5,369,1
D9-e003Coalescence-mBHI-p7,372,2
B10-e003Assembly-mGAM-p3,353,2
D3-e004Assembly-mGAM-p5,352,1
C5-e003Coalescence-mBHI-p7,377,2
D12-e003Coalescence-mBHI-p3,252,1
D4-e004Assembly-mGAM-p7,375,2
C11-e003Coalescence-mGAM-p7,378,2
C11-e003Assembly-mGAM-p3,371,2
D10-e003Coalescence-mBHI-p7,375,2
C9-e003Coalescence-mBHI-p7,373,2
A2-e003Coalescence-mBHI-p3,217,0
B8-e003Coalescence-mGAM-p5,378,2
