,C4-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
C11-e003Coalescence-mGAM-p7,30399,8209
C11-e003Assembly-mGAM-p3,30294,8080
D10-e003Coalescence-mBHI-p7,30379,8196
C9-e003Coalescence-mBHI-p7,30100,8196
A2-e003Coalescence-mBHI-p3,19113,4983
B8-e003Coalescence-mGAM-p5,30384,8192
C3-e004Assembly-mBHI-p3,27802,7729
C11-e003Assembly-mGAM-p5,30259,8030
B10-e003GlycerolRevival-mGAM-p2,30030,8153
B3-e003Coalescence-mBHI-p5,28730,7839
C2-e003Coalescence-mBHI-inoculumn-redo,30124,8195
A8-e003Coalescence-mGAM-p7,29925,8140
C11-e003GlycerolRevival-mGAM-p2,30358,8129
B2-e003Coalescence-Inoculumn-mBHI,24228,6425
A11-e003Coalescence-mBHI-p5,30319,8155
C10-e003Coalescence-mGAM-p5,30212,8203
C4-e003Assembly-mBHI-p5,29125,7978
C9-e003Assembly-mGAM-p5,25759,7039
A5-e003Coalescence-Inoculumn-mGAM,30057,8160
D4-e003Coalescence-Inoculumn-mGAM,29992,8120
A2-e003Coalescence-mBHI-p5,21515,5609
B5-e004Assembly-mBHI-p5,29326,8032
C5-e003Assembly-mBHI-p5,29476,7814
C10-e003Coalescence-mBHI-p5,29495,8075
B9-e003Coalescence-mBHI-p3,30037,7984
C3-e003Coalescence-mBHI-inoculumn-redo,30309,8204
B5-e003Coalescence-mGAM-p3,30082,8017
BK-Fecal,27335,7221
A5-e003Coalescence-mBHI-p3,17651,4572
C4-e004Assembly-mBHI-p7,29967,8088
A4-e003Coalescence-mBHI-p3,13050,3635
C9-e003GlycerolRevival-mGAM-p2,27717,7608
B4-e004Assembly-mBHI-p3,30010,8123
F3-e004Assembly-epsilon-p5,17776,4985
C9-e003Coalescence-mGAM-p5,30223,8175
A2-e003Coalescence-mBHI-inoculumn-redo,28527,7637
C2-e003Coalescence-mGAM-p5,30088,8192
B8-e003GlycerolRevival-mGAM-p2,29867,8100
C8-e003Coalescence-mBHI-p5,30043,8159
B8-e003Coalescence-mGAM-p7,30384,8189
B4-e003Coalescence-Inoculumn-mBHI,30105,8205
D2-e003Coalescence-Inoculumn-mGAM,30002,8131
B8-e003Coalescence-mBHI-p7,30323,8121
B3-e004Assembly-mBHI-p3,27778,7712
D3-e003Coalescence-Inoculumn-mGAM,30359,8135
B11-e003Coalescence-mBHI-p3,30247,8096
C5-e003Coalescence-Inoculumn-mGAM,30380,8206
C4-e003Coalescence-mBHI-p5,29974,8200
G3-e004Assembly-epsilon-p5,27447,7571
BC-Fecal,10861,2898
e004-inoculumn-fecal-BE,15991,3997
A11-e003Coalescence-mBHI-p3,30397,8190
B4-e004Assembly-mBHI-p7,29977,8097
A4-e003Coalescence-Inoculumn-mGAM,30361,8204
B4-e003Coalescence-mBHI-p3,21221,6238
A5-e003Coalescence-Inoculumn-mBHI,30053,7934
A9-e003Coalescence-mGAM-p5,30374,8170
C10-e003Coalescence-mGAM-p7,30244,8205
F3-e004Assembly-epsilon-p7,21601,5978
A11-e003Coalescence-mGAM-p3,30375,8171
C10-e003Coalescence-mBHI-p3,30182,8201
D2-e003Coalescence-mBHI-p3,30357,8106
C5-e003GlycerolRevival-mBHI-p2,30310,8120
H5-e003Coalescence-mBHI-p5_S40,30373,8062
E2-e003Coalescence-mGAM-p7_S145,29734,8026
G5-e003Coalescence-mBHI-p7_S124,30379,8200
H111-e003Coalescence-mGAM-p7_S188,30319,8066
H4-e003Coalescence-mGAM-p7_S183,30399,8209
F5-e003Coalescence-mGAM-p5_S64,30100,8012
F5-e003Coalescence-mGAM-p7_S160,30182,8104
F8-e003Coalescence-mBHI-p3_S117,30209,7933
H3-e003Coalescence-mBHI-p3_S46,29563,8033
H2-e003Coalescence-mBHI-p7_S133,29951,7869
E5-e003Coalescence-mBHI-p3_S12,30217,7929
F100-e003Coalescence-mGAM-p7_S163,28981,8003
F9-e003Coalescence-mBHI-p5_S18,30174,7935
H3-e003Coalescence-mBHI-p7_S134,30174,7991
E3-e003Coalescence-mGAM-p3_S58,28785,7866
G4-e003Coalescence-mBHI-p5_S27,29253,8181
E8-e003Coalescence-mBHI-p5_S5,29805,8046
G2-e003Coalescence-mBHI-p3_S33,18058,4869
E9-e003Coalescence-mBHI-p5_S6,30243,7959
H111-e003Coalescence-mBHI-p3_S144,30361,8104
G111-e003Coalescence-mGAM-p5_S80,30386,8207
G100-e003Coalescence-mGAM-p3_S179,29751,8188
F111-e003Coalescence-mGAM-p5_S68,30156,7929
G111-e003Coalescence-mBHI-p5_S32,30367,8171
G5-e003Coalescence-mBHI-p3_S36,30200,8186
H2-e003Coalescence-mGAM-p7_S181,30394,8147
H9-e003Coalescence-mGAM-p3_S190,29251,7590
E3-e003Coalescence-mBHI-p3_S10,8860,2083
H2-e003Coalescence-mGAM-p5_S85,29824,7631
G8-e003Coalescence-mGAM-p3_S177,30284,8207
F2-e003Coalescence-mGAM-p7_S157,28911,7942
H3-e003Coalescence-mGAM-p3_S94,30099,8017
H4-e003Coalescence-mGAM-p3_S95,29117,8007
E5-e003Coalescence-mBHI-p7_S100,30205,7957
G111-e003Coalescence-mBHI-p3_S132,12067,2702
F3-e003Coalescence-mGAM-p3_S70,28959,7928
E100-e003Coalescence-mBHI-p7_S103,29728,8081
F9-e003Coalescence-mGAM-p5_S66,30311,8027
G111-e003Coalescence-mGAM-p7_S176,28308,7899
H100-e003Coalescence-mGAM-p7_S187,30318,8198
E100-e003Coalescence-mGAM-p3_S155,29545,8187
E3-e003Coalescence-mGAM-p5_S50,28991,7953
F5-e003Coalescence-mGAM-p3_S72,29460,7778
E9-e003Coalescence-mBHI-p7_S102,30288,7997
E5-e003Coalescence-mBHI-p5_S4,30052,7930
F111-e003Coalescence-mGAM-p7_S164,29485,7758
E111-e003Coalescence-mBHI-p5_S8,30343,8079
H100-e003Coalescence-mBHI-p5_S43,30368,8184
F2-e003Coalescence-mGAM-p5_S61,29005,7955
F5-e003Coalescence-mBHI-p5_S16,30272,7990
F8-e003Coalescence-mGAM-p5_S65,30360,8106
H8-e003Coalescence-mBHI-p7_S137,30262,8104
G9-e003Coalescence-mGAM-p5_S78,29892,8185
E2-e003Coalescence-mBHI-p5_S1,15504,3832
E2-e003Coalescence-mBHI-p3_S9,22412,5807
G8-e003Coalescence-mGAM-p5_S77,30141,8198
G3-e003Coalescence-mBHI-p3_S34,28652,8117
G100-e003Coalescence-mBHI-p5_S31,29896,8183
F9-e003Coalescence-mBHI-p3_S118,21791,4880
E111-e003Coalescence-mBHI-p3_S108,30054,7887
F8-e003Coalescence-mGAM-p3_S165,24147,6038
G3-e003Coalescence-mBHI-p5_S26,29229,8152
G5-e003Coalescence-mBHI-p5_S28,30394,8208
H111-e003Coalescence-mGAM-p5_S92,30268,8003
G4-e003Coalescence-mBHI-p3_S35,29449,8177
H9-e003Coalescence-mGAM-p5_S90,30218,7945
H2-e003Coalescence-mBHI-p3_S45,30281,8027
E8-e003Coalescence-mBHI-p7_S101,29886,8077
E4-e003Coalescence-mBHI-p5_S3,28898,7924
H2-e003Coalescence-mGAM-p3_S93,30303,8091
E4-e003Coalescence-mGAM-p5_S51,28840,8159
G9-e003Coalescence-mGAM-p7_S174,29918,8181
E8-e003Coalescence-mGAM-p3_S153,29961,8192
G111-e003Coalescence-mGAM-p3_S180,30367,8202
G5-e003Coalescence-mGAM-p3_S84,29763,8181
H8-e003Coalescence-mBHI-p5_S41,30350,8117
E100-e003Coalescence-mBHI-p5_S7,29924,8148
G100-e003Coalescence-mGAM-p7_S175,28532,8121
F9-e003Coalescence-mGAM-p7_S162,30291,8002
F8-e003Coalescence-mGAM-p7_S161,30338,8053
F3-e003Coalescence-mBHI-p3_S22,28194,7698
G3-e003Coalescence-mBHI-p7_S122,28893,8033
G5-e003Coalescence-mGAM-p5_S76,30320,8208
G5-e003Coalescence-mGAM-p7_S172,30023,8198
G4-e003Coalescence-mGAM-p5_S75,29134,8056
G8-e003Coalescence-mBHI-p3_S129,29877,8123
E5-e003Coalescence-mGAM-p3_S60,30228,7987
G2-e003Coalescence-mGAM-p5_S73,28876,8159
E5-e003Coalescence-mGAM-p7_S148,30378,8113
H9-e003Coalescence-mGAM-p7_S186,30323,8084
E100-e003Coalescence-mGAM-p5_S55,30144,8195
E8-e003Coalescence-mGAM-p5_S53,29768,8066
H5-e003Coalescence-mGAM-p3_S96,30306,7991
G4-e003Coalescence-mGAM-p3_S83,29618,8185
F4-e003Coalescence-mBHI-p7_S111,27348,7820
H3-e003Coalescence-mGAM-p7_S182,30341,8087
H5-e003Coalescence-mGAM-p5_S88,30349,8075
F4-e003Coalescence-mGAM-p5_S63,29063,8162
G4-e003Coalescence-mGAM-p7_S171,29110,8028
H8-e003Coalescence-mGAM-p5_S89,30335,8018
F3-e003Coalescence-mBHI-p5_S14,27424,7502
F100-e003Coalescence-mBHI-p7_S115,30332,8168
E3-e003Coalescence-mGAM-p7_S146,28016,7626
F100-e003Coalescence-mGAM-p3_S167,27723,7669
G100-e003Coalescence-mBHI-p3_S131,29630,7889
G4-e003Coalescence-mBHI-p7_S123,29152,8171
E9-e003Coalescence-mGAM-p3_S154,30341,8125
F3-e003Coalescence-mGAM-p5_S62,27767,7560
H4-e003Coalescence-mBHI-p7_S135,30386,8205
E3-e003Coalescence-mBHI-p5_S2,14483,3493
G111-e003Coalescence-mBHI-p7_S128,30342,8153
H3-e003Coalescence-mBHI-p5_S38,30269,8139
G3-e003Coalescence-mGAM-p3_S82,29357,8165
F111-e003Coalescence-mGAM-p3_S168,30186,8082
F3-e003Coalescence-mGAM-p7_S158,25738,6984
F8-e003Coalescence-mBHI-p7_S113,30173,7873
G2-e003Coalescence-mBHI-p7_S121,9438,2557
H4-e003Coalescence-mBHI-p3_S47,30219,8195
F3-e003Coalescence-mBHI-p7_S110,11247,2877
F100-e003Coalescence-mGAM-p5_S67,28609,7865
G8-e003Coalescence-mBHI-p7_S125,29886,8115
F4-e003Coalescence-mBHI-p5_S15,29112,8156
H111-e003Coalescence-mBHI-p5_S44,30343,8064
E111-e003Coalescence-mBHI-p7_S104,30313,8070
E2-e003Coalescence-mGAM-p3_S57,29555,7955
F2-e003Coalescence-mBHI-p5_S13,28916,7668
F4-e003Coalescence-mBHI-p3_S23,16103,5125
F2-e003Coalescence-mGAM-p3_S69,28854,7894
E9-e003Coalescence-mGAM-p5_S54,30360,8094
G3-e003Coalescence-mGAM-p5_S74,29900,8191
E111-e003Coalescence-mGAM-p5_S56,30295,8032
G100-e003Coalescence-mGAM-p5_S79,29587,8191
H100-e003Coalescence-mGAM-p5_S91,30016,8159
G9-e003Coalescence-mBHI-p3_S130,29658,8162
E4-e003Coalescence-mGAM-p7_S147,29496,8183
E4-e003Coalescence-mGAM-p3_S59,29382,8188
H4-e003Coalescence-mBHI-p5_S39,30375,8201
F4-e003Coalescence-mGAM-p3_S71,29953,8192
H100-e003Coalescence-mBHI-p7_S139,30370,8186
G8-e003Coalescence-mBHI-p5_S29,29944,8148
G2-e003Coalescence-mBHI-p5_S25,27370,7515
G8-e003Coalescence-mGAM-p7_S173,30086,8201
E2-e003Coalescence-mGAM-p5_S49,29677,7973
H9-e003Coalescence-mBHI-p5_S42,30245,7969
H111-e003Coalescence-mGAM-p3_S192,30258,8008
F5-e003Coalescence-mBHI-p3_S24,30369,8155
E8-e003Coalescence-mBHI-p3_S105,29620,7914
E8-e003Coalescence-mGAM-p7_S149,29798,8087
E9-e003Coalescence-mGAM-p7_S150,21943,5365
H5-e003Coalescence-mBHI-p7_S136,30140,7923
G9-e003Coalescence-mBHI-p5_S30,30061,8197
F111-e003Coalescence-mBHI-p7_S116,30212,7950
F5-e003Coalescence-mBHI-p7_S112,30241,7988
F4-e003Coalescence-mGAM-p7_S159,29094,8168
F111-e003Coalescence-mBHI-p3_S120,29627,7680
H3-e003Coalescence-mGAM-p5_S86,30185,8039
E4-e003Coalescence-mBHI-p7_S99,28872,7939
H4-e003Coalescence-mGAM-p5_S87,29925,8197
E100-e003Coalescence-mGAM-p7_S151,29878,8184
G9-e003Coalescence-mGAM-p3_S178,30337,8208
H9-e003Coalescence-mBHI-p7_S138,29661,7795
H8-e003Coalescence-mGAM-p7_S185,30361,8123
G2-e003Coalescence-mGAM-p3_S81,29917,8191
F111-e003Coalescence-mBHI-p5_S20,29726,7651
F8-e003Coalescence-mBHI-p5_S17,30278,8006
G100-e003Coalescence-mBHI-p7_S127,29871,8194
E5-e003Coalescence-mGAM-p5_S52,30314,8048
