,A2-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,12466,11851
C9-e003Coalescence-mGAM-p3,12423,11879
B5-e004Assembly-mBHI-p3,12044,11525
C11-e003Coalescence-mBHI-p3,12471,11869
D11-e003Coalescence-mBHI-p5,12472,11864
C9-e003Coalescence-mGAM-p7,12252,11784
C8-e003Coalescence-mGAM-p7,12283,11813
D10-e003Coalescence-mBHI-p3,12481,11902
F3-e004Assembly-epsilon-p3,11086,10230
B2-e003Coalescence-mBHI-p3,4558,4753
A8-e003Coalescence-mBHI-p3,12375,11912
A4-e003Coalescence-mBHI-p7,11652,11062
B9-e003Coalescence-mGAM-p5,12480,11897
A4-e003Coalescence-mBHI-inoculumn-redo,12251,11772
B3-e003Coalescence-mBHI-p3,12075,11479
D4-e003Coalescence-mBHI-p5,12449,11873
C2-e003Coalescence-mBHI-p5,7412,7125
B3-e004Assembly-mBHI-p7,11701,10760
B5-e004Assembly-mBHI-p7,12156,11576
D4-e003Coalescence-mBHI-p3,12351,11818
C4-e003GlycerolRevival-mBHI-p2,12051,11468
C5-e004Assembly-mBHI-p3,11876,11336
D10-e003Assembly-mGAM-p5,12084,11023
C3-e004Assembly-mBHI-p5,11630,10726
B8-e003Assembly-mGAM-p5,12205,11891
F4-e004Assembly-epsilon-p5,9434,9112
C4-e003Coalescence-mGAM-p7,12316,11785
B12-e003Coalescence-mBHI-p3,12194,11383
D3-e004Assembly-mGAM-p7,11689,10766
C8-e003Assembly-mGAM-p3,11991,11773
C3-e003Coalescence-mGAM-p3,12355,11854
B4-e003Assembly-mBHI-p5,12170,11726
D4-e004Assembly-mGAM-p5,12285,11837
D3-e003Coalescence-Inoculumn-mBHI,12429,11792
C8-e003Assembly-mGAM-p5,10386,10773
C3-e003Coalescence-mBHI-p7,12226,11758
D11-e003Coalescence-mGAM-p5,12460,11821
A11-e003Coalescence-mGAM-p7,12479,11890
B8-e003Coalescence-mBHI-p5,12472,11850
B10-e003Assembly-mGAM-p5,12119,11085
C2-e003Coalescence-mGAM-p7,12190,11750
D3-e003Coalescence-mBHI-p5,12462,11879
B11-e003Coalescence-mGAM-p3,12479,11884
C4-e003Coalescence-mBHI-inoculumn-redo,12205,11737
B5-e003Assembly-mBHI-p5,12465,11834
D2-e003Coalescence-mBHI-p5,12048,11400
D8-e003Assembly-mGAM-p5,11964,11792
D5-e003Coalescence-mGAM-p5,12421,11775
B5-e003Coalescence-mBHI-p5,12459,11845
D5-e003Coalescence-mBHI-p7,12476,11885
C9-e003Coalescence-mBHI-p5,12477,11914
A10-e003Coalescence-mBHI-p3,11557,11407
A5-e003Coalescence-mGAM-p3,12430,11853
A2-e003Coalescence-Inoculumn-mGAM,12484,11924
E5-e004Assembly-mGAM-p5,12088,11526
D8-e003Coalescence-mGAM-p5,12477,11880
A12-e003Coalescence-mGAM-p3,12209,11644
C2-e003Coalescence-mBHI-p3,11301,10784
C4-e004Assembly-mBHI-p5,12267,11793
D9-e003Coalescence-mGAM-p7,11881,11155
D4-e003Coalescence-mBHI-p7,12429,11880
D8-e003Assembly-mGAM-p3,11715,11630
E4-e004Assembly-mGAM-p7,12263,11816
E3-e004Assembly-mGAM-p3,11678,10772
B10-e003Coalescence-mGAM-p3,12212,11622
A9-e003Coalescence-mGAM-p7,12479,11890
D5-e004Assembly-mGAM-p5,11952,11447
B5-e003Coalescence-Inoculumn-mGAM,12467,11826
D10-e003Coalescence-mBHI-p5,12475,11897
D5-e003Coalescence-mBHI-p3,12462,11823
C5-e003Coalescence-mBHI-p3,12170,11692
D9-e003Coalescence-mGAM-p5,12421,11787
C9-e003Coalescence-mBHI-p3,12473,11900
D10-e003Coalescence-mGAM-p5,12484,11922
C8-e003Coalescence-mBHI-p7,12428,11911
B11-e003Assembly-mGAM-p5,12174,11344
G3-e004Assembly-epsilon-p7,11624,10673
B4-e003Coalescence-mGAM-p5,12167,11731
D4-e003Coalescence-mGAM-p5,12472,11916
C3-e004Assembly-mBHI-p7,11638,10737
B5-e003Coalescence-mGAM-p5,12464,11853
B5-e003Coalescence-Inoculumn-mBHI,12434,11810
G3-e004Assembly-epsilon-p3,10718,9907
C2-e003Coalescence-mGAM-p3,12215,11766
B5-e003Coalescence-mGAM-p7,12437,11835
D8-e003Coalescence-mBHI-p5,12459,11904
E5-e004Assembly-mGAM-p7,11633,11172
C10-e003Assembly-mGAM-p3,11953,11408
B10-e003Coalescence-mBHI-p5,12483,11918
D5-e003Coalescence-Inoculumn-mGAM,12484,11924
B3-e004Assembly-mBHI-p5,11649,10732
B5-e003Coalescence-mBHI-p3,12467,11892
G4-e004Assembly-epsilon-p5,10737,10374
C4-e003Coalescence-mGAM-p5,12267,11789
C5-e003Coalescence-mGAM-p7,12446,11904
C5-e003Coalescence-mBHI-inoculumn-redo,12480,11914
A2-e003Coalescence-mBHI-p7,4335,4859
A10-e003Coalescence-mBHI-p5,12325,11899
B8-e003Assembly-mGAM-p3,11534,11485
A4-e003Coalescence-mGAM-p5,12476,11861
D5-e003Coalescence-mBHI-p5,12174,11737
D4-e003Coalescence-mGAM-p7,12483,11922
E4-e004Assembly-mGAM-p3,12252,11819
A8-e003Coalescence-mBHI-p7,12409,11913
E3-e004Assembly-mGAM-p7,11683,10768
B9-e003GlycerolRevival-mGAM-p2,12430,11759
C4-e003Coalescence-mGAM-p3,12441,11896
B2-e003Coalescence-Inoculumn-mGAM,12482,11924
D5-e003Coalescence-mGAM-p7,11846,11293
C5-e003Coalescence-mBHI-p5,12311,11812
C5-e003Coalescence-mGAM-p3,12264,11793
D9-e003Assembly-mGAM-p5,7927,7431
B12-e003Coalescence-mGAM-p3,12404,11706
A11-e003Coalescence-mBHI-p7,12276,11807
A3-e003Coalescence-Inoculumn-mGAM,12471,11918
D10-e003Assembly-mGAM-p3,12277,11617
C3-e003Coalescence-mGAM-p5,12229,11773
B4-e004Assembly-mBHI-p5,12264,11831
C10-e003GlycerolRevival-mGAM-p2,12181,11457
D3-e003Assembly-mBHI-p5,5191,4854
A10-e003Coalescence-mGAM-p3,12226,11770
A9-e003Coalescence-mBHI-p3,12478,11879
A2-e003Coalescence-Inoculumn-mBHI,10799,10890
D3-e003Coalescence-mBHI-p7,12471,11870
C3-e003Coalescence-mBHI-p5,11899,11525
D11-e003Assembly-mGAM-p3,12365,11692
D2-e003Assembly-mBHI-p3,11265,11375
A9-e003Coalescence-mBHI-p5,12434,11773
D5-e003Coalescence-Inoculumn-mBHI,12434,11791
B2-e003Coalescence-mGAM-p3,12015,11406
B4-e003Assembly-mBHI-p3,12286,11715
C11-e003Coalescence-mGAM-p5,12484,11924
G4-e004Assembly-epsilon-p3,11921,11520
B3-e003Coalescence-Inoculumn-mBHI,11645,11052
A8-e003Coalescence-mBHI-p5,12248,11898
D5-e004Assembly-mGAM-p7,12093,11543
D9-e003Coalescence-mBHI-p3,11726,10805
D5-e003Assembly-mBHI-p5,12427,11769
A5-e003Coalescence-mBHI-p7,12341,11548
BG-Fecal,7143,7067
D2-e003Coalescence-mGAM-p5,12484,11918
B9-e003Assembly-mGAM-p5,12318,11653
D3-e003Coalescence-mGAM-p3,12409,11857
D9-e003Coalescence-mGAM-p3,12478,11894
D3-e003Coalescence-mGAM-p5,12443,11789
C10-e003Coalescence-mGAM-p3,12310,11795
A5-e003Coalescence-mBHI-inoculumn-redo,12426,11798
B11-e003Assembly-mGAM-p3,11964,11335
B9-e003Coalescence-mGAM-p7,12480,11890
B11-e003Coalescence-mGAM-p7,11978,11285
C3-e003Coalescence-Inoculumn-mGAM,12483,11923
B5-e003Coalescence-mBHI-p7,12474,11885
A3-e003Coalescence-mGAM-p7,12125,11464
D4-e003Coalescence-Inoculumn-mBHI,12482,11918
A4-e003Coalescence-mBHI-p5,11950,11342
B3-e003Coalescence-mBHI-p7,10939,10434
D10-e003Coalescence-mGAM-p7,12484,11922
C12-e003Coalescence-mGAM-p3,12475,11898
C11-e003Coalescence-mGAM-p3,12484,11923
D5-e004Assembly-mGAM-p3,12277,11722
A10-e003Coalescence-mBHI-p7,12440,11914
C10-e003Coalescence-mBHI-p7,12431,11815
B9-e003Coalescence-mBHI-p5,12470,11859
F4-e004Assembly-epsilon-p3,7852,7641
B10-e003Coalescence-mBHI-p3,12461,11868
C11-e003Coalescence-mBHI-p5,12481,11907
A2-e003Coalescence-mGAM-p7,12134,11850
C5-e003Assembly-mBHI-p3,12414,11762
E3-e004Assembly-mGAM-p5,11675,10761
C3-e003GlycerolRevival-mBHI-p2,6843,6257
D10-e003Coalescence-mGAM-p3,12373,11841
B10-e003Coalescence-mGAM-p7,12069,11653
C4-e004Assembly-mBHI-p3,12277,11835
A9-e003Coalescence-mBHI-p7,12476,11893
C2-e003Coalescence-Inoculumn-mGAM,12480,11923
B3-e003Coalescence-Inoculumn-mGAM,12471,11843
D11-e003Coalescence-mGAM-p7,12456,11804
D5-e003Coalescence-mGAM-p3,12433,11789
D4-e004Assembly-mGAM-p3,12206,11787
E4-e004Assembly-mGAM-p5,12281,11837
E5-e004Assembly-mGAM-p3,11669,11127
D2-e003Coalescence-Inoculumn-mBHI,12425,11800
B4-e003Coalescence-Inoculumn-mGAM,12484,11923
A10-e003Coalescence-mGAM-p7,12237,11799
B2-e003Assembly-mBHI-p3,10819,11052
F4-e004Assembly-epsilon-p7,9568,9204
D9-e003Coalescence-mBHI-p5,12472,11844
C4-e003Coalescence-Inoculumn-mGAM,12464,11896
D4-e003Coalescence-mGAM-p3,12331,11836
B9-e003Coalescence-mBHI-p7,12406,11710
A2-e003Coalescence-mGAM-p5,12281,11900
D11-e003Assembly-mGAM-p5,9551,8528
C3-e003Coalescence-mGAM-p7,12244,11787
B11-e003GlycerolRevival-mGAM-p2,12093,11251
C5-e004Assembly-mBHI-p7,6682,6483
B3-e003Coalescence-mGAM-p5,12130,11503
D9-e003Coalescence-mBHI-p7,12458,11817
B10-e003Assembly-mGAM-p3,12061,11058
D3-e004Assembly-mGAM-p5,11691,10757
C5-e003Coalescence-mBHI-p7,12479,11910
D12-e003Coalescence-mBHI-p3,10420,9109
D4-e004Assembly-mGAM-p7,12296,11848
C11-e003Coalescence-mGAM-p7,12469,11920
C11-e003Assembly-mGAM-p3,12429,11823
D10-e003Coalescence-mBHI-p7,12477,11906
C9-e003Coalescence-mBHI-p7,12249,11771
A2-e003Coalescence-mBHI-p3,7323,7765
B8-e003Coalescence-mGAM-p5,12483,11919
C3-e004Assembly-mBHI-p3,11634,10740
C11-e003Assembly-mGAM-p5,12404,11764
B10-e003GlycerolRevival-mGAM-p2,12404,11839
B3-e003Coalescence-mBHI-p5,11882,11303
C2-e003Coalescence-mBHI-inoculumn-redo,12247,11761
A8-e003Coalescence-mGAM-p7,12365,11917
C11-e003GlycerolRevival-mGAM-p2,12464,11832
B2-e003Coalescence-Inoculumn-mBHI,9450,9703
A11-e003Coalescence-mBHI-p5,12416,11889
C10-e003Coalescence-mGAM-p5,12322,11813
C4-e003Assembly-mBHI-p5,12027,11427
C9-e003Assembly-mGAM-p5,10652,9984
A5-e003Coalescence-Inoculumn-mGAM,12465,11921
D4-e003Coalescence-Inoculumn-mGAM,12351,11816
A2-e003Coalescence-mBHI-p5,8180,8818
B5-e004Assembly-mBHI-p5,12104,11531
C5-e003Assembly-mBHI-p5,12050,11194
C10-e003Coalescence-mBHI-p5,12344,11640
B9-e003Coalescence-mBHI-p3,12359,11642
C3-e003Coalescence-mBHI-inoculumn-redo,12279,11779
B5-e003Coalescence-mGAM-p3,12345,11748
BK-Fecal,11116,10757
A5-e003Coalescence-mBHI-p3,7008,5939
C4-e004Assembly-mBHI-p7,12249,11815
A4-e003Coalescence-mBHI-p3,5457,5444
C9-e003GlycerolRevival-mGAM-p2,11509,10791
B4-e004Assembly-mBHI-p3,12278,11832
F3-e004Assembly-epsilon-p5,7510,6853
C9-e003Coalescence-mGAM-p5,12383,11837
A2-e003Coalescence-mBHI-inoculumn-redo,11506,11354
C2-e003Coalescence-mGAM-p5,12218,11757
B8-e003GlycerolRevival-mGAM-p2,12254,11907
C8-e003Coalescence-mBHI-p5,12457,11919
B8-e003Coalescence-mGAM-p7,12481,11907
B4-e003Coalescence-Inoculumn-mBHI,12238,11776
D2-e003Coalescence-Inoculumn-mGAM,12422,11917
B8-e003Coalescence-mBHI-p7,12454,11828
B3-e004Assembly-mBHI-p3,11660,10738
D3-e003Coalescence-Inoculumn-mGAM,12474,11872
B11-e003Coalescence-mBHI-p3,12448,11808
C5-e003Coalescence-Inoculumn-mGAM,12479,11921
C4-e003Coalescence-mBHI-p5,12212,11763
G3-e004Assembly-epsilon-p5,11440,10549
BC-Fecal,4486,4083
e004-inoculumn-fecal-BE,6503,6240
A11-e003Coalescence-mBHI-p3,12483,11922
B4-e004Assembly-mBHI-p7,12279,11799
A4-e003Coalescence-Inoculumn-mGAM,12483,11924
B4-e003Coalescence-mBHI-p3,9370,9006
A5-e003Coalescence-Inoculumn-mBHI,12275,11649
A9-e003Coalescence-mGAM-p5,12480,11904
C10-e003Coalescence-mGAM-p7,12306,11817
F3-e004Assembly-epsilon-p7,9025,8398
A11-e003Coalescence-mGAM-p3,12474,11915
C10-e003Coalescence-mBHI-p3,12377,11843
D2-e003Coalescence-mBHI-p3,12444,11828
C5-e003GlycerolRevival-mBHI-p2,12382,11739
H5-e003Coalescence-mBHI-p5_S40,12477,11865
E2-e003Coalescence-mGAM-p7_S145,12025,11896
G5-e003Coalescence-mBHI-p7_S124,12479,11887
H111-e003Coalescence-mGAM-p7_S188,12464,11792
H4-e003Coalescence-mGAM-p7_S183,12481,11906
F5-e003Coalescence-mGAM-p5_S64,12264,11697
F5-e003Coalescence-mGAM-p7_S160,12387,11809
F8-e003Coalescence-mBHI-p3_S117,12435,11578
H3-e003Coalescence-mBHI-p3_S46,12188,11535
H2-e003Coalescence-mBHI-p7_S133,12295,11537
