,C4-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
C12-e003Coalescence-mBHI-p3,0.064,0.87
C9-e003Coalescence-mGAM-p3,0.562,0.251
B5-e004Assembly-mBHI-p3,0.765,0.02793302691707263
C11-e003Coalescence-mBHI-p3,0.065,0.871
D11-e003Coalescence-mBHI-p5,0.003651879629979081,0.9977331748593432
C9-e003Coalescence-mGAM-p7,0.864,0.01100000000000001
C8-e003Coalescence-mGAM-p7,0.774,0.199
D10-e003Coalescence-mBHI-p3,0.104,0.832
F3-e004Assembly-epsilon-p3,0.04898686749985257,0.056445728361352095
B2-e003Coalescence-mBHI-p3,0.1469551005939609,0.8101253697011662
A8-e003Coalescence-mBHI-p3,0.0025462863464258763,0.9961889036417486
A4-e003Coalescence-mBHI-p7,0.034635906866092886,0.050062378707587535
B9-e003Coalescence-mGAM-p5,0.0008057628056803137,0.893
A4-e003Coalescence-mBHI-inoculumn-redo,0.935,0.04800000000000004
B3-e003Coalescence-mBHI-p3,0.0046186427830193204,0.006737478399807014
D4-e003Coalescence-mBHI-p5,0.538,0.43899999999999995
C2-e003Coalescence-mBHI-p5,0.12788575988807072,0.15478569557628244
B3-e004Assembly-mBHI-p7,0.0047996321274216686,0.00562939025768969
B5-e004Assembly-mBHI-p7,0.824,0.014875323386404495
D4-e003Coalescence-mBHI-p3,0.684,0.29400000000000004
C4-e003GlycerolRevival-mBHI-p2,0.004831234229112326,0.006813151696608076
C5-e004Assembly-mBHI-p3,0.862,0.021104296994211715
D10-e003Assembly-mGAM-p5,0.05,0.005896058686172373
C3-e004Assembly-mBHI-p5,0.007499325286464464,0.008798450121552618
B8-e003Assembly-mGAM-p5,0.004602339292562199,0.9929845092841524
F4-e004Assembly-epsilon-p5,0.062349228769233496,0.9099452652034368
C4-e003Coalescence-mGAM-p7,0.346,0.0029905997418341
B12-e003Coalescence-mBHI-p3,0.01646232097830962,0.9804907310818074
D3-e004Assembly-mGAM-p7,0.002212388019426746,0.002691540135423551
C8-e003Assembly-mGAM-p3,0.009361632565997875,0.9857030587333098
C3-e003Coalescence-mGAM-p3,0.71,0.004267139889254522
B4-e003Assembly-mBHI-p5,0.9947311194240884,0.002558627610229247
D4-e004Assembly-mGAM-p5,0.002033889986466864,0.9966383637361161
D3-e003Coalescence-Inoculumn-mBHI,0.042,0.908
C8-e003Assembly-mGAM-p5,0.03224210339250737,0.9507800334578101
C3-e003Coalescence-mBHI-p7,0.943,0.006777473931369089
D11-e003Coalescence-mGAM-p5,0.0061390882558014686,0.9966813859508361
A11-e003Coalescence-mGAM-p7,0.002734353918429365,0.9989310234723587
B8-e003Coalescence-mBHI-p5,0.0026891525280518113,0.9955517594116419
B10-e003Assembly-mGAM-p5,0.072,0.127
C2-e003Coalescence-mGAM-p7,0.9999351251284526,1.6666611998025695e-05
D3-e003Coalescence-mBHI-p5,0.010412732640208287,0.727
B11-e003Coalescence-mGAM-p3,0.001155736443000612,0.9993791573320133
C4-e003Coalescence-mBHI-inoculumn-redo,0.9991599447712606,0.00047873561045390893
B5-e003Assembly-mBHI-p5,0.008278851481811117,0.9969908521740568
D2-e003Coalescence-mBHI-p5,0.02267973480299864,0.9762993563010018
D8-e003Assembly-mGAM-p5,0.009351657918175936,0.9854234350849741
D5-e003Coalescence-mGAM-p5,0.0028456156897586587,0.9990624921116097
B5-e003Coalescence-mBHI-p5,0.011439176604383143,0.6599999999999999
D5-e003Coalescence-mBHI-p7,0.0042614633423111725,0.9985986216212531
C9-e003Coalescence-mBHI-p5,0.418,0.523
A10-e003Coalescence-mBHI-p3,0.06065717850276984,0.75
A5-e003Coalescence-mGAM-p3,0.009075357070080482,0.9923861054321572
