,A2-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
A11-e003Coalescence-mBHI-p1_S772,12455,12069
A11-e003Coalescence-mBHI-p3,12539,12072
A11-e003Coalescence-mBHI-p5,12469,12037
A11-e003Coalescence-mBHI-p7,12382,12004
A11-e003Coalescence-mGAM-p1_S776,12442,12054
A11-e003Coalescence-mGAM-p3,12535,12058
A11-e003Coalescence-mGAM-p7,12538,12034
A5-e003Coalescence-Inoculumn-mGAM,12523,12067
A_A8_A11_AF_AA_mGAM_mBHI_2_S8,12538,12069
A_D5_D8_AA_AF_mGAM_mBHI_2_S41,12540,12071
A_E8_A11_AF_AA_mGAM_mGAM_2_S56,12536,12048
A_H5_D8_AA_AF_mGAM_mGAM_2_S89,12507,11889
B_A12_A11_AF_AA_mGAM_mBHI_4_S108,12477,12062
B_A8_E11_AF_AA_mGAM_mBHI_2_S104,12275,11746
B_D5_H8_AA_AF_mGAM_mBHI_2_S137,12132,11638
B_D9_D8_AA_AF_mGAM_mBHI_4_S141,11305,11086
B_E12_A11_AF_AA_mGAM_mGAM_4_S156,12498,11921
B_E8_E11_AF_AA_mGAM_mGAM_2_S152,12538,12036
B_H5_H8_AA_AF_mGAM_mGAM_2_S185,12536,11983
B_H9_D8_AA_AF_mGAM_mGAM_4_S189,12474,11815
C_D5_D8_AA_AF_mGAM_mBHI_6_S233,12497,12046
C_E8_A11_AF_AA_mGAM_mGAM_6_S248,12542,12053
C_H5_D8_AA_AF_mGAM_mGAM_6_S281,12411,11710
Coalescence-B5-D8-AA-AF-mGAM-mGAM-7_S636,12525,11897
Coalescence-B6-E11-AA-AF-mGAM-mGAM-7_S637,12532,12044
Coalescence-C3-A11-AA-AF-mGAM-mGAM-5_S646,12535,12023
Coalescence-F1-D8-AA-AF-mGAM-mGAM-3_S680,12526,11948
Coalescence-F10-H8-AA-AF-mGAM-mGAM-3_S689,12540,12036
Coalescence-F3-E11-AA-AF-mGAM-mGAM-3_S682,12538,12050
D2-e003Coalescence-Inoculumn-mGAM,12479,12064
D8-e003Coalescence-mBHI-p1_S751,12399,12062
D8-e003Coalescence-mBHI-p5,12515,12054
D8-e003Coalescence-mGAM-p1_S755,12495,12073
D8-e003Coalescence-mGAM-p5,12533,12024
D_A12_E11_AF_AA_mGAM_mBHI_4_S300,12487,12044
D_A8_A11_AF_AA_mGAM_mBHI_6_S296,12494,12012
D_D5_D8_AA_AF_mGAM_mBHI_6_S329,12519,12068
D_D9_H8_AA_AF_mGAM_mBHI_4_S333,7700,7699
D_E12_E11_AF_AA_mGAM_mGAM_4_S348,12536,12027
D_E8_A11_AF_AA_mGAM_mGAM_6_S344,12535,11995
D_H5_D8_AA_AF_mGAM_mGAM_6_S377,12539,12050
D_H9_H8_AA_AF_mGAM_mGAM_4_S381,12526,12005
E11-e003Coalescence-mBHI-p1_S836,12503,12069
E11-e003Coalescence-mGAM-p1_S840,12529,12074
E111-e003Coalescence-mBHI-p3_S108,12335,11983
E111-e003Coalescence-mBHI-p5_S8,12497,12039
E111-e003Coalescence-mBHI-p7_S104,12463,12056
E111-e003Coalescence-mGAM-p5_S56,12515,11956
H8-e003Coalescence-mBHI-p1_S815,12407,12055
H8-e003Coalescence-mBHI-p5_S41,12536,12063
H8-e003Coalescence-mBHI-p7_S137,12486,12065
H8-e003Coalescence-mGAM-p1_S819,12514,12073
H8-e003Coalescence-mGAM-p5_S89,12517,11968
H8-e003Coalescence-mGAM-p7_S185,12532,11988
