,B3-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
A_C10_C3_ACPP_AE_mBHI_mBHI_4_S34,14837,19530
A_F11_B4_AE_ACPP_mBHI_mGAM_4_S71,4417,5158
A_G10_C3_ACPP_AE_mBHI_mGAM_4_S82,15082,20168
A_G2_C3_ACPP_AE_mBHI_mGAM_2_S74,14914,19377
B4-e003Coalescence-Inoculumn-mBHI,15082,20145
B4-e003Coalescence-mBHI-p1_S733,15067,20031
B4-e003Coalescence-mBHI-p3,10787,13872
B4-e003Coalescence-mGAM-p1_S737,15075,20137
B4-e003Coalescence-mGAM-p5,15071,20001
C3-e003Coalescence-mBHI-inoculumn-redo,15079,20162
C3-e003Coalescence-mBHI-p1_S726,15075,20089
C3-e003Coalescence-mBHI-p5,14623,19330
C3-e003Coalescence-mBHI-p7,15075,20112
C3-e003Coalescence-mGAM-p1_S730,15074,20109
C3-e003Coalescence-mGAM-p3,15080,20165
C3-e003Coalescence-mGAM-p5,15074,20135
C3-e003Coalescence-mGAM-p7,15080,20164
Coalescence-B9-G3-ACPP-AE-mBHI-mGAM-7_S640,15077,20131
Coalescence-D12-B4-ACPP-AE-mBHI-mGAM-3_S667,15080,20119
Coalescence-E4-C3-ACPP-AE-mBHI-mBHI-3_S671,15073,20168
F4-e003Coalescence-mBHI-p1_S797,15046,19927
F4-e003Coalescence-mBHI-p3_S23,9000,10644
F4-e003Coalescence-mBHI-p5_S15,15018,19779
F4-e003Coalescence-mBHI-p7_S111,14103,18364
F4-e003Coalescence-mGAM-p1_S801,15077,20076
F4-e003Coalescence-mGAM-p3_S71,15075,20156
F4-e003Coalescence-mGAM-p5_S63,15048,19901
F4-e003Coalescence-mGAM-p7_S159,15067,19964
G3-e003Coalescence-mBHI-p1_S790,15075,20094
G3-e003Coalescence-mBHI-p3_S34,14958,19432
G3-e003Coalescence-mBHI-p5_S26,15023,19800
G3-e003Coalescence-mBHI-p7_S122,14673,19576
G3-e003Coalescence-mGAM-p1_S794,15067,20125
G3-e003Coalescence-mGAM-p3_S82,15022,19954
G3-e003Coalescence-mGAM-p5_S74,15069,20159
