,B3-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
B10-e003Coalescence-mBHI-p1_S765,9482,5519
B10-e003Coalescence-mBHI-p3,9457,5541
B10-e003Coalescence-mBHI-p5,9499,5550
B10-e003Coalescence-mGAM-p1_S769,9486,5529
B10-e003Coalescence-mGAM-p3,9329,5399
B10-e003Coalescence-mGAM-p7,9382,5391
B4-e003Coalescence-Inoculumn-mGAM,9499,5551
B_C10_C9_ACPP_AE_mGAM_mBHI_4_S130,9459,5550
B_C6_G9_ACPP_AE_mGAM_mBHI_2_S126,2082,1178
B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,9102,5155
B_G6_G9_ACPP_AE_mGAM_mGAM_2_S174,9466,5528
C3-e003Coalescence-Inoculumn-mGAM,9500,5551
C9-e003Coalescence-mBHI-p1_S758,9494,5534
C9-e003Coalescence-mBHI-p3,9494,5549
C9-e003Coalescence-mBHI-p5,9494,5549
C9-e003Coalescence-mBHI-p7,9441,5490
C9-e003Coalescence-mGAM-p1_S762,9487,5519
C9-e003Coalescence-mGAM-p3,9499,5551
C9-e003Coalescence-mGAM-p5,9480,5536
C9-e003Coalescence-mGAM-p7,9458,5494
Coalescence-A4-B10-ACPP-AE-mGAM-mBHI-7_S623,9488,5548
Coalescence-B10-G9-ACPP-AE-mGAM-mBHI-7_S641,9472,5524
Coalescence-C10-B10-ACPP-AE-mGAM-mGAM-5_S653,9501,5551
Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,9488,5532
F10-e003Coalescence-mBHI-p1_S829,9477,5503
F10-e003Coalescence-mGAM-p1_S833,9483,5513
F100-e003Coalescence-mBHI-p7_S115,9479,5546
F100-e003Coalescence-mGAM-p3_S167,8757,4755
F100-e003Coalescence-mGAM-p5_S67,8981,5070
F100-e003Coalescence-mGAM-p7_S163,9184,5151
G9-e003Coalescence-mBHI-p1_S822,9454,5514
G9-e003Coalescence-mBHI-p3_S130,9408,5421
G9-e003Coalescence-mBHI-p5_S30,9447,5494
G9-e003Coalescence-mGAM-p1_S826,9491,5523
G9-e003Coalescence-mGAM-p3_S178,9484,5532
G9-e003Coalescence-mGAM-p5_S78,9459,5427
G9-e003Coalescence-mGAM-p7_S174,9477,5459
