,B3-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
A_D2_D3_ACPP_AF_mBHI_mBHI_2_S38,12760,5827
A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,13704,6506
B5-e003Coalescence-Inoculumn-mBHI,13706,6534
B5-e003Coalescence-mBHI-p1_S741,13707,6531
B5-e003Coalescence-mBHI-p3,13690,6536
B5-e003Coalescence-mBHI-p5,13659,6531
B5-e003Coalescence-mBHI-p7,13667,6508
B5-e003Coalescence-mGAM-p1_S745,13690,6544
B5-e003Coalescence-mGAM-p3,13589,6441
B5-e003Coalescence-mGAM-p5,13703,6530
B5-e003Coalescence-mGAM-p7,13664,6478
B_D2_H3_ACPP_AF_mBHI_mBHI_2_S134,13683,6542
B_H2_H3_ACPP_AF_mBHI_mGAM_2_S182,13705,6520
Coalescence-B4-D3-ACPP-AF-mBHI-mGAM-7_S635,13703,6463
Coalescence-E11-D3-ACPP-AF-mBHI-mBHI-3_S678,13709,6551
D3-e003Coalescence-Inoculumn-mBHI,13708,6543
D3-e003Coalescence-mBHI-p1_S727,13703,6530
D3-e003Coalescence-mBHI-p5,13680,6537
D3-e003Coalescence-mBHI-p7,13663,6506
D3-e003Coalescence-mGAM-p1_S731,13699,6541
D3-e003Coalescence-mGAM-p3,13643,6500
D3-e003Coalescence-mGAM-p5,13704,6525
F5-e003Coalescence-mBHI-p1_S805,13696,6474
F5-e003Coalescence-mBHI-p3_S24,13698,6527
F5-e003Coalescence-mBHI-p5_S16,13623,6413
F5-e003Coalescence-mBHI-p7_S112,13609,6359
F5-e003Coalescence-mGAM-p1_S809,13706,6550
F5-e003Coalescence-mGAM-p3_S72,13251,6226
F5-e003Coalescence-mGAM-p5_S64,13675,6402
F5-e003Coalescence-mGAM-p7_S160,13641,6489
H3-e003Coalescence-mBHI-p1_S791,13687,6479
H3-e003Coalescence-mBHI-p3_S46,13465,6524
H3-e003Coalescence-mBHI-p5_S38,13666,6542
H3-e003Coalescence-mBHI-p7_S134,13567,6420
H3-e003Coalescence-mGAM-p1_S795,8899,3945
H3-e003Coalescence-mGAM-p3_S94,13616,6424
H3-e003Coalescence-mGAM-p5_S86,13686,6422
H3-e003Coalescence-mGAM-p7_S182,13695,6477
