,A2-e003Coalescence-Inoculumn-mGAM,B3-e003Coalescence-Inoculumn-mGAM
A3-e003Coalescence-Inoculumn-mGAM,12559,12305
A9-e003Coalescence-mBHI-p1_S756,12544,12310
A9-e003Coalescence-mBHI-p3,12568,12279
A9-e003Coalescence-mBHI-p5,12525,12163
A9-e003Coalescence-mBHI-p7,12566,12290
A9-e003Coalescence-mGAM-p1_S760,12572,12312
A9-e003Coalescence-mGAM-p5,12571,12298
A9-e003Coalescence-mGAM-p7,12565,12284
B2-e003Coalescence-Inoculumn-mGAM,12569,12309
B8-e003Coalescence-mBHI-p1_S749,12550,12312
B8-e003Coalescence-mBHI-p5,12567,12250
B8-e003Coalescence-mBHI-p7,12547,12235
B8-e003Coalescence-mGAM-p1_S753,12571,12311
B8-e003Coalescence-mGAM-p5,12573,12309
B8-e003Coalescence-mGAM-p7,12573,12308
B_A10_A9_ACPP_AA_mGAM_mBHI_4_S106,12560,12192
B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,12426,11932
B_E10_A9_ACPP_AA_mGAM_mGAM_4_S154,12569,12295
B_E6_E9_ACPP_AA_mGAM_mGAM_2_S150,12569,12309
Coalescence-D10-A9-AA-ACPP-mGAM-mGAM-3_S665,12570,12293
Coalescence-E1-B8-AA-ACPP-mGAM-mBHI-3_S668,12568,12216
Coalescence-E2-B8-AA-ACPP-mGAM-mGAM-3_S669,12043,11456
E9-e003Coalescence-mBHI-p1_S820,12493,12305
E9-e003Coalescence-mBHI-p5_S6,12539,12059
E9-e003Coalescence-mBHI-p7_S102,12543,12125
E9-e003Coalescence-mGAM-p1_S824,12555,12306
E9-e003Coalescence-mGAM-p3_S154,12564,12302
E9-e003Coalescence-mGAM-p5_S54,12566,12293
E9-e003Coalescence-mGAM-p7_S150,8815,7994
F8-e003Coalescence-mBHI-p1_S813,12439,12299
F8-e003Coalescence-mBHI-p3_S117,12527,11975
F8-e003Coalescence-mBHI-p5_S17,12554,12124
F8-e003Coalescence-mBHI-p7_S113,12515,11906
F8-e003Coalescence-mGAM-p1_S817,12565,12312
F8-e003Coalescence-mGAM-p3_S165,9573,8955
F8-e003Coalescence-mGAM-p5_S65,12557,12293
F8-e003Coalescence-mGAM-p7_S161,12559,12277
