,C4-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
A_C8_C11_AF_AE_mGAM_mBHI_2_S32,5779,9388
A_G8_C11_AF_AE_mGAM_mGAM_2_S80,5779,9396
B_C12_C11_AF_AE_mGAM_mBHI_4_S132,5778,9336
B_C8_G11_AF_AE_mGAM_mBHI_2_S128,5716,9188
B_D11_D10_AE_AF_mGAM_mBHI_4_S143,5779,9373
B_D7_H10_AE_AF_mGAM_mBHI_2_S139,5779,9396
B_G12_C11_AF_AE_mGAM_mGAM_4_S180,5773,9312
B_G8_G11_AF_AE_mGAM_mGAM_2_S176,5778,9388
B_H11_D10_AE_AF_mGAM_mGAM_4_S191,5768,9346
B_H7_H10_AE_AF_mGAM_mGAM_2_S187,5777,9390
C11-e003Coalescence-mBHI-p1_S774,5680,9346
C11-e003Coalescence-mBHI-p3,5773,9341
C11-e003Coalescence-mBHI-p5,5778,9373
C11-e003Coalescence-mGAM-p1_S778,5580,9316
C11-e003Coalescence-mGAM-p3,5779,9395
C11-e003Coalescence-mGAM-p5,5779,9392
C11-e003Coalescence-mGAM-p7,5771,9388
C5-e003Coalescence-Inoculumn-mGAM,5768,9391
C_C8_C11_AF_AE_mGAM_mBHI_6_S224,5778,9352
C_D7_D10_AE_AF_mGAM_mBHI_6_S235,5779,9391
C_G8_C11_AF_AE_mGAM_mGAM_6_S272,5771,9386
C_H7_D10_AE_AF_mGAM_mGAM_6_S283,5779,9391
Coalescence-A10-C11-AE-AF-mGAM-mBHI-7_S629,5777,9300
Coalescence-F8-H10-AE-AF-mGAM-mGAM-3_S687,5663,9064
D10-e003Coalescence-mBHI-p3,5779,9375
D10-e003Coalescence-mBHI-p5,5776,9363
D10-e003Coalescence-mBHI-p7,5777,9376
D10-e003Coalescence-mGAM-p1_S771,5656,9371
D10-e003Coalescence-mGAM-p3,5727,9328
D10-e003Coalescence-mGAM-p5,5779,9395
D10-e003Coalescence-mGAM-p7,5779,9393
D4-e003Coalescence-Inoculumn-mGAM,5619,9279
D_C12_G11_AF_AE_mGAM_mBHI_4_S324,5778,9385
D_C8_C11_AF_AE_mGAM_mBHI_6_S320,5775,9365
D_D11_H10_AE_AF_mGAM_mBHI_4_S335,5777,9372
D_D6_D9_ACPP_AF_mGAM_mBHI_6_S330,5779,9394
D_D7_D10_AE_AF_mGAM_mBHI_6_S331,5777,9363
D_G12_G11_AF_AE_mGAM_mGAM_4_S372,5779,9395
D_G8_C11_AF_AE_mGAM_mGAM_6_S368,5779,9387
D_H11_H10_AE_AF_mGAM_mGAM_4_S383,5708,9355
D_H7_D10_AE_AF_mGAM_mGAM_6_S379,5748,9361
G11-e003Coalescence-mBHI-p1_S838,5735,9375
G11-e003Coalescence-mGAM-p1_S842,5657,9370
G111-e003Coalescence-mBHI-p5_S32,5776,9354
G111-e003Coalescence-mBHI-p7_S128,5773,9345
G111-e003Coalescence-mGAM-p3_S180,5772,9380
G111-e003Coalescence-mGAM-p5_S80,5779,9388
G111-e003Coalescence-mGAM-p7_S176,5454,9061
H10-e003Coalescence-mBHI-p1_S831,5757,9390
H10-e003Coalescence-mGAM-p1_S835,5662,9364
H100-e003Coalescence-mBHI-p5_S43,5776,9349
H100-e003Coalescence-mBHI-p7_S139,5778,9373
H100-e003Coalescence-mGAM-p5_S91,5598,9318
H100-e003Coalescence-mGAM-p7_S187,5764,9373
