,sample,boot_med,boot_low,boot_high,actual_med
0,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,0.587,0.586,0.589,0.587
1,A_G8_C11_AF_AE_mGAM_mGAM_2_S80,0.55,0.5489999999999999,0.551,0.55
2,B_C12_C11_AF_AE_mGAM_mBHI_4_S132,0.847,0.846,0.848,0.847
3,B_C8_G11_AF_AE_mGAM_mBHI_2_S128,0.625,0.619,0.625,0.625
4,B_D11_D10_AE_AF_mGAM_mBHI_4_S143,0.772,0.77,0.773,0.772
5,B_D7_H10_AE_AF_mGAM_mBHI_2_S139,0.476,0.475,0.477,0.476
6,B_G12_C11_AF_AE_mGAM_mGAM_4_S180,0.741,0.739,0.744,0.741
7,B_G8_G11_AF_AE_mGAM_mGAM_2_S176,0.636,0.634,0.637,0.636
8,B_H11_D10_AE_AF_mGAM_mGAM_4_S191,0.609,0.607,0.611,0.609
9,B_H7_H10_AE_AF_mGAM_mGAM_2_S187,0.606,0.604,0.607,0.606
10,C11-e003Coalescence-mBHI-p1_S774,0.20899999999999996,0.206,0.211,0.20899999999999996
11,C11-e003Coalescence-mBHI-p3,0.8220000000000001,0.82,0.824,0.8220000000000001
12,C11-e003Coalescence-mBHI-p5,0.838,0.836,0.839,0.838
13,C11-e003Coalescence-mGAM-p1_S778,0.047,0.04500000000000004,0.04700000000000004,0.047
14,C11-e003Coalescence-mGAM-p3,0.618,0.617,0.619,0.618
15,C11-e003Coalescence-mGAM-p5,0.6779999999999999,0.676,0.679,0.6779999999999999
16,C11-e003Coalescence-mGAM-p7,0.443,0.442,0.444,0.443
17,C5-e003Coalescence-Inoculumn-mGAM,0.127,0.126,0.128,0.127
18,C_C8_C11_AF_AE_mGAM_mBHI_6_S224,0.854,0.853,0.855,0.854
19,C_D7_D10_AE_AF_mGAM_mBHI_6_S235,0.767,0.766,0.768,0.767
20,C_G8_C11_AF_AE_mGAM_mGAM_6_S272,0.515,0.514,0.516,0.515
21,C_H7_D10_AE_AF_mGAM_mGAM_6_S283,0.711,0.71,0.712,0.711
22,Coalescence-A10-C11-AE-AF-mGAM-mBHI-7_S629,0.865,0.863,0.866,0.865
23,Coalescence-F8-H10-AE-AF-mGAM-mGAM-3_S687,0.619,0.615,0.625,0.619
24,D10-e003Coalescence-mBHI-p3,0.793,0.791,0.795,0.793
25,D10-e003Coalescence-mBHI-p5,0.775,0.773,0.776,0.775
26,D10-e003Coalescence-mBHI-p7,0.733,0.732,0.736,0.733
27,D10-e003Coalescence-mGAM-p1_S771,0.052,0.051000000000000045,0.052000000000000046,0.052
28,D10-e003Coalescence-mGAM-p3,0.293,0.291,0.295,0.293
29,D10-e003Coalescence-mGAM-p5,0.659,0.6579999999999999,0.6599999999999999,0.659
30,D10-e003Coalescence-mGAM-p7,0.74,0.739,0.741,0.74
31,D4-e003Coalescence-Inoculumn-mGAM,0.124,0.121,0.125,0.123
32,D_C12_G11_AF_AE_mGAM_mBHI_4_S324,0.794,0.793,0.795,0.794
33,D_C8_C11_AF_AE_mGAM_mBHI_6_S320,0.816,0.815,0.817,0.816
34,D_D11_H10_AE_AF_mGAM_mBHI_4_S335,0.801,0.8,0.802025,0.801
35,D_D6_D9_ACPP_AF_mGAM_mBHI_6_S330,0.54,0.538,0.542,0.54
36,D_D7_D10_AE_AF_mGAM_mBHI_6_S331,0.762,0.761,0.763,0.762
37,D_G12_G11_AF_AE_mGAM_mGAM_4_S372,0.598,0.597,0.599,0.598
38,D_G8_C11_AF_AE_mGAM_mGAM_6_S368,0.451,0.45,0.452,0.451
39,D_H11_H10_AE_AF_mGAM_mGAM_4_S383,0.119,0.118,0.121,0.119
40,D_H7_D10_AE_AF_mGAM_mGAM_6_S379,0.43300000000000005,0.43100000000000005,0.43500000000000005,0.43300000000000005
41,G11-e003Coalescence-mBHI-p1_S838,0.2,0.198,0.20299999999999996,0.2
42,G11-e003Coalescence-mGAM-p1_S842,0.05800000000000005,0.058,0.059,0.05800000000000005
43,G111-e003Coalescence-mBHI-p3_S132,0.9752406146817154,0.9730119089042183,0.9773275192973916,0.9752406146817154
44,G111-e003Coalescence-mBHI-p5_S32,0.81,0.809,0.812,0.81
45,G111-e003Coalescence-mBHI-p7_S128,0.787,0.7859875000000001,0.789,0.787
46,G111-e003Coalescence-mGAM-p3_S180,0.648,0.646,0.65,0.648
47,G111-e003Coalescence-mGAM-p5_S80,0.615,0.614,0.617,0.616
48,G111-e003Coalescence-mGAM-p7_S176,0.15800000000000003,0.157975,0.167,0.15800000000000003
49,H10-e003Coalescence-mBHI-p1_S831,0.18999999999999995,0.188,0.191,0.18999999999999995
50,H10-e003Coalescence-mGAM-p1_S835,0.058,0.057,0.05800000000000005,0.058
51,H100-e003Coalescence-mBHI-p5_S43,0.762,0.76,0.763,0.762
52,H100-e003Coalescence-mBHI-p7_S139,0.7170000000000001,0.716,0.719,0.7170000000000001
53,H100-e003Coalescence-mGAM-p5_S91,0.17200000000000004,0.171,0.174,0.17200000000000004
54,H100-e003Coalescence-mGAM-p7_S187,0.442,0.43999999999999995,0.444,0.442
