,sample,boot_med,boot_low,boot_high,actual_med
0,A3-e003Coalescence-Inoculumn-mGAM,0.6,0.598,0.602,0.6
1,A9-e003Coalescence-mBHI-p1_S756,0.741,0.74,0.742,0.741
2,A9-e003Coalescence-mBHI-p3,0.0,0.0,0.0,0.0
3,A9-e003Coalescence-mBHI-p5,0.0,0.0,0.0,0.0
4,A9-e003Coalescence-mBHI-p7,0.0,0.0,0.0,0.0
5,A9-e003Coalescence-mGAM-p1_S760,0.404,0.402,0.405,0.404
6,A9-e003Coalescence-mGAM-p5,0.089,0.089,0.09,0.089
7,A9-e003Coalescence-mGAM-p7,0.0,0.0,0.0,0.0
8,B2-e003Coalescence-Inoculumn-mGAM,0.609,0.608,0.61,0.609
9,B8-e003Coalescence-mBHI-p1_S749,0.685,0.683,0.686,0.684
10,B8-e003Coalescence-mBHI-p5,0.0,0.0,0.0,0.0
11,B8-e003Coalescence-mBHI-p7,0.0,0.0,0.0,0.0
12,B8-e003Coalescence-mGAM-p1_S753,0.406,0.404,0.408,0.406
13,B8-e003Coalescence-mGAM-p5,0.172,0.17100000000000004,0.173,0.172
14,B8-e003Coalescence-mGAM-p7,0.103,0.102,0.103,0.103
15,B_A10_A9_ACPP_AA_mGAM_mBHI_4_S106,0.0,0.0,0.0,0.0
16,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,0.0,0.0,0.0,0.0
17,B_E10_A9_ACPP_AA_mGAM_mGAM_4_S154,0.131,0.131,0.132,0.131
18,B_E6_E9_ACPP_AA_mGAM_mGAM_2_S150,0.487,0.486,0.488,0.487
19,Coalescence-D10-A9-AA-ACPP-mGAM-mGAM-3_S665,0.20799999999999996,0.207,0.208,0.20799999999999996
20,Coalescence-E1-B8-AA-ACPP-mGAM-mBHI-3_S668,0.0,0.0,0.0,0.0
21,Coalescence-E2-B8-AA-ACPP-mGAM-mGAM-3_S669,0.0,0.0,0.0,0.0
22,E9-e003Coalescence-mBHI-p1_S820,0.814,0.813,0.8140000000000001,0.814
23,E9-e003Coalescence-mBHI-p5_S6,0.0,0.0,0.0,0.0
24,E9-e003Coalescence-mBHI-p7_S102,0.037,0.036,0.038,0.037
25,E9-e003Coalescence-mGAM-p1_S824,0.41,0.408,0.41151249999999995,0.41
26,E9-e003Coalescence-mGAM-p3_S154,0.375,0.374,0.376,0.375
27,E9-e003Coalescence-mGAM-p5_S54,0.246,0.244,0.247,0.246
28,E9-e003Coalescence-mGAM-p7_S150,0.0,0.0,0.0,0.0
29,F8-e003Coalescence-mBHI-p1_S813,0.798,0.797,0.8,0.798
30,F8-e003Coalescence-mBHI-p3_S117,0.0,0.0,0.0,0.0
31,F8-e003Coalescence-mBHI-p5_S17,0.0,0.0,0.0,0.0
32,F8-e003Coalescence-mBHI-p7_S113,0.0,0.0,0.0,0.0
33,F8-e003Coalescence-mGAM-p1_S817,0.426,0.424,0.428,0.426
34,F8-e003Coalescence-mGAM-p3_S165,0.17400000000000004,0.167,0.182,0.17400000000000004
35,F8-e003Coalescence-mGAM-p5_S65,0.272,0.271,0.274,0.272
36,F8-e003Coalescence-mGAM-p7_S161,0.238,0.237,0.24,0.238
