,C4-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
A_C12_C5_AF_AE_mBHI_mBHI_4_S36,22868,8285
A_C4_C5_AF_AE_mBHI_mBHI_2_S28,23283,8289
A_D11_D4_AE_AF_mBHI_mBHI_4_S47,23313,8297
A_D3_D4_AE_AF_mBHI_mBHI_2_S39,23273,8294
A_G4_C5_AF_AE_mBHI_mGAM_2_S76,23256,8286
A_H11_D4_AE_AF_mBHI_mGAM_4_S95,23288,8293
A_H3_D4_AE_AF_mBHI_mGAM_2_S87,23294,8297
B_C4_G5_AF_AE_mBHI_mBHI_2_S124,23087,8263
B_D3_H4_AE_AF_mBHI_mBHI_2_S135,22672,8242
B_G4_G5_AF_AE_mBHI_mGAM_2_S172,23091,8226
B_H3_H4_AE_AF_mBHI_mGAM_2_S183,22256,8041
C5-e003Coalescence-mBHI-inoculumn-redo,23319,8299
C5-e003Coalescence-mBHI-p1_S742,23200,8287
C5-e003Coalescence-mBHI-p3,22996,8278
C5-e003Coalescence-mBHI-p5,23263,8297
C5-e003Coalescence-mBHI-p7,23301,8292
C5-e003Coalescence-mGAM-p1_S746,22972,8287
C5-e003Coalescence-mGAM-p3,23172,8291
C5-e003Coalescence-mGAM-p7,23304,8295
C_C12_G5_AF_AE_mBHI_mBHI_4_S228,23258,8258
C_C4_C5_AF_AE_mBHI_mBHI_6_S220,23314,8297
C_D11_H4_AE_AF_mBHI_mBHI_4_S239,23309,8296
C_D3_D4_AE_AF_mBHI_mBHI_6_S231,23304,8291
C_G12_G5_AF_AE_mBHI_mGAM_4_S276,23230,8273
C_G4_C5_AF_AE_mBHI_mGAM_6_S268,23077,8284
C_H11_H4_AE_AF_mBHI_mGAM_4_S287,23282,8288
C_H3_D4_AE_AF_mBHI_mGAM_6_S279,23295,8293
Coalescence-D2-C5-AE-AF-mBHI-mGAM-5_S657,22858,8280
D4-e003Coalescence-Inoculumn-mBHI,23319,8299
D4-e003Coalescence-mBHI-p1_S735,23281,8296
D4-e003Coalescence-mBHI-p3,23187,8286
D4-e003Coalescence-mBHI-p5,23244,8283
D4-e003Coalescence-mBHI-p7,23304,8292
D4-e003Coalescence-mGAM-p1_S739,22958,8284
D4-e003Coalescence-mGAM-p3,23282,8294
D4-e003Coalescence-mGAM-p5,23312,8297
D4-e003Coalescence-mGAM-p7,23300,8297
D_C4_C5_AF_AE_mBHI_mBHI_6_S316,23280,8271
D_D3_D4_AE_AF_mBHI_mBHI_6_S327,23258,8260
D_G4_C5_AF_AE_mBHI_mGAM_6_S364,23169,8270
D_H3_D4_AE_AF_mBHI_mGAM_6_S375,23291,8299
G5-e003Coalescence-mBHI-p1_S806,23171,8286
G5-e003Coalescence-mBHI-p3_S36,23155,8276
G5-e003Coalescence-mBHI-p5_S28,23312,8299
G5-e003Coalescence-mBHI-p7_S124,23264,8279
G5-e003Coalescence-mGAM-p1_S810,22910,8286
G5-e003Coalescence-mGAM-p3_S84,22823,8273
G5-e003Coalescence-mGAM-p5_S76,23303,8297
G5-e003Coalescence-mGAM-p7_S172,23072,8290
H4-e003Coalescence-mBHI-p1_S799,23254,8295
H4-e003Coalescence-mBHI-p3_S47,23163,8285
H4-e003Coalescence-mBHI-p5_S39,23258,8280
H4-e003Coalescence-mBHI-p7_S135,23290,8291
H4-e003Coalescence-mGAM-p1_S803,22901,8283
H4-e003Coalescence-mGAM-p3_S95,22420,8146
H4-e003Coalescence-mGAM-p5_S87,22969,8290
H4-e003Coalescence-mGAM-p7_S183,23305,8296
