,A2-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
A10-e003Coalescence-mBHI-p1_S764,9564,6011
A10-e003Coalescence-mBHI-p3,9098,5816
A10-e003Coalescence-mBHI-p5,9470,6001
A10-e003Coalescence-mBHI-p7,9541,6006
A10-e003Coalescence-mGAM-p1_S768,9559,5932
A10-e003Coalescence-mGAM-p3,9528,5947
A10-e003Coalescence-mGAM-p7,9544,5987
A4-e003Coalescence-Inoculumn-mGAM,9567,6010
A_C5_C8_AA_AE_mGAM_mBHI_2_S29,9561,6006
A_G5_C8_AA_AE_mGAM_mGAM_2_S77,9534,5938
B_A11_A10_AE_AA_mGAM_mBHI_4_S107,9484,6011
B_A7_E10_AE_AA_mGAM_mBHI_2_S103,9561,6012
B_C5_G8_AA_AE_mGAM_mBHI_2_S125,9510,6001
B_C9_C8_AA_AE_mGAM_mBHI_4_S129,9362,5995
B_E11_A10_AE_AA_mGAM_mGAM_4_S155,9547,6012
B_E7_E10_AE_AA_mGAM_mGAM_2_S151,9536,5961
B_G5_G8_AA_AE_mGAM_mGAM_2_S173,9499,5855
B_G9_C8_AA_AE_mGAM_mGAM_4_S177,9560,6010
C2-e003Coalescence-Inoculumn-mGAM,9565,6013
C8-e003Coalescence-mBHI-p1_S750,9538,5984
C8-e003Coalescence-mBHI-p5,9549,6013
C8-e003Coalescence-mBHI-p7,9544,6002
C8-e003Coalescence-mGAM-p1_S754,9553,5937
C8-e003Coalescence-mGAM-p7,9552,6000
C_A7_A10_AE_AA_mGAM_mBHI_6_S199,9317,5992
C_C5_C8_AA_AE_mGAM_mBHI_6_S221,9512,6010
C_E7_A10_AE_AA_mGAM_mGAM_6_S247,9567,6013
C_G5_C8_AA_AE_mGAM_mGAM_6_S269,9542,5994
Coalescence-C2-A10-AA-AE-mGAM-mGAM-5_S645,9552,6004
Coalescence-D3-C8-AA-AE-mGAM-mGAM-5_S658,9565,6013
Coalescence-E12-C8-AA-AE-mGAM-mBHI-3_S679,9546,6012
Coalescence-F2-E10-AA-AE-mGAM-mBHI-3_S681,9515,6011
Coalescence-F9-C8-AA-AE-mGAM-mGAM-3_S688,9565,6013
D_A11_E10_AE_AA_mGAM_mBHI_4_S299,9105,5907
D_A6_A9_ACPP_AA_mGAM_mBHI_6_S294,9568,6010
D_A7_A10_AE_AA_mGAM_mBHI_6_S295,9540,6013
D_C5_C8_AA_AE_mGAM_mBHI_6_S317,9456,6009
D_C9_G8_AA_AE_mGAM_mBHI_4_S321,9504,6010
D_E11_E10_AE_AA_mGAM_mGAM_4_S347,9527,5957
D_E6_A9_ACPP_AA_mGAM_mGAM_6_S342,9560,6002
D_E7_A10_AE_AA_mGAM_mGAM_6_S343,9564,6013
D_G5_C8_AA_AE_mGAM_mGAM_6_S365,9555,6004
D_G9_G8_AA_AE_mGAM_mGAM_4_S369,9561,6010
E10-e003Coalescence-mBHI-p1_S828,9568,6011
E10-e003Coalescence-mGAM-p1_S832,9551,5911
E100-e003Coalescence-mBHI-p5_S7,9494,6009
E100-e003Coalescence-mBHI-p7_S103,9289,5995
E100-e003Coalescence-mGAM-p3_S155,9504,5889
E100-e003Coalescence-mGAM-p5_S55,9553,6011
E100-e003Coalescence-mGAM-p7_S151,9522,5960
G8-e003Coalescence-mBHI-p1_S814,9561,6010
G8-e003Coalescence-mBHI-p3_S129,9428,6005
G8-e003Coalescence-mBHI-p5_S29,9524,6013
G8-e003Coalescence-mBHI-p7_S125,9451,6003
G8-e003Coalescence-mGAM-p1_S818,9551,5956
G8-e003Coalescence-mGAM-p3_S177,9568,6012
G8-e003Coalescence-mGAM-p5_S77,9552,6008
G8-e003Coalescence-mGAM-p7_S173,9539,5988
