,sample,boot_med,boot_low,boot_high,actual_med,shifts_low,shifts_high,shifts_med
0,A10-e003Coalescence-mBHI-p1_S764,0.4042780748663102,0.402555910543131,0.40595111583421895,0.40425531914893614,0.05700000000000005,0.06399999999999995,0.06099999999999994
1,A10-e003Coalescence-mBHI-p3,0.814663951120163,0.8097165991902835,0.819672131147541,0.814663951120163,0.01200000000000001,0.03200000000000003,0.018000000000000016
2,A10-e003Coalescence-mBHI-p5,0.8490175801447777,0.8468653648509763,0.8521199586349535,0.8490175801447777,0.028974999999999917,0.03699999999999992,0.03300000000000003
3,A10-e003Coalescence-mBHI-p7,0.7767489711934157,0.7743589743589744,0.7780118644890482,0.7769784172661871,0.02400000000000002,0.029000000000000026,0.027000000000000024
4,A10-e003Coalescence-mGAM-p1_S768,0.1269191402251791,0.12589559877175024,0.1278118609406953,0.1269191402251791,0.02200000000000002,0.025000000000000022,0.02400000000000002
5,A10-e003Coalescence-mGAM-p3,0.0382678751258812,0.03822937625754527,0.039235412474849095,0.0382678751258812,0.006000000000000005,0.007000000000000006,0.007000000000000006
6,A10-e003Coalescence-mGAM-p7,0.17075664621676895,0.16973415132924338,0.17177914110429449,0.17075664621676892,0.019999999999999907,0.02399999999999991,0.02199999999999991
7,A4-e003Coalescence-Inoculumn-mGAM,0.47126436781609193,0.470281543274244,0.47236704900938475,0.47132429614181437,0.03948749999999988,0.04400000000000004,0.04200000000000004
8,A_C5_C8_AA_AE_mGAM_mBHI_2_S29,0.34643995749202977,0.344644750795334,0.34819532908704887,0.3463983050847458,0.052999999999999936,0.06000000000000005,0.05600000000000005
9,A_G5_C8_AA_AE_mGAM_mGAM_2_S77,0.07715736040609132,0.07621951219512195,0.07809330628803242,0.07715736040609136,0.014000000000000012,0.016000000000000014,0.015000000000000013
10,B_A11_A10_AE_AA_mGAM_mBHI_4_S107,0.8300518134715026,0.8290155440414507,0.8317757009345794,0.8300518134715026,0.03299999999999992,0.03799999999999992,0.03599999999999992
11,B_A7_E10_AE_AA_mGAM_mBHI_2_S103,0.4941427050053248,0.49253731343283585,0.49573560767590624,0.49440596696856687,0.05800000000000005,0.06499999999999995,0.062000000000000055
12,B_C5_G8_AA_AE_mGAM_mBHI_2_S125,0.6602564102564102,0.657051282051282,0.6634512325830654,0.6602564102564102,0.05899999999999994,0.06999999999999995,0.06400000000000006
13,B_C9_C8_AA_AE_mGAM_mBHI_4_S129,0.878099173553719,0.8756423432682425,0.8810754912099276,0.878099173553719,0.027000000000000024,0.03600000000000003,0.031000000000000028
14,B_E11_A10_AE_AA_mGAM_mGAM_4_S155,0.40709812108559496,0.4058272632674298,0.4081419624217119,0.40709812108559496,0.039999999999999925,0.04400000000000004,0.04200000000000004
15,B_E7_E10_AE_AA_mGAM_mGAM_2_S151,0.12142857142857143,0.1205311542390194,0.12232415902140673,0.12142857142857143,0.019000000000000017,0.02100000000000002,0.020000000000000018
