,A2-e003Coalescence-Inoculumn-mBHI,A2-e003Coalescence-Inoculumn-mGAM
B5-e004Assembly-mBHI-p3,0.0,0.125
B2-e003Coalescence-mBHI-p3,0.6666666666666666,0.727
A8-e003Coalescence-mBHI-p3,0.0,0.5
A4-e003Coalescence-mBHI-p7,1.0,0.951375
C2-e003Coalescence-mBHI-p5,0.6666666666666666,0.5322500000000001
B3-e004Assembly-mBHI-p7,0.0,0.25
B5-e004Assembly-mBHI-p7,0.0,0.125
C4-e003GlycerolRevival-mBHI-p2,0.0,0.5
G5-e004Assembly-epsilon-p3,0.0,0.125
C5-e004Assembly-mBHI-p3,0.0,0.125
C3-e004Assembly-mBHI-p5,0.0,0.125
B2-e003Coalescence-mBHI-p5,0.0,0.18887500000000002
C8-e003Assembly-mGAM-p3,1.0,0.625
D3-e003Coalescence-Inoculumn-mBHI,0.0,0.125
B8-e003Coalescence-mBHI-p5,0.0,0.375
C2-e003Coalescence-mGAM-p7,1.0,0.9535
D3-e003Coalescence-mBHI-p5,0.0,0.25
D2-e003Coalescence-mBHI-p5,1.0,0.498
A2-e003Coalescence-Inoculumn-mGAM,0.0,1.0
E5-e004Assembly-mGAM-p5,0.0,0.125
C2-e003Coalescence-mBHI-p3,1.0,0.707375
D8-e003Assembly-mGAM-p3,0.0,0.8295
A9-e003Coalescence-mGAM-p7,0.0,0.625
C8-e003Coalescence-mBHI-p7,0.0,0.708375
G3-e004Assembly-epsilon-p7,0.0,0.375
D4-e003Coalescence-mGAM-p5,0.0,0.125
C3-e004Assembly-mBHI-p7,0.0,0.35225
C2-e003Coalescence-mGAM-p3,1.0,1.0
F5-e004Assembly-epsilon-p5,0.0,0.125
E5-e004Assembly-mGAM-p7,0.0,0.125
B3-e004Assembly-mBHI-p5,0.0,0.241125
A2-e003Coalescence-mBHI-p7,0.3333333333333333,0.635375
A10-e003Coalescence-mBHI-p5,0.0,0.75
B8-e003Assembly-mGAM-p3,0.0,0.5
A4-e003Coalescence-mGAM-p5,0.0,0.33925
D5-e003Coalescence-mBHI-p5,1.0,0.979125
D4-e003Coalescence-mGAM-p7,0.0,0.25
A8-e003Coalescence-mBHI-p7,0.0,0.8125
B2-e003Coalescence-Inoculumn-mGAM,0.0,0.833375
C5-e003Coalescence-mBHI-p5,0.0,0.1875
C5-e003Coalescence-mGAM-p3,0.0,0.32737499999999997
A3-e003Coalescence-Inoculumn-mGAM,0.0,0.333375
A2-e003Coalescence-Inoculumn-mBHI,1.0,0.6158750000000001
A9-e003Coalescence-mBHI-p5,0.0,0.5
D5-e003Coalescence-Inoculumn-mBHI,0.0,0.125
B2-e003Coalescence-mGAM-p3,1.0,0.9375
A8-e003Coalescence-mBHI-p5,0.07133333333333333,0.9666250000000001
D5-e004Assembly-mGAM-p7,0.0,0.125
A5-e003Coalescence-mBHI-p7,0.6666666666666666,0.6024999999999999
D2-e003Coalescence-mGAM-p5,1.0,0.875
D3-e003Coalescence-mGAM-p5,0.0,0.166625
A5-e003Coalescence-mBHI-inoculumn-redo,0.3333333333333333,0.41975
A3-e003Coalescence-mGAM-p7,0.6666666666666666,0.4375
A4-e003Coalescence-mBHI-p5,1.0,0.928625
C2-e004Assembly-mBHI-p7,0.0,0.375
A10-e003Coalescence-mBHI-p7,0.0,0.9625
F5-e004Assembly-epsilon-p3,0.0,0.125
A9-e003Coalescence-mBHI-p7,0.0,0.930875
D5-e003Coalescence-mGAM-p3,0.0,0.3195
E5-e004Assembly-mGAM-p3,0.0,0.125
D2-e003Coalescence-Inoculumn-mBHI,0.3333333333333333,0.694125
B2-e003Assembly-mBHI-p3,0.6666666666666666,0.922375
A2-e003Coalescence-mGAM-p5,0.6666666666666666,0.7695000000000001
C5-e004Assembly-mBHI-p7,0.0,0.125
C5-e003Coalescence-mBHI-p7,0.0,0.193125
A2-e003Coalescence-mBHI-p3,1.0,0.42925
B8-e003Coalescence-mGAM-p5,0.0,0.5695
C3-e004Assembly-mBHI-p3,0.0,0.125
C2-e003Coalescence-mBHI-inoculumn-redo,0.6666666666666666,0.525875
A5-e003Coalescence-Inoculumn-mGAM,0.0,0.5
A3-e003Coalescence-mBHI-p3,1.0,0.528375
AG-Fecal,0.0,0.3
A2-e003Coalescence-mBHI-p5,1.0,0.38525
B5-e004Assembly-mBHI-p5,0.0,0.125
A4-e003Coalescence-mBHI-p3,1.0,0.721125
A2-e003Coalescence-mBHI-inoculumn-redo,1.0,0.6601250000000001
C2-e003Coalescence-mGAM-p5,1.0,0.9652499999999999
B8-e003GlycerolRevival-mGAM-p2,0.0,0.25
C8-e003Coalescence-mBHI-p5,0.0,0.9575
B8-e003Coalescence-mGAM-p7,0.0,0.702375
D2-e003Coalescence-Inoculumn-mGAM,0.0,0.5
B3-e004Assembly-mBHI-p3,0.0,0.0
B2-e004Assembly-mBHI-p3,0.0,0.364
A11-e003Coalescence-mBHI-p3,0.0,0.5
B2-e004Assembly-mBHI-p5,0.0,0.375
A4-e003Coalescence-Inoculumn-mGAM,0.0,0.93475
A9-e003Coalescence-mGAM-p5,0.0,0.25
F3-e004Assembly-epsilon-p7,0.0,0.25
E2-e003Coalescence-mGAM-p7_S145,0.3333333333333333,0.25
G5-e003Coalescence-mBHI-p7_S124,0.0,0.20650000000000002
H4-e003Coalescence-mGAM-p7_S183,0.0,0.34375
F5-e003Coalescence-mGAM-p5_S64,0.0,0.1805
F5-e003Coalescence-mGAM-p7_S160,0.0,0.25
H2-e003Coalescence-mBHI-p7_S133,1.0,0.711125
E5-e003Coalescence-mBHI-p3_S12,0.6666666666666666,0.82125
E3-e003Coalescence-mGAM-p3_S58,1.0,0.875
E8-e003Coalescence-mBHI-p5_S5,0.0,0.831875
E9-e003Coalescence-mBHI-p5_S6,0.0,0.75
H2-e003Coalescence-mGAM-p7_S181,1.0,0.833375
E3-e003Coalescence-mBHI-p3_S10,0.6666666666666666,0.554
F2-e003Coalescence-mGAM-p7_S157,1.0,0.5922499999999999
H3-e003Coalescence-mGAM-p3_S94,0.0,0.375
E5-e003Coalescence-mBHI-p7_S100,1.0,0.888
E100-e003Coalescence-mBHI-p7_S103,0.0,0.958375
