,A2-e003Coalescence-Inoculumn-mBHI,A2-e003Coalescence-Inoculumn-mGAM
A9-e003Coalescence-mBHI-p7,3,8
D5-e003Coalescence-mGAM-p3,2,7
E5-e004Assembly-mGAM-p3,3,7
D2-e003Coalescence-Inoculumn-mBHI,1,8
B2-e003Assembly-mBHI-p3,2,8
A2-e003Coalescence-mGAM-p5,2,7
C5-e004Assembly-mBHI-p7,3,8
C5-e003Coalescence-mBHI-p7,1,5
A2-e003Coalescence-mBHI-p3,3,5
B8-e003Coalescence-mGAM-p5,2,5
C3-e004Assembly-mBHI-p3,2,3
C2-e003Coalescence-mBHI-inoculumn-redo,2,7
A5-e003Coalescence-Inoculumn-mGAM,2,4
A3-e003Coalescence-mBHI-p3,3,6
AG-Fecal,3,6
A2-e003Coalescence-mBHI-p5,3,7
B5-e004Assembly-mBHI-p5,3,8
A4-e003Coalescence-mBHI-p3,3,6
A2-e003Coalescence-mBHI-inoculumn-redo,3,8
C2-e003Coalescence-mGAM-p5,3,8
B8-e003GlycerolRevival-mGAM-p2,3,2
C8-e003Coalescence-mBHI-p5,3,8
B8-e003Coalescence-mGAM-p7,3,6
D2-e003Coalescence-Inoculumn-mGAM,3,4
B3-e004Assembly-mBHI-p3,3,3
B2-e004Assembly-mBHI-p3,3,8
A11-e003Coalescence-mBHI-p3,0,4
B2-e004Assembly-mBHI-p5,3,8
A4-e003Coalescence-Inoculumn-mGAM,3,8
A9-e003Coalescence-mGAM-p5,2,2
F3-e004Assembly-epsilon-p7,3,7
E2-e003Coalescence-mGAM-p7_S145,1,2
G5-e003Coalescence-mBHI-p7_S124,3,7
H4-e003Coalescence-mGAM-p7_S183,3,8
F5-e003Coalescence-mGAM-p5_S64,1,5
F5-e003Coalescence-mGAM-p7_S160,1,6
H2-e003Coalescence-mBHI-p7_S133,3,7
E5-e003Coalescence-mBHI-p3_S12,2,8
E3-e003Coalescence-mGAM-p3_S58,3,7
E8-e003Coalescence-mBHI-p5_S5,3,7
E9-e003Coalescence-mBHI-p5_S6,2,6
H2-e003Coalescence-mGAM-p7_S181,3,7
E3-e003Coalescence-mBHI-p3_S10,2,7
F2-e003Coalescence-mGAM-p7_S157,3,6
H3-e003Coalescence-mGAM-p3_S94,1,6
E5-e003Coalescence-mBHI-p7_S100,3,8
E100-e003Coalescence-mBHI-p7_S103,3,8
E3-e003Coalescence-mGAM-p5_S50,3,8
E9-e003Coalescence-mBHI-p7_S102,3,8
E5-e003Coalescence-mBHI-p5_S4,3,8
F2-e003Coalescence-mGAM-p5_S61,2,4
F8-e003Coalescence-mGAM-p5_S65,0,5
H8-e003Coalescence-mBHI-p7_S137,3,8
E2-e003Coalescence-mBHI-p5_S1,3,8
E2-e003Coalescence-mBHI-p3_S9,3,8
E8-e003Coalescence-mBHI-p7_S101,3,8
E4-e003Coalescence-mBHI-p5_S3,3,8
H2-e003Coalescence-mGAM-p3_S93,2,6
E4-e003Coalescence-mGAM-p5_S51,3,8
F2-e003Coalescence-mBHI-p3_S21,0,3
G5-e003Coalescence-mGAM-p3_S84,3,8
H8-e003Coalescence-mBHI-p5_S41,3,7
E100-e003Coalescence-mBHI-p5_S7,3,8
F8-e003Coalescence-mGAM-p7_S161,1,6
G5-e003Coalescence-mGAM-p7_S172,3,8
G8-e003Coalescence-mBHI-p3_S129,3,8
G2-e003Coalescence-mGAM-p5_S73,3,8
E5-e003Coalescence-mGAM-p7_S148,3,8
E3-e003Coalescence-mGAM-p7_S146,3,8
G100-e003Coalescence-mBHI-p3_S131,3,8
H4-e003Coalescence-mBHI-p7_S135,1,6
E3-e003Coalescence-mBHI-p5_S2,3,7
H3-e003Coalescence-mBHI-p5_S38,0,3
G8-e003Coalescence-mBHI-p7_S125,3,8
E111-e003Coalescence-mBHI-p7_S104,3,8
F2-e003Coalescence-mBHI-p5_S13,3,5
F2-e003Coalescence-mGAM-p3_S69,1,4
E9-e003Coalescence-mGAM-p5_S54,1,4
E4-e003Coalescence-mGAM-p7_S147,2,8
E4-e003Coalescence-mGAM-p3_S59,3,7
G8-e003Coalescence-mBHI-p5_S29,3,8
G2-e003Coalescence-mBHI-p5_S25,3,7
E4-e003Coalescence-mBHI-p3_S11,3,8
E8-e003Coalescence-mBHI-p3_S105,2,6
E8-e003Coalescence-mGAM-p7_S149,3,8
H3-e003Coalescence-mGAM-p5_S86,1,3
E4-e003Coalescence-mBHI-p7_S99,3,8
H4-e003Coalescence-mGAM-p5_S87,0,4
H8-e003Coalescence-mGAM-p7_S185,3,8
G2-e003Coalescence-mGAM-p3_S81,2,8
F8-e003Coalescence-mBHI-p5_S17,0,3
