,A2-e003Coalescence-Inoculumn-mBHI,A2-e003Coalescence-Inoculumn-mGAM
B5-e004Assembly-mBHI-p3,1.0,0.875
B2-e003Coalescence-mBHI-p3,0.0,0.0
A8-e003Coalescence-mBHI-p3,0.6666666666666666,0.0
A4-e003Coalescence-mBHI-p7,0.0,0.0
C2-e003Coalescence-mBHI-p5,0.0,0.0
B3-e004Assembly-mBHI-p7,0.3333333333333333,0.5
B5-e004Assembly-mBHI-p7,1.0,0.875
C4-e003GlycerolRevival-mBHI-p2,1.0,0.5
G5-e004Assembly-epsilon-p3,1.0,0.875
C5-e004Assembly-mBHI-p3,1.0,0.875
C3-e004Assembly-mBHI-p5,1.0,0.375
B2-e003Coalescence-mBHI-p5,0.0,0.0
C8-e003Assembly-mGAM-p3,0.0,0.0
D3-e003Coalescence-Inoculumn-mBHI,1.0,0.125
B8-e003Coalescence-mBHI-p5,0.3333333333333333,0.0
C2-e003Coalescence-mGAM-p7,0.0,0.0
D3-e003Coalescence-mBHI-p5,0.0,0.375
D2-e003Coalescence-mBHI-p5,0.0,0.0
A2-e003Coalescence-Inoculumn-mGAM,1.0,0.0
E5-e004Assembly-mGAM-p5,1.0,0.875
C2-e003Coalescence-mBHI-p3,0.0,0.0
D8-e003Assembly-mGAM-p3,0.0,0.0
A9-e003Coalescence-mGAM-p7,0.6666666666666666,0.0
C8-e003Coalescence-mBHI-p7,1.0,0.0
G3-e004Assembly-epsilon-p7,1.0,0.625
D4-e003Coalescence-mGAM-p5,1.0,0.375
C3-e004Assembly-mBHI-p7,1.0,0.625
C2-e003Coalescence-mGAM-p3,0.0,0.0
F5-e004Assembly-epsilon-p5,1.0,0.875
E5-e004Assembly-mGAM-p7,1.0,0.875
B3-e004Assembly-mBHI-p5,0.6666666666666666,0.25
A2-e003Coalescence-mBHI-p7,0.0,0.0
A10-e003Coalescence-mBHI-p5,0.6666666666666666,0.0
B8-e003Assembly-mGAM-p3,0.0,0.0
A4-e003Coalescence-mGAM-p5,1.0,0.5
D5-e003Coalescence-mBHI-p5,0.0,0.0
D4-e003Coalescence-mGAM-p7,0.0,0.25
A8-e003Coalescence-mBHI-p7,1.0,0.0
B2-e003Coalescence-Inoculumn-mGAM,0.6666666666666666,0.0
C5-e003Coalescence-mBHI-p5,0.6666666666666666,0.625
C5-e003Coalescence-mGAM-p3,1.0,0.625
A3-e003Coalescence-Inoculumn-mGAM,0.6666666666666666,0.0
A2-e003Coalescence-Inoculumn-mBHI,0.0,0.0
A9-e003Coalescence-mBHI-p5,0.3333333333333333,0.0
D5-e003Coalescence-Inoculumn-mBHI,1.0,0.625
B2-e003Coalescence-mGAM-p3,0.0,0.0
