,A2-e003Coalescence-Inoculumn-mBHI,A2-e003Coalescence-Inoculumn-mGAM
B5-e004Assembly-mBHI-p3,-0.0,0.005341255704980905
B2-e003Coalescence-mBHI-p3,0.9594534891891836,0.6835
A8-e003Coalescence-mBHI-p3,0.0675775180180274,0.8844754699066758
A4-e003Coalescence-mBHI-p7,1.0,0.9878607824886798
C2-e003Coalescence-mBHI-p5,0.9594534891891836,0.6945
B3-e004Assembly-mBHI-p7,0.13732653608351372,0.08664339756999316
B5-e004Assembly-mBHI-p7,-0.0,0.0066765696312261315
C4-e003GlycerolRevival-mBHI-p2,-0.0,0.5
G5-e004Assembly-epsilon-p3,-0.0,0.0019075913232074661
C5-e004Assembly-mBHI-p3,-0.0,0.007027968032869612
C3-e004Assembly-mBHI-p5,-0.0,0.10898102811241402
B2-e003Coalescence-mBHI-p5,,0.5
C8-e003Assembly-mGAM-p3,1.0,0.9529996370754265
D3-e003Coalescence-Inoculumn-mBHI,-0.0,0.5
B8-e003Coalescence-mBHI-p5,0.15694461266687282,0.8598815352840391
C2-e003Coalescence-mGAM-p7,1.0,0.9979135719902419
D3-e003Coalescence-mBHI-p5,,0.14011846471596087
D2-e003Coalescence-mBHI-p5,1.0,0.538
A2-e003Coalescence-Inoculumn-mGAM,-0.0,1.0
E5-e004Assembly-mGAM-p5,-0.0,0.0023844891540093327
C2-e003Coalescence-mBHI-p3,1.0,0.85
D8-e003Assembly-mGAM-p3,,0.9640397409435274
A9-e003Coalescence-mGAM-p7,0.050683138513520555,0.941249546344283
C8-e003Coalescence-mBHI-p7,-0.0,0.941249546344283
G3-e004Assembly-epsilon-p7,-0.0,0.039166969103811296
D4-e003Coalescence-mGAM-p5,-0.0,0.14011846471596087
C3-e004Assembly-mBHI-p7,-0.0,0.020434940401988504
C2-e003Coalescence-mGAM-p3,1.0,1.0
F5-e004Assembly-epsilon-p5,-0.0,0.0007377425006879704
E5-e004Assembly-mGAM-p7,-0.0,0.005341255704980905
B3-e004Assembly-mBHI-p5,0.0675775180180274,0.42900000000000005
A2-e003Coalescence-mBHI-p7,0.8430553873331272,0.9009789742057221
A10-e003Coalescence-mBHI-p5,0.050683138513520555,0.9640397409435274
B8-e003Assembly-mGAM-p3,,0.8844754699066758
A4-e003Coalescence-mGAM-p5,-0.0,0.05331901388922656
D5-e003Coalescence-mBHI-p5,1.0,0.9944361919739783
D4-e003Coalescence-mGAM-p7,,0.5
A8-e003Coalescence-mBHI-p7,-0.0,0.9920088313207839
B2-e003Coalescence-Inoculumn-mGAM,0.04505167867868494,0.9680353252831354
C5-e003Coalescence-mBHI-p5,0.04505167867868494,0.0522226254717484
C5-e003Coalescence-mGAM-p3,-0.0,0.03133357528304904
A3-e003Coalescence-Inoculumn-mGAM,0.0675775180180274,0.7689509398133516
A2-e003Coalescence-Inoculumn-mBHI,1.0,0.6054999999999999
A9-e003Coalescence-mBHI-p5,0.15694461266687282,0.9009789742057221
D5-e003Coalescence-Inoculumn-mBHI,-0.0,0.06714337560653365
B2-e003Coalescence-mGAM-p3,1.0,0.9878607824886798
A8-e003Coalescence-mBHI-p5,0.04054651081081644,0.9866468607375477
D5-e004Assembly-mGAM-p7,-0.0,0.004046405837106746
A5-e003Coalescence-mBHI-p7,0.9594534891891836,0.568
D2-e003Coalescence-mGAM-p5,1.0,0.9833085759219347
D3-e003Coalescence-mGAM-p5,0.05792358687259492,0.33299999999999996
A5-e003Coalescence-mBHI-inoculumn-redo,0.8626734639164862,0.5415
A3-e003Coalescence-mGAM-p7,0.9493168614864794,0.8773963433735342
A4-e003Coalescence-mBHI-p5,1.0,0.9866468607375477
C2-e004Assembly-mBHI-p7,-0.0,0.042727602658703234
A10-e003Coalescence-mBHI-p7,-0.0,0.9916542879609673
F5-e004Assembly-epsilon-p3,-0.0,0.0006991172388718462
A9-e003Coalescence-mBHI-p7,-0.0,0.9941942872771947
D5-e003Coalescence-mGAM-p3,0.04505167867868494,0.07701635339554948
E5-e004Assembly-mGAM-p3,-0.0,0.02876820724517809
D2-e003Coalescence-Inoculumn-mBHI,0.8626734639164862,0.6074999999999999
B2-e003Assembly-mBHI-p3,0.954948321321315,0.9680353252831354
A2-e003Coalescence-mGAM-p5,0.9420764131274051,0.9328566243934664
C5-e004Assembly-mBHI-p7,-0.0,0.01907591323207466
C5-e003Coalescence-mBHI-p7,0.15694461266687282,0.14011846471596087
A2-e003Coalescence-mBHI-p3,1.0,0.583
B8-e003Coalescence-mGAM-p5,0.05792358687259492,0.9009789742057221
C3-e004Assembly-mBHI-p3,0.05792358687259492,0.19804205158855578
C2-e003Coalescence-mBHI-inoculumn-redo,0.9493168614864794,0.538
A5-e003Coalescence-Inoculumn-mGAM,0.05792358687259492,0.9009789742057221
A3-e003Coalescence-mBHI-p3,1.0,0.6134999999999999
AG-Fecal,-0.0,0.2
A2-e003Coalescence-mBHI-p5,1.0,0.364
B5-e004Assembly-mBHI-p5,-0.0,0.003927393900721254
A4-e003Coalescence-mBHI-p3,1.0,0.9477773745282516
A2-e003Coalescence-mBHI-inoculumn-redo,1.0,0.6265000000000001
C2-e003Coalescence-mGAM-p5,1.0,0.9904620433839627
B8-e003GlycerolRevival-mGAM-p2,-0.0,0.7689509398133516
C8-e003Coalescence-mBHI-p5,-0.0,0.9944361919739783
B8-e003Coalescence-mGAM-p7,-0.0,0.9608330308961887
D2-e003Coalescence-Inoculumn-mGAM,-0.0,0.9133566024300068
