,index,fixed_diffs,num_int_sites,sample1,species_id
0,B5-e003Coalescence-Inoculumn-mGAM,0,1310698,B5-e003Coalescence-Inoculumn-mGAM,100255
1,B11-e003Assembly-mGAM-p5,4,1287483,B5-e003Coalescence-Inoculumn-mGAM,100255
2,D5-e003Coalescence-Inoculumn-mGAM,1,1305711,B5-e003Coalescence-Inoculumn-mGAM,100255
3,B11-e003Assembly-mGAM-p3,2,1285202,B5-e003Coalescence-Inoculumn-mGAM,100255
4,A5-e003Coalescence-Inoculumn-mGAM,48,1416029,B5-e003Coalescence-Inoculumn-mGAM,100255
5,D2-e003Coalescence-Inoculumn-mGAM,61,1398000,B5-e003Coalescence-Inoculumn-mGAM,100255
6,D3-e003Coalescence-Inoculumn-mGAM,1,1323513,B5-e003Coalescence-Inoculumn-mGAM,100255
7,C5-e003Coalescence-Inoculumn-mGAM,1,1329546,B5-e003Coalescence-Inoculumn-mGAM,100255
0,B5-e003Coalescence-Inoculumn-mGAM,1,1310698,B11-e003Assembly-mGAM-p5,100255
1,B11-e003Assembly-mGAM-p5,0,1287483,B11-e003Assembly-mGAM-p5,100255
2,D5-e003Coalescence-Inoculumn-mGAM,0,1305711,B11-e003Assembly-mGAM-p5,100255
3,B11-e003Assembly-mGAM-p3,1,1285202,B11-e003Assembly-mGAM-p5,100255
4,A5-e003Coalescence-Inoculumn-mGAM,43,1416029,B11-e003Assembly-mGAM-p5,100255
5,D2-e003Coalescence-Inoculumn-mGAM,48,1398000,B11-e003Assembly-mGAM-p5,100255
6,D3-e003Coalescence-Inoculumn-mGAM,0,1323513,B11-e003Assembly-mGAM-p5,100255
7,C5-e003Coalescence-Inoculumn-mGAM,0,1329546,B11-e003Assembly-mGAM-p5,100255
0,B5-e003Coalescence-Inoculumn-mGAM,3,1310698,D5-e003Coalescence-Inoculumn-mGAM,100255
1,B11-e003Assembly-mGAM-p5,3,1287483,D5-e003Coalescence-Inoculumn-mGAM,100255
2,D5-e003Coalescence-Inoculumn-mGAM,0,1305711,D5-e003Coalescence-Inoculumn-mGAM,100255
3,B11-e003Assembly-mGAM-p3,2,1285202,D5-e003Coalescence-Inoculumn-mGAM,100255
4,A5-e003Coalescence-Inoculumn-mGAM,47,1416029,D5-e003Coalescence-Inoculumn-mGAM,100255
5,D2-e003Coalescence-Inoculumn-mGAM,73,1398000,D5-e003Coalescence-Inoculumn-mGAM,100255
6,D3-e003Coalescence-Inoculumn-mGAM,2,1323513,D5-e003Coalescence-Inoculumn-mGAM,100255
7,C5-e003Coalescence-Inoculumn-mGAM,2,1329546,D5-e003Coalescence-Inoculumn-mGAM,100255
0,B5-e003Coalescence-Inoculumn-mGAM,4,1310698,B11-e003Assembly-mGAM-p3,100255
1,B11-e003Assembly-mGAM-p5,4,1287483,B11-e003Assembly-mGAM-p3,100255
2,D5-e003Coalescence-Inoculumn-mGAM,1,1305711,B11-e003Assembly-mGAM-p3,100255
3,B11-e003Assembly-mGAM-p3,0,1285202,B11-e003Assembly-mGAM-p3,100255
4,A5-e003Coalescence-Inoculumn-mGAM,45,1416029,B11-e003Assembly-mGAM-p3,100255
5,D2-e003Coalescence-Inoculumn-mGAM,77,1398000,B11-e003Assembly-mGAM-p3,100255
6,D3-e003Coalescence-Inoculumn-mGAM,3,1323513,B11-e003Assembly-mGAM-p3,100255
7,C5-e003Coalescence-Inoculumn-mGAM,3,1329546,B11-e003Assembly-mGAM-p3,100255
0,B5-e003Coalescence-Inoculumn-mGAM,48,1310698,A5-e003Coalescence-Inoculumn-mGAM,100255
1,B11-e003Assembly-mGAM-p5,43,1287483,A5-e003Coalescence-Inoculumn-mGAM,100255
2,D5-e003Coalescence-Inoculumn-mGAM,46,1305711,A5-e003Coalescence-Inoculumn-mGAM,100255
3,B11-e003Assembly-mGAM-p3,43,1285202,A5-e003Coalescence-Inoculumn-mGAM,100255
4,A5-e003Coalescence-Inoculumn-mGAM,0,1416029,A5-e003Coalescence-Inoculumn-mGAM,100255
5,D2-e003Coalescence-Inoculumn-mGAM,145,1398000,A5-e003Coalescence-Inoculumn-mGAM,100255
6,D3-e003Coalescence-Inoculumn-mGAM,42,1323513,A5-e003Coalescence-Inoculumn-mGAM,100255
7,C5-e003Coalescence-Inoculumn-mGAM,50,1329546,A5-e003Coalescence-Inoculumn-mGAM,100255
0,B5-e003Coalescence-Inoculumn-mGAM,62,1310698,D2-e003Coalescence-Inoculumn-mGAM,100255
1,B11-e003Assembly-mGAM-p5,49,1287483,D2-e003Coalescence-Inoculumn-mGAM,100255
