,B3-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
A_D2_D3_ACPP_AF_mBHI_mBHI_2_S38,13140,14568
A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,13526,15214
B5-e003Coalescence-Inoculumn-mBHI,13507,15217
B5-e003Coalescence-mBHI-p1_S741,13523,15215
B5-e003Coalescence-mBHI-p3,13521,15165
B5-e003Coalescence-mBHI-p5,13451,15078
B5-e003Coalescence-mBHI-p7,13510,15171
B5-e003Coalescence-mGAM-p1_S745,13177,14870
B5-e003Coalescence-mGAM-p3,13192,14865
B5-e003Coalescence-mGAM-p5,13479,15124
B5-e003Coalescence-mGAM-p7,13103,14708
B_D2_H3_ACPP_AF_mBHI_mBHI_2_S134,13524,15169
B_H2_H3_ACPP_AF_mBHI_mGAM_2_S182,13543,15250
Coalescence-B4-D3-ACPP-AF-mBHI-mGAM-7_S635,13538,15233
Coalescence-E11-D3-ACPP-AF-mBHI-mBHI-3_S678,13539,15210
D3-e003Coalescence-Inoculumn-mBHI,13542,15249
D3-e003Coalescence-mBHI-p1_S727,13517,15228
D3-e003Coalescence-mBHI-p5,13505,15144
D3-e003Coalescence-mBHI-p7,13518,15202
D3-e003Coalescence-mGAM-p1_S731,13441,15180
D3-e003Coalescence-mGAM-p3,13386,15059
D3-e003Coalescence-mGAM-p5,13538,15245
F5-e003Coalescence-mBHI-p1_S805,13485,15182
F5-e003Coalescence-mBHI-p3_S24,13429,14994
F5-e003Coalescence-mBHI-p5_S16,13381,14835
F5-e003Coalescence-mBHI-p7_S112,13397,14974
F5-e003Coalescence-mGAM-p1_S809,13486,15224
F5-e003Coalescence-mGAM-p3_S72,12762,14466
F5-e003Coalescence-mGAM-p5_S64,13484,15127
F5-e003Coalescence-mGAM-p7_S160,13295,14879
H3-e003Coalescence-mBHI-p1_S791,13521,15239
H3-e003Coalescence-mBHI-p3_S46,13463,15033
H3-e003Coalescence-mBHI-p5_S38,13456,15058
H3-e003Coalescence-mBHI-p7_S134,13374,14947
H3-e003Coalescence-mGAM-p3_S94,13212,14848
H3-e003Coalescence-mGAM-p5_S86,13430,15107
H3-e003Coalescence-mGAM-p7_S182,13443,15114
