,C4-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
A_C8_C11_AF_AE_mGAM_mBHI_2_S32,12994,14701
A_G8_C11_AF_AE_mGAM_mGAM_2_S80,12926,14695
B_C12_C11_AF_AE_mGAM_mBHI_4_S132,12996,14653
B_C8_G11_AF_AE_mGAM_mBHI_2_S128,12948,14581
B_D11_D10_AE_AF_mGAM_mBHI_4_S143,12994,14633
B_D7_H10_AE_AF_mGAM_mBHI_2_S139,12999,14700
B_G12_C11_AF_AE_mGAM_mGAM_4_S180,12729,14531
B_G8_G11_AF_AE_mGAM_mGAM_2_S176,12897,14685
B_H11_D10_AE_AF_mGAM_mGAM_4_S191,12530,14386
B_H7_H10_AE_AF_mGAM_mGAM_2_S187,12904,14684
C11-e003Coalescence-mBHI-p1_S774,12981,14689
C11-e003Coalescence-mBHI-p3,12992,14685
C11-e003Coalescence-mBHI-p5,12996,14688
C11-e003Coalescence-mGAM-p1_S778,12585,14431
C11-e003Coalescence-mGAM-p3,12986,14700
C11-e003Coalescence-mGAM-p5,12986,14699
C11-e003Coalescence-mGAM-p7,12975,14696
C5-e003Coalescence-Inoculumn-mGAM,12986,14686
C_C8_C11_AF_AE_mGAM_mBHI_6_S224,12975,14646
C_D7_D10_AE_AF_mGAM_mBHI_6_S235,12995,14671
C_G8_C11_AF_AE_mGAM_mGAM_6_S272,12944,14668
C_H7_D10_AE_AF_mGAM_mGAM_6_S283,12819,14646
Coalescence-A10-C11-AE-AF-mGAM-mBHI-7_S629,12992,14642
D10-e003Coalescence-mBHI-p3,12994,14676
D10-e003Coalescence-mBHI-p5,12986,14652
D10-e003Coalescence-mBHI-p7,12976,14650
D10-e003Coalescence-mGAM-p1_S771,12981,14700
D10-e003Coalescence-mGAM-p3,12930,14684
D10-e003Coalescence-mGAM-p5,12919,14691
D10-e003Coalescence-mGAM-p7,12909,14682
D4-e003Coalescence-Inoculumn-mGAM,10950,12329
D_C12_G11_AF_AE_mGAM_mBHI_4_S324,12970,14641
D_C8_C11_AF_AE_mGAM_mBHI_6_S320,12989,14629
D_D11_H10_AE_AF_mGAM_mBHI_4_S335,12987,14659
D_D6_D9_ACPP_AF_mGAM_mBHI_6_S330,12970,14647
D_D7_D10_AE_AF_mGAM_mBHI_6_S331,12997,14651
D_G12_G11_AF_AE_mGAM_mGAM_4_S372,12997,14704
D_G8_C11_AF_AE_mGAM_mGAM_6_S368,12986,14696
D_H11_H10_AE_AF_mGAM_mGAM_4_S383,12988,14674
D_H7_D10_AE_AF_mGAM_mGAM_6_S379,12457,14038
G11-e003Coalescence-mBHI-p1_S838,12986,14701
G11-e003Coalescence-mGAM-p1_S842,12978,14696
G111-e003Coalescence-mBHI-p5_S32,12963,14586
G111-e003Coalescence-mBHI-p7_S128,12947,14552
G111-e003Coalescence-mGAM-p3_S180,12766,14487
G111-e003Coalescence-mGAM-p5_S80,12937,14668
G111-e003Coalescence-mGAM-p7_S176,7853,9280
H10-e003Coalescence-mBHI-p1_S831,12994,14703
H10-e003Coalescence-mGAM-p1_S835,12981,14699
H100-e003Coalescence-mBHI-p5_S43,12965,14581
H100-e003Coalescence-mBHI-p7_S139,12960,14575
H100-e003Coalescence-mGAM-p5_S91,12895,14503
H100-e003Coalescence-mGAM-p7_S187,12809,14505
