,A2-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
A11-e003Coalescence-mBHI-p1_S772,12546,14335
A11-e003Coalescence-mBHI-p3,12545,14325
A11-e003Coalescence-mBHI-p5,12539,14299
A11-e003Coalescence-mBHI-p7,12470,14205
A11-e003Coalescence-mGAM-p1_S776,12356,14091
A11-e003Coalescence-mGAM-p3,12535,14297
A11-e003Coalescence-mGAM-p7,12487,14225
A5-e003Coalescence-Inoculumn-mGAM,12404,14179
A8-e003Coalescence-mBHI-p1_S748,12329,14300
A8-e003Coalescence-mBHI-p3,12435,14302
A8-e003Coalescence-mBHI-p5,12419,14314
A8-e003Coalescence-mBHI-p7,12431,14283
A8-e003Coalescence-mGAM-p1_S752,12072,14075
A8-e003Coalescence-mGAM-p7,12396,14283
A_A5_A8_AA_AA_mGAM_mBHI_2_S5,12345,14299
A_A8_A11_AF_AA_mGAM_mBHI_2_S8,12544,14312
A_D5_D8_AA_AF_mGAM_mBHI_2_S41,12547,14321
A_D8_D11_AF_AF_mGAM_mBHI_2_S44,12544,14318
A_E5_A8_AA_AA_mGAM_mGAM_2_S53,12303,14281
A_E8_A11_AF_AA_mGAM_mGAM_2_S56,12542,14324
A_H5_D8_AA_AF_mGAM_mGAM_2_S89,12522,14275
A_H8_D11_AF_AF_mGAM_mGAM_2_S92,12539,14307
B_A12_A11_AF_AA_mGAM_mBHI_4_S108,12542,14298
B_A5_E8_AA_AA_mGAM_mBHI_2_S101,12309,14292
B_A8_E11_AF_AA_mGAM_mBHI_2_S104,12439,14067
B_A9_A8_AA_AA_mGAM_mBHI_4_S105,12324,14289
B_D12_D11_AF_AF_mGAM_mBHI_4_S144,12479,14141
B_D5_H8_AA_AF_mGAM_mBHI_2_S137,12503,14189
B_D8_H11_AF_AF_mGAM_mBHI_2_S140,12535,14274
B_D9_D8_AA_AF_mGAM_mBHI_4_S141,12260,13820
B_E12_A11_AF_AA_mGAM_mGAM_4_S156,12534,14285
B_E5_E8_AA_AA_mGAM_mGAM_2_S149,12229,14270
B_E8_E11_AF_AA_mGAM_mGAM_2_S152,12546,14326
B_E9_A8_AA_AA_mGAM_mGAM_4_S153,12259,14237
B_H12_D11_AF_AF_mGAM_mGAM_4_S192,6993,7431
B_H5_H8_AA_AF_mGAM_mGAM_2_S185,12547,14325
B_H8_H11_AF_AF_mGAM_mGAM_2_S188,12517,14249
B_H9_D8_AA_AF_mGAM_mGAM_4_S189,12514,14231
C_A5_A8_AA_AA_mGAM_mBHI_6_S197,11889,13944
C_D5_D8_AA_AF_mGAM_mBHI_6_S233,12517,14299
C_D8_D11_AF_AF_mGAM_mBHI_6_S236,12521,14293
C_E5_A8_AA_AA_mGAM_mGAM_6_S245,12349,14284
C_E8_A11_AF_AA_mGAM_mGAM_6_S248,12536,14321
C_H5_D8_AA_AF_mGAM_mGAM_6_S281,12310,13949
C_H8_D11_AF_AF_mGAM_mGAM_6_S284,12480,14203
Coalescence-A12-D11-AF-AF-mGAM-mBHI-7_S631,12542,14328
Coalescence-B5-D8-AA-AF-mGAM-mGAM-7_S636,12538,14270
Coalescence-B6-E11-AA-AF-mGAM-mGAM-7_S637,12539,14286
Coalescence-C3-A11-AA-AF-mGAM-mGAM-5_S646,12540,14317
Coalescence-C9-A8-AA-AA-mGAM-mGAM-5_S652,12355,14307
Coalescence-E8-D11-AF-AF-mGAM-mBHI-3_S675,12542,14307
Coalescence-F1-D8-AA-AF-mGAM-mGAM-3_S680,12522,14263
Coalescence-F10-H8-AA-AF-mGAM-mGAM-3_S689,12544,14303
Coalescence-F3-E11-AA-AF-mGAM-mGAM-3_S682,12544,14331
D11-e003Coalescence-mBHI-p1_S775,12517,14270
D11-e003Coalescence-mBHI-p5,12543,14318
D11-e003Coalescence-mGAM-p1_S779,12533,14288
D11-e003Coalescence-mGAM-p5,12525,14276
D11-e003Coalescence-mGAM-p7,12493,14221
D2-e003Coalescence-Inoculumn-mGAM,12446,14212
D8-e003Coalescence-mBHI-p1_S751,12545,14304
D8-e003Coalescence-mBHI-p5,12534,14274
D8-e003Coalescence-mGAM-p1_S755,12538,14326
D8-e003Coalescence-mGAM-p5,12533,14302
D_A12_E11_AF_AA_mGAM_mBHI_4_S300,12512,14277
D_A8_A11_AF_AA_mGAM_mBHI_6_S296,12539,14320
D_A9_E8_AA_AA_mGAM_mBHI_4_S297,12340,14286
D_D12_H11_AF_AF_mGAM_mBHI_4_S336,12460,14204
D_D5_D8_AA_AF_mGAM_mBHI_6_S329,12536,14307
D_D8_D11_AF_AF_mGAM_mBHI_6_S332,12545,14324
D_D9_H8_AA_AF_mGAM_mBHI_4_S333,11575,13137
